"OutphaseC4_021","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_OutphaseC4\runs\OutphaseC4_021.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_OutphaseC4\results\021\OutphaseC4_021_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.008333,          2.5111,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          1.9905,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -53.7614,          0.0007
,        0.016667,          2.0726,          1.5238,          3.3343,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0006,          0.0002,          1.1476,        -36.8130,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -65.3810,          0.0012
,        0.025000,          2.1063,          2.7352,          4.2789,          1.8719,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0005,          0.0001,          1.1911,        -64.7983,        -40.7024,          0.0000,          0.0000,          0.0000,          0.0000,        -81.7667,          0.0000
,        0.033333,          2.1065,          3.1275,          4.6685,          1.6132,          1.2183,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.0000,          1.1106,        -78.7867,        -45.3362,         -3.4654,          0.0000,          0.0000,          0.0000,        -87.7562,          0.0006
,        0.041667,          2.0915,          3.3111,          3.6263,          1.8944,          1.2782,          0.0000,          0.5725,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0005,          0.0001,          1.1116,        -86.5340,        -50.9267,        -17.8604,         -0.0000,          0.0000,          0.0002,        -94.1192,         -0.0003
,        0.050000,          2.0872,          3.4350,          3.3762,          2.2928,          1.4364,          1.5403,          1.9268,          0.8462,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          0.0004,          0.0001,          1.0983,        -92.4000,        -61.6255,        -34.9921,        -23.5507,          0.0000,          0.0005,        -96.4532,         -0.0006
,        0.058333,          2.0783,          3.4801,          3.1776,          2.4153,          1.7023,          2.1298,          2.6994,          0.5696,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.0003,          0.0001,          1.0957,        -95.5939,        -70.5828,        -50.1878,        -36.3028,         -0.0003,          0.0008,        -97.8743,          0.0018
,        0.066667,          2.0796,          3.4963,          3.0386,          2.4069,          1.8679,          2.4492,          1.1365,          0.6113,          0.4317,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          0.0001,          1.0948,        -97.5124,        -78.9156,        -61.9801,        -43.0029,          0.0000,         -0.0003,        -98.9318,          0.0007
