"InphaseC4_013","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Inphase\runs\InphaseC4_013.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Inphase\results\013\InphaseC4_013_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.008333,          3.2197,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          2.6807,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -18.1361,          0.0008
,        0.016667,          2.7492,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          2.6346,        -15.2769,          0.0000,          0.0000,          0.0000,          0.0000,          0.0008,        -20.0405,          0.0005
,        0.025000,          2.5142,          0.0000,          0.8011,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.0001,          2.6327,        -13.7425,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0008,        -20.0037,          0.0008
,        0.033333,          1.6768,          0.0755,          0.6600,          0.4881,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          0.0001,          0.0001,          2.6327,        -11.5388,         -1.9233,          0.0000,          0.0000,          0.0000,         -0.0005,        -20.0003,          0.0014
,        0.041667,          1.4779,          0.0765,          0.7285,          1.3875,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          0.0001,          2.6292,        -13.5577,         -5.4086,          0.0000,          0.0000,          0.0002,          0.0006,        -19.7250,          0.0003
,        0.050000,          1.3935,          0.1965,          0.8387,          1.6397,          1.9971,          0.0000,          0.0000,          0.0000,          0.0002,          0.0002,          0.0000,          0.0001,          0.0001,          0.0000,          0.0000,          2.1850,        -15.8548,         -9.1620,         -4.1897,          0.0000,         -0.0003,          0.0003,        -19.2641,         -0.0008
,        0.058333,          1.3145,          0.2350,          0.8850,          1.7953,          2.3090,          0.0000,          0.0000,          0.0000,          0.0002,          0.0002,          0.0000,          0.0002,          0.0000,          0.0000,          0.0000,          1.9377,        -16.8445,        -12.5653,         -7.3438,          0.0000,         -0.0006,          0.0008,        -19.3051,          0.0011
,        0.066667,          1.2649,          0.2705,          0.9110,          1.8738,          2.4721,          0.0000,          0.2315,          0.0000,          0.0001,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          1.8149,        -17.6169,        -14.7892,         -8.8977,          0.0000,         -0.0004,          0.0003,        -19.3539,          0.0003
,        0.075000,          1.2414,          0.3024,          0.9358,          1.9228,          1.9244,          0.0000,          0.3809,          0.0000,          0.0001,          0.0001,          0.0000,          0.0002,          0.0000,          0.0001,          0.0001,          1.7371,        -18.3870,        -16.3557,        -10.3719,         -0.9821,          0.0004,          0.0006,        -19.5339,          0.0002
,        0.083333,          1.2242,          0.3227,          0.9521,          1.9575,          1.6455,          0.0000,          0.4850,          0.0000,          0.0002,          0.0001,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          1.6893,        -18.9426,        -17.5342,        -11.8989,         -3.6681,          0.0005,         -0.0003,        -19.6900,          0.0001
,        0.091667,          1.2089,          0.3360,          0.9619,          1.9799,          1.4881,          0.0420,          0.5649,          0.7272,          0.0001,          0.0001,          0.0000,          0.0001,          0.0000,          0.0001,          0.0000,          1.6597,        -19.2680,        -18.3498,        -13.4740,         -6.8297,         -0.0000,         -0.0008,        -19.7796,         -0.0010
,        0.100000,          1.1990,          0.3459,          0.9685,          1.9938,          1.3957,          0.1199,          0.6324,          1.2100,          0.3184,          0.2574,          0.0000,          0.0001,          0.0000,          0.0001,          0.0000,          1.6401,        -19.4928,        -18.8811,        -14.9542,         -9.8915,         -3.8196,         -0.0005,        -19.8418,          0.0007
