"InphaseC4_019","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_InphaseC4\runs\InphaseC4_019.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_InphaseC4\results\019\InphaseC4_019_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.008333,          4.2532,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          3.9052,         -0.6168,          0.0000,          0.0000,         -0.0000,          0.0000,          0.0000,        -79.2297,         -0.0001
,        0.016667,          3.2748,          1.5072,          2.4246,          0.4084,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          0.0000,          3.3529,        -71.8829,        -14.3464,          0.0000,         -0.0000,          0.0000,         -0.0008,        -80.5208,         -0.0001
,        0.025000,          3.0080,          1.0525,          2.0543,          2.6928,          2.3934,          2.0823,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          0.0001,          0.0000,          3.3359,        -69.6766,        -50.3260,        -29.8860,         -0.0000,          0.0000,         -0.0001,        -79.6230,         -0.0005
,        0.033333,          2.5345,          1.1028,          2.0176,          2.7426,          2.6133,          0.9262,          1.5857,          0.0000,          0.0001,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          0.0000,          3.0518,        -69.8832,        -61.6408,        -50.9207,        -24.1496,         -0.0002,         -0.0001,        -79.1504,          0.0017
,        0.041667,          2.3867,          1.2188,          1.9981,          2.7714,          2.6161,          0.9660,          1.4456,          1.8284,          0.8358,          0.0001,          0.0001,          0.0001,          0.0000,          0.0001,          0.0000,          2.5964,        -72.4873,        -67.5288,        -57.7583,        -42.4768,         -0.0007,          0.0002,        -76.0689,          0.0005
,        0.050000,          2.3608,          1.3072,          2.0218,          2.7971,          2.4113,          0.9849,          1.5076,          2.0223,          1.1430,          1.1019,          0.9867,          0.0001,          0.0001,          0.0001,          0.0000,          2.4616,        -75.7409,        -71.9914,        -61.4875,        -53.1848,        -39.3886,          0.0012,        -77.6864,         -0.0016
,        0.058333,          2.3418,          1.3500,          2.0307,          2.8215,          2.3005,          1.1416,          1.5966,          2.2068,          1.2063,          1.2703,          1.3392,          1.0222,          0.7363,          0.7376,          0.0001,          2.3957,        -77.6958,        -75.5625,        -67.3871,        -61.2200,        -51.4981,        -35.3413,        -78.6580,         -1.3635
,        0.066667,          2.3308,          1.3775,          2.0350,          2.8333,          2.2588,          1.2668,          1.6782,          2.3103,          1.3445,          1.3313,          1.3369,          1.1730,          1.0913,          1.1425,          0.9581,          2.3617,        -78.7058,        -77.4432,        -72.3896,        -68.2708,        -58.9225,        -49.1483,        -79.2999,        -48.0412
,        0.075000,          2.3226,          1.3931,          2.0359,          2.7768,          2.2348,          1.3371,          1.7231,          2.2852,          1.4681,          1.3920,          1.4885,          1.4236,          1.4000,          1.8112,          1.4649,          2.3389,        -79.2368,        -78.5323,        -75.3468,        -72.7619,        -63.7761,        -61.5334,        -79.5859,        -71.9929
