"VanillaC4_001 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_VanillaC4\runs\VanillaC4_001.tcf]","Time (h)","Q 2 [VanillaC4_001]","Q 3 [VanillaC4_001]","Q 4 [VanillaC4_001]","Q 5 [VanillaC4_001]","Q 6 [VanillaC4_001]","Q 7 [VanillaC4_001]","Q 1 [VanillaC4_001]","Q  8 [VanillaC4_001]"
           1,        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           2,        0.008333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0000
           3,        0.016667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.1287,          0.0000
           4,        0.025000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.7093,         -0.0001
           5,        0.033333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.8595,          0.0000
           6,        0.041667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.9236,          0.0000
           7,        0.050000,         -0.2435,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.9561,         -0.0001
           8,        0.058333,         -0.6194,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.9738,         -0.0001
           9,        0.066667,         -0.7789,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.9839,          0.0001
          10,        0.075000,         -0.8627,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.9902,          0.0000
          11,        0.083333,         -0.9137,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.9938,         -0.0001
          12,        0.091667,         -0.9447,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.9961,          0.0000
          13,        0.100000,         -0.9643,         -0.3842,          0.0000,          0.0000,          0.0000,          0.0000,         -0.9975,          0.0002
          14,        0.108333,         -0.9767,         -0.6350,          0.0000,          0.0000,          0.0000,          0.0000,         -0.9984,         -0.0001
          15,        0.116667,         -0.9847,         -0.7676,          0.0000,          0.0000,          0.0000,          0.0000,         -0.9990,         -0.0003
          16,        0.125000,         -0.9899,         -0.8450,          0.0000,          0.0000,          0.0000,          0.0000,         -0.9993,          0.0001
          17,        0.133333,         -0.9934,         -0.8966,          0.0000,          0.0000,          0.0000,          0.0000,         -0.9995,          0.0002
          18,        0.141667,         -0.9956,         -0.9303,          0.0000,          0.0000,          0.0000,          0.0000,         -0.9997,         -0.0001
          19,        0.150000,         -0.9971,         -0.9530,         -0.3361,          0.0000,          0.0000,          0.0000,         -0.9998,         -0.0001
          20,        0.158333,         -0.9981,         -0.9681,         -0.5988,          0.0000,          0.0000,          0.0000,         -0.9999,          0.0002
          21,        0.166667,         -0.9986,         -0.9783,         -0.7372,          0.0000,          0.0000,          0.0000,         -0.9999,         -0.0000
          22,        0.175000,         -0.9990,         -0.9852,         -0.8214,          0.0000,          0.0000,          0.0000,         -1.0000,         -0.0001
          23,        0.183333,         -0.9994,         -0.9900,         -0.8769,          0.0000,          0.0000,          0.0000,         -1.0000,          0.0000
          24,        0.191667,         -0.9996,         -0.9932,         -0.9153,         -0.2597,          0.0000,          0.0000,         -1.0000,          0.0002
          25,        0.200000,         -0.9999,         -0.9953,         -0.9413,         -0.5576,          0.0000,          0.0000,         -1.0000,         -0.0001
          26,        0.208333,         -0.9998,         -0.9968,         -0.9593,         -0.7091,          0.0000,          0.0000,         -1.0000,         -0.0002
          27,        0.216667,         -0.9999,         -0.9979,         -0.9718,         -0.8016,          0.0000,          0.0000,         -1.0000,          0.0001
