"InphaseC4_002","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_inphase\runs\InphaseC4_002.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_inphase\results\002\InphaseC4_002_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.008333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          2.4245,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -11.2626,         -0.0002
,        0.016667,          2.5219,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          2.3907,         -8.9467,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,        -13.3285,          0.0000
,        0.025000,          2.3591,          0.0000,          0.6505,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          2.3893,         -8.8927,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0001,        -13.3200,          0.0003
,        0.033333,          1.5819,          0.0000,          0.4337,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          0.0001,          2.3893,         -6.7098,          0.0000,          0.0000,          0.0000,          0.0000,          0.0005,        -13.3186,         -0.0000
,        0.041667,          1.3124,          0.0306,          0.4582,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.0001,          2.3908,         -7.7502,         -0.1417,          0.0000,          0.0000,          0.0000,         -0.0002,        -13.3240,          0.0007
,        0.050000,          1.2040,          0.0634,          0.5693,          1.0017,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          0.0001,          2.3907,         -9.1828,         -2.3032,          0.0000,          0.0000,          0.0000,         -0.0009,        -13.0307,          0.0001
,        0.058333,          1.1112,          0.0979,          0.6167,          1.3374,          1.4428,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          0.0001,          2.0908,         -9.7777,         -4.8423,          0.0000,          0.0000,          0.0000,          0.0001,        -12.8060,          0.0012
,        0.066667,          1.0560,          0.1336,          0.6530,          1.4933,          1.8716,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.0000,          1.7442,        -10.4194,         -6.8218,         -3.5171,          0.0000,          0.0000,          0.0002,        -12.7287,         -0.0006
,        0.075000,          1.0311,          0.1686,          0.6927,          1.5900,          2.0619,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          0.0000,          1.6203,        -11.2406,         -8.3967,         -4.9031,          0.0000,          0.0000,         -0.0008,        -12.8482,          0.0001
,        0.083333,          1.0093,          0.1906,          0.7217,          1.6612,          2.1786,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          0.0000,          1.5475,        -11.8358,         -9.7450,         -5.2571,          0.0000,          0.0000,          0.0000,        -12.9630,          0.0006
,        0.091667,          0.9893,          0.2050,          0.7390,          1.7082,          1.8098,          0.0000,          0.1888,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0000,          0.0001,          0.0001,          1.4959,        -12.1980,        -10.7545,         -6.5080,          0.0000,          0.0000,         -0.0002,        -13.0293,         -0.0002
,        0.100000,          0.9761,          0.2161,          0.7520,          1.7385,          1.4760,          0.0000,          0.2869,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          0.0000,          1.4609,        -12.5042,        -11.4643,         -7.3876,         -0.5579,          0.0000,          0.0005,        -13.1016,          0.0001
,        0.108333,          0.9672,          0.2254,          0.7622,          1.7601,          1.3000,          0.0000,          0.3467,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          1.4378,        -12.7479,        -11.9913,         -7.9224,         -2.0407,          0.0000,          0.0005,        -13.1622,          0.0002
,        0.116667,          0.9601,          0.2318,          0.7689,          1.7755,          1.1852,          0.0000,          0.4113,          0.0622,          0.0000,          0.0000,          0.0000,          0.0003,          0.0000,          0.0000,          0.0001,          1.4208,        -12.9137,        -12.3786,         -8.7286,         -3.7351,          0.0000,          0.0004,        -13.2069,          0.0010
