"VanillaC4_020 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_VanillaC4\runs\VanillaC4_020.tcf]","Time (h)","V 2 [VanillaC4_020]","V 3 [VanillaC4_020]","V 4 [VanillaC4_020]","V 5 [VanillaC4_020]","V 6 [VanillaC4_020]","V 7 [VanillaC4_020]","V 8 [VanillaC4_020]","V 9 [VanillaC4_020]","V 10 [VanillaC4_020]","V 11 [VanillaC4_020]","V 12 [VanillaC4_020]","V 13 [VanillaC4_020]","V 14 [VanillaC4_020]","V 15 [VanillaC4_020]","V 16 [VanillaC4_020]","V  1 [VanillaC4_020]"
          34,        0.275000,          2.2382,          2.0303,          2.2568,          2.2512,          2.2863,          2.0119,          2.0435,          2.0742,          2.0995,          2.1223,          1.9531,          2.0968,          2.2602,          2.2044,          2.1279,          2.2193
          35,        0.283333,          2.2382,          2.0303,          2.2567,          2.2511,          2.2863,          2.0119,          2.0435,          2.0742,          2.0995,          2.1223,          1.9533,          2.0969,          2.2602,          2.2046,          2.1282,          2.2192
          36,        0.291667,          2.2382,          2.0303,          2.2567,          2.2511,          2.2862,          2.0119,          2.0435,          2.0742,          2.0995,          2.1224,          1.9533,          2.0970,          2.2604,          2.2047,          2.1283,          2.2192
          37,        0.300000,          2.2382,          2.0303,          2.2567,          2.2511,          2.2862,          2.0119,          2.0435,          2.0742,          2.0995,          2.1224,          1.9533,          2.0970,          2.2605,          2.2049,          2.1286,          2.2193
          38,        0.308333,          2.2382,          2.0302,          2.2567,          2.2510,          2.2862,          2.0118,          2.0435,          2.0742,          2.0995,          2.1224,          1.9534,          2.0971,          2.2605,          2.2050,          2.1287,          2.2192
          39,        0.316667,          2.2381,          2.0302,          2.2567,          2.2510,          2.2862,          2.0118,          2.0435,          2.0742,          2.0995,          2.1224,          1.9535,          2.0971,          2.2606,          2.2050,          2.1288,          2.2192
          40,        0.325000,          2.2381,          2.0302,          2.2567,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9535,          2.0971,          2.2606,          2.2051,          2.1289,          2.2192
          41,        0.333333,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0435,          2.0742,          2.0995,          2.1224,          1.9535,          2.0971,          2.2605,          2.2052,          2.1289,          2.2192
          42,        0.341667,          2.2381,          2.0302,          2.2567,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9535,          2.0971,          2.2606,          2.2052,          2.1290,          2.2192
          43,        0.350000,          2.2381,          2.0302,          2.2567,          2.2510,          2.2862,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9535,          2.0971,          2.2607,          2.2053,          2.1290,          2.2192
          44,        0.358333,          2.2381,          2.0302,          2.2567,          2.2510,          2.2862,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9535,          2.0971,          2.2607,          2.2052,          2.1291,          2.2192
          45,        0.366667,          2.2381,          2.0302,          2.2566,          2.2510,          2.2862,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9536,          2.0972,          2.2607,          2.2052,          2.1290,          2.2192
          46,        0.375000,          2.2381,          2.0302,          2.2567,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9535,          2.0972,          2.2607,          2.2053,          2.1291,          2.2191
          47,        0.383333,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0435,          2.0742,          2.0995,          2.1224,          1.9536,          2.0972,          2.2607,          2.2053,          2.1291,          2.2192
          48,        0.391667,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0435,          2.0741,          2.0995,          2.1224,          1.9536,          2.0973,          2.2608,          2.2053,          2.1292,          2.2192
          49,        0.400000,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0972,          2.2608,          2.2054,          2.1292,          2.2192
          50,        0.408333,          2.2381,          2.0302,          2.2567,          2.2510,          2.2861,          2.0118,          2.0435,          2.0742,          2.0995,          2.1225,          1.9535,          2.0973,          2.2607,          2.2054,          2.1291,          2.2191
          51,        0.416667,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9536,          2.0973,          2.2608,          2.2053,          2.1292,          2.2191
          52,        0.425000,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9536,          2.0972,          2.2608,          2.2053,          2.1292,          2.2191
          53,        0.433333,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0741,          2.0995,          2.1225,          1.9536,          2.0973,          2.2606,          2.2054,          2.1292,          2.2191
          54,        0.441667,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9535,          2.0973,          2.2608,          2.2053,          2.1292,          2.2191
          55,        0.450000,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0435,          2.0742,          2.0995,          2.1225,          1.9536,          2.0972,          2.2608,          2.2054,          2.1292,          2.2192
          56,        0.458333,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0435,          2.0742,          2.0995,          2.1224,          1.9536,          2.0971,          2.2608,          2.2054,          2.1292,          2.2192
          57,        0.466667,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9535,          2.0973,          2.2607,          2.2053,          2.1292,          2.2191
          58,        0.475000,          2.2380,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9535,          2.0972,          2.2607,          2.2054,          2.1292,          2.2192
          59,        0.483333,          2.2380,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0435,          2.0742,          2.0995,          2.1225,          1.9536,          2.0973,          2.2607,          2.2053,          2.1292,          2.2192
          60,        0.491667,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9536,          2.0973,          2.2607,          2.2054,          2.1292,          2.2192
          61,        0.500000,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0741,          2.0995,          2.1224,          1.9535,          2.0972,          2.2608,          2.2054,          2.1292,          2.2192
          62,        0.508333,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9535,          2.0973,          2.2608,          2.2054,          2.1292,          2.2191
          63,        0.516667,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9536,          2.0972,          2.2608,          2.2053,          2.1292,          2.2191
          64,        0.525000,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0973,          2.2608,          2.2054,          2.1292,          2.2192
          65,        0.533333,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9535,          2.0973,          2.2606,          2.2054,          2.1292,          2.2191
          66,        0.541667,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9536,          2.0973,          2.2608,          2.2053,          2.1292,          2.2192
          67,        0.550000,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0435,          2.0742,          2.0995,          2.1225,          1.9535,          2.0973,          2.2609,          2.2054,          2.1292,          2.2191
          68,        0.558333,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0435,          2.0742,          2.0995,          2.1224,          1.9536,          2.0973,          2.2608,          2.2054,          2.1292,          2.2192
          69,        0.566667,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0972,          2.2607,          2.2054,          2.1292,          2.2192
          70,        0.575000,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0117,          2.0434,          2.0742,          2.0995,          2.1225,          1.9536,          2.0973,          2.2607,          2.2054,          2.1292,          2.2192
          71,        0.583333,          2.2381,          2.0302,          2.2567,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9536,          2.0972,          2.2607,          2.2054,          2.1292,          2.2191
          72,        0.591667,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9536,          2.0973,          2.2607,          2.2054,          2.1292,          2.2192
          73,        0.600000,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9536,          2.0972,          2.2608,          2.2054,          2.1292,          2.2192
          74,        0.608333,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0117,          2.0434,          2.0742,          2.0995,          2.1224,          1.9536,          2.0972,          2.2608,          2.2053,          2.1292,          2.2192
          75,        0.616667,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9536,          2.0972,          2.2608,          2.2054,          2.1292,          2.2192
          76,        0.625000,          2.2381,          2.0302,          2.2566,          2.2510,          2.2862,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0972,          2.2607,          2.2054,          2.1292,          2.2191
          77,        0.633333,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9536,          2.0972,          2.2606,          2.2055,          2.1293,          2.2191
          78,        0.641667,          2.2381,          2.0302,          2.2567,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0972,          2.2608,          2.2054,          2.1292,          2.2192
          79,        0.650000,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9535,          2.0972,          2.2608,          2.2054,          2.1292,          2.2191
          80,        0.658333,          2.2381,          2.0302,          2.2567,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0972,          2.2609,          2.2055,          2.1292,          2.2191
          81,        0.666667,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0741,          2.0995,          2.1225,          1.9535,          2.0971,          2.2607,          2.2055,          2.1292,          2.2192
          82,        0.675000,          2.2382,          2.0302,          2.2567,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0971,          2.2608,          2.2054,          2.1292,          2.2192
          83,        0.683333,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9535,          2.0971,          2.2606,          2.2054,          2.1292,          2.2192
          84,        0.691667,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0972,          2.2607,          2.2054,          2.1292,          2.2192
          85,        0.700000,          2.2382,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0435,          2.0742,          2.0995,          2.1225,          1.9535,          2.0972,          2.2608,          2.2054,          2.1292,          2.2192
          86,        0.708333,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0971,          2.2609,          2.2055,          2.1292,          2.2192
          87,        0.716667,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0972,          2.2606,          2.2055,          2.1292,          2.2192
          88,        0.725000,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9535,          2.0972,          2.2607,          2.2054,          2.1292,          2.2192
          89,        0.733333,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0435,          2.0742,          2.0995,          2.1225,          1.9535,          2.0972,          2.2607,          2.2054,          2.1293,          2.2191
          90,        0.741667,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0435,          2.0742,          2.0995,          2.1224,          1.9535,          2.0972,          2.2607,          2.2624,          2.1293,          2.2191
          91,        0.750000,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9536,          2.0978,          2.2641,          2.2057,          2.1355,          2.2192
          92,        0.758333,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0435,          2.0741,          2.0995,          2.1225,          1.9545,          2.0973,          2.2607,          2.2054,          2.1288,          2.2192
          93,        0.766667,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0435,          2.0742,          2.0995,          2.1226,          1.9539,          2.0976,          2.2606,          2.2053,          2.1289,          2.2191
          94,        0.775000,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1226,          1.9536,          2.0972,          2.2609,          2.2053,          2.1291,          2.2191
          95,        0.783333,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0996,          2.1225,          1.9537,          2.0974,          2.2607,          2.2053,          2.1291,          2.2192
          96,        0.791667,          2.2381,          2.0302,          2.2566,          2.2510,          2.2862,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0972,          2.2607,          2.2053,          2.1291,          2.2191
          97,        0.800000,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0972,          2.2608,          2.2053,          2.1291,          2.2191
          98,        0.808333,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9536,          2.0973,          2.2609,          2.2053,          2.1292,          2.2191
          99,        0.816667,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9536,          2.0973,          2.2608,          2.2053,          2.1292,          2.2192
         100,        0.825000,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0435,          2.0742,          2.0995,          2.1225,          1.9536,          2.0973,          2.2607,          2.2053,          2.1292,          2.2192
         101,        0.833333,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0972,          2.2608,          2.2054,          2.1292,          2.2191
         102,        0.841667,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9535,          2.0972,          2.2607,          2.2054,          2.1292,          2.2191
         103,        0.850000,          2.2381,          2.0302,          2.2567,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0972,          2.2607,          2.2053,          2.1292,          2.2191
         104,        0.858333,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0435,          2.0742,          2.0995,          2.1224,          1.9536,          2.0972,          2.2609,          2.2053,          2.1292,          2.2192
         105,        0.866667,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0972,          2.2608,          2.2054,          2.1292,          2.2192
         106,        0.875000,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0973,          2.2607,          2.2054,          2.1292,          2.2191
         107,        0.883333,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9536,          2.0972,          2.2608,          2.2053,          2.1292,          2.2192
         108,        0.891667,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0435,          2.0741,          2.0995,          2.1225,          1.9535,          2.0972,          2.2608,          2.2053,          2.1292,          2.2192
         109,        0.900000,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0117,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0972,          2.2608,          2.2053,          2.1292,          2.2191
         110,        0.908333,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0435,          2.0742,          2.0995,          2.1225,          1.9535,          2.0973,          2.2608,          2.2054,          2.1292,          2.2192
         111,        0.916667,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9535,          2.0973,          2.2607,          2.2054,          2.1292,          2.2192
         112,        0.925000,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9536,          2.0973,          2.2606,          2.2053,          2.1292,          2.2192
         113,        0.933333,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9536,          2.0972,          2.2607,          2.2054,          2.1292,          2.2192
         114,        0.941667,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0435,          2.0742,          2.0995,          2.1225,          1.9536,          2.0973,          2.2607,          2.2053,          2.1292,          2.2192
         115,        0.950000,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9536,          2.0973,          2.2607,          2.2053,          2.1292,          2.2192
         116,        0.958333,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0117,          2.0435,          2.0741,          2.0995,          2.1224,          1.9536,          2.0972,          2.2608,          2.2054,          2.1292,          2.2192
         117,        0.966667,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0974,          2.2608,          2.2053,          2.1292,          2.2192
         118,        0.975000,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9536,          2.0972,          2.2607,          2.2053,          2.1292,          2.2191
         119,        0.983333,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0972,          2.2608,          2.2053,          2.1292,          2.2191
         120,        0.991667,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0973,          2.2607,          2.2054,          2.1292,          2.2192
         121,        1.000000,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9536,          2.0972,          2.2607,          2.2054,          2.1292,          2.2191
         122,        1.008333,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9536,          2.0973,          2.2607,          2.2054,          2.1292,          2.2192
         123,        1.016667,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9536,          2.0973,          2.2609,          2.2054,          2.1292,          2.2192
         124,        1.025000,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0741,          2.0995,          2.1224,          1.9535,          2.0973,          2.2609,          2.2053,          2.1292,          2.2191
         125,        1.033333,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0435,          2.0742,          2.0995,          2.1225,          1.9535,          2.0973,          2.2607,          2.2053,          2.1292,          2.2192
         126,        1.041667,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9535,          2.0972,          2.2607,          2.2054,          2.1292,          2.2191
         127,        1.050000,          2.2381,          2.0302,          2.2566,          2.2510,          2.2861,          2.0118,          2.0435,          2.0742,          2.0995,          2.1224,          1.9535,          2.0973,          2.2607,          2.2054,          2.1292,          2.2191
