"InphaseC4_006","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_InphaseC4\runs\InphaseC4_006.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_InphaseC4\results\006\InphaseC4_006_POMM.csv","Maximum (Extracted from Time Series)",          2.0757,          0.1201,          0.4990,          1.4310,          1.7409,          0.0000,          0.4124,          1.0253,          0.0737,          0.2240,          0.6833,          1.2190,          0.9315,          0.3882,          0.3959,          1.9360,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0006,          0.0000,          0.0013
"","Time of Maximum",          0.0167,          1.0083,          2.8167,          3.0167,          0.1417,          0.0000,          2.5417,          2.1667,          3.0333,          2.7583,          4.4333,          1.0417,          3.5000,          1.6917,          3.5500,          0.0750,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0917,          0.0000,          0.1583
"","Minimum (Extracted From Time Series)",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -6.0009,         -6.0003,         -6.0011,         -6.0005,         -6.0009,         -6.0003,         -6.0020,         -6.0011
"","Time of Minimum",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          1.7333,          3.4000,          4.5000,          2.6500,          3.6500,          5.6833,          0.0667,          4.2667
