"InphaseC4_006","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_InphaseC4\runs\InphaseC4_006.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_InphaseC4\results\006\InphaseC4_006_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.008333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          1.9117,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -3.5390,         -0.0000
,        0.016667,          2.0757,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          1.9312,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0000,         -5.9546,         -0.0003
,        0.025000,          1.9866,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          1.9292,         -3.9030,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0003,         -5.9902,          0.0004
,        0.033333,          1.6773,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          1.9296,         -2.6960,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,         -6.0009,          0.0012
,        0.041667,          1.1101,          0.0000,          0.0016,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          1.9301,         -2.7139,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0005,         -6.0011,          0.0005
,        0.050000,          0.9710,          0.0000,          0.2546,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          1.9300,         -3.3694,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0001,         -5.9999,          0.0000
,        0.058333,          0.8523,          0.0000,          0.2451,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          1.9296,         -3.2369,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0003,         -5.9995,         -0.0006
,        0.066667,          0.7628,          0.0000,          0.2312,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          1.9303,         -3.2070,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0006,         -6.0020,         -0.0006
,        0.075000,          0.7232,          0.0000,          0.2644,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          1.9360,         -3.5629,         -0.0020,          0.0000,          0.0000,          0.0000,         -0.0008,         -5.8668,         -0.0006
,        0.083333,          0.6893,          0.0209,          0.3024,          0.5447,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          1.8160,         -3.8339,         -0.6391,          0.0000,          0.0000,          0.0000,         -0.0000,         -5.7996,          0.0005
,        0.091667,          0.6545,          0.0356,          0.3293,          0.8301,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          1.5054,         -4.0099,         -1.3598,          0.0000,          0.0000,          0.0000,          0.0006,         -5.7442,          0.0003
,        0.100000,          0.6360,          0.0486,          0.3577,          0.9844,          1.0867,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          1.3309,         -4.3041,         -2.0408,         -0.0002,          0.0000,          0.0000,         -0.0005,         -5.7450,          0.0000
,        0.108333,          0.6250,          0.0629,          0.3877,          1.0918,          1.3269,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          1.2364,         -4.6204,         -2.6885,         -1.2106,          0.0000,          0.0000,         -0.0002,         -5.7615,          0.0007
,        0.116667,          0.6129,          0.0739,          0.4110,          1.1750,          1.4835,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          0.0001,          1.1751,         -4.8699,         -3.2972,         -1.5359,          0.0000,          0.0000,         -0.0001,         -5.7927,          0.0009
,        0.125000,          0.6028,          0.0824,          0.4284,          1.2356,          1.5997,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          1.1287,         -5.0640,         -3.8149,         -1.8506,          0.0000,          0.0000,         -0.0003,         -5.8153,         -0.0016
,        0.133333,          0.5963,          0.0891,          0.4433,          1.2806,          1.6760,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          1.0938,         -5.2561,         -4.2451,         -2.2930,          0.0000,          0.0000,         -0.0001,         -5.8437,          0.0003
,        0.141667,          0.5918,          0.0956,          0.4555,          1.3155,          1.7409,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          1.0690,         -5.4164,         -4.6056,         -2.4935,          0.0000,          0.0000,          0.0005,         -5.8757,         -0.0008
,        0.150000,          0.5872,          0.0999,          0.4655,          1.3422,          1.3784,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          1.0500,         -5.5326,         -4.9018,         -2.7493,          0.0000,          0.0000,         -0.0004,         -5.8992,          0.0001
,        0.158333,          0.5834,          0.1035,          0.4725,          1.3627,          1.0881,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          1.0351,         -5.6306,         -5.1368,         -2.9790,          0.0000,          0.0000,          0.0004,         -5.9167,          0.0013
,        0.166667,          0.5808,          0.1065,          0.4784,          1.3781,          0.9429,          0.0000,          0.0221,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          1.0236,         -5.7114,         -5.3231,         -3.1608,          0.0000,          0.0000,         -0.0006,         -5.9352,         -0.0004
,        0.175000,          0.5785,          0.1089,          0.4832,          1.3902,          0.8381,          0.0000,          0.1223,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          0.0001,          1.0154,         -5.7751,         -5.4711,         -3.3113,         -0.0391,          0.0000,          0.0003,         -5.9490,          0.0004
,        0.183333,          0.5767,          0.1114,          0.4866,          1.3995,          0.7693,          0.0000,          0.1512,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          1.0087,         -5.8247,         -5.5885,         -3.5057,         -0.3387,          0.0000,          0.0004,         -5.9601,         -0.0005
