"VanillaC4_004 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Vanilla\runs\VanillaC4_004.tcf]","Time (h)","Q 2 [VanillaC4_004]","Q 3 [VanillaC4_004]","Q 4 [VanillaC4_004]","Q 5 [VanillaC4_004]","Q 6 [VanillaC4_004]","Q 7 [VanillaC4_004]","Q 1 [VanillaC4_004]","Q  8 [VanillaC4_004]"
           1,        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           2,        0.008333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           3,        0.016667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -2.9691,         -0.0002
           4,        0.025000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -3.5244,         -0.0000
           5,        0.033333,         -1.9174,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -3.7394,          0.0001
           6,        0.041667,         -2.9106,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -3.8472,         -0.0000
           7,        0.050000,         -3.3539,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -3.9033,          0.0005
           8,        0.058333,         -3.5959,         -0.6095,          0.0000,          0.0000,          0.0000,          0.0000,         -3.9388,          0.0003
           9,        0.066667,         -3.7363,         -2.2134,          0.0000,          0.0000,          0.0000,          0.0000,         -3.9600,         -0.0004
          10,        0.075000,         -3.8222,         -2.8814,          0.0000,          0.0000,          0.0000,          0.0000,         -3.9733,         -0.0002
          11,        0.083333,         -3.8799,         -3.2647,          0.0000,          0.0000,          0.0000,          0.0000,         -3.9818,          0.0002
          12,        0.091667,         -3.9177,         -3.5029,         -0.9209,          0.0000,          0.0000,          0.0000,         -3.9877,          0.0002
          13,        0.100000,         -3.9435,         -3.6569,         -2.1892,          0.0000,          0.0000,          0.0000,         -3.9917,         -0.0004
          14,        0.108333,         -3.9607,         -3.7580,         -2.8020,          0.0000,          0.0000,          0.0000,         -3.9944,          0.0003
          15,        0.116667,         -3.9727,         -3.8283,         -3.1784,         -0.0166,          0.0000,          0.0000,         -3.9961,          0.0001
          16,        0.125000,         -3.9808,         -3.8783,         -3.4226,         -1.8424,          0.0000,          0.0000,         -3.9973,          0.0003
          17,        0.133333,         -3.9865,         -3.9134,         -3.5892,         -2.5747,          0.0000,          0.0000,         -3.9981,         -0.0003
          18,        0.141667,         -3.9904,         -3.9381,         -3.7034,         -3.0107,          0.0000,          0.0000,         -3.9988,         -0.0005
          19,        0.150000,         -3.9932,         -3.9557,         -3.7833,         -3.2942,          0.0000,          0.0000,         -3.9990,          0.0001
          20,        0.158333,         -3.9952,         -3.9683,         -3.8428,         -3.4927,          0.0000,          0.0000,         -3.9994,          0.0001
          21,        0.166667,         -3.9966,         -3.9772,         -3.8854,         -3.6304,          0.0000,          0.0000,         -3.9994,          0.0004
          22,        0.175000,         -3.9976,         -3.9836,         -3.9165,         -3.7273,         -1.6146,          0.0000,         -3.9998,          0.0004
          23,        0.183333,         -3.9984,         -3.9882,         -3.9391,         -3.7978,         -2.4076,          0.0000,         -3.9997,         -0.0022
          24,        0.191667,         -3.9989,         -3.9914,         -3.9555,         -3.8510,         -2.8774,          0.0000,         -3.9998,         -0.0001
          25,        0.200000,         -3.9991,         -3.9939,         -3.9676,         -3.8899,         -3.1875,          0.0000,         -4.0000,          0.0001
          26,        0.208333,         -3.9994,         -3.9955,         -3.9764,         -3.9186,         -3.4042,         -0.9372,         -4.0000,         -0.0003
