"InphaseC4_002 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Inphase\runs\InphaseC4_002.tcf]","Time (h)","Q 2 [InphaseC4_002]","Q 3 [InphaseC4_002]","Q 4 [InphaseC4_002]","Q 5 [InphaseC4_002]","Q 6 [InphaseC4_002]","Q 7 [InphaseC4_002]","Q 1 [InphaseC4_002]","Q  8 [InphaseC4_002]"
           1,        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           2,        0.008333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           3,        0.016667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -1.9522,         -0.0001
           4,        0.025000,         -0.4719,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,         -1.9985,         -0.0002
           5,        0.033333,         -0.9946,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0000,         -1.9999,          0.0003
           6,        0.041667,         -0.7092,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,         -2.0000,         -0.0004
           7,        0.050000,         -0.8353,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0006,         -2.0000,         -0.0002
           8,        0.058333,         -0.8756,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,         -2.0000,         -0.0004
           9,        0.066667,         -0.8160,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0001,         -2.0000,         -0.0006
          10,        0.075000,         -0.9085,          0.0000,          0.0000,          0.0000,          0.0000,          0.0004,         -1.9999,          0.0003
          11,        0.083333,         -0.9264,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0001,         -2.0000,          0.0005
          12,        0.091667,         -0.8889,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,         -2.0000,         -0.0006
          13,        0.100000,         -0.9330,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0003,         -2.0000,          0.0009
          14,        0.108333,         -0.9779,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0005,         -2.0002,         -0.0002
          15,        0.116667,         -0.9491,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,         -2.0001,          0.0000
          16,        0.125000,         -0.9726,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,         -2.0001,          0.0009
          17,        0.133333,         -1.0156,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0002,         -1.9988,          0.0000
          18,        0.141667,         -1.0162,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0002,         -1.9868,          0.0010
          19,        0.150000,         -1.0256,          0.0000,          0.0000,          0.0000,          0.0000,          0.0009,         -1.9718,         -0.0003
          20,        0.158333,         -1.0503,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0002,         -1.9559,          0.0004
          21,        0.166667,         -1.0729,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0001,         -1.9441,          0.0001
          22,        0.175000,         -1.0941,         -0.0001,          0.0000,          0.0000,          0.0000,         -0.0001,         -1.9343,         -0.0000
          23,        0.183333,         -1.1249,         -0.0007,          0.0000,          0.0000,          0.0000,         -0.0000,         -1.9228,          0.0006
          24,        0.191667,         -1.1694,         -0.0907,          0.0000,          0.0000,          0.0000,         -0.0003,         -1.9186,          0.0010
          25,        0.200000,         -1.2304,         -0.2002,          0.0000,          0.0000,          0.0000,          0.0001,         -1.9159,         -0.0009
          26,        0.208333,         -1.2788,         -0.3211,         -0.0002,          0.0000,          0.0000,         -0.0002,         -1.9154,         -0.0005
          27,        0.216667,         -1.3309,         -0.4506,          0.0000,          0.0000,          0.0000,         -0.0000,         -1.9136,         -0.0009
