"InphaseC4_006 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_inphase\runs\InphaseC4_006.tcf]","Time (h)","V 2 [InphaseC4_006]","V 3 [InphaseC4_006]","V 4 [InphaseC4_006]","V 5 [InphaseC4_006]","V 6 [InphaseC4_006]","V 7 [InphaseC4_006]","V 8 [InphaseC4_006]","V 9 [InphaseC4_006]","V 10 [InphaseC4_006]","V 11 [InphaseC4_006]","V 12 [InphaseC4_006]","V 13 [InphaseC4_006]","V 14 [InphaseC4_006]","V 15 [InphaseC4_006]","V 16 [InphaseC4_006]","V  1 [InphaseC4_006]"
          92,        0.758333,          1.7903,          0.8357,          1.5425,          2.4906,          1.7650,          0.8127,          1.3205,          2.2172,          1.0728,          1.1482,          1.6804,          2.1465,          1.8378,          1.6348,          1.4076,          2.0282
          93,        0.766667,          1.7902,          0.8357,          1.5425,          2.4906,          1.7649,          0.8127,          1.3204,          2.2172,          1.0728,          1.1482,          1.6804,          2.1465,          1.8378,          1.6348,          1.4076,          2.0282
          94,        0.775000,          1.7902,          0.8358,          1.5426,          2.4906,          1.7650,          0.8127,          1.3205,          2.2172,          1.0728,          1.1482,          1.6804,          2.1465,          1.8378,          1.6348,          1.4076,          2.0282
          95,        0.783333,          1.7902,          0.8358,          1.5425,          2.4906,          1.7649,          0.8127,          1.3205,          2.2172,          1.0728,          1.1482,          1.6804,          2.1465,          1.8378,          1.6348,          1.4075,          2.0282
          96,        0.791667,          1.7902,          0.8357,          1.5425,          2.4906,          1.7650,          0.8127,          1.3205,          2.2172,          1.0727,          1.1482,          1.6804,          2.1466,          1.8378,          1.6348,          1.4075,          2.0281
          97,        0.800000,          1.7902,          0.8357,          1.5425,          2.4906,          1.7650,          0.8127,          1.3205,          2.2172,          1.0727,          1.1482,          1.6804,          2.1465,          1.8378,          1.6348,          1.4075,          2.0282
          98,        0.808333,          1.7902,          0.8358,          1.5425,          2.4906,          1.7650,          0.8127,          1.3205,          2.2171,          1.0727,          1.1482,          1.6804,          2.1465,          1.8377,          1.6348,          1.4075,          2.0282
          99,        0.816667,          1.7902,          0.8357,          1.5426,          2.4906,          1.7650,          0.8127,          1.3205,          2.2172,          1.0727,          1.1482,          1.6804,          2.1466,          1.8378,          1.6348,          1.4075,          2.0282
         100,        0.825000,          1.7902,          0.8357,          1.5425,          2.4906,          1.7650,          0.8127,          1.3205,          2.2172,          1.0727,          1.1482,          1.6804,          2.1466,          1.8378,          1.6348,          1.4076,          2.0281
         101,        0.833333,          1.7903,          0.8357,          1.5425,          2.4906,          1.7649,          0.8127,          1.3204,          2.2172,          1.0727,          1.1482,          1.6804,          2.1466,          1.8378,          1.6348,          1.4075,          2.0282
         102,        0.841667,          1.7903,          0.8358,          1.5425,          2.4906,          1.7650,          0.8127,          1.3204,          2.2172,          1.0727,          1.1482,          1.6803,          2.1465,          1.8378,          1.6348,          1.4075,          2.0281
         103,        0.850000,          1.7902,          0.8357,          1.5425,          2.4906,          1.7650,          0.8127,          1.3204,          2.2172,          1.0728,          1.1482,          1.6804,          2.1465,          1.8378,          1.6348,          1.4075,          2.0282
         104,        0.858333,          1.7902,          0.8358,          1.5425,          2.4906,          1.7650,          0.8127,          1.3205,          2.2171,          1.0727,          1.1482,          1.6804,          2.1465,          1.8378,          1.6348,          1.4075,          2.0282
         105,        0.866667,          1.7902,          0.8357,          1.5425,          2.4906,          1.7650,          0.8127,          1.3205,          2.2172,          1.0727,          1.1482,          1.6804,          2.1466,          1.8378,          1.6348,          1.4075,          2.0281
         106,        0.875000,          1.7903,          0.8357,          1.5425,          2.4906,          1.7650,          0.8127,          1.3205,          2.2172,          1.0728,          1.1482,          1.6803,          2.1465,          1.8377,          1.6348,          1.4075,          2.0282
         107,        0.883333,          1.7903,          0.8358,          1.5425,          2.4906,          1.7650,          0.8127,          1.3205,          2.2172,          1.0728,          1.1482,          1.6804,          2.1466,          1.8377,          1.6348,          1.4076,          2.0282
         108,        0.891667,          1.7902,          0.8357,          1.5425,          2.4906,          1.7650,          0.8127,          1.3205,          2.2172,          1.0728,          1.1482,          1.6804,          2.1465,          1.8378,          1.6348,          1.4076,          2.0282
         109,        0.900000,          1.7902,          0.8357,          1.5426,          2.4906,          1.7650,          0.8126,          1.3205,          2.2172,          1.0728,          1.1482,          1.6804,          2.1465,          1.8378,          1.6348,          1.4075,          2.0282
         110,        0.908333,          1.7903,          0.8357,          1.5425,          2.4906,          1.7650,          0.8127,          1.3205,          2.2172,          1.0728,          1.1482,          1.6804,          2.1465,          1.8378,          1.6348,          1.4075,          2.0281
         111,        0.916667,          1.7903,          0.8357,          1.5425,          2.4906,          1.7650,          0.8127,          1.3205,          2.2172,          1.0727,          1.1482,          1.6804,          2.1465,          1.8378,          1.6348,          1.4075,          2.0281
         112,        0.925000,          1.7902,          0.8357,          1.5425,          2.4906,          1.7650,          0.8127,          1.3205,          2.2172,          1.0727,          1.1482,          1.6803,          2.1466,          1.8378,          1.6348,          1.4075,          2.0282
         113,        0.933333,          1.7902,          0.8357,          1.5425,          2.4906,          1.7650,          0.8127,          1.3205,          2.2172,          1.0727,          1.1482,          1.6804,          2.1465,          1.8378,          1.6348,          1.4075,          2.0282
         114,        0.941667,          1.7902,          0.8357,          1.5425,          2.4905,          1.7650,          0.8127,          1.3204,          2.2172,          1.0727,          1.1482,          1.6804,          2.1465,          1.8378,          1.6348,          1.4075,          2.0282
         115,        0.950000,          1.7902,          0.8358,          1.5424,          2.4906,          1.7650,          0.8127,          1.3205,          2.2171,          1.0727,          1.1482,          1.6804,          2.1465,          1.8377,          1.6349,          1.4075,          2.0282
         116,        0.958333,          1.7902,          0.8357,          1.5424,          2.4906,          1.7650,          0.8127,          1.3204,          2.2172,          1.0727,          1.1482,          1.6804,          2.1465,          1.8378,          1.6348,          1.4075,          2.0282
         117,        0.966667,          1.7902,          0.8358,          1.5425,          2.4906,          1.7650,          0.8126,          1.3205,          2.2172,          1.0727,          1.1482,          1.6803,          2.1466,          1.8378,          1.6348,          1.4075,          2.0282
         118,        0.975000,          1.7902,          0.8358,          1.5425,          2.4906,          1.7650,          0.8127,          1.3205,          2.2172,          1.0728,          1.1482,          1.6804,          2.1466,          1.8378,          1.6348,          1.4076,          2.0282
         119,        0.983333,          1.7902,          0.8358,          1.5426,          2.4906,          1.7650,          0.8127,          1.3205,          2.2172,          1.0728,          1.1482,          1.6804,          2.1465,          1.8378,          1.6348,          1.4075,          2.0282
         120,        0.991667,          1.7902,          0.8357,          1.5425,          2.4906,          1.7650,          0.8127,          1.3205,          2.2172,          1.0727,          1.1483,          1.6804,          2.1466,          1.8378,          1.6347,          1.4075,          2.0281
         121,        1.000000,          1.7902,          0.8358,          1.5425,          2.4906,          1.7650,          0.8127,          1.3205,          2.2172,          1.0728,          1.1482,          1.6804,          2.1466,          1.8378,          1.6348,          1.4075,          2.0282
         122,        1.008333,          1.7903,          0.8357,          1.5425,          2.4906,          1.7650,          0.8127,          1.3205,          2.2172,          1.0728,          1.1482,          1.6804,          2.1465,          1.8378,          1.6348,          1.4076,          2.0281
         123,        1.016667,          1.7902,          0.8358,          1.5425,          2.4906,          1.7650,          0.8127,          1.3205,          2.2172,          1.0727,          1.1482,          1.6804,          2.1466,          1.8378,          1.6348,          1.4076,          2.0282
         124,        1.025000,          1.7903,          0.8358,          1.5425,          2.4906,          1.7650,          0.8127,          1.3204,          2.2172,          1.0727,          1.1482,          1.6803,          2.1465,          1.8378,          1.6348,          1.4076,          2.0282
         125,        1.033333,          1.7903,          0.8358,          1.5425,          2.4906,          1.7650,          0.8127,          1.3205,          2.2171,          1.0727,          1.1482,          1.6804,          2.1466,          1.8378,          1.6348,          1.4075,          2.0282
         126,        1.041667,          1.7902,          0.8357,          1.5425,          2.4906,          1.7650,          0.8127,          1.3205,          2.2172,          1.0728,          1.1482,          1.6804,          2.1465,          1.8378,          1.6348,          1.4075,          2.0282
         127,        1.050000,          1.7902,          0.8358,          1.5426,          2.4906,          1.7650,          0.8127,          1.3205,          2.2171,          1.0727,          1.1482,          1.6804,          2.1465,          1.8377,          1.6348,          1.4075,          2.0282
