"InphaseC4_006 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_inphase\runs\InphaseC4_006.tcf]","Time (h)","Q 2 [InphaseC4_006]","Q 3 [InphaseC4_006]","Q 4 [InphaseC4_006]","Q 5 [InphaseC4_006]","Q 6 [InphaseC4_006]","Q 7 [InphaseC4_006]","Q 1 [InphaseC4_006]","Q  8 [InphaseC4_006]"
          89,        0.733333,        -46.5922,        -46.5923,        -46.5930,        -46.5927,        -46.5926,        -46.5928,        -46.5927,        -46.5928
          90,        0.741667,        -46.5932,        -46.5925,        -46.5932,        -46.5934,        -46.5925,        -46.5931,        -46.5932,        -46.5929
          91,        0.750000,        -46.5925,        -46.5929,        -46.5928,        -46.5929,        -46.5934,        -46.5929,        -46.5928,        -46.5927
          92,        0.758333,        -46.5927,        -46.5932,        -46.5934,        -46.5926,        -46.5923,        -46.5926,        -46.5930,        -46.5926
          93,        0.766667,        -46.5933,        -46.5933,        -46.5936,        -46.5930,        -46.5931,        -46.5933,        -46.5929,        -46.5925
          94,        0.775000,        -46.5929,        -46.5928,        -46.5925,        -46.5927,        -46.5930,        -46.5927,        -46.5928,        -46.5936
          95,        0.783333,        -46.5925,        -46.5935,        -46.5926,        -46.5917,        -46.5923,        -46.5930,        -46.5926,        -46.5931
          96,        0.791667,        -46.5932,        -46.5930,        -46.5928,        -46.5932,        -46.5933,        -46.5923,        -46.5930,        -46.5927
          97,        0.800000,        -46.5931,        -46.5931,        -46.5935,        -46.5926,        -46.5933,        -46.5931,        -46.5929,        -46.5933
          98,        0.808333,        -46.5929,        -46.5922,        -46.5930,        -46.5930,        -46.5931,        -46.5931,        -46.5930,        -46.5927
          99,        0.816667,        -46.5931,        -46.5927,        -46.5929,        -46.5925,        -46.5920,        -46.5932,        -46.5930,        -46.5924
         100,        0.825000,        -46.5928,        -46.5925,        -46.5926,        -46.5928,        -46.5931,        -46.5928,        -46.5930,        -46.5934
         101,        0.833333,        -46.5926,        -46.5928,        -46.5929,        -46.5925,        -46.5928,        -46.5929,        -46.5930,        -46.5931
         102,        0.841667,        -46.5931,        -46.5925,        -46.5925,        -46.5928,        -46.5938,        -46.5928,        -46.5928,        -46.5928
         103,        0.850000,        -46.5927,        -46.5926,        -46.5921,        -46.5929,        -46.5935,        -46.5932,        -46.5929,        -46.5934
         104,        0.858333,        -46.5924,        -46.5932,        -46.5924,        -46.5930,        -46.5930,        -46.5928,        -46.5928,        -46.5924
         105,        0.866667,        -46.5924,        -46.5927,        -46.5926,        -46.5927,        -46.5926,        -46.5930,        -46.5930,        -46.5934
         106,        0.875000,        -46.5930,        -46.5927,        -46.5935,        -46.5934,        -46.5927,        -46.5933,        -46.5927,        -46.5932
         107,        0.883333,        -46.5931,        -46.5929,        -46.5922,        -46.5930,        -46.5926,        -46.5933,        -46.5926,        -46.5923
         108,        0.891667,        -46.5928,        -46.5927,        -46.5931,        -46.5925,        -46.5917,        -46.5927,        -46.5928,        -46.5926
         109,        0.900000,        -46.5933,        -46.5926,        -46.5918,        -46.5929,        -46.5923,        -46.5931,        -46.5927,        -46.5937
         110,        0.908333,        -46.5931,        -46.5934,        -46.5937,        -46.5929,        -46.5926,        -46.5934,        -46.5929,        -46.5928
         111,        0.916667,        -46.5934,        -46.5926,        -46.5924,        -46.5927,        -46.5932,        -46.5930,        -46.5928,        -46.5938
         112,        0.925000,        -46.5925,        -46.5932,        -46.5926,        -46.5928,        -46.5926,        -46.5930,        -46.5933,        -46.5925
         113,        0.933333,        -46.5929,        -46.5929,        -46.5927,        -46.5930,        -46.5927,        -46.5926,        -46.5928,        -46.5928
         114,        0.941667,        -46.5924,        -46.5931,        -46.5938,        -46.5933,        -46.5926,        -46.5929,        -46.5929,        -46.5928
         115,        0.950000,        -46.5931,        -46.5928,        -46.5932,        -46.5929,        -46.5930,        -46.5930,        -46.5930,        -46.5928
         116,        0.958333,        -46.5924,        -46.5927,        -46.5930,        -46.5924,        -46.5924,        -46.5933,        -46.5924,        -46.5931
         117,        0.966667,        -46.5931,        -46.5928,        -46.5929,        -46.5925,        -46.5923,        -46.5922,        -46.5926,        -46.5927
         118,        0.975000,        -46.5931,        -46.5931,        -46.5927,        -46.5930,        -46.5932,        -46.5929,        -46.5924,        -46.5932
         119,        0.983333,        -46.5926,        -46.5929,        -46.5931,        -46.5922,        -46.5920,        -46.5928,        -46.5929,        -46.5935
         120,        0.991667,        -46.5938,        -46.5926,        -46.5930,        -46.5923,        -46.5934,        -46.5927,        -46.5929,        -46.5922
         121,        1.000000,        -46.5921,        -46.5926,        -46.5931,        -46.5924,        -46.5925,        -46.5934,        -46.5930,        -46.5931
         122,        1.008333,        -46.5925,        -46.5929,        -46.5922,        -46.5923,        -46.5935,        -46.5929,        -46.5932,        -46.5928
         123,        1.016667,        -46.5928,        -46.5930,        -46.5927,        -46.5920,        -46.5927,        -46.5927,        -46.5928,        -46.5935
         124,        1.025000,        -46.5923,        -46.5924,        -46.5928,        -46.5927,        -46.5930,        -46.5927,        -46.5927,        -46.5938
         125,        1.033333,        -46.5926,        -46.5931,        -46.5925,        -46.5929,        -46.5928,        -46.5928,        -46.5929,        -46.5923
         126,        1.041667,        -46.5931,        -46.5926,        -46.5931,        -46.5924,        -46.5937,        -46.5931,        -46.5925,        -46.5932
         127,        1.050000,        -46.5923,        -46.5928,        -46.5922,        -46.5933,        -46.5932,        -46.5933,        -46.5923,        -46.5926
         128,        1.058333,        -46.5931,        -46.5927,        -46.5926,        -46.5933,        -46.5923,        -46.5929,        -46.5930,        -46.5925
         129,        1.066667,        -46.5930,        -46.5929,        -46.5933,        -46.5930,        -46.5926,        -46.5927,        -46.5934,        -46.5928
         130,        1.075000,        -46.5928,        -46.5929,        -46.5925,        -46.5928,        -46.5922,        -46.5926,        -46.5929,        -46.5936
         131,        1.083333,        -46.5926,        -46.5933,        -46.5926,        -46.5931,        -46.5924,        -46.5928,        -46.5936,        -46.5921
         132,        1.091667,        -46.5932,        -46.5932,        -46.5930,        -46.5930,        -46.5932,        -46.5933,        -46.5927,        -46.5935
         133,        1.100000,        -46.5927,        -46.5926,        -46.5928,        -46.5930,        -46.5933,        -46.5927,        -46.5925,        -46.5924
         134,        1.108333,        -46.5931,        -46.5927,        -46.5933,        -46.5926,        -46.5930,        -46.5926,        -46.5927,        -46.5931
         135,        1.116667,        -46.5931,        -46.5926,        -46.5927,        -46.5927,        -46.5931,        -46.5924,        -46.5926,        -46.5922
         136,        1.125000,        -46.5927,        -46.5926,        -46.5927,        -46.5923,        -46.5926,        -46.5933,        -46.5929,        -46.5928
         137,        1.133333,        -46.5934,        -46.5924,        -46.5933,        -46.5934,        -46.5928,        -46.5927,        -46.5929,        -46.5930
         138,        1.141667,        -46.5930,        -46.5926,        -46.5922,        -46.5935,        -46.5932,        -46.5933,        -46.5929,        -46.5929
         139,        1.150000,        -46.5931,        -46.5932,        -46.5927,        -46.5932,        -46.5932,        -46.5932,        -46.5928,        -46.5927
         140,        1.158333,        -46.5925,        -46.5924,        -46.5925,        -46.5928,        -46.5925,        -46.5929,        -46.5927,        -46.5929
         141,        1.166667,        -46.5929,        -46.5927,        -46.5927,        -46.5934,        -46.5928,        -46.5927,        -46.5930,        -46.5931
         142,        1.175000,        -46.5928,        -46.5930,        -46.5934,        -46.5925,        -46.5928,        -46.5928,        -46.5928,        -46.5941
         143,        1.183333,        -46.5931,        -46.5933,        -46.5926,        -46.5936,        -46.5931,        -46.5932,        -46.5931,        -46.5925
         144,        1.191667,        -46.5924,        -46.5927,        -46.5928,        -46.5929,        -46.5937,        -46.5929,        -46.5929,        -46.5928
         145,        1.200000,        -46.5925,        -46.5924,        -46.5927,        -46.5928,        -46.5930,        -46.5927,        -46.5929,        -46.5934
         146,        1.208333,        -46.5928,        -46.5929,        -46.5927,        -46.5925,        -46.5929,        -46.5929,        -46.5936,        -46.5933
         147,        1.216667,        -46.5929,        -46.5928,        -46.5935,        -46.5929,        -46.5925,        -46.5929,        -46.5931,        -46.5929
         148,        1.225000,        -46.5934,        -46.5929,        -46.5930,        -46.5919,        -46.5929,        -46.5926,        -46.5931,        -46.5927
         149,        1.233333,        -46.5936,        -46.5931,        -46.5931,        -46.5928,        -46.5929,        -46.5929,        -46.5925,        -46.5930
         150,        1.241667,        -46.5935,        -46.5928,        -46.5923,        -46.5933,        -46.5934,        -46.5929,        -46.5928,        -46.5933
         151,        1.250000,        -46.5933,        -46.5933,        -46.5921,        -46.5927,        -46.5932,        -46.5931,        -46.5932,        -46.5931
         152,        1.258333,        -46.5923,        -46.5931,        -46.5927,        -46.5934,        -46.5934,        -46.5927,        -46.5933,        -46.5926
         153,        1.266667,        -46.5933,        -46.5927,        -46.5936,        -46.5930,        -46.5925,        -46.5933,        -46.5932,        -46.5926
         154,        1.275000,        -46.5925,        -46.5924,        -46.5924,        -46.5926,        -46.5935,        -46.5924,        -46.5934,        -46.5926
         155,        1.283333,        -46.5933,        -46.5930,        -46.5934,        -46.5928,        -46.5927,        -46.5927,        -46.5931,        -46.5930
         156,        1.291667,        -46.5937,        -46.5927,        -46.5926,        -46.5930,        -46.5928,        -46.5930,        -46.5929,        -46.5936
         157,        1.300000,        -46.5931,        -46.5929,        -46.5926,        -46.5930,        -46.5921,        -46.5929,        -46.5936,        -46.5923
         158,        1.308333,        -46.5928,        -46.5927,        -46.5927,        -46.5934,        -46.5930,        -46.5929,        -46.5928,        -46.5932
         159,        1.316667,        -46.5925,        -46.5931,        -46.5931,        -46.5931,        -46.5931,        -46.5930,        -46.5930,        -46.5932
         160,        1.325000,        -46.5932,        -46.5928,        -46.5930,        -46.5925,        -46.5931,        -46.5926,        -46.5925,        -46.5936
         161,        1.333333,        -46.5925,        -46.5926,        -46.5930,        -46.5927,        -46.5931,        -46.5926,        -46.5924,        -46.5930
         162,        1.341667,        -46.5925,        -46.5929,        -46.5929,        -46.5930,        -46.5929,        -46.5931,        -46.5926,        -46.5928
         163,        1.350000,        -46.5931,        -46.5928,        -46.5915,        -46.5922,        -46.5928,        -46.5927,        -46.5929,        -46.5929
         164,        1.358333,        -46.5933,        -46.5926,        -46.5933,        -46.5924,        -46.5928,        -46.5923,        -46.5931,        -46.5930
         165,        1.366667,        -46.5926,        -46.5925,        -46.5927,        -46.5936,        -46.5925,        -46.5930,        -46.5928,        -46.5931
         166,        1.375000,        -46.5925,        -46.5926,        -46.5926,        -46.5930,        -46.5929,        -46.5928,        -46.5930,        -46.5923
         167,        1.383333,        -46.5927,        -46.5930,        -46.5928,        -46.5929,        -46.5933,        -46.5927,        -46.5927,        -46.5932
         168,        1.391667,        -46.5926,        -46.5928,        -46.5930,        -46.5931,        -46.5926,        -46.5929,        -46.5925,        -46.5933
         169,        1.400000,        -46.5934,        -46.5929,        -46.5930,        -46.5927,        -46.5930,        -46.5930,        -46.5929,        -46.5935
         170,        1.408333,        -46.5929,        -46.5927,        -46.5927,        -46.5928,        -46.5931,        -46.5925,        -46.5932,        -46.5931
         171,        1.416667,        -46.5929,        -46.5929,        -46.5929,        -46.5928,        -46.5932,        -46.5929,        -46.5927,        -46.5943
         172,        1.425000,        -46.5931,        -46.5931,        -46.5920,        -46.5925,        -46.5926,        -46.5928,        -46.5931,        -46.5931
         173,        1.433333,        -46.5932,        -46.5924,        -46.5928,        -46.5931,        -46.5927,        -46.5928,        -46.5929,        -46.5927
         174,        1.441667,        -46.5930,        -46.5928,        -46.5928,        -46.5928,        -46.5934,        -46.5933,        -46.5926,        -46.5931
         175,        1.450000,        -46.5930,        -46.5927,        -46.5925,        -46.5930,        -46.5934,        -46.5932,        -46.5927,        -46.5926
         176,        1.458333,        -46.5932,        -46.5930,        -46.5929,        -46.5927,        -46.5927,        -46.5931,        -46.5928,        -46.5926
         177,        1.466667,        -46.5933,        -46.5927,        -46.5931,        -46.5928,        -46.5928,        -46.5929,        -46.5925,        -46.5933
         178,        1.475000,        -46.5926,        -46.5930,        -46.5930,        -46.5932,        -46.5923,        -46.5926,        -46.5932,        -46.5930
         179,        1.483333,        -46.5932,        -46.5931,        -46.5934,        -46.5924,        -46.5924,        -46.5934,        -46.5928,        -46.5924
         180,        1.491667,        -46.5930,        -46.5925,        -46.5936,        -46.5932,        -46.5930,        -46.5932,        -46.5927,        -46.5933
         181,        1.500000,        -46.5928,        -46.5931,        -46.5925,        -46.5923,        -46.5924,        -46.5933,        -46.5930,        -46.5936
         182,        1.508333,        -46.5929,        -46.5929,        -46.5933,        -46.5926,        -46.5934,        -46.5931,        -46.5932,        -46.5928
         183,        1.516667,        -46.5927,        -46.5932,        -46.5925,        -46.5928,        -46.5929,        -46.5930,        -46.5929,        -46.5926
         184,        1.525000,        -46.5927,        -46.5925,        -46.5931,        -46.5928,        -46.5926,        -46.5926,        -46.5927,        -46.5929
         185,        1.533333,        -46.5926,        -46.5925,        -46.5924,        -46.5932,        -46.5932,        -46.5932,        -46.5931,        -46.5930
         186,        1.541667,        -46.5931,        -46.5926,        -46.5931,        -46.5930,        -46.5922,        -46.5925,        -46.5928,        -46.5924
         187,        1.550000,        -46.5929,        -46.5928,        -46.5926,        -46.5929,        -46.5928,        -46.5927,        -46.5924,        -46.5938
         188,        1.558333,        -46.5924,        -46.5928,        -46.5928,        -46.5934,        -46.5930,        -46.5931,        -46.5931,        -46.5928
         189,        1.566667,        -46.5927,        -46.5924,        -46.5935,        -46.5929,        -46.5921,        -46.5932,        -46.5932,        -46.5931
         190,        1.575000,        -46.5930,        -46.5929,        -46.5935,        -46.5926,        -46.5927,        -46.5930,        -46.5929,        -46.5929
         191,        1.583333,        -46.5928,        -46.5931,        -46.5930,        -46.5923,        -46.5920,        -46.5930,        -46.5928,        -46.5933
         192,        1.591667,        -46.5923,        -46.5929,        -46.5930,        -46.5923,        -46.5930,        -46.5927,        -46.5930,        -46.5931
         193,        1.600000,        -46.5934,        -46.5930,        -46.5926,        -46.5929,        -46.5934,        -46.5931,        -46.5930,        -46.5926
         194,        1.608333,        -46.5932,        -46.5926,        -46.5922,        -46.5931,        -46.5926,        -46.5929,        -46.5928,        -46.5928
         195,        1.616667,        -46.5927,        -46.5930,        -46.5939,        -46.5932,        -46.5929,        -46.5924,        -46.5929,        -46.5930
         196,        1.625000,        -46.5928,        -46.5925,        -46.5930,        -46.5928,        -46.5927,        -46.5928,        -46.5931,        -46.5931
         197,        1.633333,        -46.5935,        -46.5931,        -46.5930,        -46.5929,        -46.5929,        -46.5928,        -46.5927,        -46.5927
         198,        1.641667,        -46.5928,        -46.5927,        -46.5926,        -46.5925,        -46.5920,        -46.5930,        -46.5928,        -46.5930
         199,        1.650000,        -46.5928,        -46.5931,        -46.5924,        -46.5924,        -46.5928,        -46.5929,        -46.5931,        -46.5929
         200,        1.658333,        -46.5924,        -46.5934,        -46.5933,        -46.5927,        -46.5930,        -46.5923,        -46.5930,        -46.5926
         201,        1.666667,        -46.5932,        -46.5925,        -46.5928,        -46.5925,        -46.5926,        -46.5930,        -46.5928,        -46.5930
         202,        1.675000,        -46.5927,        -46.5933,        -46.5925,        -46.5929,        -46.5924,        -46.5928,        -46.5928,        -46.5922
         203,        1.683333,        -46.5929,        -46.5926,        -46.5923,        -46.5931,        -46.5931,        -46.5929,        -46.5929,        -46.5926
         204,        1.691667,        -46.5927,        -46.5925,        -46.5931,        -46.5928,        -46.5931,        -46.5925,        -46.5931,        -46.5933
         205,        1.700000,        -46.5926,        -46.5929,        -46.5929,        -46.5928,        -46.5928,        -46.5927,        -46.5930,        -46.5931
         206,        1.708333,        -46.5930,        -46.5932,        -46.5933,        -46.5933,        -46.5921,        -46.5927,        -46.5923,        -46.5934
         207,        1.716667,        -46.5924,        -46.5931,        -46.5934,        -46.5931,        -46.5932,        -46.5929,        -46.5928,        -46.5934
         208,        1.725000,        -46.5931,        -46.5922,        -46.5938,        -46.5923,        -46.5932,        -46.5928,        -46.5928,        -46.5931
         209,        1.733333,        -46.5929,        -46.5930,        -46.5931,        -46.5922,        -46.5933,        -46.5928,        -46.5929,        -46.5932
