"OutphaseC4_018 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Outphase\runs\OutphaseC4_018.tcf]","Time (h)","V 2 [OutphaseC4_018]","V 3 [OutphaseC4_018]","V 4 [OutphaseC4_018]","V 5 [OutphaseC4_018]","V 6 [OutphaseC4_018]","V 7 [OutphaseC4_018]","V 8 [OutphaseC4_018]","V 9 [OutphaseC4_018]","V 10 [OutphaseC4_018]","V 11 [OutphaseC4_018]","V 12 [OutphaseC4_018]","V 13 [OutphaseC4_018]","V 14 [OutphaseC4_018]","V 15 [OutphaseC4_018]","V 16 [OutphaseC4_018]","V  1 [OutphaseC4_018]"
          13,        0.100000,          1.9500,          2.8857,          2.2998,          1.8345,          1.6758,          2.3069,          0.1234,          0.5743,          1.2899,          1.5375,          0.4639,          0.4337,          0.1243,          0.0000,          0.0001,          0.9430
          14,        0.108333,          1.9495,          2.8475,          2.2564,          1.8095,          1.6905,          2.3600,          0.1550,          0.6454,          1.4936,          2.1323,          0.1601,          0.3601,          0.4019,          0.0000,          0.0001,          0.9428
          15,        0.116667,          1.9493,          2.6382,          2.2165,          1.7665,          1.6948,          2.4145,          0.1788,          0.7400,          1.6086,          2.5646,          0.1713,          0.4079,          0.4815,          0.5176,          0.0001,          0.9426
          16,        0.125000,          1.9491,          2.3399,          2.1861,          1.7378,          1.6952,          2.4596,          0.1966,          0.7953,          1.7030,          2.8785,          0.1473,          0.4768,          0.5852,          1.4496,          0.0001,          0.9426
          17,        0.133333,          1.9489,          2.1061,          2.1657,          1.7258,          1.7059,          2.4986,          0.2234,          0.8013,          1.7639,          3.0954,          0.0963,          0.5692,          0.7476,          1.8729,          0.4239,          0.9425
          18,        0.141667,          1.9489,          1.9509,          2.1536,          1.7191,          1.7114,          2.5298,          0.2712,          0.7996,          1.8007,          3.2608,          0.0704,          0.6838,          1.0081,          2.1603,          1.4536,          0.9425
          19,        0.150000,          1.9488,          1.8395,          2.1412,          1.7144,          1.7137,          2.5564,          0.3279,          0.8328,          1.8413,          3.3844,          0.1176,          0.7746,          1.2029,          2.3810,          2.1755,          0.9425
          20,        0.158333,          1.9488,          1.7736,          2.1311,          1.6956,          1.7082,          2.5769,          0.3707,          0.8858,          1.8811,          3.4734,          0.1846,          0.8288,          1.3471,          2.5461,          2.5887,          0.9425
          21,        0.166667,          1.9488,          1.7208,          2.1273,          1.6874,          1.7017,          2.5942,          0.3964,          0.9238,          1.9021,          3.0729,          0.2416,          0.9147,          1.4539,          2.6787,          2.8686,          0.9425
          22,        0.175000,          1.9488,          1.6847,          2.1154,          1.6877,          1.7103,          2.6097,          0.4099,          0.9316,          1.9070,          2.5397,          0.2666,          0.9837,          1.5291,          2.7771,          3.7078,          0.9424
          23,        0.183333,          1.9488,          1.6626,          2.1114,          1.6557,          1.7014,          2.6187,          0.4182,          0.9267,          1.9058,          2.2329,          0.2853,          0.9838,          1.5867,          2.8540,          4.1912,          0.9424
          24,        0.191667,          1.9487,          1.6440,          2.1151,          1.6656,          1.6986,          2.6277,          0.4270,          0.9255,          1.9114,          2.0738,          0.2969,          0.9745,          1.6312,          2.9239,          4.3087,          0.9425
          25,        0.200000,          1.9487,          1.6289,          2.1098,          1.6708,          1.7141,          2.6363,          0.4375,          0.9252,          1.9169,          1.9879,          0.3073,          0.9820,          1.6602,          2.9759,          4.4012,          0.9424
          26,        0.208333,          1.9487,          1.6170,          2.1081,          1.6433,          1.7001,          2.6406,          0.4453,          0.9418,          1.9230,          1.9328,          0.3188,          1.0102,          1.6802,          3.0139,          4.4767,          0.9424
          27,        0.216667,          1.9487,          1.6085,          2.1082,          1.6431,          1.6970,          2.6463,          0.4573,          0.9393,          1.9251,          1.8982,          0.3236,          1.0549,          1.6940,          3.0456,          4.5358,          0.9424
          28,        0.225000,          1.9487,          1.6018,          2.1076,          1.6394,          1.7050,          2.6509,          0.4593,          0.9588,          1.9252,          1.8727,          0.3242,          1.0766,          1.7021,          3.0716,          4.5875,          0.9424
          29,        0.233333,          1.9487,          1.5967,          2.1086,          1.6307,          1.7014,          2.6517,          0.4645,          0.9478,          1.9298,          1.8554,          0.3280,          1.0748,          1.7099,          3.0957,          4.6276,          0.9424
          30,        0.241667,          1.9487,          1.5926,          2.1099,          1.6275,          1.7012,          2.6540,          0.4728,          0.9441,          1.9177,          1.8404,          0.3311,          1.0771,          1.7151,          3.1154,          4.6599,          0.9424
          31,        0.250000,          1.9488,          1.5895,          2.1107,          1.6213,          1.7022,          2.6556,          0.4747,          0.9580,          1.9313,          1.8329,          0.3341,          1.0736,          1.7198,          3.1284,          4.6842,          0.9424
          32,        0.258333,          1.9487,          1.5872,          2.1119,          1.6137,          1.7006,          2.6563,          0.4769,          0.9481,          1.9279,          1.8236,          0.3404,          1.0755,          1.7231,          3.1372,          4.7056,          0.9424
          33,        0.266667,          1.9488,          1.5852,          2.1126,          1.6080,          1.7012,          2.6574,          0.4816,          0.9417,          1.9231,          1.8168,          0.3444,          1.0810,          1.7235,          3.1430,          4.7270,          0.9424
          34,        0.275000,          1.9487,          1.5836,          2.1132,          1.6003,          1.7013,          2.6581,          0.4844,          0.9445,          1.9276,          1.8123,          0.3501,          1.0783,          1.7250,          3.1460,          4.7406,          0.9424
          35,        0.283333,          1.9488,          1.5822,          2.1145,          1.5934,          1.7014,          2.6586,          0.4878,          0.9421,          1.9294,          1.8078,          0.3542,          1.0820,          1.7255,          3.1485,          4.7527,          0.9424
          36,        0.291667,          1.9487,          1.5811,          2.1163,          1.5888,          1.7024,          2.6593,          0.4940,          0.9350,          1.9264,          1.8040,          0.3587,          1.0795,          1.7257,          3.1491,          4.7624,          0.9424
          37,        0.300000,          1.9487,          1.5802,          2.1178,          1.5836,          1.7035,          2.6598,          0.4950,          0.9433,          1.9284,          1.8015,          0.3629,          1.0783,          1.7264,          3.1505,          4.7701,          0.9424
          38,        0.308333,          1.9487,          1.5795,          2.1200,          1.5773,          1.7031,          2.6599,          0.4954,          0.9343,          1.9303,          1.7993,          0.3661,          1.0728,          1.7269,          3.1503,          4.7783,          0.9424
          39,        0.316667,          1.9487,          1.5789,          2.1219,          1.5726,          1.7038,          2.6603,          0.4973,          0.9236,          1.9234,          1.7969,          0.3702,          1.0702,          1.7281,          3.1506,          4.7836,          0.9424
          40,        0.325000,          1.9487,          1.5784,          2.1234,          1.5660,          1.7041,          2.6605,          0.5000,          0.9203,          1.9276,          1.7955,          0.3739,          1.0666,          1.7280,          3.1497,          4.7884,          0.9424
          41,        0.333333,          1.9487,          1.5779,          2.1251,          1.5592,          1.7040,          2.6606,          0.5024,          0.9180,          1.9286,          1.7936,          0.3771,          1.0621,          1.7286,          3.1490,          4.7921,          0.9424
          42,        0.341667,          1.9487,          1.5776,          2.1271,          1.5536,          1.7047,          2.6609,          0.5051,          0.9139,          1.9286,          1.7920,          0.3806,          1.0561,          1.7289,          3.1497,          4.7950,          0.9425
          43,        0.350000,          1.9488,          1.5773,          2.1290,          1.5481,          1.7056,          2.6611,          0.5074,          0.9106,          1.9281,          1.7898,          0.3862,          1.0574,          1.7296,          3.1499,          4.7981,          0.9425
          44,        0.358333,          1.9487,          1.5770,          2.1309,          1.5418,          1.7058,          2.6612,          0.5089,          0.9065,          1.9283,          1.7895,          0.3881,          1.0506,          1.7278,          3.1487,          4.8001,          0.9424
          45,        0.366667,          1.9487,          1.5767,          2.1328,          1.5355,          1.7060,          2.6612,          0.5105,          0.9004,          1.9279,          1.7890,          0.3928,          1.0430,          1.7291,          3.1494,          4.8018,          0.9424
          46,        0.375000,          1.9487,          1.5764,          2.1346,          1.5291,          1.7064,          2.6614,          0.5124,          0.8949,          1.9274,          1.7886,          0.3993,          1.0477,          1.7296,          3.1496,          4.8037,          0.9424
          47,        0.383333,          1.9487,          1.5762,          2.1365,          1.5230,          1.7069,          2.6615,          0.5142,          0.8907,          1.9283,          1.7885,          0.4018,          1.0358,          1.7263,          3.1479,          4.8049,          0.9424
          48,        0.391667,          1.9487,          1.5759,          2.1383,          1.5168,          1.7074,          2.6616,          0.5160,          0.8860,          1.9285,          1.7879,          0.4046,          1.0239,          1.7268,          3.1498,          4.8059,          0.9424
          49,        0.400000,          1.9487,          1.5757,          2.1403,          1.5104,          1.7079,          2.6617,          0.5183,          0.8812,          1.9284,          1.7874,          0.4079,          1.0202,          1.7276,          3.1497,          4.8070,          0.9424
          50,        0.408333,          1.9487,          1.5755,          2.1421,          1.5041,          1.7085,          2.6618,          0.5206,          0.8771,          1.9284,          1.7867,          0.4114,          1.0153,          1.7269,          3.1486,          4.8075,          0.9424
          51,        0.416667,          1.9487,          1.5752,          2.1441,          1.4979,          1.7092,          2.6620,          0.5226,          0.8736,          1.9289,          1.7862,          0.4149,          1.0101,          1.7263,          3.1488,          4.8080,          0.9424
          52,        0.425000,          1.9487,          1.5750,          2.1460,          1.4914,          1.7098,          2.6620,          0.5244,          0.8687,          1.9286,          1.7855,          0.4186,          1.0050,          1.7257,          3.1488,          4.8087,          0.9424
          53,        0.433333,          1.9487,          1.5748,          2.1480,          1.4851,          1.7105,          2.6620,          0.5262,          0.8637,          1.9283,          1.7850,          0.4225,          1.0005,          1.7252,          3.1488,          4.8089,          0.9424
          54,        0.441667,          1.9487,          1.5745,          2.1499,          1.4788,          1.7111,          2.6622,          0.5280,          0.8588,          1.9284,          1.7844,          0.4258,          0.9953,          1.7245,          3.1487,          4.8092,          0.9425
          55,        0.450000,          1.9487,          1.5744,          2.1518,          1.4723,          1.7116,          2.6622,          0.5298,          0.8538,          1.9284,          1.7840,          0.4291,          0.9887,          1.7235,          3.1488,          4.8093,          0.9424
          56,        0.458333,          1.9487,          1.5741,          2.1537,          1.4657,          1.7121,          2.6623,          0.5317,          0.8493,          1.9286,          1.7835,          0.4329,          0.9845,          1.7232,          3.1490,          4.8096,          0.9424
          57,        0.466667,          1.9487,          1.5739,          2.1556,          1.4591,          1.7127,          2.6624,          0.5336,          0.8445,          1.9287,          1.7830,          0.4366,          0.9799,          1.7225,          3.1487,          4.8099,          0.9425
          58,        0.475000,          1.9487,          1.5737,          2.1574,          1.4525,          1.7132,          2.6625,          0.5354,          0.8400,          1.9287,          1.7826,          0.4398,          0.9739,          1.7216,          3.1488,          4.8098,          0.9424
          59,        0.483333,          1.9487,          1.5735,          2.1593,          1.4460,          1.7136,          2.6626,          0.5373,          0.8351,          1.9287,          1.7821,          0.4433,          0.9686,          1.7209,          3.1490,          4.8101,          0.9424
          60,        0.491667,          1.9487,          1.5733,          2.1612,          1.4395,          1.7142,          2.6626,          0.5391,          0.8303,          1.9286,          1.7817,          0.4471,          0.9641,          1.7200,          3.1489,          4.8101,          0.9424
          61,        0.500000,          1.9487,          1.5731,          2.1631,          1.4329,          1.7147,          2.6627,          0.5408,          0.8258,          1.9287,          1.7813,          0.4507,          0.9589,          1.7188,          3.1489,          4.8099,          0.9424
          62,        0.508333,          1.9488,          1.5729,          2.1650,          1.4264,          1.7152,          2.6628,          0.5427,          0.8209,          1.9287,          1.7810,          0.4543,          0.9535,          1.7175,          3.1489,          4.8103,          0.9424
          63,        0.516667,          1.9487,          1.5727,          2.1668,          1.4199,          1.7157,          2.6628,          0.5446,          0.8163,          1.9286,          1.7806,          0.4578,          0.9482,          1.7162,          3.1489,          4.8102,          0.9425
          64,        0.525000,          1.9487,          1.5724,          2.1687,          1.4133,          1.7162,          2.6629,          0.5464,          0.8117,          1.9288,          1.7802,          0.4614,          0.9429,          1.7154,          3.1489,          4.8099,          0.9424
          65,        0.533333,          1.9487,          1.5722,          2.1705,          1.4068,          1.7168,          2.6630,          0.5483,          0.8071,          1.9288,          1.7798,          0.4649,          0.9376,          1.7152,          3.1488,          4.8102,          0.9424
          66,        0.541667,          1.9487,          1.5721,          2.1723,          1.4001,          1.7173,          2.6631,          0.5501,          0.8024,          1.9288,          1.7794,          0.4685,          0.9326,          1.7153,          3.1489,          4.8105,          0.9424
          67,        0.550000,          1.9487,          1.5719,          2.1741,          1.3935,          1.7178,          2.6631,          0.5519,          0.7977,          1.9289,          1.7790,          0.4721,          0.9275,          1.7154,          3.1488,          4.8104,          0.9425
          68,        0.558333,          1.9487,          1.5717,          2.1759,          1.3870,          1.7184,          2.6632,          0.5537,          0.7930,          1.9289,          1.7787,          0.4756,          0.9224,          1.7156,          3.1488,          4.8104,          0.9425
          69,        0.566667,          1.9487,          1.5714,          2.1777,          1.3805,          1.7191,          2.6633,          0.5556,          0.7884,          1.9291,          1.7783,          0.4791,          0.9171,          1.7158,          3.1488,          4.8104,          0.9424
          70,        0.575000,          1.9487,          1.5712,          2.1794,          1.3740,          1.7197,          2.6633,          0.5574,          0.7838,          1.9292,          1.7780,          0.4825,          0.9121,          1.7160,          3.1488,          4.8103,          0.9425
          71,        0.583333,          1.9487,          1.5710,          2.1812,          1.3676,          1.7203,          2.6634,          0.5592,          0.7795,          1.9293,          1.7777,          0.4860,          0.9070,          1.7161,          3.1488,          4.8102,          0.9425
          72,        0.591667,          1.9487,          1.5708,          2.1830,          1.3612,          1.7209,          2.6635,          0.5610,          0.7749,          1.9293,          1.7774,          0.4896,          0.9019,          1.7162,          3.1488,          4.8102,          0.9424
          73,        0.600000,          1.9487,          1.5706,          2.1847,          1.3548,          1.7215,          2.6636,          0.5628,          0.7704,          1.9293,          1.7770,          0.4930,          0.8969,          1.7164,          3.1488,          4.8102,          0.9425
          74,        0.608333,          1.9487,          1.5704,          2.1864,          1.3484,          1.7221,          2.6636,          0.5646,          0.7659,          1.9294,          1.7767,          0.4964,          0.8918,          1.7165,          3.1488,          4.8104,          0.9424
          75,        0.616667,          1.9487,          1.5702,          2.1881,          1.3421,          1.7228,          2.6637,          0.5664,          0.7615,          1.9295,          1.7763,          0.4999,          0.8869,          1.7166,          3.1488,          4.8105,          0.9425
          76,        0.625000,          1.9487,          1.5700,          2.1897,          1.3358,          1.7235,          2.6638,          0.5682,          0.7570,          1.9295,          1.7760,          0.5033,          0.8820,          1.7167,          3.1489,          4.8104,          0.9424
          77,        0.633333,          1.9487,          1.5698,          2.1913,          1.3295,          1.7241,          2.6638,          0.5699,          0.7527,          1.9296,          1.7756,          0.5068,          0.8771,          1.7168,          3.1489,          4.8105,          0.9424
          78,        0.641667,          1.9487,          1.5695,          2.1929,          1.3234,          1.7248,          2.6639,          0.5718,          0.7483,          1.9297,          1.7753,          0.5102,          0.8723,          1.7169,          3.1489,          4.8106,          0.9424
          79,        0.650000,          1.9487,          1.5694,          2.1945,          1.3173,          1.7257,          2.6641,          0.5736,          0.7441,          1.9298,          1.7750,          0.5135,          0.8674,          1.7169,          3.1489,          4.8103,          0.9424
          80,        0.658333,          1.9487,          1.5692,          2.1960,          1.3111,          1.7264,          2.6641,          0.5752,          0.7397,          1.9298,          1.7746,          0.5168,          0.8626,          1.7170,          3.1490,          4.8103,          0.9424
          81,        0.666667,          1.9487,          1.5690,          2.1976,          1.3051,          1.7272,          2.6642,          0.5769,          0.7354,          1.9298,          1.7743,          0.5201,          0.8579,          1.7171,          3.1490,          4.8103,          0.9424
          82,        0.675000,          1.9487,          1.5688,          2.1991,          1.2994,          1.7280,          2.6643,          0.5786,          0.7311,          1.9298,          1.7740,          0.5234,          0.8533,          1.7171,          3.1490,          4.8103,          0.9424
          83,        0.683333,          1.9487,          1.5686,          2.2006,          1.2935,          1.7287,          2.6643,          0.5803,          0.7268,          1.9299,          1.7737,          0.5266,          0.8486,          1.7171,          3.1490,          4.8103,          0.9425
          84,        0.691667,          1.9487,          1.5684,          2.2021,          1.2879,          1.7293,          2.6644,          0.5819,          0.7227,          1.9300,          1.7734,          0.5299,          0.8440,          1.7171,          3.1490,          4.8104,          0.9424
          85,        0.700000,          1.9487,          1.5683,          2.2035,          1.2824,          1.7299,          2.6644,          0.5836,          0.7186,          1.9300,          1.7730,          0.5331,          0.8395,          1.7172,          3.1491,          4.8102,          0.9424
          86,        0.708333,          1.9487,          1.5681,          2.2049,          1.2768,          1.7305,          2.6645,          0.5852,          0.7145,          1.9301,          1.7727,          0.5362,          0.8350,          1.7171,          3.1491,          4.8104,          0.9424
          87,        0.716667,          1.9487,          1.5679,          2.2062,          1.2711,          1.7310,          2.6646,          0.5869,          0.7104,          1.9301,          1.7724,          0.5394,          0.8307,          1.7171,          3.1492,          4.8105,          0.9424
          88,        0.725000,          1.9487,          1.5677,          2.2075,          1.2657,          1.7316,          2.6646,          0.5886,          0.7065,          1.9302,          1.7721,          0.5425,          0.8264,          1.7171,          3.1492,          4.8105,          0.9425
          89,        0.733333,          1.9487,          1.5676,          2.2087,          1.2604,          1.7322,          2.6646,          0.5903,          0.7026,          1.9302,          1.7718,          0.5455,          0.8220,          1.7171,          3.1493,          4.8104,          0.9425
          90,        0.741667,          1.9487,          1.5674,          2.2100,          1.2552,          1.7327,          2.6647,          0.5918,          0.6987,          1.9303,          1.7715,          0.5485,          0.8178,          1.7170,          3.1494,          4.8108,          0.9424
          91,        0.750000,          1.9487,          1.5673,          2.2112,          1.2501,          1.7332,          2.6648,          0.5934,          0.6947,          1.9303,          1.7712,          0.5515,          0.8136,          1.7169,          3.1494,          4.8106,          0.9424
          92,        0.758333,          1.9487,          1.5671,          2.2123,          1.2451,          1.7337,          2.6648,          0.5949,          0.6908,          1.9304,          1.7709,          0.5545,          0.8096,          1.7168,          3.1494,          4.8106,          0.9424
          93,        0.766667,          1.9487,          1.5670,          2.2135,          1.2404,          1.7343,          2.6650,          0.5965,          0.6870,          1.9304,          1.7707,          0.5575,          0.8055,          1.7165,          3.1495,          4.8106,          0.9425
          94,        0.775000,          1.9487,          1.5668,          2.2147,          1.2356,          1.7347,          2.6650,          0.5981,          0.6832,          1.9304,          1.7704,          0.5602,          0.8014,          1.7161,          3.1495,          4.8107,          0.9425
          95,        0.783333,          1.9487,          1.5667,          2.2157,          1.2311,          1.7352,          2.6650,          0.5995,          0.6797,          1.9305,          1.7701,          0.5630,          0.7975,          1.7157,          3.1495,          4.8107,          0.9424
          96,        0.791667,          1.9487,          1.5665,          2.2168,          1.2266,          1.7356,          2.6650,          0.6010,          0.6759,          1.9307,          1.7698,          0.5658,          0.7936,          1.7153,          3.1495,          4.8105,          0.9424
          97,        0.800000,          1.9487,          1.5664,          2.2178,          1.2223,          1.7361,          2.6650,          0.6018,          0.6723,          1.9306,          1.7696,          0.5685,          0.7899,          1.7149,          3.1495,          4.8105,          0.9425
          98,        0.808333,          1.9487,          1.5663,          2.2188,          1.2179,          1.7364,          2.6651,          0.6039,          0.6683,          1.9308,          1.7693,          0.5711,          0.7862,          1.7144,          3.1495,          4.8108,          0.9425
          99,        0.816667,          1.9487,          1.5661,          2.2197,          1.2138,          1.7369,          2.6651,          0.6071,          0.6646,          1.9301,          1.7689,          0.5737,          0.7825,          1.7139,          3.1496,          4.8105,          0.9424
         100,        0.825000,          1.9487,          1.5660,          2.2206,          1.2097,          1.7373,          2.6652,          0.6089,          0.6649,          1.9320,          1.7689,          0.5764,          0.7791,          1.7134,          3.1495,          4.8106,          0.9424
         101,        0.833333,          1.9487,          1.5659,          2.2214,          1.2057,          1.7376,          2.6652,          0.6104,          0.6616,          1.9316,          1.7685,          0.5791,          0.7758,          1.7131,          3.1495,          4.8104,          0.9424
         102,        0.841667,          1.9487,          1.5657,          2.2223,          1.2019,          1.7380,          2.6653,          0.6116,          0.6572,          1.9300,          1.7683,          0.5812,          0.7722,          1.7130,          3.1494,          4.8107,          0.9424
         103,        0.850000,          1.9487,          1.5656,          2.2231,          1.1982,          1.7384,          2.6653,          0.6128,          0.6535,          1.9307,          1.7681,          0.5842,          0.7692,          1.7129,          3.1495,          4.8103,          0.9424
         104,        0.858333,          1.9487,          1.5655,          2.2238,          1.1946,          1.7388,          2.6654,          0.6141,          0.6498,          1.9308,          1.7678,          0.5866,          0.7663,          1.7129,          3.1494,          4.8105,          0.9424
         105,        0.866667,          1.9487,          1.5655,          2.2246,          1.1911,          1.7392,          2.6654,          0.6155,          0.6464,          1.9309,          1.7677,          0.5883,          0.7616,          1.7128,          3.1494,          4.8105,          0.9425
         106,        0.875000,          1.9487,          1.5654,          2.2253,          1.1879,          1.7394,          2.6654,          0.6169,          0.6435,          1.9312,          1.7674,          0.5908,          0.7592,          1.7127,          3.1497,          4.8106,          0.9424
         107,        0.883333,          1.9487,          1.5652,          2.2260,          1.1847,          1.7398,          2.6654,          0.6184,          0.6404,          1.9313,          1.7672,          0.5931,          0.7567,          1.7128,          3.1493,          4.8107,          0.9425
         108,        0.891667,          1.9487,          1.5651,          2.2266,          1.1816,          1.7400,          2.6655,          0.6196,          0.6373,          1.9313,          1.7671,          0.5953,          0.7534,          1.7128,          3.1493,          4.8107,          0.9424
         109,        0.900000,          1.9487,          1.5651,          2.2272,          1.1785,          1.7404,          2.6655,          0.6208,          0.6344,          1.9314,          1.7669,          0.5974,          0.7505,          1.7128,          3.1494,          4.8106,          0.9425
         110,        0.908333,          1.9487,          1.5650,          2.2278,          1.1757,          1.7407,          2.6656,          0.6221,          0.6312,          1.9314,          1.7667,          0.5994,          0.7476,          1.7127,          3.1494,          4.8105,          0.9424
         111,        0.916667,          1.9486,          1.5649,          2.2284,          1.1729,          1.7410,          2.6656,          0.6232,          0.6283,          1.9315,          1.7665,          0.6014,          0.7448,          1.7127,          3.1494,          4.8107,          0.9425
         112,        0.925000,          1.9488,          1.5648,          2.2289,          1.1703,          1.7413,          2.6657,          0.6244,          0.6256,          1.9317,          1.7663,          0.6034,          0.7422,          1.7126,          3.1494,          4.8105,          0.9425
         113,        0.933333,          1.9487,          1.5647,          2.2295,          1.1679,          1.7416,          2.6657,          0.6257,          0.6228,          1.9318,          1.7661,          0.6052,          0.7397,          1.7126,          3.1493,          4.8104,          0.9424
         114,        0.941667,          1.9487,          1.5647,          2.2300,          1.1655,          1.7418,          2.6657,          0.6268,          0.6202,          1.9319,          1.7660,          0.6071,          0.7371,          1.7124,          3.1494,          4.8105,          0.9424
         115,        0.950000,          1.9487,          1.5646,          2.2305,          1.1632,          1.7420,          2.6657,          0.6280,          0.6176,          1.9319,          1.7658,          0.6090,          0.7348,          1.7123,          3.1494,          4.8104,          0.9424
         116,        0.958333,          1.9487,          1.5645,          2.2309,          1.1610,          1.7422,          2.6658,          0.6290,          0.6150,          1.9320,          1.7657,          0.6107,          0.7323,          1.7122,          3.1493,          4.8106,          0.9425
         117,        0.966667,          1.9487,          1.5645,          2.2314,          1.1589,          1.7426,          2.6658,          0.6301,          0.6124,          1.9321,          1.7655,          0.6124,          0.7299,          1.7121,          3.1493,          4.8104,          0.9425
         118,        0.975000,          1.9487,          1.5644,          2.2318,          1.1569,          1.7426,          2.6658,          0.6311,          0.6100,          1.9322,          1.7654,          0.6140,          0.7278,          1.7120,          3.1493,          4.8104,          0.9424
         119,        0.983333,          1.9487,          1.5643,          2.2322,          1.1549,          1.7429,          2.6659,          0.6321,          0.6075,          1.9322,          1.7652,          0.6155,          0.7256,          1.7119,          3.1493,          4.8105,          0.9424
         120,        0.991667,          1.9487,          1.5643,          2.2326,          1.1530,          1.7431,          2.6658,          0.6331,          0.6052,          1.9323,          1.7651,          0.6171,          0.7235,          1.7116,          3.1494,          4.8104,          0.9424
         121,        1.000000,          1.9487,          1.5642,          2.2329,          1.1512,          1.7433,          2.6659,          0.6341,          0.6030,          1.9325,          1.7650,          0.6185,          0.7214,          1.7115,          3.1493,          4.8106,          0.9424
         122,        1.008333,          1.9487,          1.5642,          2.2332,          1.1495,          1.7435,          2.6659,          0.6350,          0.6008,          1.9325,          1.7649,          0.6200,          0.7195,          1.7113,          3.1494,          4.8107,          0.9424
         123,        1.016667,          1.9487,          1.5641,          2.2335,          1.1478,          1.7437,          2.6659,          0.6358,          0.5986,          1.9326,          1.7647,          0.6214,          0.7176,          1.7112,          3.1494,          4.8107,          0.9425
         124,        1.025000,          1.9487,          1.5640,          2.2338,          1.1464,          1.7438,          2.6660,          0.6367,          0.5964,          1.9326,          1.7646,          0.6227,          0.7158,          1.7110,          3.1493,          4.8104,          0.9425
         125,        1.033333,          1.9487,          1.5641,          2.2341,          1.1449,          1.7440,          2.6659,          0.6375,          0.5943,          1.9327,          1.7645,          0.6239,          0.7140,          1.7108,          3.1493,          4.8108,          0.9424
         126,        1.041667,          1.9487,          1.5640,          2.2343,          1.1434,          1.7441,          2.6660,          0.6382,          0.5924,          1.9328,          1.7644,          0.6251,          0.7123,          1.7107,          3.1493,          4.8104,          0.9424
