"InphaseC4_020 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Inphase\runs\InphaseC4_020.tcf]","Time (h)","Q 2 [InphaseC4_020]","Q 3 [InphaseC4_020]","Q 4 [InphaseC4_020]","Q 5 [InphaseC4_020]","Q 6 [InphaseC4_020]","Q 7 [InphaseC4_020]","Q 1 [InphaseC4_020]","Q  8 [InphaseC4_020]"
          45,        0.366667,        -89.9997,        -90.0002,        -90.0001,        -89.9989,        -89.9999,        -90.0003,        -90.0000,        -89.9999
          46,        0.375000,        -89.9999,        -89.9993,        -90.0003,        -90.0003,        -89.9999,        -89.9997,        -90.0000,        -90.0000
          47,        0.383333,        -90.0000,        -89.9998,        -90.0004,        -90.0002,        -90.0002,        -90.0002,        -90.0001,        -90.0000
          48,        0.391667,        -89.9999,        -89.9998,        -89.9997,        -89.9997,        -90.0001,        -89.9995,        -90.0004,        -89.9997
          49,        0.400000,        -90.0000,        -89.9999,        -90.0005,        -89.9998,        -90.0002,        -90.0010,        -90.0002,        -90.0003
          50,        0.408333,        -89.9999,        -89.9996,        -89.9994,        -90.0002,        -89.9999,        -89.9997,        -90.0013,        -90.0005
          51,        0.416667,        -90.0000,        -89.9998,        -89.9998,        -89.9997,        -90.0005,        -90.0131,        -89.9999,        -89.9822
          52,        0.425000,        -89.9996,        -89.9996,        -90.0000,        -89.9999,        -90.0001,        -89.9881,        -90.0002,        -89.9575
          53,        0.433333,        -89.9998,        -90.0000,        -89.9998,        -90.0005,        -89.9995,        -90.0058,        -90.0003,        -89.9856
          54,        0.441667,        -90.0003,        -90.0001,        -89.9987,        -89.9989,        -90.0036,        -89.9895,        -90.0005,        -89.9892
          55,        0.450000,        -89.9999,        -89.9997,        -90.0005,        -89.9998,        -89.9995,        -89.9964,        -89.9996,        -89.9954
          56,        0.458333,        -89.9997,        -90.0000,        -89.9998,        -89.9998,        -89.9995,        -89.9976,        -90.0002,        -89.9986
          57,        0.466667,        -89.9999,        -90.0005,        -90.0003,        -90.0003,        -89.9990,        -89.9989,        -89.9989,        -89.9996
          58,        0.475000,        -90.0008,        -89.9996,        -90.0002,        -90.0004,        -89.9986,        -89.9993,        -89.9995,        -89.9993
          59,        0.483333,        -90.0003,        -89.9998,        -90.0002,        -90.0009,        -89.9989,        -90.0002,        -89.9998,        -89.9994
          60,        0.491667,        -89.9999,        -89.9995,        -90.0005,        -90.0000,        -90.0009,        -90.0005,        -90.0005,        -89.9997
          61,        0.500000,        -89.9995,        -90.0004,        -89.9992,        -89.9992,        -89.9998,        -89.9993,        -89.9993,        -90.0000
          62,        0.508333,        -90.0003,        -90.0002,        -89.9997,        -89.9995,        -90.0004,        -89.9998,        -89.9997,        -90.0001
          63,        0.516667,        -90.0002,        -89.9998,        -90.0001,        -89.9995,        -90.0000,        -90.0011,        -90.0004,        -89.9994
          64,        0.525000,        -89.9998,        -90.0005,        -90.0007,        -90.0009,        -89.9995,        -90.0002,        -90.0002,        -89.9991
          65,        0.533333,        -89.9997,        -89.9998,        -89.9995,        -89.9998,        -89.9998,        -89.9994,        -90.0005,        -89.9997
          66,        0.541667,        -89.9999,        -90.0006,        -90.0002,        -90.0004,        -89.9999,        -89.9999,        -90.0004,        -89.9998
          67,        0.550000,        -90.0000,        -90.0001,        -89.9998,        -89.9996,        -89.9997,        -89.9996,        -90.0008,        -89.9998
          68,        0.558333,        -89.9996,        -89.9996,        -90.0000,        -90.0000,        -89.9996,        -90.0004,        -90.0010,        -90.0001
          69,        0.566667,        -89.9997,        -90.0001,        -89.9998,        -90.0002,        -90.0002,        -90.0005,        -89.9992,        -90.0000
          70,        0.575000,        -90.0001,        -89.9998,        -89.9999,        -89.9994,        -90.0001,        -90.0004,        -90.0004,        -90.0003
          71,        0.583333,        -90.0007,        -89.9993,        -90.0000,        -90.0002,        -90.0001,        -90.0005,        -90.0003,        -89.9998
          72,        0.591667,        -89.9999,        -90.0000,        -90.0003,        -90.0002,        -90.0001,        -90.0000,        -89.9991,        -90.0004
          73,        0.600000,        -89.9999,        -89.9998,        -89.9994,        -90.0002,        -90.0000,        -89.9996,        -89.9997,        -89.9999
          74,        0.608333,        -90.0000,        -89.9999,        -89.9997,        -90.0004,        -90.0005,        -90.0005,        -90.0002,        -90.0000
          75,        0.616667,        -90.0004,        -89.9999,        -89.9995,        -89.9997,        -89.9997,        -90.0000,        -90.0006,        -89.9999
          76,        0.625000,        -89.9998,        -90.0001,        -90.0005,        -90.0002,        -89.9993,        -90.0003,        -90.0003,        -89.9998
          77,        0.633333,        -90.0008,        -89.9997,        -90.0003,        -90.0005,        -90.0000,        -90.0001,        -90.0003,        -89.9998
          78,        0.641667,        -90.0000,        -89.9999,        -90.0000,        -89.9997,        -89.9993,        -89.9999,        -89.9999,        -89.9997
          79,        0.650000,        -90.0007,        -89.9995,        -90.0000,        -90.0006,        -89.9996,        -90.0010,        -89.9995,        -90.0000
          80,        0.658333,        -89.9999,        -89.9998,        -90.0002,        -90.0003,        -90.0004,        -90.0003,        -90.0003,        -90.0004
          81,        0.666667,        -90.0002,        -90.0002,        -89.9994,        -89.9994,        -90.0001,        -90.0000,        -90.0006,        -90.0000
          82,        0.675000,        -89.9998,        -90.0001,        -90.0000,        -89.9997,        -89.9997,        -90.0006,        -89.9996,        -89.9997
          83,        0.683333,        -89.9997,        -90.0005,        -90.0003,        -89.9993,        -90.0005,        -89.9995,        -90.0004,        -89.9992
          84,        0.691667,        -90.0003,        -89.9997,        -90.0003,        -90.0004,        -89.9998,        -90.0002,        -89.9992,        -89.9993
          85,        0.700000,        -89.9998,        -90.0001,        -90.0001,        -90.0000,        -90.0002,        -89.9993,        -89.9998,        -89.9997
          86,        0.708333,        -89.9997,        -89.9993,        -89.9996,        -90.0004,        -89.9997,        -90.0001,        -90.0006,        -90.0001
          87,        0.716667,        -90.0005,        -89.9996,        -90.0001,        -90.0000,        -89.9999,        -89.9995,        -89.9997,        -89.9994
          88,        0.725000,        -89.9999,        -90.0004,        -90.0004,        -89.9997,        -90.0006,        -89.9992,        -89.9996,        -90.0002
          89,        0.733333,        -90.0000,        -89.9997,        -90.0001,        -89.9995,        -90.0005,        -89.9997,        -89.9994,        -89.9999
          90,        0.741667,        -89.9994,        -90.0001,        -89.9998,        -89.9994,        -89.9994,        -89.9998,        -90.0007,        -89.9999
          91,        0.750000,        -89.9999,        -89.9996,        -89.9999,        -89.9997,        -89.9998,        -90.0005,        -90.0003,        -90.0001
          92,        0.758333,        -90.0003,        -89.9997,        -89.9994,        -89.9999,        -89.9996,        -90.0000,        -89.9998,        -89.9995
          93,        0.766667,        -90.0003,        -89.9996,        -90.0000,        -90.0003,        -89.9993,        -90.0004,        -89.9994,        -89.9999
          94,        0.775000,        -90.0002,        -89.9999,        -89.9992,        -89.9999,        -90.0004,        -90.0006,        -89.9994,        -90.0007
          95,        0.783333,        -90.0004,        -90.0000,        -90.0003,        -90.0005,        -89.9995,        -89.9992,        -89.9999,        -90.0003
          96,        0.791667,        -90.0002,        -90.0000,        -89.9996,        -90.0003,        -89.9998,        -90.0000,        -90.0001,        -90.0005
          97,        0.800000,        -90.0003,        -89.9996,        -90.0001,        -90.0001,        -90.0003,        -90.0000,        -89.9995,        -89.9998
          98,        0.808333,        -89.9998,        -89.9994,        -89.9993,        -90.0004,        -90.0001,        -90.0003,        -90.0005,        -90.0002
          99,        0.816667,        -90.0004,        -90.0001,        -89.9995,        -89.9992,        -90.0004,        -90.0008,        -90.0002,        -90.0000
         100,        0.825000,        -89.9997,        -89.9998,        -90.0007,        -89.9999,        -89.9999,        -90.0003,        -90.0004,        -89.9994
         101,        0.833333,        -90.0000,        -89.9996,        -90.0005,        -89.9998,        -90.0003,        -89.9997,        -89.9994,        -90.0004
         102,        0.841667,        -89.9997,        -90.0003,        -89.9995,        -90.0000,        -90.0004,        -90.0005,        -90.0007,        -90.0003
         103,        0.850000,        -89.9996,        -89.9997,        -90.0004,        -90.0005,        -89.9991,        -90.0011,        -90.0000,        -90.0001
         104,        0.858333,        -90.0001,        -90.0003,        -90.0000,        -89.9992,        -90.0001,        -89.9989,        -89.9999,        -89.9996
         105,        0.866667,        -89.9997,        -89.9999,        -89.9997,        -89.9994,        -89.9993,        -89.9999,        -90.0001,        -90.0001
         106,        0.875000,        -89.9996,        -90.0008,        -90.0003,        -90.0003,        -90.0004,        -89.9997,        -90.0000,        -90.0004
         107,        0.883333,        -90.0000,        -89.9994,        -90.0000,        -90.0009,        -89.9995,        -89.9998,        -89.9998,        -89.9995
         108,        0.891667,        -89.9999,        -90.0005,        -90.0004,        -89.9998,        -89.9993,        -89.9997,        -89.9994,        -90.0006
         109,        0.900000,        -90.0005,        -90.0003,        -90.0000,        -89.9994,        -89.9996,        -89.9994,        -89.9993,        -90.0000
         110,        0.908333,        -89.9994,        -89.9997,        -89.9992,        -90.0005,        -90.0002,        -90.0001,        -89.9995,        -90.0004
         111,        0.916667,        -89.9997,        -90.0004,        -89.9999,        -90.0006,        -89.9999,        -90.0008,        -89.9992,        -90.0005
         112,        0.925000,        -90.0005,        -90.0003,        -89.9993,        -89.9998,        -89.9995,        -90.0000,        -90.0006,        -90.0000
         113,        0.933333,        -90.0001,        -90.0001,        -89.9998,        -89.9997,        -89.9999,        -90.0001,        -89.9997,        -90.0003
         114,        0.941667,        -89.9995,        -90.0001,        -89.9994,        -89.9999,        -90.0007,        -89.9996,        -89.9998,        -89.9639
         115,        0.950000,        -90.0006,        -90.0001,        -89.9999,        -90.0004,        -90.0007,        -89.9976,        -90.0000,        -90.0038
         116,        0.958333,        -89.9999,        -89.9995,        -90.0003,        -90.0002,        -90.0002,        -90.0004,        -89.9998,        -89.9855
         117,        0.966667,        -90.0004,        -90.0005,        -90.0001,        -90.0006,        -90.0028,        -89.9912,        -89.9995,        -89.9915
         118,        0.975000,        -89.9999,        -89.9994,        -89.9995,        -90.0000,        -90.0006,        -89.9972,        -90.0013,        -89.9965
         119,        0.983333,        -89.9997,        -90.0003,        -89.9997,        -90.0004,        -89.9998,        -89.9990,        -89.9997,        -89.9991
         120,        0.991667,        -89.9995,        -90.0002,        -89.9993,        -90.0001,        -89.9993,        -89.9986,        -89.9994,        -89.9997
         121,        1.000000,        -90.0000,        -89.9999,        -90.0006,        -90.0004,        -89.9992,        -89.9993,        -90.0000,        -90.0003
         122,        1.008333,        -89.9997,        -89.9999,        -89.9997,        -90.0001,        -89.9997,        -90.0000,        -90.0006,        -89.9997
         123,        1.016667,        -90.0001,        -89.9997,        -90.0002,        -90.0000,        -89.9996,        -90.0001,        -89.9992,        -89.9996
         124,        1.025000,        -90.0001,        -89.9998,        -89.9997,        -90.0000,        -89.9996,        -90.0004,        -89.9998,        -90.0001
         125,        1.033333,        -90.0003,        -90.0001,        -89.9991,        -90.0005,        -89.9994,        -90.0001,        -89.9997,        -89.9993
         126,        1.041667,        -89.9999,        -90.0005,        -90.0001,        -90.0002,        -89.9998,        -89.9999,        -89.9996,        -89.9997
         127,        1.050000,        -89.9997,        -90.0004,        -90.0006,        -90.0005,        -89.9992,        -90.0007,        -90.0000,        -90.0005
         128,        1.058333,        -90.0000,        -90.0001,        -89.9997,        -90.0007,        -89.9995,        -90.0003,        -90.0001,        -90.0001
         129,        1.066667,        -89.9998,        -89.9997,        -89.9999,        -90.0001,        -90.0004,        -90.0005,        -90.0005,        -90.0005
         130,        1.075000,        -89.9999,        -90.0003,        -89.9996,        -89.9997,        -90.0005,        -89.9998,        -90.0003,        -89.9997
         131,        1.083333,        -90.0001,        -90.0001,        -90.0003,        -90.0007,        -90.0000,        -89.9999,        -90.0006,        -90.0003
         132,        1.091667,        -90.0005,        -89.9998,        -90.0002,        -89.9997,        -90.0002,        -89.9998,        -90.0001,        -90.0001
         133,        1.100000,        -90.0000,        -90.0001,        -90.0001,        -90.0001,        -89.9992,        -90.0000,        -89.9995,        -90.0005
         134,        1.108333,        -90.0004,        -90.0001,        -90.0000,        -89.9992,        -90.0000,        -90.0005,        -90.0012,        -89.9998
         135,        1.116667,        -90.0000,        -90.0002,        -89.9999,        -89.9998,        -89.9998,        -89.9993,        -90.0003,        -89.9998
         136,        1.125000,        -89.9999,        -89.9999,        -89.9996,        -90.0006,        -89.9998,        -90.0003,        -89.9995,        -90.0005
         137,        1.133333,        -90.0004,        -90.0005,        -90.0001,        -90.0000,        -90.0002,        -89.9997,        -89.9997,        -90.0001
         138,        1.141667,        -89.9995,        -90.0004,        -89.9994,        -90.0001,        -90.0002,        -89.9985,        -90.0002,        -90.0006
         139,        1.150000,        -90.0000,        -90.0001,        -89.9994,        -90.0003,        -89.9992,        -89.9997,        -89.9996,        -90.0003
         140,        1.158333,        -90.0001,        -90.0005,        -89.9998,        -90.0004,        -89.9997,        -90.0008,        -89.9997,        -90.0002
         141,        1.166667,        -89.9999,        -90.0000,        -89.9996,        -90.0000,        -89.9994,        -89.9996,        -90.0001,        -89.9996
         142,        1.175000,        -90.0004,        -89.9998,        -90.0001,        -90.0004,        -90.0002,        -89.9998,        -89.9998,        -90.0002
         143,        1.183333,        -90.0002,        -90.0006,        -90.0001,        -89.9998,        -89.9998,        -89.9998,        -90.0005,        -89.9998
         144,        1.191667,        -90.0003,        -89.9997,        -89.9998,        -90.0004,        -90.0002,        -90.0001,        -89.9994,        -90.0000
         145,        1.200000,        -89.9999,        -90.0008,        -89.9998,        -90.0006,        -90.0003,        -89.9998,        -90.0004,        -89.9998
         146,        1.208333,        -90.0001,        -89.9996,        -89.9995,        -90.0000,        -90.0000,        -89.9995,        -90.0002,        -90.0008
         147,        1.216667,        -90.0000,        -90.0000,        -90.0003,        -90.0007,        -89.9999,        -90.0000,        -90.0008,        -90.0001
         148,        1.225000,        -89.9997,        -89.9999,        -89.9991,        -90.0006,        -89.9993,        -90.0004,        -89.9999,        -90.0000
         149,        1.233333,        -89.9998,        -90.0002,        -90.0005,        -90.0000,        -89.9992,        -89.9990,        -90.0006,        -90.0000
         150,        1.241667,        -90.0000,        -90.0000,        -89.9996,        -90.0002,        -89.9999,        -89.9997,        -90.0001,        -90.0002
         151,        1.250000,        -89.9998,        -90.0002,        -89.9992,        -90.0004,        -90.0003,        -90.0007,        -90.0000,        -90.0000
         152,        1.258333,        -90.0003,        -89.9994,        -90.0000,        -90.0006,        -90.0001,        -89.9993,        -90.0005,        -89.9997
         153,        1.266667,        -89.9999,        -90.0003,        -89.9994,        -89.9999,        -90.0000,        -90.0004,        -89.9995,        -90.0009
         154,        1.275000,        -89.9998,        -90.0005,        -90.0002,        -90.0002,        -89.9998,        -89.9997,        -90.0001,        -89.9994
         155,        1.283333,        -90.0003,        -90.0001,        -90.0004,        -90.0002,        -89.9998,        -90.0006,        -90.0002,        -90.0003
         156,        1.291667,        -90.0005,        -90.0000,        -90.0000,        -89.9994,        -90.0004,        -89.9997,        -90.0002,        -90.0006
         157,        1.300000,        -90.0004,        -89.9999,        -90.0003,        -90.0004,        -90.0009,        -90.0005,        -90.0000,        -90.0000
         158,        1.308333,        -90.0000,        -90.0000,        -89.9998,        -89.9994,        -89.9995,        -90.0007,        -90.0005,        -90.0000
         159,        1.316667,        -89.9996,        -89.9999,        -89.9999,        -90.0006,        -90.0000,        -89.9999,        -89.9997,        -89.9998
         160,        1.325000,        -90.0002,        -89.9999,        -89.9998,        -89.9998,        -90.0004,        -89.9997,        -89.9993,        -89.9994
         161,        1.333333,        -89.9997,        -90.0000,        -89.9994,        -90.0006,        -89.9998,        -90.0005,        -89.9998,        -90.0000
         162,        1.341667,        -89.9998,        -89.9991,        -89.9998,        -89.9996,        -89.9998,        -90.0003,        -89.9996,        -89.9998
         163,        1.350000,        -89.9996,        -90.0003,        -90.0006,        -89.9991,        -90.0005,        -89.9996,        -89.9994,        -90.0005
         164,        1.358333,        -89.9997,        -89.9998,        -89.9991,        -89.9999,        -90.0001,        -89.9999,        -90.0002,        -89.9998
         165,        1.366667,        -89.9999,        -90.0003,        -90.0004,        -89.9994,        -90.0000,        -89.9990,        -90.0000,        -90.0001
         166,        1.375000,        -90.0003,        -90.0000,        -90.0008,        -89.9995,        -90.0003,        -90.0002,        -89.9997,        -90.0001
         167,        1.383333,        -90.0000,        -90.0002,        -90.0010,        -90.0000,        -90.0004,        -89.9993,        -90.0002,        -89.9999
         168,        1.391667,        -90.0002,        -90.0008,        -89.9999,        -89.9997,        -90.0000,        -89.9993,        -89.9994,        -90.0002
         169,        1.400000,        -89.9998,        -90.0004,        -90.0001,        -90.0000,        -90.0001,        -90.0001,        -90.0002,        -89.9995
         170,        1.408333,        -89.9996,        -90.0001,        -90.0002,        -90.0000,        -90.0002,        -90.0005,        -90.0003,        -90.0002
         171,        1.416667,        -90.0002,        -90.0005,        -90.0004,        -90.0001,        -90.0001,        -90.0006,        -90.0000,        -89.9997
         172,        1.425000,        -89.9996,        -89.9996,        -89.9999,        -89.9995,        -90.0003,        -90.0004,        -90.0003,        -90.0004
         173,        1.433333,        -90.0003,        -90.0004,        -89.9992,        -89.9999,        -89.9997,        -89.9995,        -89.9995,        -90.0006
         174,        1.441667,        -89.9998,        -90.0012,        -89.9993,        -89.9997,        -90.0003,        -89.9998,        -89.9998,        -89.9991
         175,        1.450000,        -89.9997,        -90.0002,        -90.0007,        -90.0004,        -89.9999,        -89.9995,        -90.0008,        -90.0005
         176,        1.458333,        -90.0001,        -90.0002,        -89.9999,        -90.0001,        -90.0005,        -90.0304,        -90.0002,        -89.9891
         177,        1.466667,        -90.0001,        -90.0000,        -89.9990,        -90.0000,        -90.0007,        -89.9855,        -89.9997,        -89.9472
         178,        1.475000,        -89.9999,        -89.9998,        -90.0000,        -90.0003,        -89.9993,        -90.0067,        -89.9999,        -89.9828
         179,        1.483333,        -90.0007,        -90.0002,        -90.0004,        -90.0003,        -90.0035,        -89.9871,        -90.0000,        -89.9876
         180,        1.491667,        -89.9998,        -89.9996,        -90.0008,        -90.0010,        -90.0000,        -89.9944,        -90.0003,        -89.9943
         181,        1.500000,        -89.9998,        -90.0004,        -89.9994,        -90.0001,        -89.9989,        -89.9979,        -89.9999,        -89.9990
         182,        1.508333,        -90.0001,        -89.9997,        -90.0005,        -90.0004,        -89.9999,        -89.9987,        -90.0003,        -90.0000
         183,        1.516667,        -89.9998,        -89.9999,        -90.0004,        -90.0002,        -89.9986,        -89.9991,        -90.0007,        -89.9996
         184,        1.525000,        -90.0003,        -90.0000,        -89.9994,        -90.0004,        -89.9990,        -89.9999,        -90.0002,        -89.9991
         185,        1.533333,        -90.0002,        -89.9994,        -90.0005,        -90.0003,        -90.0001,        -89.9990,        -89.9997,        -89.9994
         186,        1.541667,        -89.9999,        -89.9997,        -90.0000,        -89.9996,        -89.9999,        -89.9992,        -89.9999,        -90.0000
         187,        1.550000,        -89.9997,        -90.0000,        -89.9993,        -89.9999,        -89.9992,        -90.0000,        -90.0000,        -89.9999
         188,        1.558333,        -90.0003,        -90.0001,        -89.9998,        -89.9989,        -89.9999,        -90.0000,        -90.0000,        -89.9998
         189,        1.566667,        -89.9998,        -90.0002,        -89.9999,        -90.0004,        -90.0007,        -90.0003,        -90.0014,        -89.9996
         190,        1.575000,        -89.9998,        -90.0004,        -90.0010,        -89.9997,        -89.9996,        -89.9996,        -90.0005,        -90.0002
         191,        1.583333,        -90.0003,        -90.0006,        -90.0003,        -89.9995,        -90.0002,        -90.0006,        -90.0008,        -89.9999
         192,        1.591667,        -90.0002,        -89.9996,        -89.9999,        -89.9996,        -89.9994,        -89.9991,        -90.0003,        -89.9999
         193,        1.600000,        -89.9999,        -89.9998,        -89.9998,        -90.0003,        -89.9999,        -90.0004,        -89.9998,        -89.9997
         194,        1.608333,        -90.0000,        -89.9991,        -90.0002,        -89.9995,        -90.0008,        -89.9998,        -90.0000,        -90.0000
         195,        1.616667,        -89.9999,        -89.9995,        -89.9999,        -90.0010,        -89.9997,        -90.0004,        -90.0002,        -90.0001
         196,        1.625000,        -89.9997,        -90.0000,        -90.0003,        -89.9996,        -90.0000,        -90.0007,        -90.0004,        -89.9995
         197,        1.633333,        -90.0001,        -90.0003,        -90.0002,        -90.0004,        -90.0000,        -89.9994,        -89.9994,        -89.9996
         198,        1.641667,        -90.0001,        -90.0001,        -89.9999,        -90.0001,        -89.9995,        -90.0000,        -89.9999,        -90.0000
         199,        1.650000,        -89.9999,        -89.9995,        -90.0006,        -89.9996,        -90.0004,        -90.0001,        -90.0001,        -90.0003
         200,        1.658333,        -89.9998,        -90.0001,        -90.0003,        -90.0000,        -89.9998,        -90.0000,        -89.9994,        -89.9999
         201,        1.666667,        -89.9997,        -90.0005,        -90.0007,        -90.0006,        -90.0003,        -89.9996,        -90.0000,        -89.9995
         202,        1.675000,        -90.0000,        -89.9997,        -89.9997,        -89.9994,        -90.0002,        -90.0005,        -89.9997,        -90.0007
         203,        1.683333,        -89.9998,        -90.0001,        -89.9998,        -89.9996,        -90.0002,        -90.0007,        -90.0008,        -90.0001
         204,        1.691667,        -89.9999,        -90.0004,        -89.9999,        -89.9999,        -90.0007,        -90.0003,        -89.9996,        -90.0001
         205,        1.700000,        -90.0003,        -89.9997,        -90.0001,        -90.0012,        -90.0001,        -89.9997,        -89.9999,        -90.0001
         206,        1.708333,        -90.0000,        -90.0007,        -90.0001,        -90.0002,        -89.9995,        -90.0000,        -89.9999,        -89.9998
         207,        1.716667,        -90.0000,        -90.0004,        -89.9997,        -89.9996,        -89.9997,        -90.0003,        -90.0001,        -90.0004
         208,        1.725000,        -90.0000,        -90.0000,        -89.9995,        -90.0005,        -89.9997,        -90.0005,        -89.9999,        -90.0003
         209,        1.733333,        -90.0001,        -90.0001,        -90.0012,        -90.0010,        -89.9998,        -90.0007,        -90.0003,        -89.9998
