"InphaseC4_020 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Inphase\runs\InphaseC4_020.tcf]","Time (h)","V 2 [InphaseC4_020]","V 3 [InphaseC4_020]","V 4 [InphaseC4_020]","V 5 [InphaseC4_020]","V 6 [InphaseC4_020]","V 7 [InphaseC4_020]","V 8 [InphaseC4_020]","V 9 [InphaseC4_020]","V 10 [InphaseC4_020]","V 11 [InphaseC4_020]","V 12 [InphaseC4_020]","V 13 [InphaseC4_020]","V 14 [InphaseC4_020]","V 15 [InphaseC4_020]","V 16 [InphaseC4_020]","V  1 [InphaseC4_020]"
           1,        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           2,        0.008333,          3.7235,          2.0746,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          3.4263
           3,        0.016667,          3.2408,          1.6487,          2.4215,          2.7671,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          0.0000,          3.3288
           4,        0.025000,          3.0276,          1.2389,          2.1842,          2.8068,          2.5059,          1.0898,          0.0000,          0.0001,          0.0000,          0.0001,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          3.1432
           5,        0.033333,          2.6085,          1.3160,          2.1537,          2.8472,          2.6379,          1.1613,          1.6397,          0.3149,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.0000,          0.0000,          2.8611
           6,        0.041667,          2.4822,          1.4156,          2.1396,          2.8643,          2.6267,          1.1332,          1.5920,          1.9644,          1.0448,          1.0246,          0.0000,          0.0001,          0.0001,          0.0000,          0.0001,          2.4881
           7,        0.050000,          2.4505,          1.4890,          2.1365,          2.8847,          2.4365,          1.2255,          1.6695,          2.0170,          1.2885,          1.3282,          1.1994,          0.8944,          0.2039,          0.0000,          0.0000,          2.3439
           8,        0.058333,          2.4344,          1.5328,          2.1457,          2.8979,          2.3619,          1.3625,          1.7507,          2.1864,          1.4410,          1.4191,          1.4473,          1.1174,          0.8944,          0.9652,          0.6853,          2.2743
           9,        0.066667,          2.4257,          1.5598,          2.1498,          2.8474,          2.3322,          1.4550,          1.8130,          2.2399,          1.5755,          1.5028,          1.3681,          1.3263,          1.3051,          1.4676,          1.4585,          2.2409
          10,        0.075000,          2.4200,          1.5767,          2.1512,          2.7379,          2.3190,          1.5175,          1.8520,          2.2346,          1.6113,          1.5328,          1.5982,          1.5850,          1.6926,          2.2198,          1.7147,          2.2222
          11,        0.083333,          2.4172,          1.5858,          2.1511,          2.6743,          2.3097,          1.5572,          1.8755,          2.1597,          1.6920,          1.6633,          1.8167,          2.0140,          2.0328,          2.3719,          1.9008,          2.2119
          12,        0.091667,          2.4155,          1.5905,          2.1493,          2.6366,          2.3039,          1.5805,          1.8874,          2.1411,          1.8071,          1.7837,          2.0205,          2.1403,          2.1145,          2.4139,          1.9672,          2.2059
          13,        0.100000,          2.4138,          1.5922,          2.1473,          2.6140,          2.3001,          1.5937,          1.8890,          2.1698,          1.9077,          1.8737,          2.0813,          2.1925,          2.1579,          2.4365,          1.9833,          2.2023
          14,        0.108333,          2.4121,          1.5931,          2.1458,          2.5993,          2.2971,          1.5988,          1.8903,          2.2195,          1.9589,          1.9006,          2.1068,          2.2154,          2.1717,          2.4380,          1.9965,          2.1996
          15,        0.116667,          2.4107,          1.5937,          2.1447,          2.5893,          2.2921,          1.6041,          1.8951,          2.2584,          1.9670,          1.9055,          2.1151,          2.2167,          2.1724,          2.4408,          2.0030,          2.1973
          16,        0.125000,          2.4098,          1.5940,          2.1440,          2.5803,          2.2903,          1.6104,          1.9006,          2.2739,          1.9669,          1.9052,          2.1150,          2.2146,          2.1728,          2.4413,          2.0047,          2.1956
          17,        0.133333,          2.4092,          1.5945,          2.1436,          2.5743,          2.2905,          1.6157,          1.9050,          2.2812,          1.9666,          1.9050,          2.1143,          2.2156,          2.1730,          2.4397,          2.0038,          2.1944
          18,        0.141667,          2.4087,          1.5947,          2.1431,          2.5718,          2.2918,          1.6189,          1.9074,          2.2842,          1.9671,          1.9055,          2.1153,          2.2166,          2.1735,          2.4386,          2.0027,          2.1937
          19,        0.150000,          2.4085,          1.5948,          2.1428,          2.5714,          2.2927,          1.6204,          1.9086,          2.2854,          1.9681,          1.9066,          2.1163,          2.2169,          2.1738,          2.4386,          2.0028,          2.1929
          20,        0.158333,          2.4080,          1.5950,          2.1427,          2.5715,          2.2931,          1.6211,          1.9092,          2.2856,          1.9691,          1.9075,          2.1168,          2.2168,          2.1742,          2.4394,          2.0036,          2.1922
          21,        0.166667,          2.4079,          1.5952,          2.1428,          2.5716,          2.2933,          1.6214,          1.9095,          2.2858,          1.9697,          1.9080,          2.1169,          2.2167,          2.1745,          2.4406,          2.0046,          2.1922
          22,        0.175000,          2.4078,          1.5954,          2.1427,          2.5715,          2.2934,          1.6216,          1.9096,          2.2858,          1.9701,          1.9082,          2.1169,          2.2168,          2.1749,          2.4416,          2.0055,          2.1919
          23,        0.183333,          2.4078,          1.5954,          2.1427,          2.5714,          2.2935,          1.6218,          1.9097,          2.2858,          1.9703,          1.9084,          2.1170,          2.2170,          2.1753,          2.4424,          2.0061,          2.1918
          24,        0.191667,          2.4078,          1.5955,          2.1427,          2.5713,          2.2935,          1.6219,          1.9098,          2.2857,          1.9704,          1.9085,          2.1170,          2.2172,          2.1757,          2.4429,          2.0066,          2.1917
          25,        0.200000,          2.4078,          1.5956,          2.1427,          2.5712,          2.2935,          1.6220,          1.9099,          2.2856,          1.9706,          1.9087,          2.1172,          2.2175,          2.1759,          2.4433,          2.0068,          2.1917
          26,        0.208333,          2.4077,          1.5956,          2.1427,          2.5711,          2.2935,          1.6221,          1.9099,          2.2855,          1.9707,          1.9088,          2.1173,          2.2177,          2.1760,          2.4435,          2.0071,          2.1917
          27,        0.216667,          2.4077,          1.5956,          2.1428,          2.5710,          2.2935,          1.6222,          1.9099,          2.2854,          1.9708,          1.9089,          2.1174,          2.2177,          2.1761,          2.4437,          2.0072,          2.1916
          28,        0.225000,          2.4078,          1.5956,          2.1427,          2.5710,          2.2935,          1.6221,          1.9099,          2.2854,          1.9709,          1.9090,          2.1174,          2.2178,          2.1763,          2.4439,          2.0073,          2.1916
          29,        0.233333,          2.4077,          1.5956,          2.1428,          2.5710,          2.2935,          1.6222,          1.9099,          2.2854,          1.9709,          1.9090,          2.1175,          2.2179,          2.1763,          2.4440,          2.0074,          2.1916
          30,        0.241667,          2.4077,          1.5956,          2.1427,          2.5709,          2.2935,          1.6222,          1.9099,          2.2854,          1.9709,          1.9090,          2.1175,          2.2179,          2.1764,          2.4441,          2.0075,          2.1916
          31,        0.250000,          2.4077,          1.5956,          2.1427,          2.5709,          2.2935,          1.6222,          1.9099,          2.2854,          1.9710,          1.9091,          2.1175,          2.2180,          2.1764,          2.4441,          2.0075,          2.1916
          32,        0.258333,          2.4077,          1.5956,          2.1427,          2.5709,          2.2935,          1.6222,          1.9099,          2.2854,          1.9710,          1.9091,          2.1175,          2.2180,          2.1764,          2.4442,          2.0075,          2.1916
          33,        0.266667,          2.4077,          1.5956,          2.1427,          2.5710,          2.2935,          1.6222,          1.9099,          2.2854,          1.9710,          1.9090,          2.1175,          2.2180,          2.1764,          2.4442,          2.0076,          2.1916
          34,        0.275000,          2.4078,          1.5956,          2.1427,          2.5709,          2.2935,          1.6222,          1.9099,          2.2854,          1.9710,          1.9091,          2.1175,          2.2180,          2.1764,          2.4442,          2.0076,          2.1916
          35,        0.283333,          2.4077,          1.5956,          2.1427,          2.5710,          2.2935,          1.6222,          1.9099,          2.2853,          1.9710,          1.9091,          2.1175,          2.2180,          2.1764,          2.4442,          2.0076,          2.1916
          36,        0.291667,          2.4077,          1.5956,          2.1428,          2.5709,          2.2935,          1.6222,          1.9099,          2.2853,          1.9711,          1.9091,          2.1175,          2.2180,          2.1764,          2.4442,          2.0076,          2.1916
          37,        0.300000,          2.4077,          1.5956,          2.1428,          2.5709,          2.2935,          1.6222,          1.9099,          2.2854,          1.9710,          1.9091,          2.1176,          2.2181,          2.1764,          2.4442,          2.0077,          2.1916
          38,        0.308333,          2.4077,          1.5956,          2.1427,          2.5709,          2.2935,          1.6222,          1.9099,          2.2854,          1.9711,          1.9091,          2.1175,          2.2181,          2.1765,          2.4442,          2.0076,          2.1916
          39,        0.316667,          2.4077,          1.5956,          2.1427,          2.5709,          2.2935,          1.6222,          1.9099,          2.2853,          1.9710,          1.9091,          2.1175,          2.2180,          2.1764,          2.4442,          2.0076,          2.1916
          40,        0.325000,          2.4077,          1.5956,          2.1427,          2.5709,          2.2935,          1.6222,          1.9099,          2.2853,          1.9710,          1.9091,          2.1176,          2.2180,          2.1765,          2.4442,          2.0076,          2.1916
          41,        0.333333,          2.4077,          1.5955,          2.1427,          2.5709,          2.2935,          1.6222,          1.9100,          2.2853,          1.9710,          1.9091,          2.1175,          2.2181,          2.1765,          2.4442,          2.0076,          2.1916
          42,        0.341667,          2.4077,          1.5956,          2.1427,          2.5709,          2.2935,          1.6222,          1.9099,          2.2853,          1.9711,          1.9091,          2.1176,          2.2181,          2.1765,          2.4443,          2.0076,          2.1916
          43,        0.350000,          2.4077,          1.5956,          2.1427,          2.5709,          2.2935,          1.6222,          1.9099,          2.2854,          1.9711,          1.9091,          2.1175,          2.2180,          2.1765,          2.4442,          2.0076,          2.1916
          44,        0.358333,          2.4077,          1.5956,          2.1427,          2.5709,          2.2935,          1.6222,          1.9099,          2.2853,          1.9711,          1.9091,          2.1175,          2.2181,          2.1765,          2.4442,          2.0076,          2.1916
