"VanillaC4_002","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"C:\Users\waterlab\Documents\ArcGIS\Projects\Anzy\04_Hydraulic-Modeling\Gregs_Tuflow_training_files\RosgenC4_tuflow\runs\VanillaC4_002.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"C:\Users\waterlab\Documents\ArcGIS\Projects\Anzy\04_Hydraulic-Modeling\Gregs_Tuflow_training_files\RosgenC4_tuflow\results\002\VanillaC4_002_POMM.csv","Maximum (Extracted from Time Series)",          2.9536,          2.6957,          3.0868,          3.3044,          2.7091,          2.4844,          2.1680,          2.1317,          2.0654,          2.1663,          2.1306,          2.2101,          2.4210,          2.4622,          2.4633,          2.8568,          0.0000,          0.0000,          0.0000,          0.0000,         31.1594,         61.4815,          0.0000,         76.9689
"","Time of Maximum",          0.0167,          0.0167,          0.0167,          0.0167,          0.0333,          0.0333,          0.0500,          0.3167,          0.3500,          0.3167,          0.2667,          0.2667,          0.2667,          0.2667,          0.2667,          0.0167,          0.0000,          0.0000,          0.0000,          0.0000,          0.0333,          0.0167,          0.0000,          0.0167
"","Minimum (Extracted From Time Series)",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,       -121.4628,       -121.4636,       -121.4671,       -121.4925,       -121.8790,       -121.4627,       -121.4624,       -131.4346
"","Time of Minimum",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.8000,          0.4000,          0.3833,          0.3667,          0.3333,          0.6833,          0.8000,          0.2667
