"VanillaC4_002","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"C:\Users\waterlab\Documents\ArcGIS\Projects\Anzy\04_Hydraulic-Modeling\Gregs_Tuflow_training_files\RosgenC4_tuflow\runs\VanillaC4_002.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"C:\Users\waterlab\Documents\ArcGIS\Projects\Anzy\04_Hydraulic-Modeling\Gregs_Tuflow_training_files\RosgenC4_tuflow\results\002\VanillaC4_002_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.016667,          2.9536,          2.6957,          3.0868,          3.3044,          0.1441,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          1.8032,          1.9743,          2.2105,          2.0080,          1.7383,          2.8568,        -96.7880,        -49.5011,          0.0000,          0.0000,          0.0000,         61.4815,       -114.5953,         76.9689
,        0.033333,          2.6577,          2.4047,          2.7090,          2.7001,          2.7091,          2.4844,          2.1663,          0.0579,          1.0747,          1.2242,          1.0323,          1.0583,          1.1460,          1.0344,          0.8545,          2.5397,       -111.2886,        -97.0280,        -78.7421,        -35.7178,         31.1594,         38.7938,       -118.9342,         40.7603
,        0.050000,          2.5105,          2.2846,          2.5827,          2.6051,          2.6100,          2.3047,          2.1680,          1.7344,          1.3709,          1.2047,          0.1866,          0.5270,          0.5868,          0.5139,          0.4125,          2.4047,       -116.5901,       -108.8887,        -97.1342,        -81.7108,        -60.3178,         19.6347,       -120.1641,         19.4131
,        0.066667,          2.4383,          2.2219,          2.4980,          2.5199,          2.5350,          2.2487,          2.0225,          1.9011,          1.7081,          1.6719,          1.4933,          1.4378,          1.4998,          1.3148,          1.1359,          2.3411,       -118.8729,       -114.7974,       -107.9941,        -97.8751,        -88.5190,        -83.8593,       -120.7740,        -79.9706
,        0.083333,          2.3989,          2.1872,          2.4495,          2.4654,          2.4653,          2.1551,          2.0192,          2.0159,          1.8661,          1.8480,          1.6674,          1.7134,          1.9475,          2.1401,          2.2772,          2.3059,       -119.9842,       -117.6800,       -113.1661,       -108.9299,       -102.8812,       -105.5761,       -121.0659,       -114.8280
,        0.100000,          2.3760,          2.1668,          2.4194,          2.4209,          2.4108,          2.1317,          2.0325,          2.0612,          1.9282,          1.9752,          1.9522,          2.0478,          2.2948,          2.3137,          2.3148,          2.2854,       -120.5836,       -119.0545,       -116.7120,       -114.5354,       -111.9493,       -114.8180,       -121.2222,       -115.1279
,        0.116667,          2.3619,          2.1530,          2.3962,          2.3967,          2.3930,          2.1267,          2.0350,          2.0834,          2.0081,          2.0879,          2.0231,          2.0964,          2.3467,          2.3423,          2.3338,          2.2732,       -120.8913,       -119.9533,       -118.7513,       -117.4656,       -116.9321,       -116.6166,       -121.3166,       -116.2109
,        0.133333,          2.3517,          2.1432,          2.3846,          2.3867,          2.3848,          2.1229,          2.0404,          2.1127,          2.0401,          2.1140,          2.0375,          2.1093,          2.3626,          2.3584,          2.3561,          2.2650,       -121.0792,       -120.5682,       -119.8752,       -119.3314,       -118.7185,       -118.0366,       -121.3576,       -117.6138
,        0.150000,          2.3460,          2.1387,          2.3789,          2.3813,          2.3806,          2.1237,          2.0481,          2.1225,          2.0471,          2.1205,          2.0436,          2.1167,          2.3715,          2.3705,          2.3751,          2.2596,       -121.2365,       -120.9369,       -120.5906,       -120.3167,       -119.7115,       -119.1536,       -121.3915,       -118.8289
,        0.166667,          2.3428,          2.1361,          2.3757,          2.3791,          2.3799,          2.1253,          2.0501,          2.1245,          2.0489,          2.1229,          2.0472,          2.1215,          2.3771,          2.3791,          2.3893,          2.2566,       -121.3277,       -121.1687,       -120.9958,       -120.7969,       -120.3534,       -119.9560,       -121.4270,       -119.7317
,        0.183333,          2.3410,          2.1347,          2.3743,          2.3783,          2.3795,          2.1253,          2.0502,          2.1248,          2.0495,          2.1241,          2.0494,          2.1246,          2.3808,          2.3850,          2.3989,          2.2549,       -121.3867,       -121.3065,       -121.1958,       -121.0646,       -120.7657,       -120.5029,       -121.4402,       -120.3510
