iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
1,0.025,0.025,0.025,0.000152588,0.047287,0.000305176,4.7287
2,0.0504889,0.0255102,0.0254889,0.000640869,0.0482483,0.000869751,4.7752
3,0.0765094,0.0260308,0.0260204,0.00164795,0.0492401,0.00187683,4.82514
4,0.103061,0.0265621,0.0265515,0.00300598,0.0502472,0.00334167,4.87604
5,0.130141,0.0271041,0.0270806,0.00483704,0.0525208,0.0052948,4.95334
6,0.157799,0.0276573,0.0276573,0.00715637,0.0585175,0.00772095,5.1108
7,0.186005,0.0282217,0.0282062,0.0100098,0.0641022,0.0106201,5.30731
8,0.214783,0.0287977,0.028778,0.0134125,0.0692444,0.0139008,5.52335
9,0.244157,0.0293854,0.029374,0.0173492,0.0739136,0.0175323,5.74774
10,0.274122,0.0299851,0.0299656,0.0218353,0.0780487,0.0213776,5.97206
11,0.304705,0.030597,0.0305822,0.0267944,0.081604,0.0253448,6.22018
12,0.335897,0.0312215,0.0311925,0.0322113,0.0845642,0.0293274,6.54953
13,0.367726,0.0318586,0.0318284,0.0380096,0.0869293,0.0332336,6.94057
14,0.400217,0.0325088,0.0324915,0.0440826,0.0886688,0.0370178,7.37833
15,0.433364,0.0331722,0.0331465,0.0503845,0.0898285,0.0406342,7.84917
16,0.467193,0.0338492,0.0338291,0.0567932,0.0904388,0.0440521,8.34344
17,0.501694,0.03454,0.0345009,0.0632172,0.0905457,0.0471954,8.85031
18,0.536937,0.0352449,0.0352429,0.0694275,0.09021,0.0498047,9.35902
19,0.572867,0.0359642,0.0359306,0.0750732,0.0895538,0.0518799,9.85564
20,0.609559,0.0366982,0.0366922,0.0801239,0.0886841,0.0534668,10.335
21,0.646999,0.0374471,0.0374401,0.0846252,0.0876617,0.054657,10.791
22,0.68517,0.0382114,0.0381704,0.0885925,0.0865784,0.055542,11.2202
23,0.724152,0.0389912,0.0389825,0.0921173,0.0854797,0.0562134,11.6246
24,0.763929,0.0397869,0.039777,0.0952606,0.0843964,0.0567474,12.004
25,0.804478,0.0405989,0.0405493,0.0980988,0.0833893,0.0571899,12.3587
26,0.845891,0.0414274,0.0414121,0.102219,0.0824585,0.0575714,12.6928
27,0.888143,0.0422729,0.0422523,0.106277,0.0816193,0.0579224,13.007
28,0.931272,0.0431356,0.0431287,0.110092,0.0815887,0.0582733,13.3041
29,0.975248,0.0440159,0.0439769,0.113663,0.0832672,0.0586548,13.585
30,1.02011,0.0449142,0.0448605,0.117035,0.0849609,0.0590668,13.8524
31,1.06589,0.0458308,0.0457818,0.120087,0.0867004,0.0595245,14.1087
32,1.11263,0.0467662,0.0467433,0.122787,0.0884705,0.0600281,14.3562
33,1.1603,0.0477206,0.0476689,0.125122,0.090271,0.0605774,14.5951
34,1.20894,0.0486945,0.0486336,0.127075,0.0921173,0.061142,14.8268
35,1.25858,0.0496882,0.0496398,0.128891,0.0939941,0.0617218,15.0527
36,1.30927,0.0507023,0.0506903,0.131882,0.0959167,0.0622711,15.2734
37,1.36096,0.051737,0.051695,0.134705,0.0978699,0.0628204,15.488
38,1.4137,0.0527929,0.0527422,0.137268,0.0998688,0.0633392,15.6971
39,1.46754,0.0538703,0.0538348,0.139511,0.101898,0.0638275,15.9012
40,1.52241,0.0549697,0.0548701,0.141373,0.103989,0.06427,16.0988
41,1.57847,0.0560915,0.0560583,0.142776,0.10611,0.064682,16.2924
42,1.63565,0.0572362,0.0571862,0.143707,0.108276,0.065033,16.48
43,1.69402,0.0584043,0.0583629,0.144241,0.110489,0.0652771,16.6613
44,1.75361,0.0595962,0.0595915,0.145569,0.112732,0.0654602,16.8366
45,1.81435,0.0608125,0.0607449,0.147171,0.115036,0.0656586,17.0048
46,1.8763,0.0620536,0.0619465,0.148483,0.117386,0.0658569,17.1669
47,1.9395,0.06332,0.0631993,0.14946,0.119781,0.0659943,17.323
48,2.00401,0.0646122,0.0645069,0.150009,0.122223,0.0660858,17.4733
49,2.06988,0.0659308,0.0658729,0.150085,0.124725,0.0661469,17.6183
50,2.13702,0.0672763,0.0671397,0.14975,0.127274,0.0662079,17.7567
51,2.20565,0.0686493,0.068628,0.149811,0.129868,0.0662384,17.891
52,2.27566,0.0700503,0.070011,0.150696,0.132523,0.0662537,18.0196
53,2.34711,0.0714799,0.0714545,0.151215,0.135223,0.0662537,18.1432
54,2.41988,0.0729387,0.0727708,0.151215,0.137985,0.0662537,18.2601
55,2.49422,0.0744272,0.0743399,0.150681,0.140793,0.0662537,18.3734
56,2.57,0.0759462,0.0757735,0.149719,0.143677,0.0663147,18.4819
57,2.64748,0.0774961,0.0774859,0.148865,0.146606,0.0663757,18.5884
58,2.72654,0.0790776,0.0790535,0.149521,0.149597,0.066452,18.6915
59,2.80723,0.0806915,0.0806907,0.149567,0.152649,0.0665131,18.7915
60,2.88938,0.0823382,0.0821534,0.148987,0.155762,0.0665894,18.8869
61,2.97331,0.0840186,0.0839338,0.147888,0.158936,0.0666656,18.9804
62,3.05884,0.0857333,0.0855275,0.146729,0.162186,0.066864,19.0714
63,3.14631,0.0874829,0.0874713,0.145874,0.165497,0.0670471,19.1625
64,3.23553,0.0892683,0.0892149,0.146576,0.168869,0.0672607,19.2519
65,3.32656,0.0910901,0.0910356,0.146561,0.172318,0.0674896,19.3404
66,3.4195,0.0929491,0.0929388,0.145874,0.175827,0.067749,19.4284
67,3.51409,0.094846,0.0945925,0.144989,0.179413,0.0681763,19.5155
68,3.61076,0.0967816,0.0966639,0.144211,0.183075,0.0685883,19.6044
69,3.70922,0.0987568,0.0984673,0.142685,0.186813,0.0690002,19.6928
70,3.80996,0.100772,0.100731,0.143982,0.190628,0.0694122,19.7836
71,3.91266,0.102829,0.102706,0.144516,0.194519,0.0698242,19.8745
72,4.01743,0.104927,0.104768,0.144348,0.198486,0.0702515,19.9659
73,4.12435,0.107069,0.106924,0.144211,0.20253,0.0706635,20.0582
74,4.23353,0.109254,0.10918,0.145126,0.206665,0.0711975,20.1525
75,4.3446,0.111483,0.111062,0.146011,0.210876,0.0717316,20.2463
76,4.45812,0.113759,0.113519,0.146866,0.215195,0.0722351,20.3426
77,4.57369,0.11608,0.115574,0.14772,0.219574,0.0727234,20.4384
78,4.69195,0.118449,0.118262,0.148712,0.22406,0.0731964,20.5372
79,4.81247,0.120867,0.120515,0.149826,0.228638,0.0736847,20.6362
80,4.93533,0.123333,0.122866,0.150909,0.233307,0.0742493,20.7363
81,5.06066,0.12585,0.125323,0.151947,0.238068,0.0748291,20.8379
82,5.18855,0.128419,0.127894,0.153229,0.242935,0.0753632,20.9409
83,5.31914,0.131039,0.130587,0.154633,0.247894,0.0758972,21.0458
84,5.45255,0.133714,0.13341,0.155899,0.25296,0.0764008,21.1526
85,5.58892,0.136442,0.136375,0.157074,0.258118,0.0769196,21.2659
86,5.72762,0.139227,0.138699,0.158173,0.263382,0.0774231,21.3863
87,5.86956,0.142068,0.141944,0.159271,0.268753,0.0779266,21.5185
88,6.01406,0.144968,0.144494,0.16037,0.274231,0.0784607,21.6582
89,6.16121,0.147926,0.147153,0.161469,0.279831,0.0795898,21.8058
90,6.31209,0.150945,0.150878,0.162781,0.285553,0.0807343,21.9668
91,6.46591,0.154026,0.153818,0.164337,0.291382,0.0819092,22.1365
92,6.6228,0.157169,0.156894,0.166,0.297333,0.0831299,22.3152
93,6.78292,0.160377,0.160118,0.168594,0.303391,0.0843506,22.5035
94,6.94642,0.16365,0.163501,0.171371,0.309586,0.0856171,22.7018
95,7.11227,0.166989,0.165853,0.174271,0.315903,0.0868988,22.9041
96,7.28181,0.170397,0.169539,0.177612,0.322357,0.0882263,23.1176
97,7.45523,0.173875,0.173421,0.18103,0.328934,0.0895386,23.343
98,7.63136,0.177423,0.176131,0.184677,0.335648,0.0908813,23.5732
99,7.81176,0.181044,0.180392,0.188538,0.342499,0.0921936,23.8169
100,7.99513,0.184739,0.183374,0.193329,0.349487,0.0935211,24.0663
101,8.18321,0.188509,0.188076,0.198608,0.356613,0.0948486,24.3309
102,8.37458,0.192356,0.191375,0.204483,0.363892,0.0961914,24.6023
103,8.5694,0.196282,0.194824,0.211136,0.371307,0.0975647,24.8808
104,8.76969,0.200288,0.200286,0.217896,0.378891,0.0989838,25.1779
105,8.97383,0.204375,0.204138,0.225082,0.386612,0.100388,25.4836
106,9.18201,0.208546,0.20818,0.233078,0.394501,0.101746,25.7987
107,9.39444,0.212802,0.212428,0.241211,0.402557,0.103012,26.124
108,9.61134,0.217145,0.216901,0.249344,0.410767,0.104279,26.4604
109,9.83057,0.221576,0.219233,0.257523,0.419144,0.105698,26.7951
110,10.0547,0.226098,0.224105,0.266113,0.427704,0.107071,27.1428
111,10.2839,0.230713,0.229257,0.275101,0.436447,0.108398,27.5045
112,10.5186,0.235421,0.234715,0.28392,0.445374,0.10997,27.8816
113,10.7562,0.240226,0.237577,0.292603,0.454468,0.111557,28.2585
114,10.9998,0.245128,0.243592,0.301743,0.46373,0.113159,28.6532
115,11.2498,0.250131,0.250002,0.311157,0.47319,0.114822,29.0675
116,11.5032,0.255236,0.253381,0.320084,0.482834,0.116547,29.483
