iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
1,0.025,0.025,0.025,0.000473022,0.0610504,0.000656128,6.10504
2,0.0504889,0.0255102,0.0254889,0.00205994,0.0622864,0.00236511,6.16482
3,0.0765094,0.0260308,0.0260204,0.00476074,0.0672913,0.00531006,6.35582
4,0.103061,0.0265621,0.0265515,0.00871277,0.0789642,0.00953674,6.75191
5,0.130141,0.0271041,0.0270806,0.0139771,0.0892487,0.0149078,7.20246
6,0.157799,0.0276573,0.0276573,0.0205688,0.098175,0.021225,7.66079
7,0.186005,0.0282217,0.0282062,0.0284119,0.105621,0.0281372,8.09988
8,0.214783,0.0287977,0.028778,0.0373535,0.111511,0.0352631,8.58845
9,0.244157,0.0293854,0.029374,0.047226,0.115814,0.0422516,9.24894
10,0.274122,0.0299851,0.0299656,0.0577393,0.118561,0.0488739,10.0176
11,0.304705,0.030597,0.0305822,0.0686035,0.119858,0.0549774,10.8506
12,0.335897,0.0312215,0.0311925,0.0795288,0.119873,0.0605316,11.715
13,0.367726,0.0318586,0.0318284,0.0901794,0.118805,0.0651855,12.5799
14,0.400217,0.0325088,0.0324915,0.0995483,0.116974,0.0685272,13.4121
15,0.433364,0.0331722,0.0331465,0.107513,0.1147,0.0707703,14.1891
16,0.467193,0.0338492,0.0338291,0.114182,0.112213,0.0722046,14.9034
17,0.501694,0.03454,0.0345009,0.119781,0.109711,0.0731201,15.5528
18,0.536937,0.0352449,0.0352429,0.124542,0.107285,0.0737457,16.1453
19,0.572867,0.0359642,0.0359306,0.130188,0.105026,0.0742188,16.6829
20,0.609559,0.0366982,0.0366922,0.136765,0.102982,0.0746307,17.1759
21,0.646999,0.0374471,0.0374401,0.142776,0.101135,0.075058,17.6295
22,0.68517,0.0382114,0.0381704,0.148315,0.0995178,0.0755463,18.0488
23,0.724152,0.0389912,0.0389825,0.153336,0.0984802,0.0761414,18.4431
24,0.763929,0.0397869,0.039777,0.1577,0.0975952,0.076889,18.817
25,0.804478,0.0405989,0.0405493,0.161407,0.0991364,0.077774,19.1737
26,0.845891,0.0414274,0.0414121,0.165527,0.101166,0.0787506,19.5196
27,0.888143,0.0422729,0.0422523,0.170776,0.103226,0.0797577,19.8552
28,0.931272,0.0431356,0.0431287,0.17569,0.105331,0.0807953,20.1827
29,0.975248,0.0440159,0.0439769,0.180099,0.107483,0.0818176,20.5013
30,1.02011,0.0449142,0.0448605,0.183884,0.10968,0.0828247,20.8124
31,1.06589,0.0458308,0.0457818,0.18692,0.111908,0.083725,21.1159
32,1.11263,0.0467662,0.0467433,0.18924,0.114197,0.0844421,21.4107
33,1.1603,0.0477206,0.0476689,0.193192,0.116531,0.0850525,21.6946
34,1.20894,0.0486945,0.0486336,0.196838,0.118912,0.0857086,21.9697
35,1.25858,0.0496882,0.0496398,0.199951,0.121338,0.0862885,22.2365
36,1.30927,0.0507023,0.0506903,0.202423,0.12381,0.0868225,22.4958
37,1.36096,0.051737,0.051695,0.204239,0.126343,0.0873108,22.7459
38,1.4137,0.0527929,0.0527422,0.205612,0.128906,0.087738,22.9874
39,1.46754,0.0538703,0.0538348,0.208206,0.131546,0.0881195,23.2209
40,1.52241,0.0549697,0.0548701,0.210403,0.134232,0.0884552,23.4448
41,1.57847,0.0560915,0.0560583,0.212021,0.136963,0.0887451,23.6621
42,1.63565,0.0572362,0.0571862,0.212982,0.139771,0.0890045,23.8712
43,1.69402,0.0584043,0.0583629,0.213242,0.142609,0.0893402,24.074
44,1.75361,0.0595962,0.0595915,0.214737,0.145523,0.0896606,24.2715
45,1.81435,0.0608125,0.0607449,0.216049,0.148499,0.0899811,24.462
46,1.8763,0.0620536,0.0619465,0.216522,0.15152,0.0902863,24.6462
47,1.9395,0.06332,0.0631993,0.216095,0.154617,0.0905914,24.8252
48,2.00401,0.0646122,0.0645069,0.215866,0.157776,0.0908813,24.9997
49,2.06988,0.0659308,0.0658729,0.216583,0.160995,0.0912476,25.1712
50,2.13702,0.0672763,0.0671397,0.216293,0.164276,0.091629,25.338
51,2.20565,0.0686493,0.068628,0.215149,0.167633,0.09198,25.5033
52,2.27566,0.0700503,0.070011,0.213715,0.171051,0.0923004,25.6647
53,2.34711,0.0714799,0.0714545,0.213974,0.174545,0.0926361,25.8231
54,2.41988,0.0729387,0.0727708,0.213272,0.178101,0.092926,25.9759
55,2.49422,0.0744272,0.0743399,0.211746,0.181747,0.0932159,26.1267
56,2.57,0.0759462,0.0757735,0.209824,0.185455,0.0935974,26.2742
57,2.64748,0.0774961,0.0774859,0.209549,0.18924,0.0939941,26.4221
58,2.72654,0.0790776,0.0790535,0.208755,0.1931,0.0943756,26.5678
59,2.80723,0.0806915,0.0806907,0.207062,0.197037,0.0947418,26.7119
60,2.88938,0.0823382,0.0821534,0.204849,0.201065,0.0950928,26.8516
61,2.97331,0.0840186,0.0839338,0.204285,0.20517,0.0955353,26.9917
62,3.05884,0.0857333,0.0855275,0.203812,0.209351,0.0960083,27.1296
63,3.14631,0.0874829,0.0874713,0.202301,0.213623,0.0964508,27.2691
64,3.23553,0.0892683,0.0892149,0.201904,0.217987,0.0969238,27.4075
65,3.32656,0.0910901,0.0910356,0.20224,0.222443,0.0975342,27.5466
66,3.4195,0.0929491,0.0929388,0.202499,0.226974,0.0981445,27.687
67,3.51409,0.094846,0.0945925,0.203415,0.231613,0.0987396,27.8253
68,3.61076,0.0967816,0.0966639,0.204727,0.236328,0.0993347,27.9658
69,3.70922,0.0987568,0.0984673,0.206253,0.24115,0.0998993,28.1048
70,3.80996,0.100772,0.100731,0.207626,0.246078,0.100601,28.2479
71,3.91266,0.102829,0.102706,0.208847,0.251099,0.101273,28.3915
72,4.01743,0.104927,0.104768,0.209991,0.256226,0.101929,28.5358
73,4.12435,0.107069,0.106924,0.211395,0.261459,0.102554,28.6811
74,4.23353,0.109254,0.10918,0.213028,0.266785,0.10318,28.8278
75,4.3446,0.111483,0.111062,0.214554,0.272232,0.103897,28.9728
76,4.45812,0.113759,0.113519,0.215942,0.277802,0.104675,29.1217
77,4.57369,0.11608,0.115574,0.217224,0.283463,0.105408,29.2698
78,4.69195,0.118449,0.118262,0.218689,0.289246,0.106125,29.4223
79,4.81247,0.120867,0.120515,0.220444,0.295151,0.106827,29.5746
80,4.93533,0.123333,0.122866,0.222107,0.301178,0.107498,29.727
81,5.06066,0.12585,0.125323,0.223633,0.307327,0.108139,29.8798
82,5.18855,0.128419,0.127894,0.225052,0.313599,0.108765,30.0332
83,5.31914,0.131039,0.130587,0.226349,0.319992,0.109436,30.1884
84,5.45255,0.133714,0.13341,0.227539,0.326523,0.110092,30.3456
85,5.58892,0.136442,0.136375,0.228638,0.333191,0.110718,30.5052
86,5.72762,0.139227,0.138699,0.22966,0.339981,0.111313,30.6616
