iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
1,0.025,0.025,0.025,0.000259399,0.0532379,0.000411987,5.32379
2,0.0504889,0.0255102,0.0254889,0.00115967,0.0543365,0.00137329,5.37697
3,0.0765094,0.0260308,0.0260204,0.00268555,0.0554352,0.00302124,5.43286
4,0.103061,0.0265621,0.0265515,0.00491333,0.0591736,0.00541687,5.55707
5,0.130141,0.0271041,0.0270806,0.00788879,0.0672455,0.00857544,5.79879
6,0.157799,0.0276573,0.0276573,0.011673,0.0746002,0.0124207,6.08995
7,0.186005,0.0282217,0.0282062,0.0162659,0.0812225,0.016861,6.39746
8,0.214783,0.0287977,0.028778,0.0216522,0.0870209,0.0217285,6.70545
9,0.244157,0.0293854,0.029374,0.0278015,0.0919342,0.0268555,7.00434
10,0.274122,0.0299851,0.0299656,0.0346222,0.095932,0.0320282,7.40496
11,0.304705,0.030597,0.0305822,0.0419769,0.0989838,0.0371094,7.90266
12,0.335897,0.0312215,0.0311925,0.0497589,0.101105,0.0419769,8.46696
13,0.367726,0.0318586,0.0318284,0.0578003,0.102341,0.0465546,9.07601
14,0.400217,0.0325088,0.0324915,0.0659485,0.102753,0.0508118,9.71349
15,0.433364,0.0331722,0.0331465,0.0740509,0.102463,0.0545807,10.361
16,0.467193,0.0338492,0.0338291,0.0815887,0.101593,0.0575409,10.9988
17,0.501694,0.03454,0.0345009,0.0882416,0.100342,0.0597534,11.6106
18,0.536937,0.0352449,0.0352429,0.0940704,0.0988312,0.0613251,12.1902
19,0.572867,0.0359642,0.0359306,0.0991058,0.097229,0.0624237,12.7294
20,0.609559,0.0366982,0.0366922,0.10347,0.0955963,0.0632172,13.2314
21,0.646999,0.0374471,0.0374401,0.1073,0.0940094,0.063797,13.6961
22,0.68517,0.0382114,0.0381704,0.111099,0.0925293,0.06427,14.1253
23,0.724152,0.0389912,0.0389825,0.116379,0.091156,0.064682,14.5253
24,0.763929,0.0397869,0.039777,0.121277,0.0899048,0.065094,14.8985
25,0.804478,0.0405989,0.0405493,0.125854,0.0888062,0.065506,15.2468
26,0.845891,0.0414274,0.0414121,0.130127,0.0882416,0.065979,15.5767
27,0.888143,0.0422729,0.0422523,0.134048,0.0900421,0.0665283,15.8901
28,0.931272,0.0431356,0.0431287,0.137497,0.0918732,0.0671692,16.191
29,0.975248,0.0440159,0.0439769,0.140472,0.09375,0.0678711,16.4801
30,1.02011,0.0449142,0.0448605,0.142975,0.0956573,0.068634,16.7603
31,1.06589,0.0458308,0.0457818,0.146561,0.0976105,0.0694122,17.0331
32,1.11263,0.0467662,0.0467433,0.150436,0.0996094,0.0701904,17.3
33,1.1603,0.0477206,0.0476689,0.154037,0.101639,0.0709534,17.5599
34,1.20894,0.0486945,0.0486336,0.157242,0.103714,0.071701,17.8137
35,1.25858,0.0496882,0.0496398,0.160004,0.105835,0.0724182,18.0623
36,1.30927,0.0507023,0.0506903,0.162155,0.108002,0.0730591,18.3056
37,1.36096,0.051737,0.051695,0.163712,0.110199,0.0735626,18.541
38,1.4137,0.0527929,0.0527422,0.165359,0.112442,0.0739594,18.7681
39,1.46754,0.0538703,0.0538348,0.167984,0.114746,0.0743713,18.9884
40,1.52241,0.0549697,0.0548701,0.170288,0.117081,0.0747681,19.2007
41,1.57847,0.0560915,0.0560583,0.17218,0.119476,0.0750732,19.407
42,1.63565,0.0572362,0.0571862,0.173584,0.121918,0.0753326,19.6056
43,1.69402,0.0584043,0.0583629,0.174454,0.124405,0.0755768,19.7975
44,1.75361,0.0595962,0.0595915,0.174744,0.126938,0.0757751,19.983
45,1.81435,0.0608125,0.0607449,0.17572,0.129532,0.075943,20.1606
46,1.8763,0.0620536,0.0619465,0.177094,0.132172,0.0760803,20.3308
47,1.9395,0.06332,0.0631993,0.17807,0.134872,0.0761719,20.4941
48,2.00401,0.0646122,0.0645069,0.178467,0.137619,0.0763245,20.652
49,2.06988,0.0659308,0.0658729,0.178207,0.140427,0.0765381,20.806
50,2.13702,0.0672763,0.0671397,0.177414,0.143295,0.0767365,20.9543
51,2.20565,0.0686493,0.068628,0.178284,0.146225,0.0769348,21.1
52,2.27566,0.0700503,0.070011,0.178665,0.149216,0.0771027,21.2411
53,2.34711,0.0714799,0.0714545,0.178253,0.152252,0.0772705,21.3783
