iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
1,0.025,0.025,0.025,0.00062561,0.0652466,0.000839233,6.52466
2,0.0504889,0.0255102,0.0254889,0.00271606,0.0665894,0.00309753,6.58965
3,0.0765094,0.0260308,0.0260204,0.00631714,0.0775757,0.00701904,6.9858
4,0.103061,0.0265621,0.0265515,0.0115509,0.0908051,0.0125275,7.52452
5,0.130141,0.0271041,0.0270806,0.0184784,0.102203,0.0194397,8.08363
6,0.157799,0.0276573,0.0276573,0.0270538,0.11171,0.0273285,8.62474
7,0.186005,0.0282217,0.0282062,0.0371094,0.119217,0.0356598,9.12371
8,0.214783,0.0287977,0.028778,0.0483704,0.12468,0.0439148,9.86124
9,0.244157,0.0293854,0.029374,0.0605164,0.128113,0.0517273,10.7485
10,0.274122,0.0299851,0.0299656,0.0731201,0.129669,0.0588837,11.7177
11,0.304705,0.030597,0.0305822,0.0858002,0.129578,0.0653076,12.7255
12,0.335897,0.0312215,0.0311925,0.0980835,0.128128,0.0706482,13.7286
13,0.367726,0.0318586,0.0318284,0.108688,0.125748,0.0743256,14.6827
14,0.400217,0.0325088,0.0324915,0.117508,0.122864,0.0766602,15.5641
15,0.433364,0.0331722,0.0331465,0.124771,0.119781,0.078064,16.3624
16,0.467193,0.0338492,0.0338291,0.130753,0.116745,0.0789185,17.0813
17,0.501694,0.03454,0.0345009,0.135757,0.113861,0.0794678,17.7262
18,0.536937,0.0352449,0.0352429,0.143494,0.111206,0.079895,18.3106
19,0.572867,0.0359642,0.0359306,0.150543,0.108841,0.0802917,18.8393
20,0.609559,0.0366982,0.0366922,0.156952,0.10672,0.0807495,19.3252
21,0.646999,0.0374471,0.0374401,0.162766,0.10498,0.0813141,19.7751
22,0.68517,0.0382114,0.0381704,0.167831,0.103897,0.0820618,20.1957
23,0.724152,0.0389912,0.0389825,0.172104,0.102737,0.0829926,20.5974
24,0.763929,0.0397869,0.039777,0.176865,0.103851,0.0840454,20.9833
25,0.804478,0.0405989,0.0405493,0.182831,0.105972,0.0851746,21.3549
26,0.845891,0.0414274,0.0414121,0.18837,0.108139,0.0863342,21.7178
27,0.888143,0.0422729,0.0422523,0.193298,0.110336,0.0874939,22.0714
28,0.931272,0.0431356,0.0431287,0.197479,0.112595,0.088623,22.4171
29,0.975248,0.0440159,0.0439769,0.200745,0.114899,0.0896301,22.7523
30,1.02011,0.0449142,0.0448605,0.204453,0.117233,0.0904388,23.0759
31,1.06589,0.0458308,0.0457818,0.209,0.119629,0.091156,23.3884
32,1.11263,0.0467662,0.0467433,0.213013,0.12207,0.0918884,23.692
