"OutphaseC4_005","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Outphase\runs\OutphaseC4_005.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Outphase\results\005\OutphaseC4_005_POMM.csv","Maximum (Extracted from Time Series)",          0.8234,          0.0000,          1.4206,          0.2677,          0.4617,          0.0000,          0.4748,          0.1135,          0.3681,          0.1090,          0.4564,          0.1319,          0.2964,          1.4816,          2.0111,          0.2794,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
"","Time of Maximum",          3.5500,          0.0000,          0.1333,          0.1083,          0.7083,          0.0000,          4.7500,          1.4333,          1.7500,          4.4917,          1.9333,          0.9250,          1.1833,          5.8333,          4.5500,          0.0167,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
"","Minimum (Extracted From Time Series)",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -5.0038,         -5.0043,         -5.0007,         -5.0020,         -5.0004,         -5.0011,         -5.0407,         -5.0002
"","Time of Minimum",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          2.0583,          1.0667,          3.0667,          2.2250,          4.8000,          3.9333,          4.9667,          5.1000
