"OutphaseC4_014","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Outphase\runs\OutphaseC4_014.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Outphase\results\014\OutphaseC4_014_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.008333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          1.1678,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -9.2958,          0.0000
,        0.016667,          1.0153,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.7059,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -11.4762,          0.0000
,        0.025000,          1.2547,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.6449,         -6.6043,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -15.0563,          0.0000
,        0.033333,          1.3505,          0.0000,          2.2199,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.6318,        -12.9293,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -20.0101,          0.0000
,        0.041667,          1.4200,          0.0000,          2.6866,          0.9061,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.6834,        -18.8182,         -9.6681,          0.0000,          0.0000,          0.0000,          0.0000,        -23.4843,          0.0000
,        0.050000,          1.4891,          0.0904,          2.9278,          0.6070,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.6723,        -22.4143,         -9.9818,          0.0000,          0.0000,          0.0000,          0.0000,        -25.1162,          0.0000
,        0.058333,          1.4995,          0.2627,          2.2070,          0.6310,          0.4962,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.6451,        -25.2286,        -12.0604,          0.0000,          0.0000,          0.0000,          0.0000,        -27.4780,          0.0000
,        0.066667,          1.5316,          0.5295,          2.0131,          0.7102,          0.5733,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.6483,        -26.8567,        -13.7769,          0.0000,          0.0000,          0.0000,          0.0000,        -28.0146,          0.0000
