"OutphaseC4_002 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_OutphaseC4\runs\OutphaseC4_002.tcf]","Time (h)","Q 2 [OutphaseC4_002]","Q 3 [OutphaseC4_002]","Q 4 [OutphaseC4_002]","Q 5 [OutphaseC4_002]","Q 6 [OutphaseC4_002]","Q 7 [OutphaseC4_002]","Q 1 [OutphaseC4_002]","Q  8 [OutphaseC4_002]"
          29,        0.233333,         -1.2910,         -0.3780,          0.0000,          0.0000,          0.0000,          0.0000,         -1.5412,          0.0000
          30,        0.241667,         -1.3814,         -0.4320,          0.0000,          0.0000,          0.0000,          0.0000,         -1.6009,          0.0000
          31,        0.250000,         -1.4600,         -0.4742,          0.0000,          0.0000,          0.0000,          0.0000,         -1.6546,          0.0000
          32,        0.258333,         -1.5320,         -0.5102,          0.0000,          0.0000,          0.0000,          0.0000,         -1.7018,          0.0000
          33,        0.266667,         -1.5949,         -0.5423,          0.0000,          0.0000,          0.0000,          0.0000,         -1.7435,          0.0000
          34,        0.275000,         -1.6500,         -0.5779,          0.0000,          0.0000,          0.0000,          0.0000,         -1.7763,          0.0000
          35,        0.283333,         -1.6982,         -0.6082,          0.0000,          0.0000,          0.0000,          0.0000,         -1.8095,          0.0000
          36,        0.291667,         -1.7406,         -0.6396,          0.0000,          0.0000,          0.0000,          0.0000,         -1.8272,          0.0000
          37,        0.300000,         -1.7757,         -0.6533,          0.0000,          0.0000,          0.0000,          0.0000,         -1.8611,          0.0000
          38,        0.308333,         -1.8088,         -0.6759,          0.0000,          0.0000,          0.0000,          0.0000,         -1.8758,          0.0000
          39,        0.316667,         -1.8350,         -0.6980,          0.0000,          0.0000,          0.0000,          0.0000,         -1.8926,          0.0000
          40,        0.325000,         -1.8588,         -0.7089,          0.0000,          0.0000,          0.0000,          0.0000,         -1.9139,          0.0000
          41,        0.333333,         -1.8800,         -0.7194,          0.0000,          0.0000,          0.0000,          0.0000,         -1.9181,          0.0000
          42,        0.341667,         -1.8956,         -0.7365,          0.0000,          0.0000,          0.0000,          0.0000,         -1.9393,          0.0000
          43,        0.350000,         -1.9124,         -0.7490,          0.0000,          0.0000,          0.0000,          0.0000,         -1.9430,          0.0000
          44,        0.358333,         -1.9242,         -0.7642,          0.0000,          0.0000,          0.0000,          0.0000,         -1.9504,          0.0000
          45,        0.366667,         -1.9352,         -0.7717,          0.0000,          0.0000,          0.0000,          0.0000,         -1.9634,          0.0000
          46,        0.375000,         -1.9453,         -0.7827,          0.0000,          0.0000,          0.0000,          0.0000,         -1.9569,          0.0000
          47,        0.383333,         -1.9518,         -0.7971,          0.0000,          0.0000,          0.0000,          0.0000,         -1.9714,          0.0000
          48,        0.391667,         -1.9605,         -0.7986,          0.0000,          0.0000,          0.0000,          0.0000,         -1.9747,          0.0000
          49,        0.400000,         -1.9656,         -0.8095,          0.0000,          0.0000,          0.0000,          0.0000,         -1.9773,          0.0000
          50,        0.408333,         -1.9705,         -0.8153,          0.0000,          0.0000,          0.0000,          0.0000,         -1.9860,          0.0000
          51,        0.416667,         -1.9759,         -0.8173,          0.0000,          0.0000,          0.0000,          0.0000,         -1.9764,          0.0000
          52,        0.425000,         -1.9777,         -0.8262,          0.0000,          0.0000,          0.0000,          0.0000,         -1.9871,          0.0000
          53,        0.433333,         -1.9825,         -0.8352,          0.0000,          0.0000,          0.0000,          0.0000,         -1.9891,          0.0000
          54,        0.441667,         -1.9842,         -0.8373,          0.0000,          0.0000,          0.0000,          0.0000,         -1.9892,          0.0000
          55,        0.450000,         -1.9865,         -0.8464,          0.0000,          0.0000,          0.0000,          0.0000,         -1.9980,          0.0000
          56,        0.458333,         -1.9898,         -0.8492,          0.0000,          0.0000,          0.0000,          0.0000,         -1.9859,          0.0000
          57,        0.466667,         -1.9895,         -0.8535,          0.0000,          0.0000,          0.0000,          0.0000,         -1.9945,          0.0000
          58,        0.475000,         -1.9925,         -0.8649,          0.0000,          0.0000,          0.0000,          0.0000,         -1.9950,          0.0000
          59,        0.483333,         -1.9928,         -0.8688,          0.0000,          0.0000,          0.0000,          0.0000,         -1.9933,          0.0000
          60,        0.491667,         -1.9936,         -0.8757,          0.0000,          0.0000,          0.0000,          0.0000,         -2.0030,          0.0000
          61,        0.500000,         -1.9958,         -0.8849,         -0.0001,          0.0000,          0.0000,          0.0000,         -1.9894,          0.0000
          62,        0.508333,         -1.9946,         -0.8964,         -0.0002,          0.0000,          0.0000,          0.0000,         -1.9977,          0.0000
          63,        0.516667,         -1.9970,         -0.9175,         -0.0110,          0.0000,          0.0000,          0.0000,         -1.9975,          0.0000
          64,        0.525000,         -1.9966,         -0.9280,         -0.0425,          0.0000,          0.0000,          0.0000,         -1.9959,          0.0000
          65,        0.533333,         -1.9970,         -0.9468,         -0.0748,         -0.0001,          0.0000,          0.0000,         -2.0056,          0.0000
          66,        0.541667,         -1.9988,         -0.9680,         -0.1139,         -0.0001,          0.0000,          0.0000,         -1.9907,          0.0000
          67,        0.550000,         -1.9970,         -1.0001,         -0.1573,         -0.0001,          0.0000,          0.0000,         -1.9985,          0.0000
          68,        0.558333,         -1.9990,         -1.0281,         -0.2061,         -0.0001,          0.0000,          0.0000,         -1.9998,          0.0000
          69,        0.566667,         -1.9983,         -1.0549,         -0.2592,         -0.0111,          0.0000,          0.0000,         -1.9973,          0.0000
          70,        0.575000,         -1.9982,         -1.0899,         -0.3148,         -0.1443,          0.0000,          0.0000,         -2.0071,          0.0000
          71,        0.583333,         -2.0001,         -1.1155,         -0.3733,         -0.2080,          0.0000,          0.0000,         -1.9917,          0.0000
          72,        0.591667,         -1.9980,         -1.1539,         -0.4349,         -0.2736,          0.0000,          0.0000,         -1.9993,          0.0000
          73,        0.600000,         -2.0000,         -1.1881,         -0.4976,         -0.3291,          0.0000,          0.0000,         -2.0016,          0.0000
          74,        0.608333,         -1.9992,         -1.2220,         -0.5610,         -0.3758,          0.0000,          0.0000,         -1.9979,          0.0000
          75,        0.616667,         -1.9990,         -1.2615,         -0.6251,         -0.4249,          0.0000,          0.0000,         -2.0079,          0.0000
          76,        0.625000,         -2.0007,         -1.2876,         -0.6896,         -0.4713,          0.0000,          0.0000,         -1.9911,          0.0000
          77,        0.633333,         -1.9983,         -1.3278,         -0.7534,         -0.5170,          0.0000,          0.0000,         -1.9989,          0.0000
          78,        0.641667,         -2.0003,         -1.3587,         -0.8165,         -0.5603,          0.0000,          0.0000,         -2.0022,          0.0000
          79,        0.650000,         -1.9997,         -1.3930,         -0.8778,         -0.6006,          0.0000,          0.0000,         -1.9968,          0.0000
          80,        0.658333,         -1.9991,         -1.4294,         -0.9386,         -0.6444,          0.0000,          0.0000,         -2.0083,          0.0000
          81,        0.666667,         -2.0011,         -1.4554,         -0.9971,         -0.6771,          0.0000,          0.0000,         -1.9903,          0.0000
          82,        0.675000,         -1.9985,         -1.4902,         -1.0542,         -0.7213,          0.0000,          0.0000,         -1.9985,          0.0000
          83,        0.683333,         -2.0004,         -1.5178,         -1.1085,         -0.7595,          0.0000,          0.0000,         -2.0021,          0.0000
          84,        0.691667,         -1.9999,         -1.5468,         -1.1617,         -0.7849,          0.0000,          0.0000,         -1.9969,          0.0000
          85,        0.700000,         -1.9991,         -1.5768,         -1.2125,         -0.8242,          0.0000,          0.0000,         -2.0083,          0.0000
          86,        0.708333,         -2.0013,         -1.5976,         -1.2607,         -0.8544,          0.0000,          0.0000,         -1.9910,          0.0000
          87,        0.716667,         -1.9987,         -1.6274,         -1.3074,         -0.8836,          0.0000,          0.0000,         -1.9991,          0.0000
          88,        0.725000,         -2.0005,         -1.6517,         -1.3507,         -0.9100,          0.0000,          0.0000,         -2.0031,          0.0000
          89,        0.733333,         -2.0000,         -1.6701,         -1.3926,         -0.9311,          0.0000,          0.0000,         -1.9973,          0.0000
          90,        0.741667,         -1.9991,         -1.6947,         -1.4325,         -0.9595,          0.0000,          0.0000,         -2.0086,          0.0000
          91,        0.750000,         -2.0014,         -1.7099,         -1.4693,         -0.9835,          0.0000,          0.0000,         -1.9914,          0.0000
          92,        0.758333,         -1.9986,         -1.7347,         -1.5050,         -1.0038,          0.0000,          0.0000,         -1.9998,          0.0000
          93,        0.766667,         -2.0005,         -1.7508,         -1.5377,         -1.0222,          0.0000,          0.0000,         -2.0030,          0.0000
          94,        0.775000,         -2.0001,         -1.7653,         -1.5691,         -1.0464,          0.0000,          0.0000,         -1.9963,          0.0000
          95,        0.783333,         -1.9991,         -1.7854,         -1.5987,         -1.0623,          0.0000,          0.0000,         -2.0085,          0.0000
          96,        0.791667,         -2.0014,         -1.7960,         -1.6259,         -1.0826,          0.0000,          0.0000,         -1.9909,          0.0000
          97,        0.800000,         -1.9987,         -1.8146,         -1.6524,         -1.0903,          0.0000,          0.0000,         -1.9991,          0.0000
          98,        0.808333,         -2.0006,         -1.8249,         -1.6759,         -1.1028,          0.0000,          0.0000,         -2.0044,          0.0000
          99,        0.816667,         -2.0004,         -1.8363,         -1.6990,         -1.1227,          0.0000,          0.0000,         -1.9960,          0.0000
         100,        0.825000,         -1.9991,         -1.8507,         -1.7202,         -1.1421,          0.0000,          0.0000,         -2.0097,          0.0000
         101,        0.833333,         -2.0015,         -1.8570,         -1.7397,         -1.1494,          0.0000,          0.0000,         -1.9923,          0.0000
         102,        0.841667,         -1.9987,         -1.8714,         -1.7587,         -1.1505,          0.0000,          0.0000,         -1.9993,          0.0000
         103,        0.850000,         -2.0006,         -1.8785,         -1.7754,         -1.1597,          0.0000,          0.0000,         -2.0042,          0.0000
         104,        0.858333,         -2.0004,         -1.8856,         -1.7920,         -1.1781,          0.0000,          0.0000,         -1.9952,          0.0000
         105,        0.866667,         -1.9990,         -1.8968,         -1.8068,         -1.1829,          0.0000,          0.0000,         -2.0098,          0.0000
         106,        0.875000,         -2.0015,         -1.9008,         -1.8203,         -1.1920,          0.0000,          0.0000,         -1.9914,          0.0000
         107,        0.883333,         -1.9986,         -1.9120,         -1.8341,         -1.1965,          0.0000,          0.0000,         -1.9998,          0.0000
         108,        0.891667,         -2.0006,         -1.9161,         -1.8454,         -1.2099,          0.0000,          0.0000,         -2.0037,          0.0000
         109,        0.900000,         -2.0005,         -1.9208,         -1.8572,         -1.2080,          0.0000,          0.0000,         -1.9946,          0.0000
         110,        0.908333,         -1.9989,         -1.9317,         -1.8674,         -1.2184,          0.0000,          0.0000,         -2.0093,          0.0000
         111,        0.916667,         -2.0016,         -1.9301,         -1.8768,         -1.2250,          0.0000,          0.0000,         -1.9932,          0.0000
         112,        0.925000,         -1.9986,         -1.9408,         -1.8866,         -1.2307,          0.0000,          0.0000,         -1.9998,          0.0000
         113,        0.933333,         -2.0006,         -1.9434,         -1.8940,         -1.2377,          0.0000,          0.0000,         -2.0043,          0.0000
         114,        0.941667,         -2.0006,         -1.9451,         -1.9024,         -1.2414,          0.0000,          0.0000,         -1.9944,          0.0000
         115,        0.950000,         -1.9990,         -1.9547,         -1.9098,         -1.2451,          0.0000,          0.0000,         -2.0092,          0.0000
         116,        0.958333,         -2.0014,         -1.9513,         -1.9159,         -1.2509,          0.0000,          0.0000,         -1.9939,          0.0000
         117,        0.966667,         -1.9985,         -1.9607,         -1.9230,         -1.2590,          0.0000,          0.0000,         -2.0001,          0.0000
         118,        0.975000,         -2.0005,         -1.9609,         -1.9278,         -1.2684,          0.0000,          0.0000,         -2.0042,          0.0000
         119,        0.983333,         -2.0007,         -1.9626,         -1.9339,         -1.2778,         -0.0001,          0.0000,         -1.9929,          0.0000
         120,        0.991667,         -1.9987,         -1.9693,         -1.9385,         -1.2870,         -0.0001,          0.0000,         -2.0101,          0.0000
         121,        1.000000,         -2.0015,         -1.9660,         -1.9428,         -1.3028,         -0.0003,          0.0000,         -1.9946,          0.0000
         122,        1.008333,         -1.9986,         -1.9722,         -1.9477,         -1.3178,         -0.0471,          0.0000,         -1.9996,          0.0000
         123,        1.016667,         -2.0005,         -1.9734,         -1.9508,         -1.3327,         -0.0897,          0.0000,         -2.0038,          0.0000
         124,        1.025000,         -2.0008,         -1.9730,         -1.9550,         -1.3515,         -0.1408,          0.0000,         -1.9934,          0.0000
         125,        1.033333,         -1.9987,         -1.9797,         -1.9581,         -1.3681,         -0.1862,          0.0000,         -2.0102,          0.0000
         126,        1.041667,         -2.0016,         -1.9756,         -1.9610,         -1.3887,         -0.2428,          0.0000,         -1.9946,          0.0000
         127,        1.050000,         -1.9986,         -1.9829,         -1.9645,         -1.4087,         -0.3012,          0.0000,         -1.9996,          0.0000
         128,        1.058333,         -2.0004,         -1.9821,         -1.9664,         -1.4281,         -0.3593,          0.0000,         -2.0048,          0.0000
         129,        1.066667,         -2.0009,         -1.9815,         -1.9695,         -1.4511,         -0.4194,          0.0000,         -1.9910,          0.0000
         130,        1.075000,         -1.9985,         -1.9872,         -1.9716,         -1.4726,         -0.4844,          0.0000,         -2.0111,          0.0000
         131,        1.083333,         -2.0016,         -1.9829,         -1.9736,         -1.4933,         -0.5487,          0.0000,         -1.9965,          0.0000
         132,        1.091667,         -1.9985,         -1.9884,         -1.9761,         -1.5178,         -0.6129,          0.0000,         -1.9990,          0.0000
         133,        1.100000,         -2.0005,         -1.9880,         -1.9772,         -1.5382,         -0.6765,          0.0000,         -2.0042,          0.0000
         134,        1.108333,         -2.0008,         -1.9870,         -1.9794,         -1.5610,         -0.7398,          0.0000,         -1.9910,          0.0000
         135,        1.116667,         -1.9985,         -1.9923,         -1.9807,         -1.5842,         -0.8036,          0.0000,         -2.0109,          0.0000
         136,        1.125000,         -2.0017,         -1.9871,         -1.9819,         -1.6045,         -0.8660,          0.0000,         -1.9965,          0.0000
         137,        1.133333,         -1.9986,         -1.9923,         -1.9839,         -1.6270,         -0.9264,          0.0000,         -1.9990,          0.0000
         138,        1.141667,         -2.0005,         -1.9925,         -1.9845,         -1.6482,         -0.9850,          0.0000,         -2.0050,          0.0000
         139,        1.150000,         -2.0009,         -1.9899,         -1.9862,         -1.6645,         -1.0420,          0.0000,         -1.9902,          0.0000
         140,        1.158333,         -1.9985,         -1.9959,         -1.9870,         -1.6831,         -1.0969,          0.0000,         -2.0108,          0.0000
         141,        1.166667,         -2.0016,         -1.9912,         -1.9877,         -1.7046,         -1.1496,          0.0000,         -1.9968,          0.0000
         142,        1.175000,         -1.9985,         -1.9955,         -1.9892,         -1.7217,         -1.2001,          0.0000,         -1.9984,          0.0000
         143,        1.183333,         -2.0006,         -1.9942,         -1.9893,         -1.7391,         -1.2487,          0.0000,         -2.0058,          0.0000
         144,        1.191667,         -2.0009,         -1.9926,         -1.9907,         -1.7544,         -1.2951,          0.0000,         -1.9893,          0.0000
         145,        1.200000,         -1.9984,         -1.9976,         -1.9912,         -1.7680,         -1.3396,          0.0000,         -2.0121,          0.0000
         146,        1.208333,         -2.0017,         -1.9917,         -1.9916,         -1.7840,         -1.3815,          0.0000,         -1.9973,          0.0000
         147,        1.216667,         -1.9986,         -1.9980,         -1.9929,         -1.7984,         -1.4212,         -0.0022,         -1.9979,          0.0000
         148,        1.225000,         -2.0004,         -1.9962,         -1.9926,         -1.8116,         -1.4590,         -0.0099,         -2.0056,          0.0000
         149,        1.233333,         -2.0010,         -1.9936,         -1.9937,         -1.8238,         -1.4943,         -0.0165,         -1.9886,          0.0000
         150,        1.241667,         -1.9984,         -2.0005,         -1.9940,         -1.8349,         -1.5278,         -0.0256,         -2.0115,          0.0000
         151,        1.250000,         -2.0017,         -1.9948,         -1.9942,         -1.8463,         -1.5593,         -0.0343,         -1.9970,          0.0000
         152,        1.258333,         -1.9986,         -1.9996,         -1.9954,         -1.8554,         -1.5891,         -0.0429,         -1.9984,          0.0000
         153,        1.266667,         -2.0004,         -1.9972,         -1.9948,         -1.8663,         -1.6170,         -0.0500,         -2.0062,          0.0000
         154,        1.275000,         -2.0010,         -1.9955,         -1.9959,         -1.8757,         -1.6430,         -0.0608,         -1.9873,          0.0000
         155,        1.283333,         -1.9983,         -2.0006,         -1.9960,         -1.8831,         -1.6675,         -0.0707,         -2.0114,          0.0000
         156,        1.291667,         -2.0017,         -1.9958,         -1.9960,         -1.8920,         -1.6906,         -0.0849,         -1.9977,          0.0000
         157,        1.300000,         -1.9986,         -1.9992,         -1.9969,         -1.8983,         -1.7120,         -0.0936,         -1.9985,          0.0000
         158,        1.308333,         -2.0004,         -1.9989,         -1.9965,         -1.9082,         -1.7323,         -0.1031,         -2.0056,          0.0000
         159,        1.316667,         -2.0012,         -1.9968,         -1.9973,         -1.9133,         -1.7509,         -0.1100,         -1.9870,          0.0000
         160,        1.325000,         -1.9983,         -2.0025,         -1.9973,         -1.9190,         -1.7686,         -0.1227,         -2.0111,          0.0000
         161,        1.333333,         -2.0018,         -1.9961,         -1.9972,         -1.9245,         -1.7851,         -0.1348,         -1.9982,          0.0000
         162,        1.341667,         -1.9986,         -1.9997,         -1.9981,         -1.9299,         -1.8003,         -0.1448,         -1.9985,          0.0000
         163,        1.350000,         -2.0004,         -1.9998,         -1.9974,         -1.9351,         -1.8144,         -0.1483,         -2.0058,          0.0000
         164,        1.358333,         -2.0011,         -1.9980,         -1.9982,         -1.9383,         -1.8278,         -0.1652,         -1.9858,          0.0000
         165,        1.366667,         -1.9982,         -2.0028,         -1.9983,         -1.9440,         -1.8401,         -0.1738,         -2.0117,          0.0000
         166,        1.375000,         -2.0017,         -1.9960,         -1.9980,         -1.9481,         -1.8517,         -0.1831,         -1.9977,          0.0000
         167,        1.383333,         -1.9987,         -2.0011,         -1.9989,         -1.9518,         -1.8623,         -0.1911,         -1.9984,          0.0000
         168,        1.391667,         -2.0002,         -2.0008,         -1.9982,         -1.9553,         -1.8722,         -0.2073,         -2.0074,          0.0000
         169,        1.400000,         -2.0011,         -1.9970,         -1.9989,         -1.9580,         -1.8817,         -0.2167,         -1.9856,          0.0000
         170,        1.408333,         -1.9982,         -2.0034,         -1.9989,         -1.9626,         -1.8902,         -0.2260,         -2.0105,          0.0000
         171,        1.416667,         -2.0017,         -1.9967,         -1.9985,         -1.9644,         -1.8978,         -0.2417,         -1.9976,          0.0000
         172,        1.425000,         -1.9988,         -2.0008,         -1.9993,         -1.9665,         -1.9054,         -0.2493,         -1.9981,          0.0000
         173,        1.433333,         -2.0001,         -2.0009,         -1.9986,         -1.9696,         -1.9123,         -0.2664,         -2.0067,          0.0000
         174,        1.441667,         -2.0012,         -1.9969,         -1.9993,         -1.9714,         -1.9187,         -0.2861,         -1.9851,          0.0000
         175,        1.450000,         -1.9980,         -2.0024,         -1.9993,         -1.9727,         -1.9246,         -0.3057,         -2.0101,         -0.0001
         176,        1.458333,         -2.0017,         -1.9976,         -1.9989,         -1.9757,         -1.9301,         -0.3317,         -1.9988,         -0.0001
         177,        1.466667,         -1.9988,         -2.0011,         -1.9997,         -1.9768,         -1.9352,         -0.3622,         -1.9986,         -0.0001
         178,        1.475000,         -1.9999,         -2.0001,         -1.9990,         -1.9798,         -1.9392,         -0.3917,         -2.0075,         -0.0034
         179,        1.483333,         -2.0013,         -1.9963,         -1.9995,         -1.9801,         -1.9390,         -0.4316,         -1.9845,         -0.0701
         180,        1.491667,         -1.9979,         -2.0034,         -1.9995,         -1.9819,         -1.9415,         -0.4702,         -2.0102,         -0.1130
         181,        1.500000,         -2.0018,         -1.9952,         -1.9992,         -1.9841,         -1.9401,         -0.5163,         -1.9990,         -0.1621
         182,        1.508333,         -1.9990,         -2.0017,         -2.0000,         -1.9841,         -1.9424,         -0.5616,         -1.9978,         -0.2103
         183,        1.516667,         -1.9999,         -2.0013,         -1.9992,         -1.9868,         -1.9424,         -0.6090,         -2.0083,         -0.2689
         184,        1.525000,         -2.0012,         -1.9967,         -1.9998,         -1.9860,         -1.9453,         -0.6577,         -1.9845,         -0.3271
         185,        1.533333,         -1.9980,         -2.0029,         -1.9997,         -1.9873,         -1.9453,         -0.7125,         -2.0100,         -0.3840
         186,        1.541667,         -2.0018,         -1.9966,         -1.9993,         -1.9877,         -1.9469,         -0.7628,         -1.9987,         -0.4478
         187,        1.550000,         -1.9990,         -2.0009,         -2.0002,         -1.9890,         -1.9486,         -0.8169,         -1.9988,         -0.5127
         188,        1.558333,         -1.9999,         -2.0010,         -1.9994,         -1.9908,         -1.9494,         -0.8694,         -2.0091,         -0.5767
         189,        1.566667,         -2.0013,         -1.9965,         -1.9998,         -1.9903,         -1.9520,         -0.9213,         -1.9834,         -0.6406
         190,        1.575000,         -1.9980,         -2.0038,         -1.9999,         -1.9922,         -1.9523,         -0.9747,         -2.0090,         -0.7037
         191,        1.583333,         -2.0020,         -1.9976,         -1.9994,         -1.9927,         -1.9541,         -1.0250,         -1.9986,         -0.7672
         192,        1.591667,         -1.9990,         -2.0010,         -2.0002,         -1.9916,         -1.9570,         -1.0771,         -1.9987,         -0.8307
         193,        1.600000,         -1.9998,         -2.0008,         -1.9994,         -1.9936,         -1.9584,         -1.1262,         -2.0092,         -0.8919
         194,        1.608333,         -2.0013,         -1.9971,         -1.9999,         -1.9934,         -1.9592,         -1.1738,         -1.9840,         -0.9517
         195,        1.616667,         -1.9978,         -2.0029,         -1.9999,         -1.9942,         -1.9616,         -1.2177,         -2.0087,         -1.0096
         196,        1.625000,         -2.0020,         -1.9966,         -1.9995,         -1.9948,         -1.9635,         -1.2656,         -1.9984,         -1.0655
         197,        1.633333,         -1.9991,         -2.0002,         -2.0003,         -1.9950,         -1.9651,         -1.3078,         -1.9978,         -1.1192
         198,        1.641667,         -1.9996,         -2.0022,         -1.9995,         -1.9964,         -1.9665,         -1.3499,         -2.0089,         -1.1715
         199,        1.650000,         -2.0013,         -1.9970,         -2.0000,         -1.9958,         -1.9687,         -1.3885,         -1.9838,         -1.2206
         200,        1.658333,         -1.9979,         -2.0038,         -2.0000,         -1.9953,         -1.9708,         -1.4251,         -2.0086,         -1.2686
         201,        1.666667,         -2.0018,         -1.9970,         -1.9996,         -1.9967,         -1.9724,         -1.4631,         -1.9981,         -1.3140
         202,        1.675000,         -1.9992,         -2.0005,         -2.0004,         -1.9962,         -1.9736,         -1.4968,         -1.9991,         -1.3573
         203,        1.683333,         -1.9997,         -2.0020,         -1.9995,         -1.9978,         -1.9749,         -1.5276,         -2.0086,         -1.3984
         204,        1.691667,         -2.0013,         -1.9967,         -2.0000,         -1.9966,         -1.9765,         -1.5595,         -1.9832,         -1.4371
         205,        1.700000,         -1.9978,         -2.0044,         -2.0001,         -1.9977,         -1.9778,         -1.5888,         -2.0080,         -1.4738
         206,        1.708333,         -2.0019,         -1.9974,         -1.9995,         -1.9984,         -1.9791,         -1.6152,         -1.9981,         -1.5083
         207,        1.716667,         -1.9991,         -2.0016,         -2.0004,         -1.9970,         -1.9810,         -1.6414,         -1.9985,         -1.5411
         208,        1.725000,         -1.9997,         -2.0019,         -1.9995,         -1.9993,         -1.9817,         -1.6653,         -2.0096,         -1.5720
         209,        1.733333,         -2.0014,         -1.9971,         -2.0001,         -1.9981,         -1.9828,         -1.6882,         -1.9839,         -1.6006
         210,        1.741667,         -1.9978,         -2.0029,         -2.0001,         -1.9986,         -1.9841,         -1.7088,         -2.0075,         -1.6278
         211,        1.750000,         -2.0018,         -1.9973,         -1.9996,         -1.9991,         -1.9850,         -1.7294,         -1.9991,         -1.6532
         212,        1.758333,         -1.9992,         -2.0002,         -2.0004,         -1.9979,         -1.9858,         -1.7486,         -1.9981,         -1.6772
         213,        1.766667,         -1.9996,         -2.0029,         -1.9997,         -1.9993,         -1.9868,         -1.7654,         -2.0097,         -1.6994
         214,        1.775000,         -2.0014,         -1.9961,         -2.0000,         -2.0003,         -1.9874,         -1.7817,         -1.9831,         -1.7203
         215,        1.783333,         -1.9978,         -2.0036,         -2.0001,         -1.9995,         -1.9886,         -1.7962,         -2.0068,         -1.7401
         216,        1.791667,         -2.0019,         -1.9974,         -1.9996,         -1.9992,         -1.9896,         -1.8110,         -1.9991,         -1.7582
         217,        1.800000,         -1.9992,         -1.9998,         -2.0005,         -1.9976,         -1.9901,         -1.8243,         -1.9985,         -1.7752
         218,        1.808333,         -1.9995,         -2.0017,         -1.9996,         -1.9995,         -1.9909,         -1.8371,         -2.0102,         -1.7912
