"InphaseC4_011 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_InphaseC4\runs\InphaseC4_011.tcf]","Time (h)","Q 2 [InphaseC4_011]","Q 3 [InphaseC4_011]","Q 4 [InphaseC4_011]","Q 5 [InphaseC4_011]","Q 6 [InphaseC4_011]","Q 7 [InphaseC4_011]","Q 1 [InphaseC4_011]","Q  8 [InphaseC4_011]"
           1,        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           2,        0.008333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -9.6647,          0.0007
           3,        0.016667,         -7.4309,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -12.0589,          0.0018
           4,        0.025000,         -8.0305,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,        -11.9641,         -0.0005
           5,        0.033333,         -5.9927,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0001,        -11.9950,         -0.0023
           6,        0.041667,         -6.6986,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0000,        -12.0045,          0.0009
           7,        0.050000,         -8.0028,         -1.0949,          0.0000,          0.0000,          0.0000,          0.0007,        -11.9044,          0.0004
           8,        0.058333,         -8.4194,         -3.3375,          0.0000,          0.0000,          0.0000,          0.0005,        -11.5766,          0.0004
           9,        0.066667,         -8.9652,         -5.1825,         -0.0882,          0.0000,          0.0000,          0.0005,        -11.4599,         -0.0003
          10,        0.075000,         -9.7727,         -6.7046,         -3.8795,          0.0000,          0.0000,         -0.0005,        -11.5361,          0.0007
          11,        0.083333,        -10.3731,         -8.0642,         -4.2307,          0.0000,          0.0000,         -0.0006,        -11.6402,          0.0001
          12,        0.091667,        -10.7509,         -9.1181,         -5.0756,          0.0000,          0.0000,         -0.0007,        -11.6927,         -0.0012
          13,        0.100000,        -11.0701,         -9.8797,         -6.1298,          0.0000,          0.0000,         -0.0007,        -11.7601,         -0.0003
          14,        0.108333,        -11.3375,        -10.4557,         -6.5908,         -0.5530,          0.0000,         -0.0002,        -11.8285,          0.0011
          15,        0.116667,        -11.5240,        -10.8884,         -7.1338,         -1.7455,          0.0000,          0.0001,        -11.8747,         -0.0012
          16,        0.125000,        -11.6528,        -11.2010,         -7.9066,         -3.2348,          0.0000,          0.0008,        -11.9065,         -0.0001
          17,        0.133333,        -11.7490,        -11.4257,         -8.6818,         -4.8468,          0.0000,         -0.0004,        -11.9314,          0.0012
          18,        0.141667,        -11.8222,        -11.5869,         -9.3445,         -6.3443,         -2.4750,          0.0006,        -11.9511,          0.0003
          19,        0.150000,        -11.8727,        -11.7051,         -9.9251,         -7.6204,         -2.8553,          0.0004,        -11.9653,         -0.0005
          20,        0.158333,        -11.9087,        -11.7888,        -10.4270,         -8.6743,         -3.2195,         -0.0005,        -11.9751,          0.0005
          21,        0.166667,        -11.9341,        -11.8485,        -10.8200,         -9.5053,         -4.4596,         -0.1526,        -11.9820,          0.0001
          22,        0.175000,        -11.9538,        -11.8917,        -11.1151,        -10.1467,         -5.7250,         -1.3063,        -11.9867,         -0.2602
