"InphaseC4_0010","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Inphase\runs\InphaseC4_0010.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Inphase\results\0010\InphaseC4_0010_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.008333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          2.2401,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -7.8971,         -0.0008
,        0.016667,          2.3590,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          2.2205,         -5.6483,          0.0000,          0.0001,          0.0000,          0.0000,         -0.0000,         -9.9975,         -0.0016
,        0.025000,          2.2301,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          2.2191,         -6.5716,          0.0000,         -0.0000,          0.0000,         -0.0003,         -0.0015,        -10.0007,          0.0009
,        0.033333,          1.5428,          0.0000,          0.3141,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0003,          0.0002,          0.0000,          0.0001,          2.2191,         -4.7550,          0.0000,          0.0001,          0.0000,          0.0005,          0.0019,        -10.0001,         -0.0009
,        0.041667,          1.2157,          0.0000,          0.3229,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          2.2192,         -5.3205,          0.0000,         -0.0001,          0.0000,         -0.0001,         -0.0018,        -10.0001,          0.0017
,        0.050000,          1.1002,          0.0231,          0.4279,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0000,          0.0002,          0.0001,          0.0001,          0.0001,          2.2218,         -6.3146,          0.0000,          0.0000,          0.0000,          0.0003,          0.0000,        -10.0087,         -0.0008
,        0.058333,          0.9944,          0.0301,          0.4481,          0.7957,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0004,          0.0001,          0.0000,          0.0001,          2.2260,         -6.4829,         -1.3787,          0.0002,          0.0000,         -0.0005,          0.0009,         -9.7655,          0.0009
,        0.066667,          0.9291,          0.0527,          0.4788,          1.1200,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0007,          0.0001,          0.0001,          0.0001,          1.9247,         -6.8601,         -2.9210,          0.0003,          0.0000,         -0.0002,          0.0018,         -9.5661,          0.0001
,        0.075000,          0.9021,          0.0924,          0.5274,          1.2787,          1.5458,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0005,          0.0002,          0.0000,          0.0002,          1.6077,         -7.6048,         -4.2454,         -1.6197,          0.0000,          0.0003,         -0.0042,         -9.5758,         -0.0022
,        0.083333,          0.8779,          0.1208,          0.5666,          1.3957,          1.7650,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          1.4927,         -8.1773,         -5.5315,         -2.9656,          0.0000,         -0.0003,         -0.0013,         -9.6419,         -0.0027
,        0.091667,          0.8546,          0.1354,          0.5908,          1.4766,          1.9215,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0000,          0.0001,          0.0002,          0.0002,          0.0001,          1.4185,         -8.5444,         -6.6108,         -3.2737,          0.0000,          0.0001,          0.0010,         -9.6878,          0.0040
,        0.100000,          0.8394,          0.1482,          0.6102,          1.5298,          2.0190,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0003,          0.0001,          0.0002,          1.3647,         -8.8824,         -7.4238,         -4.1869,          0.0000,         -0.0003,          0.0034,         -9.7373,          0.0016
,        0.108333,          0.8294,          0.1593,          0.6262,          1.5682,          1.6919,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0000,          0.0007,          0.0002,          0.0002,          0.0001,          1.3283,         -9.1748,         -8.0642,         -4.8171,          0.0000,         -0.0006,         -0.0014,         -9.8033,         -0.0011
,        0.116667,          0.8209,          0.1677,          0.6377,          1.5962,          1.3376,          0.0000,          0.1743,          0.0000,          0.0000,          0.0001,          0.0000,          0.0002,          0.0001,          0.0000,          0.0001,          1.3026,         -9.3899,         -8.5657,         -5.1262,          0.0000,         -0.0001,         -0.0002,         -9.8515,          0.0000
