"InphaseC4_021 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Inphase\runs\InphaseC4_021.tcf]","Time (h)","V 2 [InphaseC4_021]","V 3 [InphaseC4_021]","V 4 [InphaseC4_021]","V 5 [InphaseC4_021]","V 6 [InphaseC4_021]","V 7 [InphaseC4_021]","V 8 [InphaseC4_021]","V 9 [InphaseC4_021]","V 10 [InphaseC4_021]","V 11 [InphaseC4_021]","V 12 [InphaseC4_021]","V 13 [InphaseC4_021]","V 14 [InphaseC4_021]","V 15 [InphaseC4_021]","V 16 [InphaseC4_021]","V  1 [InphaseC4_021]"
          26,        0.208333,          2.5270,          1.7633,          2.2493,          2.5584,          2.3837,          1.8096,          2.0209,          2.2908,          2.1396,          2.0612,          2.1758,          2.2325,          2.2353,          2.6060,          2.1196,          2.2187
          27,        0.216667,          2.5260,          1.7647,          2.2510,          2.5571,          2.3840,          1.8092,          2.0207,          2.2908,          2.1396,          2.0612,          2.1758,          2.2327,          2.2353,          2.6061,          2.1197,          2.2083
          28,        0.225000,          2.5295,          1.7601,          2.2507,          2.5581,          2.3843,          1.8094,          2.0208,          2.2907,          2.1397,          2.0612,          2.1758,          2.2327,          2.2354,          2.6063,          2.1198,          2.2116
          29,        0.233333,          2.5269,          1.7633,          2.2490,          2.5585,          2.3835,          1.8096,          2.0210,          2.2908,          2.1397,          2.0613,          2.1758,          2.2328,          2.2355,          2.6064,          2.1199,          2.2209
          30,        0.241667,          2.5255,          1.7655,          2.2510,          2.5566,          2.3839,          1.8091,          2.0207,          2.2908,          2.1397,          2.0613,          2.1759,          2.2328,          2.2356,          2.6064,          2.1200,          2.2070
          31,        0.250000,          2.5301,          1.7594,          2.2510,          2.5580,          2.3844,          1.8094,          2.0207,          2.2907,          2.1398,          2.0613,          2.1759,          2.2328,          2.2355,          2.6064,          2.1200,          2.2108
          32,        0.258333,          2.5271,          1.7633,          2.2486,          2.5591,          2.3835,          1.8098,          2.0212,          2.2908,          2.1398,          2.0614,          2.1760,          2.2328,          2.2356,          2.6065,          2.1201,          2.2230
          33,        0.266667,          2.5251,          1.7661,          2.2511,          2.5562,          2.3839,          1.8090,          2.0207,          2.2908,          2.1398,          2.0613,          2.1759,          2.2328,          2.2356,          2.6065,          2.1201,          2.2062
          34,        0.275000,          2.5305,          1.7588,          2.2513,          2.5580,          2.3845,          1.8094,          2.0207,          2.2907,          2.1398,          2.0613,          2.1759,          2.2328,          2.2356,          2.6065,          2.1200,          2.2101
          35,        0.283333,          2.5272,          1.7631,          2.2484,          2.5593,          2.3833,          1.8099,          2.0212,          2.2909,          2.1398,          2.0614,          2.1760,          2.2328,          2.2356,          2.6065,          2.1201,          2.2251
          36,        0.291667,          2.5246,          1.7666,          2.2511,          2.5561,          2.3839,          1.8090,          2.0207,          2.2907,          2.1398,          2.0614,          2.1759,          2.2328,          2.2356,          2.6065,          2.1201,          2.2055
          37,        0.300000,          2.5308,          1.7583,          2.2516,          2.5578,          2.3847,          1.8093,          2.0206,          2.2907,          2.1399,          2.0613,          2.1759,          2.2329,          2.2356,          2.6065,          2.1201,          2.2095
          38,        0.308333,          2.5273,          1.7629,          2.2482,          2.5597,          2.3833,          1.8100,          2.0213,          2.2909,          2.1398,          2.0614,          2.1760,          2.2329,          2.2356,          2.6066,          2.1201,          2.2264
          39,        0.316667,          2.5243,          1.7670,          2.2511,          2.5560,          2.3838,          1.8089,          2.0207,          2.2907,          2.1398,          2.0614,          2.1759,          2.2328,          2.2356,          2.6065,          2.1201,          2.2050
          40,        0.325000,          2.5310,          1.7581,          2.2518,          2.5577,          2.3847,          1.8093,          2.0205,          2.2906,          2.1399,          2.0613,          2.1758,          2.2329,          2.2356,          2.6065,          2.1200,          2.2088
          41,        0.333333,          2.5275,          1.7628,          2.2480,          2.5597,          2.3833,          1.8100,          2.0213,          2.2909,          2.1398,          2.0615,          2.1759,          2.2329,          2.2355,          2.6065,          2.1201,          2.2273
          42,        0.341667,          2.5241,          1.7673,          2.2511,          2.5559,          2.3838,          1.8090,          2.0207,          2.2908,          2.1397,          2.0614,          2.1759,          2.2328,          2.2356,          2.6065,          2.1200,          2.2048
          43,        0.350000,          2.5311,          1.7580,          2.2519,          2.5577,          2.3848,          1.8093,          2.0206,          2.2906,          2.1399,          2.0613,          2.1759,          2.2329,          2.2356,          2.6065,          2.1201,          2.2085
          44,        0.358333,          2.5276,          1.7628,          2.2479,          2.5599,          2.3832,          1.8100,          2.0213,          2.2908,          2.1398,          2.0615,          2.1759,          2.2328,          2.2356,          2.6065,          2.1201,          2.2279
          45,        0.366667,          2.5238,          1.7674,          2.2510,          2.5558,          2.3838,          1.8089,          2.0207,          2.2908,          2.1397,          2.0614,          2.1759,          2.2328,          2.2357,          2.6065,          2.1201,          2.2046
          46,        0.375000,          2.5312,          1.7580,          2.2520,          2.5576,          2.3849,          1.8093,          2.0205,          2.2906,          2.1399,          2.0613,          2.1759,          2.2329,          2.2356,          2.6065,          2.1200,          2.2083
          47,        0.383333,          2.5278,          1.7627,          2.2478,          2.5600,          2.3832,          1.8102,          2.0213,          2.2909,          2.1398,          2.0615,          2.1759,          2.2328,          2.2356,          2.6066,          2.1201,          2.2283
          48,        0.391667,          2.5237,          1.7675,          2.2510,          2.5560,          2.3838,          1.8090,          2.0208,          2.2908,          2.1398,          2.0614,          2.1759,          2.2328,          2.2356,          2.6065,          2.1200,          2.2049
          49,        0.400000,          2.5312,          1.7579,          2.2520,          2.5576,          2.3848,          1.8092,          2.0205,          2.2906,          2.1399,          2.0613,          2.1759,          2.2329,          2.2356,          2.6065,          2.1201,          2.2080
          50,        0.408333,          2.5279,          1.7626,          2.2478,          2.5599,          2.3832,          1.8101,          2.0213,          2.2909,          2.1398,          2.0614,          2.1759,          2.2329,          2.2356,          2.6066,          2.1201,          2.2286
          51,        0.416667,          2.5237,          1.7675,          2.2510,          2.5559,          2.3838,          1.8090,          2.0207,          2.2908,          2.1397,          2.0614,          2.1759,          2.2328,          2.2356,          2.6065,          2.1201,          2.2048
          52,        0.425000,          2.5312,          1.7579,          2.2521,          2.5575,          2.3849,          1.8092,          2.0205,          2.2906,          2.1399,          2.0613,          2.1759,          2.2328,          2.2357,          2.6065,          2.1201,          2.2076
          53,        0.433333,          2.5279,          1.7625,          2.2478,          2.5600,          2.3832,          1.8101,          2.0213,          2.2909,          2.1398,          2.0615,          2.1760,          2.2329,          2.2356,          2.6066,          2.1201,          2.2287
          54,        0.441667,          2.5236,          1.7677,          2.2509,          2.5560,          2.3837,          1.8089,          2.0208,          2.2908,          2.1397,          2.0614,          2.1759,          2.2328,          2.2356,          2.6066,          2.1201,          2.2050
          55,        0.450000,          2.5311,          1.7579,          2.2521,          2.5575,          2.3849,          1.8092,          2.0205,          2.2906,          2.1399,          2.0613,          2.1759,          2.2329,          2.2357,          2.6065,          2.1201,          2.2075
          56,        0.458333,          2.5280,          1.7625,          2.2478,          2.5601,          2.3832,          1.8101,          2.0213,          2.2910,          2.1398,          2.0615,          2.1759,          2.2328,          2.2356,          2.6065,          2.1201,          2.2287
          57,        0.466667,          2.5235,          1.7677,          2.2509,          2.5559,          2.3837,          1.8089,          2.0208,          2.2908,          2.1397,          2.0614,          2.1760,          2.2328,          2.2356,          2.6065,          2.1200,          2.2051
          58,        0.475000,          2.5313,          1.7579,          2.2522,          2.5575,          2.3849,          1.8092,          2.0204,          2.2906,          2.1399,          2.0613,          2.1759,          2.2328,          2.2356,          2.6065,          2.1201,          2.2073
          59,        0.483333,          2.5280,          1.7624,          2.2478,          2.5601,          2.3832,          1.8102,          2.0213,          2.2909,          2.1398,          2.0615,          2.1759,          2.2328,          2.2356,          2.6065,          2.1201,          2.2289
          60,        0.491667,          2.5235,          1.7677,          2.2509,          2.5560,          2.3837,          1.8090,          2.0208,          2.2907,          2.1397,          2.0613,          2.1759,          2.2328,          2.2356,          2.6065,          2.1201,          2.2053
          61,        0.500000,          2.5312,          1.7579,          2.2522,          2.5574,          2.3850,          1.8092,          2.0204,          2.2906,          2.1399,          2.0613,          2.1759,          2.2328,          2.2356,          2.6065,          2.1201,          2.2071
          62,        0.508333,          2.5281,          1.7624,          2.2478,          2.5601,          2.3832,          1.8101,          2.0213,          2.2909,          2.1398,          2.0615,          2.1759,          2.2328,          2.2356,          2.6065,          2.1201,          2.2291
          63,        0.516667,          2.5235,          1.7677,          2.2509,          2.5560,          2.3837,          1.8089,          2.0208,          2.2908,          2.1397,          2.0614,          2.1759,          2.2328,          2.2356,          2.6065,          2.1201,          2.2054
          64,        0.525000,          2.5312,          1.7579,          2.2522,          2.5574,          2.3849,          1.8092,          2.0204,          2.2906,          2.1399,          2.0612,          2.1759,          2.2328,          2.2357,          2.6065,          2.1201,          2.2071
          65,        0.533333,          2.5282,          1.7624,          2.2478,          2.5601,          2.3832,          1.8101,          2.0213,          2.2909,          2.1398,          2.0615,          2.1759,          2.2329,          2.2356,          2.6066,          2.1201,          2.2291
          66,        0.541667,          2.5235,          1.7678,          2.2508,          2.5560,          2.3837,          1.8089,          2.0208,          2.2908,          2.1397,          2.0614,          2.1760,          2.2328,          2.2356,          2.6066,          2.1201,          2.2054
          67,        0.550000,          2.5312,          1.7579,          2.2523,          2.5574,          2.3849,          1.8091,          2.0203,          2.2906,          2.1399,          2.0613,          2.1759,          2.2328,          2.2356,          2.6065,          2.1201,          2.2070
          68,        0.558333,          2.5282,          1.7624,          2.2478,          2.5601,          2.3832,          1.8101,          2.0213,          2.2909,          2.1398,          2.0615,          2.1759,          2.2329,          2.2356,          2.6065,          2.1201,          2.2291
          69,        0.566667,          2.5234,          1.7678,          2.2508,          2.5560,          2.3837,          1.8090,          2.0208,          2.2908,          2.1397,          2.0614,          2.1759,          2.2328,          2.2356,          2.6065,          2.1201,          2.2056
          70,        0.575000,          2.5311,          1.7580,          2.2523,          2.5574,          2.3849,          1.8092,          2.0203,          2.2905,          2.1399,          2.0613,          2.1759,          2.2328,          2.2357,          2.6065,          2.1201,          2.2069
          71,        0.583333,          2.5282,          1.7623,          2.2479,          2.5602,          2.3832,          1.8102,          2.0213,          2.2909,          2.1398,          2.0615,          2.1759,          2.2328,          2.2356,          2.6065,          2.1201,          2.2290
          72,        0.591667,          2.5235,          1.7678,          2.2508,          2.5560,          2.3837,          1.8090,          2.0208,          2.2908,          2.1398,          2.0614,          2.1759,          2.2328,          2.2356,          2.6065,          2.1201,          2.2056
          73,        0.600000,          2.5312,          1.7579,          2.2523,          2.5573,          2.3850,          1.8092,          2.0204,          2.2905,          2.1399,          2.0613,          2.1759,          2.2328,          2.2356,          2.6066,          2.1200,          2.2067
          74,        0.608333,          2.5282,          1.7623,          2.2478,          2.5602,          2.3832,          1.8101,          2.0214,          2.2908,          2.1398,          2.0615,          2.1759,          2.2328,          2.2356,          2.6066,          2.1201,          2.2293
          75,        0.616667,          2.5234,          1.7678,          2.2508,          2.5561,          2.3837,          1.8090,          2.0208,          2.2908,          2.1397,          2.0614,          2.1759,          2.2328,          2.2356,          2.6065,          2.1201,          2.2056
          76,        0.625000,          2.5312,          1.7579,          2.2523,          2.5573,          2.3850,          1.8091,          2.0203,          2.2906,          2.1400,          2.0613,          2.1759,          2.2328,          2.2356,          2.6065,          2.1201,          2.2068
          77,        0.633333,          2.5283,          1.7622,          2.2478,          2.5601,          2.3832,          1.8101,          2.0213,          2.2909,          2.1398,          2.0615,          2.1760,          2.2329,          2.2356,          2.6066,          2.1201,          2.2291
          78,        0.641667,          2.5235,          1.7679,          2.2509,          2.5560,          2.3837,          1.8090,          2.0208,          2.2908,          2.1397,          2.0614,          2.1759,          2.2328,          2.2356,          2.6065,          2.1200,          2.2056
          79,        0.650000,          2.5312,          1.7580,          2.2523,          2.5574,          2.3850,          1.8091,          2.0204,          2.2905,          2.1399,          2.0613,          2.1759,          2.2328,          2.2356,          2.6066,          2.1201,          2.2067
          80,        0.658333,          2.5283,          1.7623,          2.2478,          2.5601,          2.3832,          1.8101,          2.0213,          2.2909,          2.1398,          2.0615,          2.1759,          2.2328,          2.2356,          2.6065,          2.1201,          2.2292
          81,        0.666667,          2.5234,          1.7678,          2.2509,          2.5560,          2.3837,          1.8090,          2.0208,          2.2908,          2.1397,          2.0614,          2.1759,          2.2329,          2.2356,          2.6065,          2.1200,          2.2057
          82,        0.675000,          2.5312,          1.7579,          2.2524,          2.5574,          2.3849,          1.8092,          2.0203,          2.2906,          2.1400,          2.0613,          2.1759,          2.2329,          2.2356,          2.6065,          2.1201,          2.2065
          83,        0.683333,          2.5284,          1.7623,          2.2478,          2.5602,          2.3832,          1.8101,          2.0214,          2.2909,          2.1398,          2.0615,          2.1759,          2.2328,          2.2356,          2.6065,          2.1201,          2.2293
          84,        0.691667,          2.5234,          1.7679,          2.2508,          2.5560,          2.3837,          1.8089,          2.0208,          2.2908,          2.1397,          2.0614,          2.1759,          2.2328,          2.2356,          2.6065,          2.1201,          2.2057
          85,        0.700000,          2.5312,          1.7580,          2.2523,          2.5573,          2.3849,          1.8091,          2.0204,          2.2905,          2.1399,          2.0613,          2.1758,          2.2328,          2.2356,          2.6065,          2.1201,          2.2066
          86,        0.708333,          2.5283,          1.7623,          2.2478,          2.5602,          2.3832,          1.8102,          2.0214,          2.2909,          2.1398,          2.0614,          2.1759,          2.2329,          2.2356,          2.6065,          2.1201,          2.2294
          87,        0.716667,          2.5233,          1.7679,          2.2509,          2.5561,          2.3837,          1.8089,          2.0208,          2.2908,          2.1397,          2.0614,          2.1760,          2.2328,          2.2356,          2.6065,          2.1200,          2.2056
          88,        0.725000,          2.5313,          1.7579,          2.2523,          2.5573,          2.3849,          1.8091,          2.0204,          2.2905,          2.1399,          2.0613,          2.1759,          2.2328,          2.2356,          2.6065,          2.1200,          2.2066
          89,        0.733333,          2.5284,          1.7623,          2.2477,          2.5602,          2.3832,          1.8102,          2.0213,          2.2909,          2.1398,          2.0615,          2.1759,          2.2328,          2.2356,          2.6066,          2.1200,          2.2295
          90,        0.741667,          2.5233,          1.7679,          2.2508,          2.5560,          2.3836,          1.8090,          2.0208,          2.2908,          2.1397,          2.0614,          2.1759,          2.2328,          2.2356,          2.6065,          2.1201,          2.2057
          91,        0.750000,          2.5312,          1.7579,          2.2524,          2.5572,          2.3850,          1.8092,          2.0204,          2.2906,          2.1399,          2.0613,          2.1759,          2.2329,          2.2356,          2.6065,          2.1201,          2.2067
          92,        0.758333,          2.5283,          1.7623,          2.2478,          2.5602,          2.3833,          1.8102,          2.0213,          2.2909,          2.1398,          2.0614,          2.1759,          2.2328,          2.2356,          2.6065,          2.1200,          2.2295
          93,        0.766667,          2.5234,          1.7679,          2.2508,          2.5560,          2.3837,          1.8090,          2.0208,          2.2908,          2.1397,          2.0614,          2.1759,          2.2328,          2.2356,          2.6065,          2.1201,          2.2055
          94,        0.775000,          2.5312,          1.7579,          2.2524,          2.5574,          2.3850,          1.8092,          2.0204,          2.2906,          2.1399,          2.0612,          2.1759,          2.2329,          2.2356,          2.6066,          2.1201,          2.2066
          95,        0.783333,          2.5283,          1.7623,          2.2477,          2.5603,          2.3832,          1.8101,          2.0213,          2.2909,          2.1398,          2.0615,          2.1759,          2.2328,          2.2356,          2.6065,          2.1201,          2.2294
          96,        0.791667,          2.5235,          1.7679,          2.2509,          2.5560,          2.3837,          1.8089,          2.0207,          2.2907,          2.1397,          2.0614,          2.1759,          2.2329,          2.2356,          2.6066,          2.1200,          2.2055
          97,        0.800000,          2.5312,          1.7579,          2.2523,          2.5574,          2.3850,          1.8091,          2.0204,          2.2906,          2.1400,          2.0612,          2.1759,          2.2328,          2.2356,          2.6066,          2.1201,          2.2067
          98,        0.808333,          2.5283,          1.7623,          2.2478,          2.5602,          2.3832,          1.8101,          2.0213,          2.2909,          2.1398,          2.0615,          2.1759,          2.2328,          2.2356,          2.6065,          2.1201,          2.2294
          99,        0.816667,          2.5234,          1.7679,          2.2508,          2.5560,          2.3837,          1.8089,          2.0207,          2.2908,          2.1397,          2.0614,          2.1760,          2.2328,          2.2356,          2.6066,          2.1200,          2.2054
         100,        0.825000,          2.5312,          1.7578,          2.2523,          2.5574,          2.3850,          1.8091,          2.0204,          2.2906,          2.1400,          2.0613,          2.1758,          2.2329,          2.2356,          2.6065,          2.1200,          2.2067
         101,        0.833333,          2.5283,          1.7623,          2.2477,          2.5602,          2.3832,          1.8102,          2.0213,          2.2909,          2.1398,          2.0615,          2.1759,          2.2329,          2.2356,          2.6066,          2.1201,          2.2296
         102,        0.841667,          2.5234,          1.7679,          2.2508,          2.5560,          2.3837,          1.8089,          2.0207,          2.2907,          2.1397,          2.0614,          2.1759,          2.2328,          2.2356,          2.6065,          2.1201,          2.2053
         103,        0.850000,          2.5313,          1.7579,          2.2524,          2.5573,          2.3849,          1.8092,          2.0204,          2.2906,          2.1399,          2.0613,          2.1758,          2.2328,          2.2359,          2.6068,          2.1236,          2.2069
         104,        0.858333,          2.5284,          1.7623,          2.2478,          2.5602,          2.3832,          1.8102,          2.0213,          2.2909,          2.1398,          2.0615,          2.1759,          2.2339,          2.2356,          2.6069,          2.1199,          2.2293
         105,        0.866667,          2.5234,          1.7679,          2.2508,          2.5560,          2.3837,          1.8089,          2.0208,          2.2908,          2.1397,          2.0614,          2.1765,          2.2330,          2.2360,          2.6062,          2.1199,          2.2056
         106,        0.875000,          2.5311,          1.7580,          2.2524,          2.5573,          2.3849,          1.8091,          2.0204,          2.2906,          2.1400,          2.0614,          2.1760,          2.2328,          2.2355,          2.6063,          2.1200,          2.2066
         107,        0.883333,          2.5284,          1.7622,          2.2478,          2.5601,          2.3832,          1.8101,          2.0214,          2.2909,          2.1400,          2.0615,          2.1760,          2.2328,          2.2355,          2.6064,          2.1200,          2.2292
         108,        0.891667,          2.5233,          1.7678,          2.2508,          2.5560,          2.3837,          1.8089,          2.0208,          2.2909,          2.1397,          2.0614,          2.1759,          2.2328,          2.2356,          2.6065,          2.1201,          2.2059
         109,        0.900000,          2.5310,          1.7580,          2.2524,          2.5573,          2.3849,          1.8091,          2.0204,          2.2907,          2.1399,          2.0612,          2.1759,          2.2329,          2.2356,          2.6065,          2.1200,          2.2065
         110,        0.908333,          2.5285,          1.7622,          2.2478,          2.5602,          2.3833,          1.8101,          2.0214,          2.2910,          2.1398,          2.0615,          2.1759,          2.2329,          2.2355,          2.6065,          2.1201,          2.2292
         111,        0.916667,          2.5233,          1.7678,          2.2507,          2.5560,          2.3837,          1.8090,          2.0208,          2.2908,          2.1397,          2.0614,          2.1759,          2.2328,          2.2356,          2.6066,          2.1201,          2.2061
         112,        0.925000,          2.5310,          1.7581,          2.2523,          2.5572,          2.3850,          1.8092,          2.0204,          2.2906,          2.1399,          2.0613,          2.1759,          2.2328,          2.2356,          2.6065,          2.1201,          2.2062
         113,        0.933333,          2.5285,          1.7621,          2.2479,          2.5602,          2.3832,          1.8101,          2.0213,          2.2909,          2.1398,          2.0614,          2.1759,          2.2328,          2.2356,          2.6066,          2.1200,          2.2292
         114,        0.941667,          2.5233,          1.7678,          2.2507,          2.5561,          2.3837,          1.8090,          2.0208,          2.2908,          2.1397,          2.0614,          2.1759,          2.2328,          2.2356,          2.6066,          2.1200,          2.2063
         115,        0.950000,          2.5310,          1.7582,          2.2523,          2.5571,          2.3849,          1.8091,          2.0204,          2.2906,          2.1399,          2.0613,          2.1759,          2.2328,          2.2356,          2.6065,          2.1200,          2.2060
         116,        0.958333,          2.5286,          1.7620,          2.2479,          2.5602,          2.3833,          1.8102,          2.0213,          2.2909,          2.1398,          2.0615,          2.1759,          2.2328,          2.2356,          2.6066,          2.1201,          2.2291
         117,        0.966667,          2.5233,          1.7678,          2.2507,          2.5561,          2.3836,          1.8089,          2.0208,          2.2908,          2.1397,          2.0614,          2.1759,          2.2328,          2.2356,          2.6065,          2.1201,          2.2065
         118,        0.975000,          2.5309,          1.7582,          2.2524,          2.5572,          2.3850,          1.8091,          2.0204,          2.2906,          2.1399,          2.0613,          2.1759,          2.2329,          2.2357,          2.6065,          2.1201,          2.2057
         119,        0.983333,          2.5286,          1.7619,          2.2478,          2.5602,          2.3832,          1.8101,          2.0213,          2.2909,          2.1399,          2.0614,          2.1759,          2.2329,          2.2356,          2.6065,          2.1201,          2.2291
         120,        0.991667,          2.5233,          1.7678,          2.2506,          2.5561,          2.3836,          1.8090,          2.0208,          2.2908,          2.1397,          2.0614,          2.1759,          2.2328,          2.2356,          2.6065,          2.1201,          2.2067
         121,        1.000000,          2.5309,          1.7582,          2.2524,          2.5572,          2.3850,          1.8091,          2.0203,          2.2906,          2.1399,          2.0613,          2.1759,          2.2329,          2.2356,          2.6065,          2.1201,          2.2056
         122,        1.008333,          2.5286,          1.7619,          2.2479,          2.5602,          2.3833,          1.8101,          2.0212,          2.2909,          2.1399,          2.0615,          2.1759,          2.2328,          2.2356,          2.6065,          2.1201,          2.2292
         123,        1.016667,          2.5232,          1.7678,          2.2506,          2.5561,          2.3836,          1.8090,          2.0208,          2.2907,          2.1397,          2.0614,          2.1759,          2.2328,          2.2356,          2.6065,          2.1200,          2.2067
         124,        1.025000,          2.5309,          1.7583,          2.2524,          2.5572,          2.3849,          1.8091,          2.0204,          2.2906,          2.1399,          2.0612,          2.1759,          2.2328,          2.2356,          2.6066,          2.1201,          2.2055
         125,        1.033333,          2.5287,          1.7619,          2.2479,          2.5602,          2.3833,          1.8101,          2.0213,          2.2909,          2.1398,          2.0614,          2.1760,          2.2329,          2.2356,          2.6066,          2.1200,          2.2291
         126,        1.041667,          2.5232,          1.7678,          2.2507,          2.5562,          2.3836,          1.8090,          2.0208,          2.2907,          2.1397,          2.0614,          2.1759,          2.2329,          2.2356,          2.6065,          2.1201,          2.2070
         127,        1.050000,          2.5308,          1.7583,          2.2525,          2.5571,          2.3850,          1.8091,          2.0204,          2.2906,          2.1399,          2.0613,          2.1760,          2.2328,          2.2356,          2.6066,          2.1200,          2.2053
