"OutphaseC4_018","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Outphase\runs\OutphaseC4_018.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Outphase\results\018\OutphaseC4_018_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.008333,          2.3120,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          1.5286,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -28.6918,          0.0006
,        0.016667,          1.6746,          0.0000,          2.3596,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          1.0787,        -18.0802,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -43.3103,         -0.0002
,        0.025000,          1.9269,          1.5991,          3.4547,          1.6803,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          1.0624,        -37.1055,        -19.1983,          0.0000,          0.0000,          0.0000,          0.0000,        -52.4672,         -0.0005
,        0.033333,          1.9414,          2.2694,          4.0086,          1.2937,          1.1577,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          1.0271,        -51.4757,        -29.0621,          0.0000,          0.0000,          0.0000,          0.0000,        -60.5094,          0.0008
,        0.041667,          1.9878,          2.5319,          3.4456,          1.2576,          0.9262,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.9590,        -58.5900,        -31.2183,         -3.0976,          0.0000,          0.0000,          0.0000,        -63.5070,          0.0002
,        0.050000,          1.9683,          2.6797,          3.0292,          1.5795,          1.0873,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.9547,        -63.0189,        -37.3061,        -12.1365,          0.0000,          0.0000,          0.0000,        -66.4140,         -0.0002
,        0.058333,          1.9582,          2.7724,          2.7673,          1.8085,          1.2053,          0.1302,          1.3845,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.9494,        -65.8016,        -42.7194,        -22.9484,        -14.7331,          0.0000,          0.0000,        -67.8157,          0.0007
,        0.066667,          1.9567,          2.8193,          2.5803,          1.8704,          1.3938,          1.3970,          2.0036,          0.5156,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.9462,        -67.4009,        -48.3414,        -32.5725,        -24.1320,          0.0000,          0.0000,        -68.6245,          0.0004
