"InphaseC4_007 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_InphaseC4\runs\InphaseC4_007.tcf]","Time (h)","V 2 [InphaseC4_007]","V 3 [InphaseC4_007]","V 4 [InphaseC4_007]","V 5 [InphaseC4_007]","V 6 [InphaseC4_007]","V 7 [InphaseC4_007]","V 8 [InphaseC4_007]","V 9 [InphaseC4_007]","V 10 [InphaseC4_007]","V 11 [InphaseC4_007]","V 12 [InphaseC4_007]","V 13 [InphaseC4_007]","V 14 [InphaseC4_007]","V 15 [InphaseC4_007]","V 16 [InphaseC4_007]","V  1 [InphaseC4_007]"
           1,        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           2,        0.008333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          2.0039
           3,        0.016667,          2.1573,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          2.0177
           4,        0.025000,          2.0624,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0000,          0.0000,          0.0001,          2.0151
           5,        0.033333,          1.6121,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.0001,          0.0000,          0.0001,          2.0153
           6,        0.041667,          1.1413,          0.0000,          0.2175,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0005,          0.0001,          0.0000,          0.0000,          2.0158
           7,        0.050000,          1.0058,          0.0000,          0.2991,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0000,          0.0000,          0.0000,          2.0160
           8,        0.058333,          0.8863,          0.0000,          0.2944,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.0001,          0.0001,          0.0001,          2.0168
           9,        0.066667,          0.8062,          0.0138,          0.2906,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          0.0001,          2.0126
          10,        0.075000,          0.7668,          0.0311,          0.3338,          0.6447,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0000,          0.0000,          0.0001,          1.9516
