"InphaseC4_007 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_InphaseC4\runs\InphaseC4_007.tcf]","Time (h)","Q 2 [InphaseC4_007]","Q 3 [InphaseC4_007]","Q 4 [InphaseC4_007]","Q 5 [InphaseC4_007]","Q 6 [InphaseC4_007]","Q 7 [InphaseC4_007]","Q 1 [InphaseC4_007]","Q  8 [InphaseC4_007]"
          47,        0.383333,         -6.9998,         -6.9996,         -6.9935,         -6.9863,         -6.8673,         -6.7350,         -6.9997,         -6.6686
          48,        0.391667,         -6.9996,         -6.9997,         -6.9955,         -6.9893,         -6.8966,         -6.7938,         -6.9997,         -6.7413
          49,        0.400000,         -6.9999,         -6.9997,         -6.9960,         -6.9917,         -6.9195,         -6.8396,         -7.0000,         -6.7972
          50,        0.408333,         -6.9996,         -6.9999,         -6.9973,         -6.9936,         -6.9375,         -6.8745,         -6.9999,         -6.8407
          51,        0.416667,         -7.0000,         -6.9999,         -6.9977,         -6.9954,         -6.9515,         -6.9026,         -7.0002,         -6.8760
          52,        0.425000,         -6.9999,         -7.0000,         -6.9984,         -6.9965,         -6.9623,         -6.9244,         -7.0000,         -6.9035
          53,        0.433333,         -7.0004,         -6.9998,         -6.9979,         -6.9974,         -6.9709,         -6.9412,         -6.9999,         -6.9249
          54,        0.441667,         -7.0001,         -6.9999,         -6.9990,         -6.9978,         -6.9769,         -6.9542,         -7.0001,         -6.9407
          55,        0.450000,         -6.9997,         -6.9999,         -6.9994,         -6.9983,         -6.9823,         -6.9644,         -7.0002,         -6.9539
          56,        0.458333,         -7.0002,         -6.9999,         -6.9996,         -6.9987,         -6.9863,         -6.9725,         -7.0003,         -6.9648
          57,        0.466667,         -6.9991,         -7.0001,         -7.0002,         -6.9987,         -6.9892,         -6.9787,         -6.9999,         -6.9720
          58,        0.475000,         -7.0001,         -7.0000,         -6.9987,         -6.9994,         -6.9921,         -6.9839,         -6.9999,         -6.9776
          59,        0.483333,         -7.0001,         -7.0000,         -6.9996,         -6.9993,         -6.9939,         -6.9871,         -6.9999,         -6.9831
          60,        0.491667,         -7.0004,         -7.0000,         -6.9997,         -6.9997,         -6.9949,         -6.9899,         -7.0000,         -6.9873
          61,        0.500000,         -7.0001,         -7.0000,         -6.9997,         -6.9994,         -6.9965,         -6.9925,         -7.0001,         -6.9904
          62,        0.508333,         -7.0002,         -7.0001,         -6.9997,         -6.9996,         -6.9972,         -6.9940,         -7.0001,         -6.9923
          63,        0.516667,         -7.0003,         -7.0001,         -7.0003,         -6.9997,         -6.9972,         -6.9952,         -7.0001,         -6.9943
          64,        0.525000,         -7.0005,         -7.0001,         -6.9994,         -6.9998,         -6.9987,         -6.9963,         -6.9999,         -6.9949
          65,        0.533333,         -7.0003,         -7.0001,         -7.0001,         -6.9997,         -6.9992,         -6.9972,         -7.0000,         -6.9965
          66,        0.541667,         -7.0007,         -7.0000,         -6.9997,         -7.0000,         -6.9990,         -6.9980,         -7.0000,         -6.9973
          67,        0.550000,         -6.9997,         -7.0000,         -6.9999,         -7.0001,         -6.9987,         -6.9984,         -6.9999,         -6.9986
          68,        0.558333,         -6.9994,         -6.9999,         -7.0003,         -7.0001,         -6.9999,         -6.9990,         -6.9999,         -6.9979
          69,        0.566667,         -7.0005,         -7.0000,         -6.9994,         -6.9999,         -6.9997,         -6.9990,         -6.9999,         -6.9988
          70,        0.575000,         -7.0000,         -6.9999,         -7.0004,         -7.0002,         -6.9995,         -6.9994,         -6.9997,         -6.9986
          71,        0.583333,         -6.9995,         -7.0001,         -7.0002,         -7.0000,         -6.9997,         -6.9994,         -7.0001,         -6.9991
          72,        0.591667,         -6.9996,         -6.9999,         -7.0000,         -6.9999,         -7.0004,         -6.9996,         -7.0000,         -6.9992
          73,        0.600000,         -7.0000,         -6.9999,         -7.0001,         -7.0001,         -6.9999,         -6.9997,         -6.9999,         -6.9997
          74,        0.608333,         -6.9992,         -7.0000,         -6.9999,         -7.0000,         -7.0003,         -6.9997,         -7.0002,         -6.9992
          75,        0.616667,         -6.9997,         -7.0000,         -6.9997,         -6.9998,         -6.9994,         -7.0000,         -7.0002,         -6.9995
          76,        0.625000,         -6.9995,         -7.0000,         -6.9997,         -6.9997,         -7.0000,         -6.9998,         -7.0001,         -7.0003
          77,        0.633333,         -7.0000,         -6.9999,         -6.9992,         -6.9999,         -6.9994,         -6.9999,         -7.0003,         -6.9999
          78,        0.641667,         -7.0007,         -7.0000,         -6.9999,         -7.0001,         -7.0004,         -6.9999,         -7.0000,         -6.9992
          79,        0.650000,         -7.0005,         -7.0000,         -7.0004,         -6.9998,         -7.0003,         -6.9999,         -6.9999,         -6.9999
          80,        0.658333,         -6.9998,         -7.0000,         -7.0001,         -6.9997,         -7.0001,         -6.9999,         -6.9998,         -7.0003
          81,        0.666667,         -7.0003,         -7.0000,         -6.9997,         -6.9999,         -6.9997,         -7.0001,         -7.0000,         -7.0001
          82,        0.675000,         -6.9996,         -7.0001,         -7.0006,         -7.0000,         -6.9998,         -6.9997,         -6.9999,         -7.0000
          83,        0.683333,         -6.9995,         -7.0000,         -6.9999,         -6.9999,         -7.0002,         -7.0000,         -7.0000,         -7.0005
          84,        0.691667,         -6.9992,         -7.0002,         -6.9999,         -7.0000,         -7.0004,         -6.9999,         -6.9999,         -7.0006
          85,        0.700000,         -7.0002,         -7.0000,         -6.9997,         -7.0001,         -7.0001,         -7.0000,         -6.9999,         -6.9994
          86,        0.708333,         -6.9999,         -7.0001,         -6.9999,         -7.0000,         -6.9999,         -7.0000,         -6.9998,         -7.0000
          87,        0.716667,         -7.0002,         -6.9999,         -7.0003,         -7.0002,         -7.0002,         -7.0000,         -6.9999,         -6.9993
          88,        0.725000,         -6.9996,         -6.9999,         -7.0005,         -7.0001,         -6.9999,         -7.0000,         -7.0001,         -7.0001
          89,        0.733333,         -6.9994,         -7.0001,         -6.9998,         -7.0000,         -6.9999,         -7.0000,         -7.0000,         -6.9996
          90,        0.741667,         -7.0006,         -6.9999,         -6.9995,         -6.9999,         -6.9996,         -7.0003,         -6.9999,         -7.0002
          91,        0.750000,         -6.9996,         -6.9999,         -6.9999,         -6.9999,         -6.9999,         -7.0000,         -7.0002,         -7.0001
          92,        0.758333,         -7.0009,         -7.0000,         -7.0004,         -7.0003,         -7.0003,         -7.0000,         -7.0002,         -7.0001
          93,        0.766667,         -7.0000,         -6.9999,         -7.0000,         -7.0000,         -7.0000,         -7.0001,         -7.0000,         -7.0002
          94,        0.775000,         -6.9995,         -6.9999,         -7.0001,         -7.0001,         -7.0001,         -7.0000,         -7.0001,         -7.0004
          95,        0.783333,         -7.0002,         -7.0000,         -6.9998,         -7.0000,         -7.0005,         -6.9998,         -7.0001,         -6.9998
          96,        0.791667,         -7.0002,         -6.9999,         -7.0005,         -6.9997,         -6.9997,         -7.0000,         -7.0000,         -7.0003
          97,        0.800000,         -6.9998,         -7.0000,         -7.0001,         -7.0000,         -6.9998,         -7.0002,         -6.9998,         -7.0007
          98,        0.808333,         -7.0000,         -7.0000,         -7.0004,         -7.0000,         -6.9996,         -7.0002,         -6.9999,         -7.0001
          99,        0.816667,         -7.0005,         -6.9999,         -7.0000,         -7.0000,         -7.0004,         -6.9999,         -6.9999,         -7.0001
         100,        0.825000,         -6.9999,         -7.0001,         -7.0000,         -7.0004,         -7.0003,         -7.0000,         -6.9998,         -6.9996
         101,        0.833333,         -6.9995,         -7.0000,         -6.9997,         -7.0002,         -7.0003,         -7.0001,         -6.9997,         -7.0002
         102,        0.841667,         -6.9999,         -7.0001,         -7.0003,         -7.0002,         -7.0004,         -7.0000,         -6.9999,         -6.9998
         103,        0.850000,         -6.9998,         -6.9999,         -7.0000,         -6.9998,         -6.9999,         -7.0002,         -7.0000,         -7.0011
         104,        0.858333,         -7.0003,         -7.0000,         -6.9996,         -7.0000,         -7.0000,         -7.0000,         -6.9996,         -7.0001
         105,        0.866667,         -7.0002,         -7.0002,         -7.0005,         -7.0000,         -7.0002,         -7.0001,         -7.0002,         -6.9998
         106,        0.875000,         -6.9998,         -6.9999,         -6.9998,         -7.0001,         -7.0005,         -7.0000,         -6.9999,         -6.9996
         107,        0.883333,         -7.0000,         -7.0000,         -7.0000,         -6.9999,         -7.0008,         -6.9999,         -7.0001,         -6.9994
         108,        0.891667,         -6.9999,         -7.0000,         -7.0005,         -7.0000,         -6.9998,         -6.9999,         -7.0000,         -6.9996
         109,        0.900000,         -7.0006,         -7.0000,         -7.0001,         -7.0000,         -7.0002,         -7.0001,         -6.9998,         -7.0000
         110,        0.908333,         -7.0000,         -6.9999,         -6.9997,         -6.9999,         -7.0007,         -6.9999,         -6.9998,         -6.9992
         111,        0.916667,         -6.9999,         -7.0000,         -6.9996,         -6.9999,         -7.0001,         -7.0000,         -6.9998,         -6.9999
         112,        0.925000,         -7.0000,         -7.0001,         -7.0005,         -7.0002,         -6.9999,         -7.0001,         -6.9998,         -7.0006
         113,        0.933333,         -6.9998,         -7.0000,         -7.0002,         -7.0000,         -6.9997,         -7.0000,         -6.9999,         -7.0000
         114,        0.941667,         -7.0000,         -6.9999,         -7.0001,         -7.0000,         -7.0000,         -7.0002,         -6.9995,         -6.9995
         115,        0.950000,         -6.9994,         -7.0000,         -7.0003,         -6.9999,         -6.9997,         -6.9999,         -7.0000,         -7.0004
         116,        0.958333,         -6.9999,         -7.0001,         -6.9992,         -7.0000,         -7.0000,         -7.0000,         -7.0002,         -6.9996
         117,        0.966667,         -7.0001,         -6.9999,         -6.9999,         -7.0001,         -7.0003,         -7.0003,         -7.0001,         -7.0001
         118,        0.975000,         -6.9997,         -7.0000,         -6.9997,         -6.9997,         -6.9997,         -7.0000,         -7.0000,         -6.9998
         119,        0.983333,         -7.0002,         -6.9999,         -6.9999,         -7.0002,         -7.0005,         -7.0002,         -6.9999,         -6.9996
         120,        0.991667,         -7.0005,         -6.9999,         -6.9997,         -6.9999,         -6.9994,         -6.9998,         -7.0001,         -7.0000
         121,        1.000000,         -6.9998,         -6.9999,         -7.0002,         -6.9999,         -7.0001,         -7.0000,         -7.0000,         -7.0005
         122,        1.008333,         -7.0003,         -6.9999,         -6.9994,         -7.0000,         -6.9995,         -6.9998,         -7.0001,         -7.0003
         123,        1.016667,         -6.9993,         -7.0001,         -6.9994,         -6.9999,         -7.0001,         -7.0002,         -7.0001,         -6.9998
         124,        1.025000,         -6.9999,         -7.0000,         -7.0000,         -7.0001,         -6.9999,         -7.0001,         -6.9999,         -6.9998
         125,        1.033333,         -7.0000,         -7.0001,         -7.0004,         -7.0000,         -7.0005,         -7.0001,         -7.0001,         -7.0007
         126,        1.041667,         -7.0002,         -7.0000,         -6.9999,         -7.0001,         -6.9995,         -7.0002,         -7.0000,         -7.0004
         127,        1.050000,         -7.0004,         -7.0002,         -6.9998,         -7.0002,         -7.0001,         -7.0000,         -7.0001,         -7.0005
         128,        1.058333,         -7.0001,         -7.0002,         -7.0002,         -7.0000,         -7.0003,         -6.9997,         -6.9998,         -7.0005
         129,        1.066667,         -6.9999,         -7.0000,         -7.0003,         -7.0001,         -6.9995,         -6.9998,         -6.9997,         -7.0002
         130,        1.075000,         -7.0002,         -7.0001,         -6.9996,         -7.0000,         -6.9999,         -6.9999,         -6.9999,         -7.0002
         131,        1.083333,         -7.0002,         -7.0000,         -7.0006,         -7.0002,         -7.0005,         -7.0000,         -7.0000,         -7.0001
         132,        1.091667,         -7.0002,         -7.0001,         -7.0002,         -7.0000,         -6.9996,         -7.0001,         -6.9998,         -7.0004
         133,        1.100000,         -7.0001,         -6.9999,         -6.9997,         -6.9999,         -7.0002,         -7.0002,         -6.9999,         -6.9999
         134,        1.108333,         -7.0000,         -7.0000,         -7.0003,         -7.0000,         -6.9998,         -7.0001,         -6.9997,         -6.9998
         135,        1.116667,         -7.0000,         -7.0002,         -7.0001,         -7.0001,         -6.9990,         -6.9997,         -6.9997,         -6.9997
         136,        1.125000,         -7.0000,         -6.9999,         -6.9995,         -6.9998,         -6.9997,         -7.0001,         -6.9999,         -7.0008
         137,        1.133333,         -7.0000,         -6.9999,         -7.0002,         -7.0000,         -7.0000,         -6.9997,         -7.0000,         -7.0004
         138,        1.141667,         -6.9998,         -7.0000,         -6.9996,         -7.0000,         -6.9996,         -7.0001,         -7.0001,         -7.0002
         139,        1.150000,         -6.9999,         -7.0000,         -7.0002,         -7.0002,         -6.9999,         -7.0000,         -7.0000,         -6.9998
         140,        1.158333,         -7.0004,         -6.9999,         -7.0003,         -6.9998,         -6.9996,         -6.9999,         -7.0001,         -7.0009
         141,        1.166667,         -6.9999,         -7.0001,         -7.0006,         -7.0001,         -7.0004,         -7.0002,         -7.0000,         -6.9998
         142,        1.175000,         -7.0000,         -7.0001,         -6.9993,         -7.0000,         -7.0003,         -7.0002,         -7.0004,         -6.9999
         143,        1.183333,         -7.0001,         -7.0000,         -6.9998,         -6.9999,         -6.9993,         -7.0001,         -7.0000,         -7.0002
         144,        1.191667,         -6.9990,         -6.9999,         -6.9996,         -7.0000,         -7.0001,         -6.9998,         -6.9999,         -6.9997
         145,        1.200000,         -7.0006,         -7.0000,         -6.9998,         -6.9997,         -6.9994,         -6.9998,         -6.9998,         -6.9999
         146,        1.208333,         -7.0001,         -6.9999,         -6.9997,         -7.0000,         -7.0003,         -6.9999,         -7.0001,         -6.9998
         147,        1.216667,         -7.0004,         -7.0000,         -7.0000,         -6.9998,         -6.9995,         -6.9999,         -7.0000,         -6.9995
         148,        1.225000,         -7.0000,         -6.9999,         -6.9999,         -7.0000,         -7.0003,         -7.0003,         -6.9999,         -7.0004
         149,        1.233333,         -7.0009,         -7.0002,         -7.0000,         -7.0001,         -7.0001,         -7.0000,         -6.9999,         -6.9999
         150,        1.241667,         -7.0003,         -7.0001,         -6.9995,         -6.9998,         -7.0004,         -7.0002,         -7.0000,         -7.0005
         151,        1.250000,         -7.0000,         -6.9999,         -7.0000,         -7.0000,         -6.9993,         -6.9997,         -6.9997,         -7.0006
         152,        1.258333,         -6.9999,         -7.0001,         -7.0002,         -6.9999,         -7.0003,         -7.0001,         -7.0000,         -6.9993
         153,        1.266667,         -6.9999,         -7.0000,         -6.9994,         -7.0002,         -7.0000,         -6.9999,         -7.0000,         -7.0004
         154,        1.275000,         -7.0004,         -7.0001,         -6.9998,         -7.0001,         -6.9998,         -6.9998,         -6.9999,         -7.0001
         155,        1.283333,         -7.0004,         -7.0000,         -7.0001,         -7.0002,         -7.0009,         -7.0002,         -7.0002,         -7.0004
         156,        1.291667,         -7.0000,         -7.0000,         -7.0001,         -6.9999,         -7.0000,         -7.0001,         -7.0001,         -7.0009
         157,        1.300000,         -7.0000,         -6.9999,         -6.9996,         -7.0002,         -6.9996,         -7.0000,         -7.0003,         -6.9996
         158,        1.308333,         -7.0000,         -7.0001,         -7.0004,         -7.0001,         -7.0001,         -7.0001,         -6.9999,         -6.9997
         159,        1.316667,         -7.0002,         -6.9999,         -6.9998,         -7.0000,         -7.0003,         -7.0000,         -6.9998,         -6.9994
         160,        1.325000,         -6.9999,         -7.0000,         -7.0002,         -6.9999,         -7.0005,         -6.9999,         -7.0001,         -7.0000
         161,        1.333333,         -7.0000,         -7.0000,         -6.9994,         -6.9998,         -6.9995,         -7.0000,         -7.0002,         -7.0003
         162,        1.341667,         -6.9997,         -7.0000,         -7.0001,         -6.9995,         -7.0000,         -7.0000,         -6.9997,         -6.9993
         163,        1.350000,         -7.0001,         -7.0001,         -7.0001,         -7.0001,         -6.9998,         -7.0000,         -7.0001,         -7.0002
         164,        1.358333,         -7.0000,         -6.9999,         -6.9997,         -6.9999,         -7.0004,         -7.0001,         -6.9998,         -7.0001
         165,        1.366667,         -6.9999,         -6.9999,         -6.9999,         -7.0000,         -6.9998,         -6.9999,         -6.9999,         -7.0000
         166,        1.375000,         -6.9999,         -7.0000,         -7.0002,         -7.0001,         -7.0003,         -7.0000,         -7.0000,         -7.0002
         167,        1.383333,         -6.9998,         -7.0000,         -7.0003,         -6.9998,         -6.9999,         -6.9999,         -7.0001,         -7.0001
         168,        1.391667,         -7.0005,         -7.0000,         -7.0003,         -7.0000,         -7.0000,         -7.0001,         -6.9999,         -7.0001
         169,        1.400000,         -6.9999,         -7.0001,         -7.0002,         -6.9999,         -7.0001,         -7.0001,         -6.9996,         -6.9999
         170,        1.408333,         -7.0003,         -7.0000,         -6.9998,         -7.0000,         -7.0003,         -7.0000,         -6.9998,         -6.9996
         171,        1.416667,         -7.0004,         -6.9998,         -6.9997,         -7.0001,         -7.0001,         -7.0003,         -7.0000,         -7.0004
         172,        1.425000,         -7.0004,         -6.9999,         -7.0006,         -6.9999,         -7.0004,         -7.0001,         -6.9999,         -6.9994
         173,        1.433333,         -7.0000,         -7.0000,         -6.9999,         -7.0000,         -6.9997,         -7.0000,         -7.0001,         -6.9997
         174,        1.441667,         -6.9994,         -7.0001,         -6.9999,         -6.9999,         -7.0003,         -7.0000,         -7.0001,         -6.9994
         175,        1.450000,         -6.9994,         -6.9999,         -6.9995,         -7.0000,         -6.9999,         -7.0000,         -7.0002,         -7.0005
         176,        1.458333,         -6.9998,         -7.0001,         -7.0004,         -6.9999,         -6.9998,         -6.9998,         -7.0000,         -7.0005
         177,        1.466667,         -7.0000,         -7.0001,         -7.0004,         -6.9998,         -6.9992,         -7.0000,         -6.9999,         -7.0007
         178,        1.475000,         -6.9995,         -7.0000,         -7.0002,         -6.9999,         -7.0004,         -6.9999,         -7.0000,         -7.0004
         179,        1.483333,         -7.0002,         -7.0000,         -7.0002,         -7.0000,         -6.9999,         -7.0000,         -7.0000,         -7.0001
         180,        1.491667,         -7.0000,         -6.9999,         -7.0004,         -6.9999,         -7.0003,         -7.0002,         -7.0002,         -7.0004
         181,        1.500000,         -6.9995,         -7.0001,         -7.0001,         -7.0001,         -7.0008,         -7.0000,         -7.0000,         -7.0000
         182,        1.508333,         -7.0004,         -7.0000,         -6.9998,         -7.0000,         -6.9999,         -7.0000,         -6.9999,         -7.0004
         183,        1.516667,         -7.0002,         -7.0001,         -7.0004,         -6.9999,         -6.9996,         -7.0000,         -7.0000,         -7.0007
         184,        1.525000,         -7.0002,         -7.0002,         -7.0004,         -6.9999,         -6.9995,         -6.9999,         -7.0000,         -7.0004
         185,        1.533333,         -7.0004,         -7.0002,         -6.9999,         -6.9999,         -6.9995,         -7.0000,         -7.0003,         -7.0003
         186,        1.541667,         -6.9999,         -7.0000,         -6.9997,         -6.9999,         -7.0001,         -7.0001,         -7.0000,         -6.9999
         187,        1.550000,         -7.0004,         -6.9999,         -6.9999,         -6.9999,         -7.0001,         -7.0001,         -7.0002,         -7.0005
         188,        1.558333,         -7.0004,         -7.0001,         -7.0002,         -7.0001,         -7.0000,         -6.9998,         -6.9999,         -7.0003
         189,        1.566667,         -7.0000,         -7.0000,         -7.0002,         -6.9999,         -6.9998,         -7.0002,         -6.9995,         -6.9995
         190,        1.575000,         -6.9998,         -7.0001,         -7.0005,         -7.0001,         -7.0006,         -6.9999,         -6.9999,         -7.0006
         191,        1.583333,         -7.0000,         -7.0001,         -7.0000,         -7.0000,         -6.9991,         -7.0001,         -7.0000,         -6.9999
         192,        1.591667,         -7.0004,         -6.9999,         -6.9998,         -7.0004,         -7.0001,         -6.9997,         -7.0000,         -7.0000
         193,        1.600000,         -7.0002,         -7.0000,         -6.9998,         -7.0000,         -7.0000,         -7.0001,         -6.9999,         -7.0009
         194,        1.608333,         -7.0002,         -7.0000,         -7.0005,         -7.0001,         -6.9999,         -7.0001,         -6.9997,         -6.9995
         195,        1.616667,         -7.0001,         -7.0001,         -6.9999,         -7.0001,         -6.9996,         -6.9999,         -7.0001,         -7.0001
         196,        1.625000,         -6.9998,         -7.0000,         -6.9999,         -7.0000,         -6.9999,         -6.9999,         -7.0000,         -7.0005
         197,        1.633333,         -6.9994,         -7.0000,         -7.0003,         -6.9998,         -7.0004,         -7.0000,         -7.0000,         -7.0006
         198,        1.641667,         -7.0000,         -7.0000,         -6.9999,         -6.9998,         -6.9998,         -7.0001,         -7.0003,         -6.9998
         199,        1.650000,         -7.0000,         -7.0000,         -7.0003,         -7.0000,         -7.0002,         -6.9999,         -7.0001,         -7.0001
         200,        1.658333,         -7.0002,         -6.9999,         -6.9999,         -7.0000,         -6.9999,         -6.9999,         -7.0000,         -7.0005
         201,        1.666667,         -7.0004,         -7.0001,         -7.0001,         -7.0000,         -6.9999,         -6.9999,         -7.0001,         -7.0000
         202,        1.675000,         -7.0003,         -7.0000,         -7.0004,         -6.9998,         -7.0002,         -7.0000,         -6.9998,         -6.9998
         203,        1.683333,         -6.9995,         -7.0000,         -6.9996,         -6.9997,         -7.0004,         -7.0001,         -7.0000,         -7.0004
         204,        1.691667,         -7.0002,         -7.0001,         -6.9999,         -6.9999,         -7.0000,         -7.0000,         -7.0002,         -7.0005
         205,        1.700000,         -6.9997,         -7.0000,         -7.0003,         -6.9999,         -7.0002,         -7.0002,         -7.0001,         -7.0001
         206,        1.708333,         -7.0002,         -7.0001,         -7.0000,         -7.0002,         -6.9997,         -6.9998,         -7.0000,         -7.0004
         207,        1.716667,         -7.0002,         -6.9999,         -7.0004,         -6.9999,         -7.0003,         -6.9999,         -7.0000,         -6.9999
         208,        1.725000,         -6.9997,         -7.0000,         -7.0006,         -6.9999,         -7.0000,         -6.9999,         -7.0004,         -6.9992
         209,        1.733333,         -6.9995,         -7.0000,         -6.9999,         -7.0002,         -7.0002,         -7.0000,         -7.0000,         -6.9996
         210,        1.741667,         -6.9999,         -7.0000,         -7.0002,         -7.0000,         -7.0004,         -7.0001,         -6.9999,         -6.9999
