"VanillaC4_008","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_VanillaC4\runs\VanillaC4_008.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_VanillaC4\results\008\VanillaC4_008_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.008333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          1.4785,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -2.7480,         -0.0000
,        0.016667,          1.3572,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0002,          1.2709,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -6.5659,         -0.0003
,        0.025000,          1.2488,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          1.1877,         -3.2955,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -7.3500,         -0.0001
,        0.033333,          1.1933,          0.5076,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          1.1424,         -5.7564,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0000,         -7.6222,          0.0004
,        0.041667,          1.1590,          0.5857,          1.1085,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          1.1227,         -6.6994,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0000,         -7.7706,          0.0004
,        0.050000,          1.1400,          0.6119,          1.0965,          1.0207,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          1.1049,         -7.2032,         -3.6118,          0.0000,          0.0000,          0.0000,          0.0000,         -7.8537,          0.0002
,        0.058333,          1.1268,          0.6216,          1.0828,          1.0562,          0.6979,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0000,          1.0950,         -7.4748,         -5.4145,          0.0000,          0.0000,          0.0000,         -0.0000,         -7.9010,          0.0007
,        0.066667,          1.1176,          0.6300,          1.0711,          1.0539,          1.1176,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0004,          0.0002,          0.0001,          1.0891,         -7.6522,         -6.3394,          0.0000,          0.0000,          0.0000,         -0.0001,         -7.9362,          0.0002
,        0.075000,          1.1118,          0.6329,          1.0621,          1.0478,          1.1122,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          1.0844,         -7.7631,         -6.8874,         -3.1884,          0.0000,          0.0000,          0.0000,         -7.9559,         -0.0005
,        0.083333,          1.1074,          0.6349,          1.0562,          1.0413,          1.1040,          0.4628,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0002,          0.0001,          1.0813,         -7.8353,         -7.2327,         -4.9939,          0.0000,          0.0000,         -0.0000,         -7.9682,          0.0004
,        0.091667,          1.1041,          0.6368,          1.0514,          1.0358,          1.0962,          0.5338,          0.2387,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0002,          0.0001,          1.0795,         -7.8863,         -7.4617,         -5.9822,         -0.6547,          0.0000,         -0.0000,         -7.9799,         -0.0002
,        0.100000,          1.1021,          0.6370,          1.0477,          1.0322,          1.0892,          0.5766,          0.5238,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0002,          0.0001,          1.0778,         -7.9199,         -7.6204,         -6.5959,         -3.8607,          0.0000,          0.0002,         -7.9850,         -0.0004
,        0.108333,          1.1005,          0.6375,          1.0449,          1.0293,          1.0848,          0.5975,          0.6018,          0.4038,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          1.0768,         -7.9428,         -7.7299,         -7.0045,         -5.2428,          0.0000,         -0.0000,         -7.9892,          0.0003
,        0.116667,          1.0993,          0.6381,          1.0428,          1.0268,          1.0813,          0.6103,          0.6351,          0.6012,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          1.0761,         -7.9597,         -7.8063,         -7.2795,         -6.0754,          0.0000,         -0.0000,         -7.9927,          0.0001
,        0.125000,          1.0986,          0.6381,          1.0412,          1.0248,          1.0783,          0.6194,          0.6549,          0.6660,          0.5529,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          1.0755,         -7.9710,         -7.8604,         -7.4787,         -6.6221,          0.0000,          0.0000,         -7.9945,          0.0002
,        0.133333,          1.0981,          0.6383,          1.0401,          1.0234,          1.0759,          0.6255,          0.6673,          0.6964,          0.6787,          0.4352,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          1.0751,         -7.9791,         -7.8990,         -7.6208,         -6.9993,         -1.1726,         -0.0000,         -7.9960,         -0.0002
,        0.141667,          1.0976,          0.6383,          1.0391,          1.0222,          1.0741,          0.6295,          0.6762,          0.7144,          0.7283,          0.6969,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          1.0748,         -7.9853,         -7.9267,         -7.7227,         -7.2622,         -3.8459,          0.0000,         -7.9974,          0.0001
,        0.150000,          1.0972,          0.6384,          1.0385,          1.0213,          1.0726,          0.6323,          0.6814,          0.7241,          0.7498,          0.7624,          0.0000,          0.0000,          0.0003,          0.0001,          0.0002,          1.0746,         -7.9889,         -7.9466,         -7.7966,         -7.4570,         -5.1320,          0.0000,         -7.9981,          0.0003
,        0.158333,          1.0971,          0.6384,          1.0380,          1.0207,          1.0715,          0.6343,          0.6848,          0.7308,          0.7633,          0.7890,          0.1432,          0.1422,          0.0002,          0.0001,          0.0001,          1.0744,         -7.9920,         -7.9612,         -7.8503,         -7.5987,         -5.9409,          0.0000,         -7.9984,         -0.0001
,        0.166667,          1.0969,          0.6384,          1.0376,          1.0202,          1.0707,          0.6358,          0.6873,          0.7357,          0.7719,          0.8063,          0.3801,          0.6702,          0.9881,          0.0001,          0.0001,          1.0744,         -7.9944,         -7.9714,         -7.8897,         -7.7024,         -6.4885,         -2.6463,         -7.9988,          0.0003
,        0.175000,          1.0968,          0.6385,          1.0374,          1.0198,          1.0700,          0.6367,          0.6890,          0.7390,          0.7785,          0.8153,          0.4568,          0.7458,          1.0694,          0.4755,          0.0001,          1.0744,         -7.9958,         -7.9791,         -7.9184,         -7.7789,         -6.8791,         -4.3758,         -7.9995,          0.0001
,        0.183333,          1.0967,          0.6386,          1.0371,          1.0194,          1.0695,          0.6374,          0.6902,          0.7414,          0.7824,          0.8207,          0.4944,          0.7758,          1.0833,          0.7767,          0.2805,          1.0742,         -7.9967,         -7.9848,         -7.9400,         -7.8355,         -7.1567,         -5.4049,         -7.9992,         -2.5818
,        0.191667,          1.0966,          0.6385,          1.0369,          1.0192,          1.0691,          0.6379,          0.6911,          0.7429,          0.7849,          0.8249,          0.5203,          0.7950,          1.0880,          0.8869,          0.5181,          1.0743,         -7.9979,         -7.9889,         -7.9554,         -7.8773,         -7.3661,         -6.1002,         -8.0000,         -4.0299
,        0.200000,          1.0966,          0.6385,          1.0369,          1.0191,          1.0687,          0.6382,          0.6916,          0.7441,          0.7868,          0.8279,          0.5361,          0.8057,          1.0885,          0.9417,          0.7943,          1.0742,         -7.9985,         -7.9917,         -7.9668,         -7.9084,         -7.5228,         -6.5811,         -8.0000,         -5.4730
,        0.208333,          1.0966,          0.6385,          1.0368,          1.0189,          1.0685,          0.6385,          0.6921,          0.7448,          0.7880,          0.8299,          0.5472,          0.8120,          1.0887,          0.9973,          0.8701,          1.0741,         -7.9987,         -7.9941,         -7.9756,         -7.9318,         -7.6404,         -6.9306,         -7.9993,         -6.0793
,        0.216667,          1.0965,          0.6385,          1.0368,          1.0189,          1.0683,          0.6387,          0.6924,          0.7454,          0.7889,          0.8312,          0.5550,          0.8170,          1.0884,          1.0311,          0.9160,          1.0742,         -7.9995,         -7.9955,         -7.9817,         -7.9489,         -7.7282,         -7.1868,         -8.0001,         -6.5081
,        0.225000,          1.0965,          0.6385,          1.0367,          1.0188,          1.0682,          0.6388,          0.6927,          0.7458,          0.7896,          0.8321,          0.5606,          0.8208,          1.0920,          1.0455,          0.9494,          1.0741,         -7.9995,         -7.9968,         -7.9863,         -7.9620,         -7.7945,         -7.3914,         -8.0001,         -6.8355
,        0.233333,          1.0965,          0.6385,          1.0367,          1.0187,          1.0682,          0.6389,          0.6928,          0.7460,          0.7900,          0.8327,          0.5648,          0.8245,          1.0943,          1.0542,          0.9753,          1.0741,         -7.9992,         -7.9976,         -7.9898,         -7.9714,         -7.8447,         -7.5430,         -7.9992,         -7.1042
,        0.241667,          1.0965,          0.6386,          1.0366,          1.0187,          1.0681,          0.6391,          0.6929,          0.7463,          0.7903,          0.8331,          0.5682,          0.8271,          1.0956,          1.0601,          0.9949,          1.0742,         -7.9997,         -7.9981,         -7.9925,         -7.9785,         -7.8822,         -7.6546,         -8.0003,         -7.3147
,        0.250000,          1.0965,          0.6385,          1.0366,          1.0187,          1.0681,          0.6390,          0.6930,          0.7464,          0.7905,          0.8334,          0.5706,          0.8288,          1.0961,          1.0642,          1.0096,          1.0742,         -7.9999,         -7.9987,         -7.9946,         -7.9840,         -7.9108,         -7.7382,         -7.9999,         -7.4776
,        0.258333,          1.0966,          0.6385,          1.0366,          1.0186,          1.0680,          0.6391,          0.6931,          0.7466,          0.7907,          0.8336,          0.5724,          0.8301,          1.0964,          1.0672,          1.0206,          1.0740,         -7.9995,         -7.9990,         -7.9959,         -7.9881,         -7.9326,         -7.8014,         -7.9993,         -7.6021
,        0.266667,          1.0965,          0.6385,          1.0366,          1.0186,          1.0680,          0.6391,          0.6932,          0.7466,          0.7908,          0.8339,          0.5738,          0.8310,          1.0966,          1.0694,          1.0288,          1.0742,         -7.9998,         -7.9994,         -7.9970,         -7.9909,         -7.9492,         -7.8493,         -8.0003,         -7.6981
,        0.275000,          1.0964,          0.6386,          1.0365,          1.0186,          1.0679,          0.6391,          0.6931,          0.7467,          0.7909,          0.8339,          0.5749,          0.8316,          1.0968,          1.0711,          1.0350,          1.0742,         -8.0001,         -7.9993,         -7.9978,         -7.9933,         -7.9615,         -7.8858,         -8.0001,         -7.7707
,        0.283333,          1.0965,          0.6384,          1.0365,          1.0186,          1.0679,          0.6392,          0.6932,          0.7467,          0.7909,          0.8340,          0.5757,          0.8322,          1.0968,          1.0723,          1.0397,          1.0740,         -7.9996,         -7.9995,         -7.9981,         -7.9949,         -7.9712,         -7.9135,         -7.9993,         -7.8256
,        0.291667,          1.0965,          0.6385,          1.0365,          1.0186,          1.0679,          0.6392,          0.6933,          0.7468,          0.7909,          0.8341,          0.5762,          0.8325,          1.0969,          1.0732,          1.0433,          1.0742,         -8.0000,         -7.9997,         -7.9988,         -7.9960,         -7.9782,         -7.9345,         -8.0004,         -7.8677
,        0.300000,          1.0965,          0.6386,          1.0366,          1.0186,          1.0679,          0.6392,          0.6932,          0.7468,          0.7910,          0.8341,          0.5767,          0.8328,          1.0970,          1.0739,          1.0460,          1.0742,         -8.0001,         -7.9998,         -7.9991,         -7.9970,         -7.9833,         -7.9501,         -8.0005,         -7.8999
,        0.308333,          1.0965,          0.6385,          1.0365,          1.0185,          1.0678,          0.6392,          0.6933,          0.7468,          0.7910,          0.8342,          0.5770,          0.8330,          1.0970,          1.0744,          1.0477,          1.0741,         -7.9998,         -7.9999,         -7.9994,         -7.9979,         -7.9875,         -7.9624,         -7.9994,         -7.9239
,        0.316667,          1.0964,          0.6386,          1.0366,          1.0186,          1.0679,          0.6393,          0.6932,          0.7468,          0.7910,          0.8341,          0.5772,          0.8333,          1.0971,          1.0748,          1.0495,          1.0742,         -7.9998,         -7.9999,         -7.9995,         -7.9984,         -7.9906,         -7.9716,         -8.0004,         -7.9419
,        0.325000,          1.0965,          0.6385,          1.0366,          1.0185,          1.0679,          0.6392,          0.6933,          0.7468,          0.7910,          0.8342,          0.5775,          0.8334,          1.0971,          1.0751,          1.0503,          1.0741,         -8.0002,         -7.9999,         -7.9996,         -7.9989,         -7.9929,         -7.9786,         -8.0006,         -7.9560
,        0.333333,          1.0965,          0.6385,          1.0365,          1.0186,          1.0678,          0.6393,          0.6932,          0.7468,          0.7911,          0.8343,          0.5775,          0.8334,          1.0971,          1.0753,          1.0514,          1.0740,         -7.9998,         -8.0000,         -7.9995,         -7.9991,         -7.9947,         -7.9837,         -7.9996,         -7.9669
,        0.341667,          1.0965,          0.6385,          1.0365,          1.0186,          1.0679,          0.6392,          0.6933,          0.7468,          0.7910,          0.8342,          0.5777,          0.8335,          1.0971,          1.0755,          1.0517,          1.0742,         -7.9998,         -8.0000,         -7.9999,         -7.9991,         -7.9959,         -7.9877,         -8.0003,         -7.9747
,        0.350000,          1.0965,          0.6385,          1.0365,          1.0186,          1.0678,          0.6393,          0.6932,          0.7469,          0.7911,          0.8342,          0.5778,          0.8335,          1.0972,          1.0756,          1.0526,          1.0741,         -8.0002,         -8.0000,         -7.9999,         -7.9993,         -7.9968,         -7.9906,         -8.0007,         -7.9806
