"InphaseC4_021","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_InphaseC4\runs\InphaseC4_021.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_InphaseC4\results\021\InphaseC4_021_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.008333,          4.1331,          2.2631,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          4.3315,        -46.4985,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,        -98.7623,         -0.0010
,        0.016667,          3.3329,          1.9864,          2.7397,          3.0551,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.0001,          0.0000,          3.4294,        -91.4298,        -39.6991,          0.0000,          0.0000,          0.0000,         -0.0000,       -101.1325,          0.0009
,        0.025000,          3.0979,          1.4584,          2.3454,          2.9237,          2.5730,          1.3933,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          0.0001,          3.1303,        -89.8039,        -70.8269,        -50.2835,          0.0000,         -0.0003,         -0.0007,        -97.6965,          0.0005
,        0.033333,          2.8204,          1.4823,          2.3023,          2.9422,          2.6598,          1.3137,          1.7520,          1.4299,          0.0000,          0.0001,          0.0001,          0.0001,          0.0000,          0.0000,          0.0000,          2.9556,        -90.7457,        -82.4419,        -70.9978,        -48.7084,         -0.0003,          0.0012,        -98.4414,          0.0001
,        0.041667,          2.6595,          1.5720,          2.2967,          2.9476,          2.6615,          1.3538,          1.7402,          1.9471,          1.2161,          1.1152,          0.0001,          0.0001,          0.0000,          0.0000,          0.0000,          2.7144,        -92.8349,        -88.1657,        -78.5843,        -66.4688,        -42.1420,          0.0005,        -95.9185,          0.0013
,        0.050000,          2.6196,          1.6326,          2.2693,          2.9641,          2.5014,          1.4498,          1.8182,          2.0167,          1.4847,          1.5091,          1.3469,          1.0408,          0.9034,          0.0001,          0.0001,          2.6402,        -95.4938,        -92.4728,        -83.0644,        -76.7559,        -65.8411,        -52.2380,        -97.1480,          0.0008
,        0.058333,          2.6168,          1.6741,          2.2811,          2.9587,          2.4319,          1.5546,          1.8847,          2.1583,          1.6577,          1.5962,          1.4566,          1.1570,          1.0746,          1.2204,          0.8646,          2.5884,        -97.6137,        -95.5820,        -88.3602,        -83.6431,        -76.3736,        -59.4897,        -98.5374,        -57.3336
,        0.066667,          2.6133,          1.7037,          2.2892,          2.8033,          2.4138,          1.6518,          1.9323,          2.2039,          1.7660,          1.6146,          1.4682,          1.4308,          1.4441,          1.8136,          1.7170,          2.5460,        -98.7700,        -97.5115,        -92.7361,        -89.4547,        -79.6502,        -77.3805,        -99.2913,        -93.2847
