"sfe_25 [F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\runs\006\sfe_25.tcf]","Time (h)","V 1 [sfe_25]","V 2 [sfe_25]","V 3 [sfe_25]","V 4 [sfe_25]","V 5 [sfe_25]","V 6 [sfe_25]"
          67,        1.100000,          0.4582,          0.8709,          0.0136,          1.2682,          0.8700,          1.2113
          68,        1.116667,          0.4582,          0.8709,          0.0138,          1.2682,          0.8700,          1.2112
          69,        1.133333,          0.4581,          0.8709,          0.0137,          1.2681,          0.8700,          1.2113
          70,        1.150000,          0.4582,          0.8709,          0.0136,          1.2681,          0.8699,          1.2113
          71,        1.166667,          0.4581,          0.8718,          0.0137,          1.2681,          0.8700,          1.2113
          72,        1.183333,          0.4581,          0.8927,          0.0134,          1.2690,          0.8702,          1.2112
          73,        1.200000,          0.4581,          0.8955,          0.0137,          1.2712,          0.8718,          1.2118
          74,        1.216667,          0.4581,          0.8963,          0.0139,          1.2728,          0.8731,          1.2130
          75,        1.233333,          0.4582,          0.8965,          0.0141,          1.2737,          0.8740,          1.2140
          76,        1.250000,          0.4582,          0.8959,          0.0141,          1.2744,          0.8745,          1.2147
          77,        1.266667,          0.4581,          0.8891,          0.0139,          1.2757,          0.8752,          1.2151
          78,        1.283333,          0.4581,          0.8836,          0.0141,          1.2784,          0.8773,          1.2157
          79,        1.300000,          0.4581,          0.8811,          0.0146,          1.2815,          0.8803,          1.2172
          80,        1.316667,          0.4581,          0.8793,          0.0147,          1.2837,          0.8823,          1.2194
          81,        1.333333,          0.4581,          0.8783,          0.0148,          1.2850,          0.8842,          1.2210
          82,        1.350000,          0.4581,          0.8774,          0.0147,          1.2861,          0.8850,          1.2219
          83,        1.366667,          0.4581,          0.8771,          0.0148,          1.2867,          0.8857,          1.2226
          84,        1.383333,          0.4581,          0.8767,          0.0147,          1.2875,          0.8862,          1.2231
          85,        1.400000,          0.4582,          0.8766,          0.0147,          1.2879,          0.8866,          1.2235
          86,        1.416667,          0.4582,          0.8768,          0.0147,          1.2884,          0.8885,          1.2239
          87,        1.433333,          0.4581,          0.8769,          0.0146,          1.2888,          0.8889,          1.2241
          88,        1.450000,          0.4581,          0.8768,          0.0146,          1.2894,          0.8893,          1.2244
          89,        1.466667,          0.4581,          0.8770,          0.0145,          1.2898,          0.8897,          1.2247
          90,        1.483333,          0.4582,          0.8768,          0.0145,          1.2901,          0.8900,          1.2250
          91,        1.500000,          0.4581,          0.8769,          0.0146,          1.2906,          0.8904,          1.2252
          92,        1.516667,          0.4581,          0.8770,          0.0145,          1.2909,          0.8908,          1.2255
          93,        1.533333,          0.4581,          0.8771,          0.0145,          1.2912,          0.8911,          1.2258
          94,        1.550000,          0.4582,          0.8771,          0.0144,          1.2916,          0.8913,          1.2260
          95,        1.566667,          0.4581,          0.8771,          0.0145,          1.2919,          0.8916,          1.2263
          96,        1.583333,          0.4582,          0.8771,          0.0145,          1.2921,          0.8919,          1.2265
          97,        1.600000,          0.4581,          0.8774,          0.0144,          1.2925,          0.8921,          1.2266
          98,        1.616667,          0.4581,          0.8773,          0.0145,          1.2927,          0.8924,          1.2269
          99,        1.633333,          0.4582,          0.8775,          0.0145,          1.2930,          0.8926,          1.2270
         100,        1.650000,          0.4581,          0.8774,          0.0145,          1.2933,          0.8928,          1.2272
         101,        1.666667,          0.4581,          0.8774,          0.0145,          1.2935,          0.8930,          1.2273
         102,        1.683333,          0.4581,          0.8776,          0.0144,          1.2938,          0.8932,          1.2275
         103,        1.700000,          0.4581,          0.8774,          0.0145,          1.2939,          0.8933,          1.2277
         104,        1.716667,          0.4581,          0.8774,          0.0144,          1.2942,          0.8935,          1.2279
         105,        1.733333,          0.4582,          0.8775,          0.0145,          1.2942,          0.8937,          1.2279
         106,        1.750000,          0.4581,          0.8775,          0.0145,          1.2945,          0.8938,          1.2280
         107,        1.766667,          0.4581,          0.8775,          0.0144,          1.2947,          0.8940,          1.2282
         108,        1.783333,          0.4581,          0.8776,          0.0145,          1.2948,          0.8941,          1.2283
         109,        1.800000,          0.4582,          0.8775,          0.0145,          1.2950,          0.8942,          1.2283
         110,        1.816667,          0.4582,          0.8775,          0.0145,          1.2952,          0.8943,          1.2285
         111,        1.833333,          0.4581,          0.8775,          0.0146,          1.2953,          0.8945,          1.2286
         112,        1.850000,          0.4582,          0.8776,          0.0144,          1.2955,          0.8946,          1.2288
         113,        1.866667,          0.4582,          0.8776,          0.0144,          1.2955,          0.8955,          1.2287
         114,        1.883333,          0.4581,          0.8776,          0.0145,          1.2955,          0.8948,          1.2290
         115,        1.900000,          0.4581,          0.8775,          0.0145,          1.2955,          0.8949,          1.2290
         116,        1.916667,          0.4582,          0.8776,          0.0145,          1.2957,          0.8950,          1.2291
         117,        1.933333,          0.4581,          0.8776,          0.0144,          1.2959,          0.8951,          1.2291
         118,        1.950000,          0.4581,          0.8776,          0.0144,          1.2959,          0.8952,          1.2292
         119,        1.966667,          0.4581,          0.8775,          0.0145,          1.2959,          0.8953,          1.2293
         120,        1.983333,          0.4581,          0.8776,          0.0144,          1.2960,          0.8953,          1.2293
         121,        2.000000,          0.4581,          0.8774,          0.0144,          1.2961,          0.8954,          1.2294
         122,        2.016667,          0.4581,          0.8776,          0.0144,          1.2963,          0.8955,          1.2295
         123,        2.033333,          0.4581,          0.8775,          0.0144,          1.2964,          0.8955,          1.2295
         124,        2.050000,          0.4581,          0.8776,          0.0143,          1.2964,          0.8956,          1.2296
         125,        2.066667,          0.4581,          0.8775,          0.0144,          1.2964,          0.8956,          1.2296
         126,        2.083333,          0.4582,          0.8775,          0.0144,          1.2964,          0.8957,          1.2297
         127,        2.100000,          0.4582,          0.8775,          0.0145,          1.2965,          0.8957,          1.2297
         128,        2.116667,          0.4581,          0.8775,          0.0144,          1.2966,          0.8958,          1.2297
         129,        2.133333,          0.4581,          0.8776,          0.0145,          1.2967,          0.8958,          1.2298
         130,        2.150000,          0.4581,          0.8776,          0.0145,          1.2968,          0.8959,          1.2298
         131,        2.166667,          0.4581,          0.8777,          0.0144,          1.2968,          0.8959,          1.2298
         132,        2.183333,          0.4581,          0.8777,          0.0144,          1.2969,          0.8960,          1.2298
         133,        2.200000,          0.4582,          0.8777,          0.0145,          1.2969,          0.8961,          1.2299
         134,        2.216667,          0.4582,          0.8777,          0.0144,          1.2969,          0.8961,          1.2300
         135,        2.233333,          0.4581,          0.8777,          0.0144,          1.2969,          0.8961,          1.2300
         136,        2.250000,          0.4581,          0.8776,          0.0144,          1.2970,          0.8961,          1.2300
         137,        2.266667,          0.4582,          0.8777,          0.0144,          1.2970,          0.8962,          1.2300
         138,        2.283333,          0.4581,          0.8777,          0.0145,          1.2970,          0.8962,          1.2300
         139,        2.300000,          0.4581,          0.8777,          0.0144,          1.2971,          0.8962,          1.2300
         140,        2.316667,          0.4582,          0.8777,          0.0145,          1.2971,          0.8963,          1.2301
         141,        2.333333,          0.4582,          0.8777,          0.0144,          1.2971,          0.8963,          1.2301
         142,        2.350000,          0.4581,          0.8778,          0.0144,          1.2972,          0.8962,          1.2301
         143,        2.366667,          0.4581,          0.8777,          0.0144,          1.2972,          0.8963,          1.2302
         144,        2.383333,          0.4582,          0.8777,          0.0144,          1.2972,          0.8964,          1.2302
         145,        2.400000,          0.4582,          0.8777,          0.0145,          1.2972,          0.8964,          1.2301
         146,        2.416667,          0.4581,          0.8777,          0.0145,          1.2973,          0.8964,          1.2301
         147,        2.433333,          0.4582,          0.8777,          0.0145,          1.2973,          0.8964,          1.2302
         148,        2.450000,          0.4582,          0.8776,          0.0144,          1.2973,          0.8964,          1.2302
         149,        2.466667,          0.4581,          0.8777,          0.0144,          1.2973,          0.8965,          1.2302
         150,        2.483333,          0.4581,          0.8777,          0.0144,          1.2973,          0.8965,          1.2302
         151,        2.500000,          0.4581,          0.8777,          0.0144,          1.2974,          0.8965,          1.2303
         152,        2.516667,          0.4582,          0.8776,          0.0144,          1.2974,          0.8965,          1.2303
         153,        2.533333,          0.4582,          0.8776,          0.0144,          1.2974,          0.8964,          1.2304
         154,        2.550000,          0.4581,          0.8776,          0.0144,          1.2974,          0.8965,          1.2303
         155,        2.566667,          0.4581,          0.8777,          0.0144,          1.2975,          0.8965,          1.2303
         156,        2.583333,          0.4582,          0.8777,          0.0144,          1.2974,          0.8965,          1.2304
         157,        2.600000,          0.4582,          0.8777,          0.0144,          1.2974,          0.8966,          1.2304
         158,        2.616667,          0.4581,          0.8777,          0.0143,          1.2975,          0.8965,          1.2304
         159,        2.633333,          0.4581,          0.8776,          0.0146,          1.2974,          0.8966,          1.2303
         160,        2.650000,          0.4582,          0.8777,          0.0144,          1.2974,          0.8966,          1.2303
         161,        2.666667,          0.4581,          0.8778,          0.0146,          1.2975,          0.8966,          1.2303
         162,        2.683333,          0.4582,          0.8777,          0.0144,          1.2975,          0.8966,          1.2303
         163,        2.700000,          0.4581,          0.8778,          0.0145,          1.2975,          0.8966,          1.2303
         164,        2.716667,          0.4582,          0.8777,          0.0143,          1.2975,          0.8965,          1.2303
         165,        2.733333,          0.4581,          0.8777,          0.0145,          1.2975,          0.8966,          1.2303
         166,        2.750000,          0.4581,          0.8777,          0.0144,          1.2975,          0.8966,          1.2304
         167,        2.766667,          0.4582,          0.8777,          0.0145,          1.2976,          0.8967,          1.2303
         168,        2.783333,          0.4582,          0.8777,          0.0143,          1.2975,          0.8966,          1.2304
         169,        2.800000,          0.4582,          0.8777,          0.0145,          1.2976,          0.8967,          1.2303
         170,        2.816667,          0.4581,          0.8776,          0.0145,          1.2976,          0.8966,          1.2304
         171,        2.833333,          0.4582,          0.8777,          0.0144,          1.2976,          0.8966,          1.2304
         172,        2.850000,          0.4582,          0.8777,          0.0144,          1.2976,          0.8966,          1.2304
         173,        2.866667,          0.4581,          0.8776,          0.0145,          1.2976,          0.8966,          1.2304
         174,        2.883333,          0.4581,          0.8777,          0.0144,          1.2976,          0.8967,          1.2304
         175,        2.900000,          0.4582,          0.8776,          0.0144,          1.2976,          0.8967,          1.2304
         176,        2.916667,          0.4581,          0.8777,          0.0145,          1.2976,          0.8966,          1.2304
         177,        2.933333,          0.4581,          0.8777,          0.0144,          1.2976,          0.8966,          1.2304
         178,        2.950000,          0.4581,          0.8777,          0.0144,          1.2976,          0.8967,          1.2304
         179,        2.966667,          0.4582,          0.8777,          0.0144,          1.2976,          0.8967,          1.2304
         180,        2.983333,          0.4581,          0.8777,          0.0145,          1.2976,          0.8967,          1.2305
         181,        3.000000,          0.4581,          0.8777,          0.0144,          1.2976,          0.8967,          1.2304
         182,        3.016667,          0.4581,          0.8777,          0.0144,          1.2976,          0.8967,          1.2304
         183,        3.033333,          0.4582,          0.8777,          0.0145,          1.2976,          0.8967,          1.2305
         184,        3.050000,          0.4582,          0.8777,          0.0144,          1.2976,          0.8967,          1.2305
         185,        3.066667,          0.4582,          0.8777,          0.0144,          1.2976,          0.8967,          1.2305
         186,        3.083333,          0.4582,          0.8776,          0.0144,          1.2976,          0.8967,          1.2305
         187,        3.100000,          0.4581,          0.8777,          0.0145,          1.2976,          0.8967,          1.2304
         188,        3.116667,          0.4582,          0.8776,          0.0144,          1.2977,          0.8967,          1.2305
         189,        3.133333,          0.4581,          0.8776,          0.0144,          1.2977,          0.8967,          1.2304
         190,        3.150000,          0.4581,          0.8777,          0.0144,          1.2977,          0.8967,          1.2305
         191,        3.166667,          0.4581,          0.8777,          0.0145,          1.2976,          0.8967,          1.2305
         192,        3.183333,          0.4581,          0.8776,          0.0144,          1.2977,          0.8967,          1.2305
         193,        3.200000,          0.4581,          0.8777,          0.0144,          1.2976,          0.8967,          1.2305
         194,        3.216667,          0.4581,          0.8777,          0.0143,          1.2977,          0.8967,          1.2305
         195,        3.233333,          0.4581,          0.8777,          0.0145,          1.2976,          0.8967,          1.2305
         196,        3.250000,          0.4581,          0.8777,          0.0144,          1.2977,          0.8967,          1.2305
         197,        3.266667,          0.4581,          0.8777,          0.0144,          1.2977,          0.8968,          1.2305
         198,        3.283333,          0.4581,          0.8777,          0.0145,          1.2977,          0.8967,          1.2305
         199,        3.300000,          0.4582,          0.8777,          0.0144,          1.2977,          0.8967,          1.2305
         200,        3.316667,          0.4581,          0.8777,          0.0145,          1.2977,          0.8966,          1.2305
         201,        3.333333,          0.4582,          0.8777,          0.0145,          1.2976,          0.8967,          1.2305
         202,        3.350000,          0.4581,          0.8777,          0.0145,          1.2977,          0.8967,          1.2305
         203,        3.366667,          0.4581,          0.8778,          0.0144,          1.2977,          0.8967,          1.2305
         204,        3.383333,          0.4582,          0.8777,          0.0145,          1.2977,          0.8967,          1.2305
         205,        3.400000,          0.4582,          0.8777,          0.0145,          1.2977,          0.8967,          1.2306
         206,        3.416667,          0.4581,          0.8777,          0.0145,          1.2977,          0.8967,          1.2305
         207,        3.433333,          0.4581,          0.8777,          0.0144,          1.2976,          0.8967,          1.2305
         208,        3.450000,          0.4581,          0.8777,          0.0144,          1.2976,          0.8967,          1.2305
         209,        3.466667,          0.4581,          0.8777,          0.0144,          1.2976,          0.8967,          1.2305
         210,        3.483333,          0.4581,          0.8778,          0.0145,          1.2977,          0.8967,          1.2305
         211,        3.500000,          0.4581,          0.8777,          0.0145,          1.2976,          0.8967,          1.2305
         212,        3.516667,          0.4582,          0.8778,          0.0145,          1.2976,          0.8967,          1.2305
         213,        3.533333,          0.4582,          0.8776,          0.0144,          1.2976,          0.8967,          1.2305
         214,        3.550000,          0.4581,          0.8776,          0.0144,          1.2977,          0.8967,          1.2305
         215,        3.566667,          0.4581,          0.8777,          0.0145,          1.2977,          0.8967,          1.2305
         216,        3.583333,          0.4581,          0.8777,          0.0144,          1.2976,          0.8967,          1.2306
         217,        3.600000,          0.4582,          0.8777,          0.0145,          1.2977,          0.8967,          1.2305
         218,        3.616667,          0.4582,          0.8777,          0.0144,          1.2977,          0.8968,          1.2305
         219,        3.633333,          0.4582,          0.8777,          0.0145,          1.2976,          0.8967,          1.2305
         220,        3.650000,          0.4581,          0.8777,          0.0144,          1.2977,          0.8967,          1.2305
         221,        3.666667,          0.4581,          0.8777,          0.0144,          1.2977,          0.8967,          1.2305
         222,        3.683333,          0.4581,          0.8777,          0.0144,          1.2977,          0.8967,          1.2305
         223,        3.700000,          0.4581,          0.8778,          0.0145,          1.2977,          0.8967,          1.2305
         224,        3.716667,          0.4582,          0.8776,          0.0144,          1.2977,          0.8967,          1.2305
         225,        3.733333,          0.4581,          0.8778,          0.0144,          1.2976,          0.8967,          1.2305
         226,        3.750000,          0.4581,          0.8777,          0.0144,          1.2977,          0.8967,          1.2305
         227,        3.766667,          0.4581,          0.8776,          0.0145,          1.2976,          0.8967,          1.2305
         228,        3.783333,          0.4581,          0.8777,          0.0145,          1.2977,          0.8967,          1.2305
         229,        3.800000,          0.4582,          0.8778,          0.0145,          1.2976,          0.8967,          1.2306
         230,        3.816667,          0.4582,          0.8776,          0.0144,          1.2977,          0.8967,          1.2305
         231,        3.833333,          0.4582,          0.8777,          0.0144,          1.2976,          0.8967,          1.2305
         232,        3.850000,          0.4581,          0.8777,          0.0144,          1.2977,          0.8967,          1.2305
         233,        3.866667,          0.4581,          0.8777,          0.0143,          1.2977,          0.8966,          1.2305
         234,        3.883333,          0.4582,          0.8777,          0.0145,          1.2977,          0.8967,          1.2305
         235,        3.900000,          0.4581,          0.8776,          0.0145,          1.2976,          0.8967,          1.2305
         236,        3.916667,          0.4581,          0.8776,          0.0144,          1.2977,          0.8967,          1.2305
         237,        3.933333,          0.4582,          0.8777,          0.0145,          1.2977,          0.8967,          1.2305
         238,        3.950000,          0.4581,          0.8777,          0.0144,          1.2976,          0.8967,          1.2306
         239,        3.966667,          0.4581,          0.8777,          0.0145,          1.2977,          0.8967,          1.2305
         240,        3.983333,          0.4581,          0.8777,          0.0145,          1.2976,          0.8967,          1.2305
         241,        4.000000,          0.4582,          0.8776,          0.0145,          1.2977,          0.8967,          1.2305

