"sfe_25 [F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\runs\006\sfe_25.tcf]","Time (h)","Q 1 [sfe_25]","Q 2 [sfe_25]","Q 3 [sfe_25]","Q 4 [sfe_25]"
           1,        0.000000,          0.0000,          0.0000,          0.0000,          0.0000
           2,        0.016667,          0.0000,          0.0000,          0.0000,          0.0000
           3,        0.033333,          0.0000,          0.0000,          0.0000,          0.0000
           4,        0.050000,          0.0000,          0.0000,          0.0000,          0.0000
           5,        0.066667,          0.0000,          0.0000,          0.0000,          0.0000
           6,        0.083333,          0.0000,          0.0000,          0.0000,          0.0000
           7,        0.100000,          0.0000,          0.0000,          0.0000,          0.0000
           8,        0.116667,          0.3859,          0.0000,          0.0000,          0.0000
           9,        0.133333,          0.7724,          0.0000,          0.0000,          0.0000
          10,        0.150000,          0.9899,          0.1446,          0.0000,          0.0000
          11,        0.166667,          1.1110,          0.8218,          0.0000,          0.0000
          12,        0.183333,          1.1812,          0.9574,          0.0978,          0.0000
          13,        0.200000,          1.2174,          0.9197,          0.2495,          0.0000
          14,        0.216667,          1.2367,          1.0548,          0.6175,          0.0000
          15,        0.233333,          1.2470,          1.1079,          0.8956,          0.4913
          16,        0.250000,          1.2525,          1.1674,          1.0390,          0.8934
          17,        0.266667,          1.2556,          1.2072,          1.1237,          1.0452
          18,        0.283333,          1.2570,          1.2310,          1.1794,          1.1328
          19,        0.300000,          1.2578,          1.2419,          1.2123,          1.1834
          20,        0.316667,          1.2583,          1.2473,          1.2315,          1.2228
          21,        0.333333,          1.2585,          1.2532,          1.2427,          1.2345
          22,        0.350000,          1.2585,          1.2564,          1.2497,          1.2438
          23,        0.366667,          1.2586,          1.2565,          1.2536,          1.2504
          24,        0.383333,          1.2588,          1.2581,          1.2558,          1.2541
          25,        0.400000,          1.2588,          1.2583,          1.2571,          1.2560
          26,        0.416667,          1.2587,          1.2583,          1.2579,          1.2572
          27,        0.433333,          1.2587,          1.2588,          1.2583,          1.2579
          28,        0.450000,          1.2586,          1.2589,          1.2585,          1.2583
          29,        0.466667,          1.2587,          1.2588,          1.2587,          1.2586
          30,        0.483333,          1.2587,          1.2587,          1.2588,          1.2588
          31,        0.500000,          1.2588,          1.2584,          1.2588,          1.2588
          32,        0.516667,          1.2587,          1.2586,          1.2589,          1.2588
          33,        0.533333,          1.2589,          1.2587,          1.2589,          1.2589
          34,        0.550000,          1.2588,          1.2590,          1.2589,          1.2589
          35,        0.566667,          1.2587,          1.2590,          1.2588,          1.2588
          36,        0.583333,          1.2587,          1.2586,          1.2589,          1.2589
          37,        0.600000,          1.2587,          1.2588,          1.2589,          1.2589
          38,        0.616667,          1.2588,          1.2588,          1.2589,          1.2589
          39,        0.633333,          1.2587,          1.2585,          1.2589,          1.2589
          40,        0.650000,          1.2587,          1.2589,          1.2589,          1.2588
          41,        0.666667,          1.2587,          1.2588,          1.2589,          1.2589
          42,        0.683333,          1.2586,          1.2589,          1.2589,          1.2589
          43,        0.700000,          1.2586,          1.2589,          1.2589,          1.2589
          44,        0.716667,          1.2587,          1.2588,          1.2589,          1.2589
          45,        0.733333,          1.2587,          1.2590,          1.2589,          1.2589
          46,        0.750000,          1.2587,          1.2589,          1.2589,          1.2589
          47,        0.766667,          1.2589,          1.2586,          1.2589,          1.2589
          48,        0.783333,          1.2588,          1.2590,          1.2590,          1.2588
          49,        0.800000,          1.2588,          1.2589,          1.2590,          1.2589
          50,        0.816667,          1.2586,          1.2587,          1.2589,          1.2589
          51,        0.833333,          1.2587,          1.2588,          1.2589,          1.2589
          52,        0.850000,          1.2587,          1.2590,          1.2589,          1.2589
          53,        0.866667,          1.2588,          1.2589,          1.2589,          1.2588
          54,        0.883333,          1.2586,          1.2590,          1.2589,          1.2589
          55,        0.900000,          1.2586,          1.2590,          1.2589,          1.2589
          56,        0.916667,          1.2588,          1.2589,          1.2589,          1.2589
          57,        0.933333,          1.2588,          1.2588,          1.2589,          1.2589
          58,        0.950000,          1.2588,          1.2589,          1.2589,          1.2589
          59,        0.966667,          1.2588,          1.2592,          1.2589,          1.2589
          60,        0.983333,          1.2587,          1.2591,          1.2589,          1.2589
          61,        1.000000,          1.2588,          1.2588,          1.2589,          1.2589
          62,        1.016667,          1.2587,          1.2589,          1.2589,          1.2589
          63,        1.033333,          1.2588,          1.2588,          1.2589,          1.2589
          64,        1.050000,          1.2588,          1.2591,          1.2589,          1.2589
          65,        1.066667,          1.2587,          1.2588,          1.2590,          1.2589
          66,        1.083333,          1.2588,          1.2589,          1.2589,          1.2589
          67,        1.100000,          1.2588,          1.2588,          1.2588,          1.2590
          68,        1.116667,          1.2587,          1.2588,          1.2589,          1.2589
          69,        1.133333,          1.2587,          1.2590,          1.2589,          1.2589
          70,        1.150000,          1.2588,          1.2589,          1.2589,          1.2589
          71,        1.166667,          1.2587,          1.2591,          1.2589,          1.2589
          72,        1.183333,          1.2587,          1.2677,          1.2596,          1.2589
          73,        1.200000,          1.2587,          1.2702,          1.2644,          1.2607
          74,        1.216667,          1.2587,          1.2721,          1.2682,          1.2651
          75,        1.233333,          1.2587,          1.2730,          1.2707,          1.2687
          76,        1.250000,          1.2587,          1.2745,          1.2725,          1.2710
          77,        1.266667,          1.2587,          1.2837,          1.2745,          1.2727
          78,        1.283333,          1.2588,          1.2936,          1.2810,          1.2757
          79,        1.300000,          1.2587,          1.2994,          1.2901,          1.2828
          80,        1.316667,          1.2588,          1.3028,          1.2966,          1.2914
          81,        1.333333,          1.2588,          1.3050,          1.3008,          1.2976
          82,        1.350000,          1.2586,          1.3070,          1.3037,          1.3014
          83,        1.366667,          1.2589,          1.3079,          1.3058,          1.3040
          84,        1.383333,          1.2588,          1.3094,          1.3076,          1.3062
          85,        1.400000,          1.2587,          1.3104,          1.3090,          1.3078
          86,        1.416667,          1.2586,          1.3119,          1.3100,          1.3094
          87,        1.433333,          1.2588,          1.3127,          1.3112,          1.3103
          88,        1.450000,          1.2587,          1.3138,          1.3126,          1.3115
          89,        1.466667,          1.2588,          1.3149,          1.3137,          1.3128
          90,        1.483333,          1.2587,          1.3160,          1.3147,          1.3139
          91,        1.500000,          1.2587,          1.3170,          1.3157,          1.3148
          92,        1.516667,          1.2587,          1.3181,          1.3166,          1.3158
          93,        1.533333,          1.2587,          1.3188,          1.3176,          1.3169
          94,        1.550000,          1.2588,          1.3197,          1.3186,          1.3178
          95,        1.566667,          1.2588,          1.3207,          1.3194,          1.3188
          96,        1.583333,          1.2587,          1.3213,          1.3202,          1.3196
          97,        1.600000,          1.2588,          1.3223,          1.3209,          1.3204
          98,        1.616667,          1.2588,          1.3226,          1.3217,          1.3211
          99,        1.633333,          1.2586,          1.3232,          1.3224,          1.3219
         100,        1.650000,          1.2589,          1.3240,          1.3232,          1.3226
         101,        1.666667,          1.2586,          1.3245,          1.3238,          1.3232
         102,        1.683333,          1.2588,          1.3251,          1.3243,          1.3239
         103,        1.700000,          1.2587,          1.3253,          1.3248,          1.3244
         104,        1.716667,          1.2587,          1.3260,          1.3253,          1.3249
         105,        1.733333,          1.2587,          1.3265,          1.3258,          1.3254
         106,        1.750000,          1.2587,          1.3269,          1.3263,          1.3260
         107,        1.766667,          1.2586,          1.3279,          1.3268,          1.3264
         108,        1.783333,          1.2587,          1.3279,          1.3272,          1.3269
         109,        1.800000,          1.2588,          1.3285,          1.3276,          1.3273
         110,        1.816667,          1.2587,          1.3288,          1.3280,          1.3278
         111,        1.833333,          1.2588,          1.3290,          1.3285,          1.3281
         112,        1.850000,          1.2588,          1.3293,          1.3288,          1.3286
         113,        1.866667,          1.2588,          1.3296,          1.3305,          1.3290
         114,        1.883333,          1.2587,          1.3298,          1.3296,          1.3297
         115,        1.900000,          1.2587,          1.3304,          1.3299,          1.3296
         116,        1.916667,          1.2587,          1.3306,          1.3302,          1.3299
         117,        1.933333,          1.2587,          1.3307,          1.3304,          1.3302
         118,        1.950000,          1.2586,          1.3311,          1.3307,          1.3306
         119,        1.966667,          1.2588,          1.3313,          1.3310,          1.3308
         120,        1.983333,          1.2587,          1.3316,          1.3313,          1.3310
         121,        2.000000,          1.2587,          1.3317,          1.3315,          1.3313
         122,        2.016667,          1.2588,          1.3319,          1.3317,          1.3315
         123,        2.033333,          1.2588,          1.3323,          1.3319,          1.3317
         124,        2.050000,          1.2587,          1.3320,          1.3321,          1.3320
         125,        2.066667,          1.2588,          1.3325,          1.3323,          1.3321
         126,        2.083333,          1.2587,          1.3324,          1.3324,          1.3323
         127,        2.100000,          1.2587,          1.3328,          1.3326,          1.3325
         128,        2.116667,          1.2588,          1.3327,          1.3327,          1.3327
         129,        2.133333,          1.2588,          1.3331,          1.3329,          1.3328
         130,        2.150000,          1.2588,          1.3335,          1.3332,          1.3330
         131,        2.166667,          1.2588,          1.3335,          1.3332,          1.3331
         132,        2.183333,          1.2587,          1.3332,          1.3333,          1.3332
         133,        2.200000,          1.2587,          1.3336,          1.3334,          1.3334
         134,        2.216667,          1.2588,          1.3337,          1.3336,          1.3335
         135,        2.233333,          1.2589,          1.3341,          1.3337,          1.3336
         136,        2.250000,          1.2587,          1.3336,          1.3338,          1.3337
         137,        2.266667,          1.2587,          1.3337,          1.3339,          1.3338
         138,        2.283333,          1.2587,          1.3342,          1.3340,          1.3340
         139,        2.300000,          1.2586,          1.3340,          1.3341,          1.3340
         140,        2.316667,          1.2587,          1.3345,          1.3341,          1.3341
         141,        2.333333,          1.2586,          1.3343,          1.3342,          1.3342
         142,        2.350000,          1.2587,          1.3343,          1.3343,          1.3342
         143,        2.366667,          1.2588,          1.3341,          1.3344,          1.3343
         144,        2.383333,          1.2588,          1.3344,          1.3345,          1.3344
         145,        2.400000,          1.2587,          1.3346,          1.3345,          1.3344
         146,        2.416667,          1.2587,          1.3347,          1.3346,          1.3345
         147,        2.433333,          1.2588,          1.3347,          1.3346,          1.3346
         148,        2.450000,          1.2587,          1.3351,          1.3347,          1.3346
         149,        2.466667,          1.2589,          1.3349,          1.3348,          1.3348
         150,        2.483333,          1.2588,          1.3350,          1.3348,          1.3348
         151,        2.500000,          1.2588,          1.3350,          1.3349,          1.3348
         152,        2.516667,          1.2588,          1.3347,          1.3349,          1.3348
         153,        2.533333,          1.2587,          1.3351,          1.3350,          1.3350
         154,        2.550000,          1.2587,          1.3355,          1.3350,          1.3350
         155,        2.566667,          1.2587,          1.3353,          1.3350,          1.3350
         156,        2.583333,          1.2587,          1.3352,          1.3351,          1.3351
         157,        2.600000,          1.2588,          1.3353,          1.3351,          1.3351
         158,        2.616667,          1.2587,          1.3351,          1.3351,          1.3352
         159,        2.633333,          1.2588,          1.3354,          1.3352,          1.3352
         160,        2.650000,          1.2588,          1.3354,          1.3352,          1.3352
         161,        2.666667,          1.2587,          1.3352,          1.3352,          1.3352
         162,        2.683333,          1.2586,          1.3353,          1.3352,          1.3352
         163,        2.700000,          1.2587,          1.3352,          1.3353,          1.3353
         164,        2.716667,          1.2588,          1.3351,          1.3353,          1.3353
         165,        2.733333,          1.2586,          1.3351,          1.3353,          1.3353
         166,        2.750000,          1.2589,          1.3357,          1.3354,          1.3354
         167,        2.766667,          1.2586,          1.3354,          1.3353,          1.3354
         168,        2.783333,          1.2588,          1.3353,          1.3354,          1.3354
         169,        2.800000,          1.2588,          1.3351,          1.3354,          1.3354
         170,        2.816667,          1.2588,          1.3352,          1.3355,          1.3354
         171,        2.833333,          1.2586,          1.3357,          1.3354,          1.3355
         172,        2.850000,          1.2588,          1.3355,          1.3355,          1.3355
         173,        2.866667,          1.2588,          1.3357,          1.3355,          1.3355
         174,        2.883333,          1.2587,          1.3352,          1.3355,          1.3355
         175,        2.900000,          1.2587,          1.3355,          1.3355,          1.3355
         176,        2.916667,          1.2587,          1.3357,          1.3355,          1.3355
         177,        2.933333,          1.2588,          1.3354,          1.3356,          1.3355
         178,        2.950000,          1.2588,          1.3354,          1.3356,          1.3356
         179,        2.966667,          1.2588,          1.3355,          1.3356,          1.3356
         180,        2.983333,          1.2588,          1.3355,          1.3356,          1.3356
         181,        3.000000,          1.2588,          1.3356,          1.3356,          1.3356
         182,        3.016667,          1.2587,          1.3356,          1.3356,          1.3356
         183,        3.033333,          1.2588,          1.3355,          1.3356,          1.3356
         184,        3.050000,          1.2588,          1.3359,          1.3356,          1.3356
         185,        3.066667,          1.2587,          1.3355,          1.3356,          1.3356
         186,        3.083333,          1.2588,          1.3353,          1.3357,          1.3356
         187,        3.100000,          1.2587,          1.3357,          1.3356,          1.3356
         188,        3.116667,          1.2587,          1.3357,          1.3357,          1.3357
         189,        3.133333,          1.2586,          1.3358,          1.3357,          1.3356
         190,        3.150000,          1.2589,          1.3358,          1.3356,          1.3356
         191,        3.166667,          1.2587,          1.3359,          1.3356,          1.3357
         192,        3.183333,          1.2588,          1.3355,          1.3357,          1.3357
         193,        3.200000,          1.2586,          1.3357,          1.3356,          1.3356
         194,        3.216667,          1.2588,          1.3358,          1.3356,          1.3357
         195,        3.233333,          1.2588,          1.3357,          1.3358,          1.3357
         196,        3.250000,          1.2587,          1.3355,          1.3357,          1.3357
         197,        3.266667,          1.2588,          1.3354,          1.3356,          1.3357
         198,        3.283333,          1.2587,          1.3359,          1.3357,          1.3357
         199,        3.300000,          1.2588,          1.3358,          1.3357,          1.3357
         200,        3.316667,          1.2587,          1.3357,          1.3357,          1.3357
         201,        3.333333,          1.2588,          1.3355,          1.3357,          1.3357
         202,        3.350000,          1.2587,          1.3358,          1.3357,          1.3357
         203,        3.366667,          1.2587,          1.3357,          1.3357,          1.3357
         204,        3.383333,          1.2587,          1.3359,          1.3357,          1.3357
         205,        3.400000,          1.2588,          1.3359,          1.3358,          1.3357
         206,        3.416667,          1.2587,          1.3354,          1.3357,          1.3357
         207,        3.433333,          1.2587,          1.3359,          1.3357,          1.3357
         208,        3.450000,          1.2587,          1.3358,          1.3358,          1.3358
         209,        3.466667,          1.2587,          1.3358,          1.3357,          1.3357
         210,        3.483333,          1.2587,          1.3357,          1.3357,          1.3357
         211,        3.500000,          1.2587,          1.3355,          1.3357,          1.3358
         212,        3.516667,          1.2587,          1.3355,          1.3357,          1.3357
