"VanillaC4_011 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_VanillaC4\runs\VanillaC4_011.tcf]","Time (h)","Q 2 [VanillaC4_011]","Q 3 [VanillaC4_011]","Q 4 [VanillaC4_011]","Q 5 [VanillaC4_011]","Q 6 [VanillaC4_011]","Q 7 [VanillaC4_011]","Q 1 [VanillaC4_011]","Q  8 [VanillaC4_011]"
           1,        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           2,        0.008333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -6.2204,          0.0000
           3,        0.016667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -10.2929,          0.0004
           4,        0.025000,         -7.1704,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -11.2083,         -0.0003
           5,        0.033333,         -9.4888,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,        -11.4675,          0.0004
           6,        0.041667,        -10.5180,         -4.4853,          0.0000,          0.0000,          0.0000,         -0.0001,        -11.7092,         -0.0008
           7,        0.050000,        -11.0421,         -7.8045,          0.0000,          0.0000,          0.0000,          0.0001,        -11.8023,         -0.0005
           8,        0.058333,        -11.3806,         -9.3640,          0.0000,          0.0000,          0.0000,         -0.0001,        -11.8705,         -0.0007
           9,        0.066667,        -11.5784,        -10.2534,         -5.5309,          0.0000,          0.0000,         -0.0001,        -11.9101,          0.0005
          10,        0.075000,        -11.7087,        -10.8001,         -7.9024,          0.0000,          0.0000,         -0.0003,        -11.9377,         -0.0007
          11,        0.083333,        -11.7943,        -11.1634,         -9.2297,         -4.2327,          0.0000,          0.0002,        -11.9567,          0.0005
          12,        0.091667,        -11.8532,        -11.4071,        -10.0684,         -7.0658,          0.0000,         -0.0002,        -11.9684,          0.0006
          13,        0.100000,        -11.8938,        -11.5754,        -10.6209,         -8.6174,          0.0000,          0.0003,        -11.9780,         -0.0000
          14,        0.108333,        -11.9232,        -11.6924,        -11.0037,         -9.6016,          0.0000,         -0.0002,        -11.9841,          0.0001
          15,        0.116667,        -11.9441,        -11.7745,        -11.2749,        -10.2700,         -2.7000,         -0.0004,        -11.9879,         -0.0001
          16,        0.125000,        -11.9594,        -11.8330,        -11.4680,        -10.7286,         -6.1182,          0.0002,        -11.9916,         -0.0010
          17,        0.133333,        -11.9701,        -11.8761,        -11.6065,        -11.0630,         -7.8969,         -0.0002,        -11.9939,         -0.0003
          18,        0.141667,        -11.9778,        -11.9082,        -11.7069,        -11.3049,         -9.0339,         -3.1482,        -11.9957,         -0.0003
          19,        0.150000,        -11.9838,        -11.9319,        -11.7799,        -11.4809,         -9.8150,         -5.8924,        -11.9964,         -0.0015
          20,        0.158333,        -11.9881,        -11.9492,        -11.8337,        -11.6102,        -10.3687,         -7.6143,        -11.9976,         -4.3852
          21,        0.166667,        -11.9909,        -11.9621,        -11.8747,        -11.7053,        -10.7694,         -8.7769,        -11.9979,         -6.4939
          22,        0.175000,        -11.9932,        -11.9718,        -11.9054,        -11.7760,        -11.0711,         -9.5946,        -11.9987,         -8.6500
          23,        0.183333,        -11.9950,        -11.9790,        -11.9286,        -11.8287,        -11.2952,        -10.1780,        -11.9990,         -9.3550
