iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
1,0.025,0.025,0.025,0,0.0548248,0.00012207,5.48248
2,0.0504996,0.0255102,0.0254996,9.15527e-05,0.0559387,0.000213623,5.53755
3,0.0765193,0.0260308,0.0260197,0.000244141,0.0570831,0.000396729,5.59479
4,0.103081,0.0265621,0.0265618,0.000488281,0.0582428,0.000671387,5.65391
5,0.130184,0.0271041,0.0271027,0.000823975,0.059433,0.00108337,5.71409
6,0.157837,0.0276573,0.0276535,0.00131226,0.0606537,0.00161743,5.77549
7,0.186051,0.0282217,0.0282141,0.00187683,0.0618896,0.00231934,5.83794
8,0.214836,0.0287977,0.0287844,0.00254822,0.0631561,0.00318909,5.90155
9,0.244214,0.0293854,0.0293785,0.00332642,0.0644379,0.00422668,5.9666
10,0.274197,0.0299851,0.0299828,0.00422668,0.0657501,0.00541687,6.03307
11,0.304779,0.030597,0.0305816,0.00523376,0.0670929,0.0067749,6.10058
12,0.336,0.0312215,0.0312214,0.00631714,0.0684662,0.008255,6.1699
13,0.367855,0.0318586,0.0318548,0.00750732,0.06987,0.00985718,6.24059
14,0.400352,0.0325088,0.0324971,0.00874329,0.0712891,0.0115662,6.31248
15,0.433518,0.0331722,0.0331662,0.0100403,0.0727539,0.0133209,6.38605
16,0.467363,0.0338492,0.0338446,0.0113525,0.074234,0.0151215,6.4611
17,0.501894,0.03454,0.0345317,0.0126648,0.0757446,0.0169067,6.53757
18,0.537121,0.0352449,0.0352268,0.0139771,0.077301,0.0186768,6.61552
19,0.573072,0.0359642,0.035951,0.0152435,0.0788727,0.020401,6.69512
20,0.609755,0.0366982,0.0366833,0.016449,0.0804749,0.0220337,6.77629
21,0.647202,0.0374471,0.0374466,0.0176086,0.0821228,0.0235901,6.85936
22,0.685396,0.0382114,0.0381936,0.0187073,0.0838013,0.0250397,6.94389
23,0.724367,0.0389912,0.0389715,0.0197296,0.0855103,0.0263824,7.0432
24,0.764149,0.0397869,0.0397823,0.0206757,0.0872498,0.0275726,7.15495
25,0.804722,0.0405989,0.0405725,0.0215149,0.089035,0.0286102,7.27472
26,0.846146,0.0414274,0.0414243,0.0221863,0.0908508,0.0294495,7.39912
27,0.888399,0.0422729,0.0422528,0.0226898,0.0927124,0.0300598,7.52354
28,0.931515,0.0431356,0.0431157,0.0231018,0.0946045,0.0304871,7.64547
29,0.97553,0.0440159,0.0440153,0.023468,0.0965271,0.0307159,7.76246
30,1.02042,0.0449142,0.0448855,0.0237122,0.0984955,0.0307922,7.87221
31,1.06624,0.0458308,0.0458272,0.0251312,0.10051,0.0307312,7.97411
32,1.11298,0.0467662,0.0467357,0.0266113,0.10257,0.0305481,8.06969
33,1.1607,0.0477206,0.0477204,0.0281525,0.10466,0.0302582,8.16821
34,1.20937,0.0486945,0.0486677,0.0297394,0.106796,0.0298462,8.26904
35,1.25902,0.0496882,0.0496543,0.0313721,0.108978,0.0293732,8.37242
36,1.3097,0.0507023,0.0506825,0.03302,0.111191,0.0288086,8.47854
37,1.36141,0.051737,0.0517095,0.0346832,0.113464,0.0281982,8.58724
38,1.41419,0.0527929,0.05278,0.0363617,0.115784,0.0275269,8.69877
39,1.46804,0.0538703,0.0538472,0.0380402,0.118149,0.0268097,8.81288
40,1.523,0.0549697,0.0549596,0.0397186,0.12056,0.026062,8.92983
