"OutphaseC4_014","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_OutphaseC4\runs\OutphaseC4_014.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_OutphaseC4\results\014\OutphaseC4_014_POMM.csv","Maximum (Extracted from Time Series)",          1.5681,          1.0076,          2.9295,          1.0224,          1.1632,          1.2280,          1.0610,          0.4932,          1.5083,          2.2537,          0.3523,          1.1981,          1.0284,          2.5056,          3.6958,          1.1738,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
"","Time of Maximum",          4.9750,          0.1583,          0.0500,          0.1083,          5.0667,          0.4833,          0.1083,          0.3583,          0.5250,          0.2500,          0.1583,          1.3667,          0.6083,          0.6250,          3.3167,          0.0083,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
"","Minimum (Extracted From Time Series)",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -30.1464,        -30.0455,        -30.0158,        -30.0158,        -30.0029,        -30.0023,        -30.5445,        -30.0007
"","Time of Minimum",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1917,          3.0000,          0.5583,          0.5500,          2.8000,          2.6333,          5.1167,          3.8667
