iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
1,0.025,0.025,0.025,0.000167847,0.0674896,0.000320435,6.74896
2,0.0504996,0.0255102,0.0254996,0.000732422,0.0688629,0.00108337,6.81686
3,0.0765193,0.0260308,0.0260197,0.00178528,0.0702667,0.00248718,6.88719
4,0.103081,0.0265621,0.0265618,0.00326538,0.071701,0.00454712,6.96007
5,0.130184,0.0271041,0.0271027,0.00521851,0.0731659,0.00724792,7.03421
6,0.157837,0.0276573,0.0276535,0.00758362,0.0746613,0.0105591,7.10971
7,0.186051,0.0282217,0.0282141,0.0103149,0.0761871,0.0143433,7.18658
8,0.214836,0.0287977,0.0287844,0.0132599,0.0777435,0.0184784,7.26485
9,0.244214,0.0293854,0.0293785,0.0163116,0.0793304,0.0227509,7.34501
10,0.274197,0.0299851,0.0299828,0.0193329,0.0809479,0.026947,7.52397
11,0.304779,0.030597,0.0305816,0.0221863,0.0832825,0.0309296,7.80299
12,0.336,0.0312215,0.0312214,0.0247955,0.0853577,0.0345459,8.14793
13,0.367855,0.0318586,0.0318548,0.0270996,0.0867767,0.0377502,8.5319
14,0.400352,0.0325088,0.0324971,0.0291138,0.0877533,0.0404968,8.93468
15,0.433518,0.0331722,0.0331662,0.0308228,0.0895538,0.0428467,9.3436
16,0.467363,0.0338492,0.0338446,0.0322571,0.0913696,0.0447693,9.74749
17,0.501894,0.03454,0.0345317,0.0332336,0.0932465,0.046051,10.1327
18,0.537121,0.0352449,0.0352268,0.0337067,0.0951385,0.0466614,10.4877
19,0.573072,0.0359642,0.035951,0.0358276,0.0970917,0.0467377,10.8068
20,0.609755,0.0366982,0.0366833,0.0384216,0.0990753,0.046402,11.0868
21,0.647202,0.0374471,0.0374466,0.0410614,0.101089,0.0457306,11.3273
22,0.685396,0.0382114,0.0381936,0.0437317,0.103149,0.0448456,11.5287
23,0.724367,0.0389912,0.0389715,0.0463562,0.105255,0.043808,11.6937
24,0.764149,0.0397869,0.0397823,0.0489349,0.107407,0.0426636,11.8252
25,0.804722,0.0405989,0.0405725,0.0514679,0.109604,0.0414124,11.9245
26,0.846146,0.0414274,0.0414243,0.0539246,0.111832,0.0401306,11.9956
27,0.888399,0.0422729,0.0422528,0.0562592,0.11412,0.0387878,12.0397
28,0.931515,0.0431356,0.0431157,0.0585938,0.116455,0.0374298,12.0596
29,0.97553,0.0440159,0.0440153,0.060791,0.11882,0.0360413,12.0575
30,1.02042,0.0449142,0.0448855,0.062851,0.121246,0.0346069,12.0602
31,1.06624,0.0458308,0.0458272,0.0645905,0.123718,0.0331879,12.0735
32,1.11298,0.0467662,0.0467357,0.06604,0.126251,0.0317841,12.0963
33,1.1607,0.0477206,0.0477204,0.067215,0.12883,0.03302,12.1287
34,1.20937,0.0486945,0.0486677,0.0683594,0.131454,0.0344543,12.1693
35,1.25902,0.0496882,0.0496543,0.0715485,0.13414,0.035675,12.218
36,1.3097,0.0507023,0.0506825,0.0747986,0.136871,0.0366821,12.2747
37,1.36141,0.051737,0.0517095,0.0780792,0.139664,0.0375824,12.3386
38,1.41419,0.0527929,0.05278,0.0812378,0.142517,0.0387573,12.4099
39,1.46804,0.0538703,0.0538472,0.0840607,0.145432,0.0400848,12.4879
40,1.523,0.0549697,0.0549596,0.0864258,0.148392,0.0413361,12.5727
41,1.57907,0.0560915,0.0560662,0.0883179,0.151428,0.0424957,12.6637
42,1.63629,0.0572362,0.0572193,0.0897369,0.15451,0.043457,12.761
43,1.69465,0.0584043,0.0583637,0.0907593,0.157669,0.0441742,12.8641
44,1.7542,0.0595962,0.059556,0.0913849,0.160889,0.0449829,12.9733
45,1.815,0.0608125,0.0607994,0.0930786,0.164169,0.0457916,13.0885
46,1.87704,0.0620536,0.0620309,0.0960236,0.167526,0.0460052,13.2094
47,1.94035,0.06332,0.0633148,0.098938,0.170944,0.0458527,13.3361
48,2.00493,0.0646122,0.0645825,0.101669,0.174423,0.0453644,13.4681
49,2.07084,0.0659308,0.0659035,0.104141,0.177994,0.0445557,13.6057
50,2.13804,0.0672763,0.0672032,0.106293,0.181625,0.0449371,13.7483
51,2.20668,0.0686493,0.0686382,0.108093,0.185333,0.0467834,13.8971
52,2.27664,0.0700503,0.0699677,0.109512,0.189117,0.0484467,14.0505
53,2.34808,0.0714799,0.0714398,0.11055,0.192963,0.0496826,14.2098
54,2.42097,0.0729387,0.0728849,0.111221,0.196915,0.0505219,14.3744
55,2.49536,0.0744272,0.0743915,0.111633,0.200928,0.0510101,14.5446
56,2.57122,0.0759462,0.0758636,0.111755,0.205032,0.051178,14.7197
57,2.64862,0.0774961,0.0773973,0.113647,0.209213,0.0510712,14.9002
58,2.72762,0.0790776,0.0789964,0.11908,0.213486,0.0507355,15.0863
59,2.80828,0.0806915,0.0806653,0.125153,0.217834,0.0501862,15.2784
60,2.89057,0.0823382,0.0822902,0.130722,0.22229,0.0493164,15.4759
61,2.97456,0.0840186,0.0839844,0.135605,0.226822,0.0480804,15.6791
62,3.06018,0.0857333,0.0856238,0.139603,0.231445,0.0465546,15.8872
63,3.14765,0.0874829,0.0874652,0.143677,0.236176,0.0506287,16.1019
64,3.2369,0.0892683,0.0892502,0.150696,0.240997,0.0534058,16.3223
65,3.32786,0.0910901,0.0909665,0.157196,0.245911,0.0548553,16.5474
66,3.42077,0.0929491,0.0929051,0.162567,0.250931,0.0553131,16.7792
67,3.51554,0.094846,0.0947726,0.166092,0.256058,0.0549927,17.0166
68,3.61226,0.0967816,0.09672,0.167236,0.261276,0.0540161,17.2601
69,3.71101,0.0987568,0.0987526,0.171219,0.266617,0.0526123,17.5102
70,3.81171,0.100772,0.100696,0.17688,0.272049,0.0541077,17.7658
71,3.91443,0.102829,0.102721,0.179932,0.277603,0.0569,18.0273
72,4.01926,0.104927,0.104833,0.180038,0.283264,0.0619812,18.2953
73,4.1263,0.107069,0.107038,0.177994,0.289047,0.0640869,18.5703
74,4.23543,0.109254,0.109128,0.179794,0.294952,0.0657959,18.8509
75,4.34674,0.111483,0.111307,0.182266,0.300964,0.066925,19.1376
76,4.46031,0.113759,0.113578,0.182449,0.307114,0.067627,19.4311
77,4.57626,0.11608,0.115949,0.185303,0.313385,0.0678711,19.7319
78,4.69469,0.118449,0.118427,0.18959,0.319778,0.0676575,20.0407
79,4.81544,0.120867,0.120754,0.191574,0.326309,0.0675812,20.3556
80,4.93862,0.123333,0.12318,0.195282,0.332962,0.0677032,20.6773
81,5.06434,0.12585,0.125711,0.20137,0.339752,0.0680237,21.0065
82,5.19269,0.128419,0.128354,0.205093,0.346695,0.0686646,21.3438
83,5.32349,0.131039,0.130805,0.206207,0.35376,0.0697632,21.687
84,5.45718,0.133714,0.133683,0.205109,0.360992,0.0713043,22.0399
85,5.59353,0.136442,0.136357,0.208435,0.368347,0.0733643,22.4
86,5.73268,0.139227,0.139147,0.216003,0.37587,0.076004,22.7681
87,5.87474,0.142068,0.142061,0.222321,0.383545,0.0792236,23.1449
88,6.01946,0.144968,0.14472,0.225571,0.391373,0.082901,23.5278
89,6.16735,0.147926,0.147892,0.224823,0.399353,0.0868683,23.921
90,6.31815,0.150945,0.150792,0.228699,0.407501,0.0909271,24.3217
91,6.47196,0.154026,0.153816,0.233414,0.415817,0.0948486,24.7306
92,6.62894,0.157169,0.156974,0.235718,0.424316,0.0984497,25.1485
93,6.78921,0.160377,0.160273,0.235626,0.432968,0.101578,25.5763
94,6.95243,0.16365,0.163223,0.240326,0.441803,0.104095,26.0103
95,7.11925,0.166989,0.166816,0.244553,0.450821,0.105972,26.4561
96,7.28928,0.170397,0.170035,0.248856,0.460022,0.107407,26.9098
97,7.46267,0.173875,0.173391,0.253616,0.469406,0.10878,27.3721
98,7.63957,0.177423,0.176893,0.259171,0.478989,0.110489,27.8441
99,7.82012,0.181044,0.180553,0.265381,0.48877,0.112839,28.3267
100,8.0045,0.184739,0.184381,0.27449,0.498734,0.116089,28.8208
101,8.19289,0.188509,0.188389,0.288879,0.508926,0.120316,29.3276
102,8.38477,0.192356,0.191878,0.305008,0.519302,0.125488,29.8418
103,8.58103,0.196282,0.196256,0.320816,0.529907,0.131195,30.3711
104,8.7811,0.200288,0.200074,0.333237,0.540726,0.136627,30.9098
105,8.98516,0.204375,0.204059,0.341675,0.551758,0.14119,31.459
106,9.19338,0.208546,0.208224,0.345917,0.563019,0.144379,32.0197
107,9.40596,0.212802,0.21258,0.347,0.574509,0.146011,32.5931
108,9.6231,0.217145,0.217142,0.346573,0.586227,0.146149,33.1804
109,9.84406,0.221576,0.220951,0.352081,0.59819,0.145172,33.7746
110,10.07,0.226098,0.225928,0.357819,0.610397,0.143799,34.3852
111,10.3001,0.230713,0.230092,0.361191,0.622864,0.142792,35.0048
112,10.5345,0.235421,0.234434,0.364273,0.635574,0.142731,35.6342
113,10.7746,0.240226,0.240124,0.366226,0.648544,0.143906,36.2848
114,11.0195,0.245128,0.244902,0.370636,0.661774,0.146118,36.9478
115,11.2694,0.250131,0.2499,0.378082,0.675278,0.149094,37.6246
116,11.5246,0.255236,0.255134,0.386627,0.689072,0.152634,38.3165
117,11.7838,0.260444,0.259227,0.397049,0.703125,0.156738,39.0131
118,12.0487,0.26576,0.264924,0.409348,0.717484,0.163391,39.7279
119,12.3196,0.271183,0.270911,0.42247,0.732117,0.172455,40.4626
120,12.5952,0.276718,0.275609,0.43486,0.747055,0.180496,41.2054
121,12.8774,0.282365,0.282171,0.445557,0.762314,0.186325,41.9717
122,13.1647,0.288127,0.287333,0.454712,0.777863,0.188751,42.7487
123,13.4575,0.294008,0.29272,0.463333,0.793732,0.189453,43.5378
124,13.7558,0.300008,0.29835,0.472107,0.809937,0.19043,44.3405
125,14.0601,0.30613,0.304238,0.48053,0.826462,0.193024,45.1583
126,14.3705,0.312378,0.310405,0.487381,0.843338,0.197327,45.993
127,14.6873,0.318753,0.316872,0.492294,0.86055,0.202316,46.8464
128,15.011,0.325258,0.323662,0.496033,0.878113,0.206848,47.7203
129,15.3418,0.331896,0.330802,0.506012,0.896027,0.210541,48.617
130,15.6801,0.33867,0.33832,0.520294,0.914322,0.213684,49.5388
131,16.0237,0.345581,0.343565,0.533707,0.932968,0.216476,50.4654
132,16.3755,0.352634,0.351811,0.54512,0.952011,0.218628,51.4217
133,16.7331,0.35983,0.357578,0.553574,0.971451,0.219971,52.3858
134,17.0997,0.367174,0.366669,0.559616,0.991272,0.220352,53.3851
135,17.4696,0.370407,0.36983,0.559967,1,0.217575,54.3687
136,17.8394,0.370407,0.36983,0.554382,1,0.21283,55.3114
137,18.2092,0.370407,0.36983,0.550858,1,0.208481,56.2159
138,18.5791,0.370407,0.36983,0.546066,1,0.204666,57.0843
139,18.9489,0.370407,0.36983,0.540649,1,0.210449,57.9189
