"sfe_25 [F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\runs\008\sfe_25.tcf]","Time (h)","Q 1 [sfe_25]","Q 2 [sfe_25]","Q 3 [sfe_25]","Q 4 [sfe_25]"
           1,        0.000000,          0.0000,          0.0000,          0.0000,          0.0000
           2,        0.016667,          0.0000,          0.0000,          0.0000,          0.0000
           3,        0.033333,          0.0000,          0.0000,          0.0000,          0.0000
           4,        0.050000,          0.0000,          0.0000,          0.0000,          0.0000
           5,        0.066667,          0.0000,          0.0000,          0.0000,          0.0000
           6,        0.083333,          0.0000,          0.0000,          0.0000,          0.0000
           7,        0.100000,          1.1228,          0.0000,          0.0000,          0.0000
           8,        0.116667,          1.5964,          0.2206,          0.0000,          0.0000
           9,        0.133333,          1.8255,          1.4370,          0.0000,          0.0000
          10,        0.150000,          1.9338,          1.4213,          0.1997,          0.0000
          11,        0.166667,          1.9876,          1.5745,          0.8485,          0.0000
          12,        0.183333,          2.0118,          1.7979,          1.4065,          0.8319
          13,        0.200000,          2.0229,          1.8858,          1.6800,          1.4632
          14,        0.216667,          2.0280,          2.0318,          1.8411,          1.7405
          15,        0.233333,          2.0308,          2.4444,          2.0101,          1.8842
          16,        0.250000,          2.0317,          2.6945,          2.3777,          2.1413
          17,        0.266667,          2.0322,          2.8556,          2.6403,          2.4820
          18,        0.283333,          2.0325,          3.0042,          2.8349,          2.7201
          19,        0.300000,          2.0325,          3.0975,          2.9942,          2.9099
          20,        0.316667,          2.0326,          3.1794,          3.0942,          3.0333
          21,        0.333333,          2.0327,          3.2467,          3.1754,          3.1311
          22,        0.350000,          2.0323,          3.2906,          3.2372,          3.2038
          23,        0.366667,          2.0327,          3.3234,          3.2857,          3.2596
          24,        0.383333,          2.0325,          3.3591,          3.3250,          3.3032
          25,        0.400000,          2.0325,          3.3870,          3.3596,          3.3417
          26,        0.416667,          2.0327,          3.4067,          3.3869,          3.3729
          27,        0.433333,          2.0328,          3.4234,          3.4075,          3.3963
          28,        0.450000,          2.0328,          3.4358,          3.4235,          3.4152
          29,        0.466667,          2.0327,          3.4449,          3.4357,          3.4292
          30,        0.483333,          2.0329,          3.4524,          3.4451,          3.4401
          31,        0.500000,          2.0325,          3.4583,          3.4524,          3.4515
          32,        0.516667,          2.0328,          3.4627,          3.4581,          3.4552
          33,        0.533333,          2.0327,          3.4663,          3.4628,          3.4602
          34,        0.550000,          2.0328,          3.4691,          3.4665,          3.4645
          35,        0.566667,          2.0327,          3.4717,          3.4692,          3.4677
          36,        0.583333,          2.0327,          3.4731,          3.4717,          3.4704
          37,        0.600000,          2.0330,          3.4748,          3.4734,          3.4725
          38,        0.616667,          2.0327,          3.4759,          3.4748,          3.4740
          39,        0.633333,          2.0330,          3.4767,          3.4760,          3.4753
          40,        0.650000,          2.0328,          3.4774,          3.4769,          3.4763
          41,        0.666667,          2.0328,          3.4789,          3.4777,          3.4773
          42,        0.683333,          2.0329,          3.4784,          3.4782,          3.4779
          43,        0.700000,          2.0327,          3.4790,          3.4787,          3.4785
          44,        0.716667,          2.0330,          3.4797,          3.4791,          3.4789
          45,        0.733333,          2.0327,          3.4795,          3.4795,          3.4793
          46,        0.750000,          2.0328,          3.4797,          3.4796,          3.4796
          47,        0.766667,          2.0329,          3.4799,          3.4798,          3.4798
          48,        0.783333,          2.0326,          3.4800,          3.4801,          3.4800
          49,        0.800000,          2.0330,          3.4804,          3.4802,          3.4800
          50,        0.816667,          2.0329,          3.4801,          3.4803,          3.4802
          51,        0.833333,          2.0329,          3.4809,          3.4803,          3.4803
          52,        0.850000,          2.0329,          3.4804,          3.4804,          3.4804
          53,        0.866667,          2.0328,          3.4805,          3.4804,          3.4804
          54,        0.883333,          2.0328,          3.4812,          3.4805,          3.4805
          55,        0.900000,          2.0329,          3.4811,          3.4805,          3.4805
          56,        0.916667,          2.0329,          3.4805,          3.4806,          3.4805
          57,        0.933333,          2.0328,          3.4805,          3.4805,          3.4806
          58,        0.950000,          2.0327,          3.4804,          3.4806,          3.4806
          59,        0.966667,          2.0329,          3.4808,          3.4806,          3.4806
          60,        0.983333,          2.0330,          3.4808,          3.4806,          3.4806
          61,        1.000000,          2.0327,          3.4806,          3.4806,          3.4807
          62,        1.016667,          2.0329,          3.4807,          3.4806,          3.4807
          63,        1.033333,          2.0329,          3.4806,          3.4806,          3.4806
          64,        1.050000,          2.0328,          3.4803,          3.4807,          3.4806
          65,        1.066667,          2.0330,          3.4806,          3.4806,          3.4807
          66,        1.083333,          2.0327,          3.4805,          3.4805,          3.4807
          67,        1.100000,          2.0330,          3.4804,          3.4806,          3.4806
          68,        1.116667,          2.0328,          3.4807,          3.4807,          3.4807
          69,        1.133333,          2.0329,          3.4806,          3.4805,          3.4806
          70,        1.150000,          2.0329,          3.4807,          3.4806,          3.4806
          71,        1.166667,          2.0326,          3.4812,          3.4806,          3.4805
          72,        1.183333,          2.0329,          3.4807,          3.4807,          3.4806
          73,        1.200000,          2.0329,          3.4802,          3.4805,          3.4806
          74,        1.216667,          2.0330,          3.4805,          3.4805,          3.4806
          75,        1.233333,          2.0329,          3.4809,          3.4807,          3.4807
          76,        1.250000,          2.0327,          3.4807,          3.4806,          3.4807
          77,        1.266667,          2.0328,          3.4808,          3.4806,          3.4807
          78,        1.283333,          2.0329,          3.4804,          3.4805,          3.4806
          79,        1.300000,          2.0329,          3.4806,          3.4807,          3.4806
          80,        1.316667,          2.0329,          3.4804,          3.4806,          3.4806
          81,        1.333333,          2.0327,          3.4807,          3.4806,          3.4806
          82,        1.350000,          2.0329,          3.4805,          3.4807,          3.4805
          83,        1.366667,          2.0329,          3.4808,          3.4808,          3.4806
          84,        1.383333,          2.0327,          3.4804,          3.4806,          3.4807
          85,        1.400000,          2.0330,          3.4804,          3.4806,          3.4807
          86,        1.416667,          2.0328,          3.4804,          3.4806,          3.4807
          87,        1.433333,          2.0328,          3.4800,          3.4806,          3.4806
          88,        1.450000,          2.0331,          3.4803,          3.4807,          3.4807
          89,        1.466667,          2.0327,          3.4804,          3.4806,          3.4806
          90,        1.483333,          2.0330,          3.4805,          3.4806,          3.4808
          91,        1.500000,          2.0329,          3.4807,          3.4806,          3.4806
          92,        1.516667,          2.0328,          3.4803,          3.4806,          3.4806
          93,        1.533333,          2.0329,          3.4806,          3.4806,          3.4806
          94,        1.550000,          2.0326,          3.4808,          3.4806,          3.4806
          95,        1.566667,          2.0329,          3.4804,          3.4805,          3.4806
          96,        1.583333,          2.0330,          3.4809,          3.4807,          3.4807
          97,        1.600000,          2.0330,          3.4803,          3.4806,          3.4807
          98,        1.616667,          2.0330,          3.4801,          3.4806,          3.4807
          99,        1.633333,          2.0329,          3.4807,          3.4806,          3.4807
         100,        1.650000,          2.0329,          3.4809,          3.4807,          3.4807
         101,        1.666667,          2.0326,          3.4813,          3.4806,          3.4806
         102,        1.683333,          2.0329,          3.4808,          3.4805,          3.4807
         103,        1.700000,          2.0330,          3.4806,          3.4807,          3.4806
         104,        1.716667,          2.0330,          3.4810,          3.4806,          3.4806
         105,        1.733333,          2.0330,          3.4810,          3.4807,          3.4806
         106,        1.750000,          2.0327,          3.4803,          3.4806,          3.4806
         107,        1.766667,          2.0328,          3.4807,          3.4806,          3.4806
         108,        1.783333,          2.0329,          3.4811,          3.4806,          3.4807
         109,        1.800000,          2.0329,          3.4805,          3.4806,          3.4807
         110,        1.816667,          2.0329,          3.4805,          3.4806,          3.4807
         111,        1.833333,          2.0328,          3.4809,          3.4807,          3.4806
         112,        1.850000,          2.0328,          3.4806,          3.4806,          3.4806
         113,        1.866667,          2.0330,          3.4806,          3.4806,          3.4806
         114,        1.883333,          2.0328,          3.4807,          3.4805,          3.4805
         115,        1.900000,          2.0329,          3.4807,          3.4806,          3.4806
         116,        1.916667,          2.0329,          3.4809,          3.4806,          3.4806
         117,        1.933333,          2.0328,          3.4806,          3.4807,          3.4808
         118,        1.950000,          2.0330,          3.4804,          3.4806,          3.4807
         119,        1.966667,          2.0327,          3.4803,          3.4806,          3.4807
         120,        1.983333,          2.0330,          3.4804,          3.4806,          3.4806
         121,        2.000000,          2.0328,          3.4808,          3.4806,          3.4806
         122,        2.016667,          2.0328,          3.4804,          3.4806,          3.4806
         123,        2.033333,          2.0330,          3.4807,          3.4806,          3.4806
         124,        2.050000,          2.0326,          3.4804,          3.4806,          3.4806
         125,        2.066667,          2.0329,          3.4808,          3.4807,          3.4807
         126,        2.083333,          2.0329,          3.4805,          3.4806,          3.4807
         127,        2.100000,          2.0329,          3.4807,          3.4807,          3.4807
         128,        2.116667,          2.0329,          3.4805,          3.4805,          3.4807
         129,        2.133333,          2.0327,          3.4808,          3.4807,          3.4806
         130,        2.150000,          2.0328,          3.4807,          3.4806,          3.4807
         131,        2.166667,          2.0329,          3.4803,          3.4807,          3.4807
         132,        2.183333,          2.0329,          3.4809,          3.4807,          3.4805
         133,        2.200000,          2.0329,          3.4805,          3.4806,          3.4807
         134,        2.216667,          2.0327,          3.4806,          3.4807,          3.4808
         135,        2.233333,          2.0328,          3.4806,          3.4806,          3.4806
         136,        2.250000,          2.0330,          3.4808,          3.4807,          3.4807
         137,        2.266667,          2.0328,          3.4807,          3.4806,          3.4806
         138,        2.283333,          2.0329,          3.4807,          3.4805,          3.4807
         139,        2.300000,          2.0329,          3.4805,          3.4807,          3.4806
         140,        2.316667,          2.0330,          3.4803,          3.4806,          3.4806
         141,        2.333333,          2.0327,          3.4810,          3.4806,          3.4807
         142,        2.350000,          2.0329,          3.4803,          3.4805,          3.4807
         143,        2.366667,          2.0327,          3.4805,          3.4806,          3.4806
         144,        2.383333,          2.0327,          3.4809,          3.4805,          3.4805
         145,        2.400000,          2.0329,          3.4806,          3.4807,          3.4806
         146,        2.416667,          2.0329,          3.4805,          3.4806,          3.4807
         147,        2.433333,          2.0330,          3.4806,          3.4807,          3.4806
         148,        2.450000,          2.0326,          3.4807,          3.4805,          3.4806
         149,        2.466667,          2.0329,          3.4803,          3.4807,          3.4806
         150,        2.483333,          2.0329,          3.4801,          3.4807,          3.4806
         151,        2.500000,          2.0327,          3.4809,          3.4805,          3.4808
         152,        2.516667,          2.0330,          3.4810,          3.4806,          3.4807
         153,        2.533333,          2.0328,          3.4812,          3.4806,          3.4806
         154,        2.550000,          2.0328,          3.4803,          3.4807,          3.4806
         155,        2.566667,          2.0330,          3.4804,          3.4806,          3.4808
         156,        2.583333,          2.0327,          3.4807,          3.4806,          3.4808
         157,        2.600000,          2.0330,          3.4802,          3.4806,          3.4806
         158,        2.616667,          2.0328,          3.4805,          3.4806,          3.4807
         159,        2.633333,          2.0329,          3.4810,          3.4806,          3.4806
         160,        2.650000,          2.0329,          3.4804,          3.4806,          3.4806
         161,        2.666667,          2.0327,          3.4805,          3.4806,          3.4807
         162,        2.683333,          2.0330,          3.4806,          3.4806,          3.4807
         163,        2.700000,          2.0330,          3.4803,          3.4807,          3.4806
         164,        2.716667,          2.0329,          3.4804,          3.4807,          3.4806
         165,        2.733333,          2.0329,          3.4806,          3.4806,          3.4806
         166,        2.750000,          2.0327,          3.4805,          3.4806,          3.4806
         167,        2.766667,          2.0328,          3.4807,          3.4807,          3.4807
         168,        2.783333,          2.0330,          3.4807,          3.4806,          3.4806
         169,        2.800000,          2.0329,          3.4806,          3.4806,          3.4807
         170,        2.816667,          2.0329,          3.4807,          3.4807,          3.4805
         171,        2.833333,          2.0328,          3.4803,          3.4805,          3.4806
         172,        2.850000,          2.0329,          3.4804,          3.4806,          3.4807
         173,        2.866667,          2.0329,          3.4804,          3.4807,          3.4807
         174,        2.883333,          2.0327,          3.4807,          3.4805,          3.4807
         175,        2.900000,          2.0330,          3.4804,          3.4806,          3.4808
         176,        2.916667,          2.0328,          3.4810,          3.4807,          3.4807
         177,        2.933333,          2.0330,          3.4805,          3.4806,          3.4806
         178,        2.950000,          2.0327,          3.4808,          3.4807,          3.4806
         179,        2.966667,          2.0328,          3.4805,          3.4806,          3.4807
         180,        2.983333,          2.0330,          3.4803,          3.4808,          3.4807
         181,        3.000000,          2.0327,          3.4807,          3.4806,          3.4806

