"OutphaseC4_010","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_OutphaseC4\runs\OutphaseC4_010.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_OutphaseC4\results\010\OutphaseC4_010_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.008333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.8348,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.016667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0005,          0.3834,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -1.0502,          0.0000
,        0.025000,          0.0764,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0010,          0.3622,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -2.3239,          0.0000
,        0.033333,          0.5946,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.3090,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -2.9057,          0.0000
,        0.041667,          0.6850,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0008,          0.3079,         -0.2941,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -4.0114,          0.0000
,        0.050000,          0.7636,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0008,          0.2979,         -1.9443,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -4.8583,          0.0000
,        0.058333,          0.8454,          0.0000,          1.2103,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.3113,         -3.3955,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -5.9189,          0.0000
,        0.066667,          0.8965,          0.0000,          1.5037,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0010,          0.3186,         -4.7446,         -1.2035,          0.0000,          0.0000,          0.0000,          0.0000,         -6.7765,          0.0000
,        0.075000,          0.9433,          0.0000,          1.6972,          0.3907,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0009,          0.3191,         -5.9426,         -2.2875,          0.0000,          0.0000,          0.0000,          0.0000,         -7.4783,          0.0000
,        0.083333,          0.9720,          0.0000,          1.8281,          0.2731,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0006,          0.3351,         -6.8752,         -2.5049,          0.0000,          0.0000,          0.0000,          0.0000,         -8.1460,          0.0000
,        0.091667,          0.9997,          0.0000,          1.9323,          0.2692,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.3327,         -7.6635,         -3.1183,          0.0000,          0.0000,          0.0000,          0.0000,         -8.5077,          0.0000
,        0.100000,          1.0140,          0.0000,          1.4077,          0.2534,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.3416,         -8.2447,         -3.4140,          0.0000,          0.0000,          0.0000,          0.0000,         -8.9643,          0.0000
,        0.108333,          1.0269,          0.0000,          1.1714,          0.2520,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0010,          0.3418,         -8.7034,         -3.7038,          0.0000,          0.0000,          0.0000,          0.0000,         -9.1427,          0.0000
,        0.116667,          1.0372,          0.0000,          1.0420,          0.2596,          0.1963,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0005,          0.3422,         -9.0357,         -3.9682,          0.0000,          0.0000,          0.0000,          0.0000,         -9.4347,          0.0000
,        0.125000,          1.0431,          0.0000,          0.9375,          0.2720,          0.2141,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0010,          0.3488,         -9.2866,         -4.1306,          0.0000,          0.0000,          0.0000,          0.0000,         -9.5535,          0.0000
,        0.133333,          1.0490,          0.0000,          0.8597,          0.2883,          0.2251,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.3441,         -9.4865,         -4.3238,          0.0000,          0.0000,          0.0000,          0.0000,         -9.6756,          0.0000
,        0.141667,          1.0528,          0.0000,          0.7988,          0.3078,          0.2449,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.3522,         -9.6068,         -4.5327,          0.0000,          0.0000,          0.0000,          0.0000,         -9.7950,          0.0000
,        0.150000,          1.0562,          0.0000,          0.7546,          0.3254,          0.2686,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.3477,         -9.7274,         -4.7092,         -0.2951,          0.0000,          0.0000,          0.0000,         -9.8251,          0.0000
,        0.158333,          1.0565,          0.0000,          0.7170,          0.3447,          0.3049,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0005,          0.3497,         -9.7900,         -4.9966,         -0.7876,          0.0000,          0.0000,          0.0000,         -9.9333,          0.0000
,        0.166667,          1.0584,          0.0000,          0.6860,          0.3625,          0.3407,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0006,          0.3519,         -9.8504,         -5.3441,         -1.3655,          0.0000,          0.0000,          0.0000,         -9.8845,          0.0000
,        0.175000,          1.0593,          0.0000,          0.6622,          0.3804,          0.3772,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0007,          0.3473,         -9.8970,         -5.6988,         -2.0110,         -0.6999,          0.0000,          0.0000,         -9.9335,          0.0000
,        0.183333,          1.0598,          0.0000,          0.6438,          0.3966,          0.4105,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0015,          0.3538,         -9.9147,         -6.0703,         -2.6828,         -1.6379,          0.0000,          0.0000,         -9.9303,          0.0000
,        0.191667,          1.0613,          0.0000,          0.6307,          0.4052,          0.4426,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0007,          0.3483,         -9.9459,         -6.4093,         -3.3667,         -2.3296,          0.0000,          0.0000,         -9.9390,          0.0000
,        0.200000,          1.0612,          0.0000,          0.6187,          0.4109,          0.4716,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0018,          0.3518,         -9.9507,         -6.7940,         -4.0233,         -2.7305,          0.0000,          0.0000,        -10.0164,          0.0000
,        0.208333,          1.0623,          0.0000,          0.6099,          0.4140,          0.4974,          0.0000,          0.0000,          0.0440,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0008,          0.3523,         -9.9699,         -7.0991,         -4.6637,         -3.1482,          0.0000,          0.0000,         -9.9598,          0.0000
,        0.216667,          1.0609,          0.0000,          0.6012,          0.4181,          0.5210,          0.0000,          0.0000,          0.0748,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0006,          0.3492,         -9.9814,         -7.4409,         -5.2517,         -3.5298,          0.0000,          0.0000,        -10.0245,          0.0000
,        0.225000,          1.0620,          0.0000,          0.5935,          0.4231,          0.5379,          0.0000,          0.1324,          0.0896,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0014,          0.3544,         -9.9794,         -7.7324,         -5.7998,         -3.8816,          0.0000,          0.0000,         -9.9627,          0.0000
,        0.233333,          1.0613,          0.0000,          0.5875,          0.4260,          0.5542,          0.0000,          0.1894,          0.0976,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0010,          0.3488,         -9.9895,         -7.9825,         -6.2990,         -4.2218,          0.0000,          0.0000,         -9.9844,          0.0000
,        0.241667,          1.0617,          0.0000,          0.5809,          0.4288,          0.5683,          0.0000,          0.2276,          0.0912,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0008,          0.3513,         -9.9898,         -8.2573,         -6.7477,         -4.4788,          0.0000,          0.0000,        -10.0157,          0.0000
,        0.250000,          1.0633,          0.0000,          0.5770,          0.4293,          0.5816,          0.0000,          0.2498,          0.0911,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0007,          0.3524,         -9.9933,         -8.4367,         -7.1568,         -4.7525,          0.0000,          0.0000,         -9.9841,          0.0000
,        0.258333,          1.0617,          0.0000,          0.5730,          0.4282,          0.5936,          0.0000,          0.2557,          0.0863,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0008,          0.3502,        -10.0010,         -8.6635,         -7.5103,         -4.9675,          0.0000,          0.0000,        -10.0392,          0.0000
,        0.266667,          1.0628,          0.0000,          0.5703,          0.4264,          0.6025,          0.0000,          0.2564,          0.0804,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.3559,         -9.9901,         -8.8205,         -7.8351,         -5.1845,          0.0000,          0.0000,         -9.9883,          0.0000
,        0.275000,          1.0607,          0.0000,          0.5682,          0.4246,          0.6112,          0.0000,          0.2539,          0.0799,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0008,          0.3496,         -9.9975,         -8.9663,         -8.1130,         -5.3652,          0.0000,          0.0000,        -10.0107,          0.0000
,        0.283333,          1.0619,          0.0000,          0.5657,          0.4242,          0.6169,          0.0000,          0.2482,          0.0782,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.3512,         -9.9985,         -9.1224,         -8.3586,         -5.5428,          0.0000,          0.0000,         -9.9872,          0.0000
,        0.291667,          1.0629,          0.0000,          0.5655,          0.4234,          0.6225,          0.0000,          0.2430,          0.0845,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0007,          0.3527,         -9.9987,         -9.2084,         -8.5806,         -5.7672,          0.0000,          0.0000,         -9.9926,          0.0000
,        0.300000,          1.0619,          0.0000,          0.5642,          0.4231,          0.6280,          0.0000,          0.2360,          0.0876,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0006,          0.3501,        -10.0069,         -9.3424,         -8.7623,         -5.9719,         -0.0002,          0.0000,        -10.0370,          0.0000
,        0.308333,          1.0631,          0.0000,          0.5636,          0.4226,          0.6319,          0.0000,          0.2254,          0.0940,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.3579,         -9.9908,         -9.4084,         -8.9372,         -6.2039,         -0.6039,          0.0000,        -10.0088,          0.0000
,        0.316667,          1.0606,          0.0000,          0.5627,          0.4229,          0.6371,          0.0000,          0.2156,          0.0989,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0004,          0.3499,         -9.9990,         -9.4907,         -9.0735,         -6.4457,         -1.1455,          0.0000,        -10.0162,          0.0000
,        0.325000,          1.0621,          0.0000,          0.5613,          0.4245,          0.6398,          0.0000,          0.2042,          0.1043,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.3523,         -9.9980,         -9.5777,         -9.2014,         -6.7172,         -1.7424,          0.0000,         -9.9466,          0.0000
,        0.333333,          1.0620,          0.0000,          0.5599,          0.4242,          0.6430,          0.0000,          0.1927,          0.1106,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0005,          0.3536,         -9.9986,         -9.6171,         -9.3099,         -6.9862,         -2.3657,          0.0000,         -9.9907,          0.0000
,        0.341667,          1.0622,          0.0000,          0.5581,          0.4239,          0.6460,          0.0000,          0.1828,          0.1162,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.3502,        -10.0080,         -9.6848,         -9.4012,         -7.2281,         -3.0001,          0.0000,        -10.0286,          0.0000
,        0.350000,          1.0634,          0.0000,          0.5580,          0.4230,          0.6479,          0.0000,          0.1734,          0.1218,          0.1280,          0.0000,          0.0432,          0.0843,          0.0000,          0.0000,          0.0007,          0.3612,         -9.9944,         -9.7078,         -9.4885,         -7.4942,         -3.6348,          0.0000,        -10.0169,          0.0000
,        0.358333,          1.0610,          0.0000,          0.5577,          0.4205,          0.6498,          0.0000,          0.1650,          0.1269,          0.2801,          0.0000,          0.0745,          0.1017,          0.0000,          0.0000,          0.0005,          0.3505,        -10.0007,         -9.7544,         -9.5535,         -7.7333,         -4.2457,          0.0000,         -9.9944,          0.0000
,        0.366667,          1.0627,          0.0000,          0.5571,          0.4183,          0.6508,          0.0000,          0.1565,          0.1326,          0.3995,          0.0000,          0.1161,          0.1136,          0.0000,          0.0000,          0.0000,          0.3547,         -9.9959,         -9.7989,         -9.6188,         -7.9697,         -4.8244,         -0.0003,         -9.9310,          0.0000
,        0.375000,          1.0621,          0.0000,          0.5563,          0.4171,          0.6519,          0.0000,          0.1505,          0.1408,          0.4788,          0.0000,          0.1511,          0.1112,          0.1531,          0.0000,          0.0003,          0.3556,        -10.0005,         -9.8178,         -9.6703,         -8.1868,         -5.3720,         -0.0897,         -9.9970,          0.0000
,        0.383333,          1.0630,          0.0000,          0.5552,          0.4171,          0.6524,          0.0000,          0.1445,          0.1517,          0.5339,          0.0000,          0.1795,          0.1068,          0.1561,          0.0000,          0.0002,          0.3518,        -10.0036,         -9.8516,         -9.7139,         -8.3798,         -5.8739,         -0.2193,        -10.0123,          0.0000
,        0.391667,          1.0638,          0.0000,          0.5544,          0.4169,          0.6531,          0.0000,          0.1393,          0.1620,          0.5767,          0.0000,          0.1967,          0.1052,          0.1491,          0.0000,          0.0007,          0.3652,         -9.9994,         -9.8590,         -9.7552,         -8.5678,         -6.3361,         -0.3572,        -10.0177,          0.0000
,        0.400000,          1.0625,          0.0000,          0.5532,          0.4164,          0.6546,          0.0000,          0.1344,          0.1705,          0.6121,          0.0000,          0.2136,          0.1020,          0.1558,          0.0000,          0.0004,          0.3510,        -10.0014,         -9.8842,         -9.7859,         -8.7250,         -6.7556,         -0.5374,         -9.9854,          0.0000
