"OutphaseC4_021 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Outphase\runs\OutphaseC4_021.tcf]","Time (h)","V 2 [OutphaseC4_021]","V 3 [OutphaseC4_021]","V 4 [OutphaseC4_021]","V 5 [OutphaseC4_021]","V 6 [OutphaseC4_021]","V 7 [OutphaseC4_021]","V 8 [OutphaseC4_021]","V 9 [OutphaseC4_021]","V 10 [OutphaseC4_021]","V 11 [OutphaseC4_021]","V 12 [OutphaseC4_021]","V 13 [OutphaseC4_021]","V 14 [OutphaseC4_021]","V 15 [OutphaseC4_021]","V 16 [OutphaseC4_021]","V  1 [OutphaseC4_021]"
         185,        1.533333,          2.0764,          2.4100,          2.5777,          2.0502,          2.0326,          2.7742,          0.7985,          1.1753,          2.0961,          2.4755,          0.5512,          1.3598,          2.1341,          3.2074,          5.3321,          1.0921
         186,        1.541667,          2.0764,          2.4101,          2.5777,          2.0503,          2.0326,          2.7742,          0.7985,          1.1753,          2.0961,          2.4755,          0.5512,          1.3597,          2.1341,          3.2075,          5.3321,          1.0922
         187,        1.550000,          2.0764,          2.4101,          2.5777,          2.0502,          2.0326,          2.7743,          0.7985,          1.1752,          2.0961,          2.4755,          0.5513,          1.3598,          2.1341,          3.2075,          5.3321,          1.0922
         188,        1.558333,          2.0763,          2.4100,          2.5777,          2.0503,          2.0327,          2.7743,          0.7985,          1.1752,          2.0961,          2.4755,          0.5513,          1.3596,          2.1341,          3.2074,          5.3321,          1.0921
         189,        1.566667,          2.0763,          2.4099,          2.5777,          2.0502,          2.0326,          2.7743,          0.7985,          1.1752,          2.0961,          2.4755,          0.5513,          1.3595,          2.1341,          3.2074,          5.3320,          1.0921
         190,        1.575000,          2.0763,          2.4099,          2.5777,          2.0502,          2.0326,          2.7743,          0.7986,          1.1753,          2.0961,          2.4755,          0.5513,          1.3595,          2.1341,          3.2075,          5.3322,          1.0921
         191,        1.583333,          2.0764,          2.4099,          2.5777,          2.0502,          2.0326,          2.7743,          0.7986,          1.1752,          2.0962,          2.4755,          0.5514,          1.3595,          2.1341,          3.2074,          5.3321,          1.0922
         192,        1.591667,          2.0764,          2.4100,          2.5777,          2.0502,          2.0326,          2.7743,          0.7985,          1.1751,          2.0961,          2.4755,          0.5514,          1.3595,          2.1341,          3.2075,          5.3321,          1.0921
         193,        1.600000,          2.0763,          2.4100,          2.5777,          2.0502,          2.0326,          2.7743,          0.7986,          1.1751,          2.0961,          2.4755,          0.5515,          1.3594,          2.1341,          3.2074,          5.3321,          1.0922
         194,        1.608333,          2.0764,          2.4101,          2.5777,          2.0502,          2.0326,          2.7742,          0.7986,          1.1752,          2.0962,          2.4755,          0.5515,          1.3592,          2.1341,          3.2075,          5.3322,          1.0922
         195,        1.616667,          2.0764,          2.4100,          2.5777,          2.0502,          2.0326,          2.7742,          0.7986,          1.1751,          2.0961,          2.4755,          0.5514,          1.3592,          2.1341,          3.2075,          5.3321,          1.0922
         196,        1.625000,          2.0763,          2.4100,          2.5777,          2.0502,          2.0326,          2.7742,          0.7986,          1.1751,          2.0961,          2.4755,          0.5516,          1.3594,          2.1341,          3.2074,          5.3322,          1.0922
         197,        1.633333,          2.0764,          2.4099,          2.5777,          2.0502,          2.0326,          2.7742,          0.7986,          1.1751,          2.0961,          2.4755,          0.5516,          1.3592,          2.1341,          3.2074,          5.3321,          1.0922
         198,        1.641667,          2.0764,          2.4100,          2.5777,          2.0502,          2.0326,          2.7742,          0.7986,          1.1751,          2.0962,          2.4755,          0.5516,          1.3591,          2.1340,          3.2075,          5.3322,          1.0921
         199,        1.650000,          2.0763,          2.4101,          2.5777,          2.0502,          2.0325,          2.7742,          0.7986,          1.1751,          2.0961,          2.4755,          0.5517,          1.3591,          2.1341,          3.2075,          5.3321,          1.0921
         200,        1.658333,          2.0763,          2.4101,          2.5777,          2.0502,          2.0326,          2.7743,          0.7986,          1.1751,          2.0961,          2.4755,          0.5517,          1.3590,          2.1341,          3.2074,          5.3321,          1.0922
         201,        1.666667,          2.0763,          2.4100,          2.5777,          2.0502,          2.0326,          2.7743,          0.7986,          1.1751,          2.0961,          2.4754,          0.5517,          1.3590,          2.1341,          3.2074,          5.3321,          1.0922
         202,        1.675000,          2.0763,          2.4100,          2.5777,          2.0502,          2.0326,          2.7743,          0.7986,          1.1750,          2.0961,          2.4755,          0.5517,          1.3590,          2.1340,          3.2074,          5.3321,          1.0922
         203,        1.683333,          2.0764,          2.4099,          2.5777,          2.0502,          2.0326,          2.7742,          0.7986,          1.1750,          2.0962,          2.4754,          0.5517,          1.3590,          2.1340,          3.2074,          5.3320,          1.0921
         204,        1.691667,          2.0764,          2.4100,          2.5777,          2.0502,          2.0326,          2.7743,          0.7986,          1.1750,          2.0962,          2.4754,          0.5518,          1.3589,          2.1340,          3.2074,          5.3321,          1.0921
         205,        1.700000,          2.0764,          2.4100,          2.5777,          2.0502,          2.0326,          2.7743,          0.7986,          1.1751,          2.0962,          2.4755,          0.5517,          1.3589,          2.1341,          3.2075,          5.3321,          1.0921
         206,        1.708333,          2.0763,          2.4101,          2.5777,          2.0503,          2.0326,          2.7743,          0.7986,          1.1751,          2.0961,          2.4755,          0.5518,          1.3589,          2.1341,          3.2074,          5.3321,          1.0922
         207,        1.716667,          2.0763,          2.4100,          2.5777,          2.0503,          2.0326,          2.7742,          0.7986,          1.1750,          2.0961,          2.4754,          0.5518,          1.3588,          2.1341,          3.2075,          5.3321,          1.0922
         208,        1.725000,          2.0763,          2.4100,          2.5777,          2.0502,          2.0326,          2.7742,          0.7986,          1.1750,          2.0961,          2.4755,          0.5519,          1.3588,          2.1341,          3.2075,          5.3321,          1.0922
         209,        1.733333,          2.0763,          2.4099,          2.5777,          2.0503,          2.0326,          2.7742,          0.7986,          1.1750,          2.0962,          2.4755,          0.5519,          1.3587,          2.1340,          3.2074,          5.3321,          1.0921
         210,        1.741667,          2.0764,          2.4100,          2.5777,          2.0503,          2.0326,          2.7742,          0.7986,          1.1750,          2.0961,          2.4754,          0.5519,          1.3588,          2.1340,          3.2075,          5.3321,          1.0921
         211,        1.750000,          2.0764,          2.4100,          2.5777,          2.0502,          2.0326,          2.7741,          0.7987,          1.1750,          2.0962,          2.4755,          0.5519,          1.3588,          2.1341,          3.2075,          5.3321,          1.0921
         212,        1.758333,          2.0764,          2.4101,          2.5777,          2.0503,          2.0326,          2.7742,          0.7987,          1.1750,          2.0962,          2.4754,          0.5519,          1.3588,          2.1340,          3.2074,          5.3321,          1.0922
         213,        1.766667,          2.0764,          2.4100,          2.5777,          2.0599,          2.0326,          2.7743,          0.7987,          1.1750,          2.0962,          2.4754,          0.5519,          1.3587,          2.1340,          3.2074,          5.3320,          1.0922
         214,        1.775000,          2.0763,          2.4146,          2.5782,          2.0503,          2.0390,          2.7740,          0.8021,          1.1769,          2.0961,          2.4754,          0.5519,          1.3587,          2.1340,          3.2075,          5.3320,          1.0921
         215,        1.783333,          2.0764,          2.4102,          2.5783,          2.0503,          2.0325,          2.7734,          0.7970,          1.1739,          2.0952,          2.4799,          0.5531,          1.3593,          2.1345,          3.2075,          5.3320,          1.0921
         216,        1.791667,          2.0764,          2.4105,          2.5776,          2.0504,          2.0327,          2.7739,          0.7990,          1.1736,          2.0963,          2.4748,          0.5508,          1.3578,          2.1338,          3.2081,          5.3332,          1.0921
         217,        1.800000,          2.0764,          2.4103,          2.5781,          2.0508,          2.0329,          2.7744,          0.7998,          1.1753,          2.0961,          2.4757,          0.5521,          1.3584,          2.1346,          3.2074,          5.3313,          1.0922
         218,        1.808333,          2.0764,          2.4103,          2.5778,          2.0500,          2.0322,          2.7741,          0.7978,          1.1764,          2.0965,          2.4753,          0.5522,          1.3595,          2.1347,          3.2077,          5.3323,          1.0922
         219,        1.816667,          2.0763,          2.4104,          2.5778,          2.0508,          2.0330,          2.7745,          0.7983,          1.1726,          2.0952,          2.4748,          0.5513,          1.3572,          2.1336,          3.2072,          5.3317,          1.0922
         220,        1.825000,          2.0763,          2.4102,          2.5778,          2.0502,          2.0325,          2.7740,          0.7984,          1.1751,          2.0958,          2.4756,          0.5524,          1.3592,          2.1339,          3.2076,          5.3318,          1.0921
         221,        1.833333,          2.0763,          2.4102,          2.5778,          2.0505,          2.0326,          2.7744,          0.7986,          1.1746,          2.0972,          2.4752,          0.5524,          1.3589,          2.1342,          3.2072,          5.3320,          1.0922
         222,        1.841667,          2.0763,          2.4101,          2.5777,          2.0504,          2.0327,          2.7742,          0.7989,          1.1751,          2.0954,          2.4751,          0.5499,          1.3547,          2.1333,          3.2076,          5.3320,          1.0921
         223,        1.850000,          2.0764,          2.4100,          2.5778,          2.0503,          2.0325,          2.7743,          0.7985,          1.1755,          2.0969,          2.4753,          0.5532,          1.3625,          2.1344,          3.2078,          5.3320,          1.0922
         224,        1.858333,          2.0763,          2.4100,          2.5777,          2.0504,          2.0326,          2.7743,          0.7987,          1.1743,          2.0953,          2.4753,          0.5520,          1.3583,          2.1339,          3.2063,          5.3318,          1.0922
         225,        1.866667,          2.0763,          2.4100,          2.5777,          2.0503,          2.0326,          2.7742,          0.7985,          1.1752,          2.0965,          2.4755,          0.5522,          1.3572,          2.1336,          3.2084,          5.3319,          1.0921
         226,        1.875000,          2.0763,          2.4100,          2.5778,          2.0503,          2.0326,          2.7743,          0.7986,          1.1747,          2.0961,          2.4753,          0.5522,          1.3593,          2.1343,          3.2070,          5.3321,          1.0921
         227,        1.883333,          2.0763,          2.4100,          2.5777,          2.0503,          2.0326,          2.7743,          0.7986,          1.1749,          2.0961,          2.4754,          0.5513,          1.3562,          2.1336,          3.2076,          5.3318,          1.0922
         228,        1.891667,          2.0764,          2.4101,          2.5778,          2.0503,          2.0326,          2.7743,          0.7987,          1.1749,          2.0962,          2.4753,          0.5525,          1.3605,          2.1343,          3.2075,          5.3322,          1.0922
         229,        1.900000,          2.0763,          2.4100,          2.5777,          2.0502,          2.0326,          2.7742,          0.7986,          1.1750,          2.0961,          2.4754,          0.5520,          1.3576,          2.1338,          3.2070,          5.3319,          1.0921
         230,        1.908333,          2.0763,          2.4100,          2.5777,          2.0503,          2.0326,          2.7742,          0.7986,          1.1749,          2.0961,          2.4754,          0.5522,          1.3587,          2.1341,          3.2078,          5.3321,          1.0922
         231,        1.916667,          2.0763,          2.4099,          2.5777,          2.0503,          2.0326,          2.7742,          0.7986,          1.1748,          2.0961,          2.4754,          0.5521,          1.3583,          2.1340,          3.2072,          5.3322,          1.0921
         232,        1.925000,          2.0764,          2.4099,          2.5777,          2.0503,          2.0326,          2.7742,          0.7986,          1.1748,          2.0961,          2.4754,          0.5521,          1.3581,          2.1340,          3.2076,          5.3321,          1.0922
         233,        1.933333,          2.0764,          2.4100,          2.5777,          2.0503,          2.0326,          2.7742,          0.7987,          1.1749,          2.0962,          2.4754,          0.5521,          1.3584,          2.1340,          3.2074,          5.3321,          1.0921
         234,        1.941667,          2.0763,          2.4101,          2.5777,          2.0502,          2.0327,          2.7743,          0.7987,          1.1749,          2.0962,          2.4754,          0.5521,          1.3582,          2.1340,          3.2074,          5.3320,          1.0921
         235,        1.950000,          2.0764,          2.4101,          2.5777,          2.0502,          2.0326,          2.7743,          0.7986,          1.1748,          2.0962,          2.4754,          0.5522,          1.3585,          2.1340,          3.2075,          5.3322,          1.0921
         236,        1.958333,          2.0763,          2.4100,          2.5778,          2.0503,          2.0326,          2.7742,          0.7987,          1.1749,          2.0961,          2.4754,          0.5523,          1.3584,          2.1340,          3.2074,          5.3321,          1.0921
         237,        1.966667,          2.0763,          2.4100,          2.5777,          2.0502,          2.0326,          2.7743,          0.7986,          1.1749,          2.0962,          2.4754,          0.5522,          1.3582,          2.1340,          3.2075,          5.3321,          1.0922
         238,        1.975000,          2.0763,          2.4099,          2.5777,          2.0502,          2.0326,          2.7743,          0.7987,          1.1749,          2.0961,          2.4754,          0.5522,          1.3582,          2.1340,          3.2075,          5.3321,          1.0922
         239,        1.983333,          2.0764,          2.4099,          2.5777,          2.0502,          2.0326,          2.7743,          0.7987,          1.1749,          2.0962,          2.4754,          0.5522,          1.3583,          2.1340,          3.2075,          5.3321,          1.0922
         240,        1.991667,          2.0764,          2.4099,          2.5777,          2.0502,          2.0326,          2.7743,          0.7987,          1.1749,          2.0961,          2.4754,          0.5522,          1.3583,          2.1340,          3.2074,          5.3321,          1.0921
         241,        2.000000,          2.0764,          2.4100,          2.5777,          2.0502,          2.0326,          2.7743,          0.7987,          1.1749,          2.0961,          2.4754,          0.5522,          1.3581,          2.1340,          3.2075,          5.3321,          1.0921
         242,        2.008333,          2.0763,          2.4101,          2.5777,          2.0502,          2.0326,          2.7743,          0.7987,          1.1749,          2.0962,          2.4754,          0.5522,          1.3583,          2.1340,          3.2075,          5.3321,          1.0922
         243,        2.016667,          2.0764,          2.4101,          2.5777,          2.0502,          2.0327,          2.7743,          0.7986,          1.1749,          2.0961,          2.4754,          0.5522,          1.3582,          2.1340,          3.2074,          5.3321,          1.0921
         244,        2.025000,          2.0763,          2.4101,          2.5777,          2.0502,          2.0326,          2.7743,          0.7987,          1.1749,          2.0962,          2.4754,          0.5522,          1.3581,          2.1340,          3.2075,          5.3322,          1.0922
         245,        2.033333,          2.0763,          2.4100,          2.5777,          2.0502,          2.0326,          2.7742,          0.7987,          1.1749,          2.0962,          2.4754,          0.5523,          1.3583,          2.1340,          3.2074,          5.3321,          1.0921
         246,        2.041667,          2.0763,          2.4100,          2.5777,          2.0502,          2.0326,          2.7742,          0.7987,          1.1749,          2.0962,          2.4754,          0.5522,          1.3582,          2.1340,          3.2074,          5.3321,          1.0921
         247,        2.050000,          2.0763,          2.4099,          2.5777,          2.0502,          2.0326,          2.7743,          0.7986,          1.1749,          2.0961,          2.4754,          0.5522,          1.3582,          2.1340,          3.2075,          5.3320,          1.0922
         248,        2.058333,          2.0764,          2.4100,          2.5777,          2.0502,          2.0326,          2.7743,          0.7987,          1.1749,          2.0961,          2.4754,          0.5522,          1.3582,          2.1340,          3.2075,          5.3321,          1.0922
         249,        2.066667,          2.0763,          2.4100,          2.5778,          2.0502,          2.0326,          2.7743,          0.7987,          1.1749,          2.0962,          2.4754,          0.5523,          1.3582,          2.1340,          3.2074,          5.3320,          1.0921
         250,        2.075000,          2.0763,          2.4101,          2.5777,          2.0502,          2.0326,          2.7742,          0.7987,          1.1749,          2.0961,          2.4754,          0.5522,          1.3581,          2.1340,          3.2075,          5.3322,          1.0922
         251,        2.083333,          2.0763,          2.4101,          2.5777,          2.0502,          2.0325,          2.7742,          0.7987,          1.1750,          2.0962,          2.4754,          0.5523,          1.3582,          2.1340,          3.2075,          5.3321,          1.0922
         252,        2.091667,          2.0763,          2.4100,          2.5777,          2.0502,          2.0326,          2.7743,          0.7987,          1.1749,          2.0962,          2.4754,          0.5523,          1.3582,          2.1340,          3.2074,          5.3321,          1.0921
         253,        2.100000,          2.0764,          2.4099,          2.5777,          2.0502,          2.0326,          2.7743,          0.7987,          1.1749,          2.0962,          2.4754,          0.5522,          1.3581,          2.1340,          3.2075,          5.3321,          1.0922
         254,        2.108333,          2.0763,          2.4099,          2.5777,          2.0502,          2.0326,          2.7743,          0.7987,          1.1749,          2.0961,          2.4754,          0.5523,          1.3582,          2.1340,          3.2074,          5.3321,          1.0922
         255,        2.116667,          2.0764,          2.4100,          2.5778,          2.0502,          2.0326,          2.7743,          0.7987,          1.1749,          2.0962,          2.4754,          0.5522,          1.3581,          2.1340,          3.2074,          5.3321,          1.0922
         256,        2.125000,          2.0764,          2.4101,          2.5777,          2.0502,          2.0326,          2.7743,          0.7987,          1.1748,          2.0961,          2.4754,          0.5523,          1.3581,          2.1340,          3.2074,          5.3321,          1.0921
         257,        2.133333,          2.0764,          2.4101,          2.5777,          2.0502,          2.0326,          2.7743,          0.7987,          1.1749,          2.0961,          2.4754,          0.5523,          1.3582,          2.1340,          3.2074,          5.3321,          1.0921
         258,        2.141667,          2.0763,          2.4100,          2.5777,          2.0502,          2.0326,          2.7743,          0.7987,          1.1749,          2.0962,          2.4754,          0.5523,          1.3581,          2.1340,          3.2074,          5.3320,          1.0921
         259,        2.150000,          2.0763,          2.4099,          2.5777,          2.0502,          2.0326,          2.7743,          0.7987,          1.1748,          2.0961,          2.4754,          0.5523,          1.3580,          2.1340,          3.2075,          5.3321,          1.0921
         260,        2.158333,          2.0763,          2.4099,          2.5777,          2.0502,          2.0326,          2.7742,          0.7987,          1.1749,          2.0961,          2.4754,          0.5523,          1.3582,          2.1340,          3.2075,          5.3321,          1.0921
         261,        2.166667,          2.0764,          2.4099,          2.5777,          2.0502,          2.0326,          2.7743,          0.7987,          1.1748,          2.0962,          2.4754,          0.5523,          1.3581,          2.1340,          3.2074,          5.3321,          1.0921
         262,        2.175000,          2.0763,          2.4100,          2.5777,          2.0502,          2.0326,          2.7742,          0.7987,          1.1749,          2.0961,          2.4754,          0.5523,          1.3581,          2.1340,          3.2075,          5.3321,          1.0922
         263,        2.183333,          2.0763,          2.4101,          2.5777,          2.0502,          2.0326,          2.7742,          0.7987,          1.1749,          2.0962,          2.4754,          0.5524,          1.3581,          2.1340,          3.2075,          5.3321,          1.0922
         264,        2.191667,          2.0763,          2.4101,          2.5777,          2.0502,          2.0326,          2.7742,          0.7987,          1.1749,          2.0962,          2.4754,          0.5523,          1.3581,          2.1340,          3.2074,          5.3321,          1.0921
         265,        2.200000,          2.0763,          2.4100,          2.5777,          2.0502,          2.0326,          2.7743,          0.7987,          1.1748,          2.0961,          2.4754,          0.5523,          1.3581,          2.1340,          3.2075,          5.3321,          1.0922
         266,        2.208333,          2.0763,          2.4100,          2.5777,          2.0502,          2.0326,          2.7743,          0.7987,          1.1749,          2.0961,          2.4754,          0.5523,          1.3581,          2.1340,          3.2075,          5.3321,          1.0921
         267,        2.216667,          2.0764,          2.4099,          2.5777,          2.0502,          2.0326,          2.7743,          0.7987,          1.1748,          2.0961,          2.4754,          0.5523,          1.3580,          2.1340,          3.2075,          5.3320,          1.0921
         268,        2.225000,          2.0763,          2.4100,          2.5777,          2.0502,          2.0326,          2.7743,          0.7987,          1.1749,          2.0961,          2.4754,          0.5523,          1.3581,          2.1340,          3.2075,          5.3321,          1.0922
         269,        2.233333,          2.0764,          2.4100,          2.5777,          2.0502,          2.0326,          2.7743,          0.7987,          1.1749,          2.0962,          2.4754,          0.5524,          1.3581,          2.1340,          3.2075,          5.3321,          1.0922
         270,        2.241667,          2.0763,          2.4101,          2.5777,          2.0502,          2.0326,          2.7743,          0.7987,          1.1748,          2.0961,          2.4754,          0.5523,          1.3580,          2.1340,          3.2074,          5.3321,          1.0922
         271,        2.250000,          2.0764,          2.4101,          2.5777,          2.0502,          2.0326,          2.7743,          0.7987,          1.1748,          2.0961,          2.4754,          0.5523,          1.3581,          2.1340,          3.2075,          5.3320,          1.0922
         272,        2.258333,          2.0764,          2.4100,          2.5777,          2.0502,          2.0326,          2.7743,          0.7987,          1.1749,          2.0962,          2.4754,          0.5524,          1.3581,          2.1340,          3.2075,          5.3321,          1.0922
         273,        2.266667,          2.0764,          2.4099,          2.5777,          2.0502,          2.0326,          2.7742,          0.7987,          1.1749,          2.0961,          2.4754,          0.5523,          1.3580,          2.1340,          3.2074,          5.3321,          1.0922
         274,        2.275000,          2.0763,          2.4100,          2.5778,          2.0502,          2.0326,          2.7742,          0.7987,          1.1749,          2.0961,          2.4754,          0.5524,          1.3581,          2.1340,          3.2075,          5.3320,          1.0922
         275,        2.283333,          2.0764,          2.4100,          2.5777,          2.0502,          2.0326,          2.7742,          0.7987,          1.1748,          2.0962,          2.4754,          0.5524,          1.3581,          2.1340,          3.2074,          5.3321,          1.0921
         276,        2.291667,          2.0763,          2.4101,          2.5778,          2.0502,          2.0326,          2.7742,          0.7987,          1.1749,          2.0962,          2.4754,          0.5523,          1.3580,          2.1340,          3.2075,          5.3321,          1.0922
         277,        2.300000,          2.0763,          2.4101,          2.5777,          2.0502,          2.0326,          2.7742,          0.7987,          1.1749,          2.0962,          2.4754,          0.5523,          1.3581,          2.1340,          3.2075,          5.3321,          1.0921
         278,        2.308333,          2.0763,          2.4100,          2.5777,          2.0502,          2.0326,          2.7741,          0.7987,          1.1748,          2.0962,          2.4754,          0.5523,          1.3581,          2.1340,          3.2075,          5.3321,          1.0921
         279,        2.316667,          2.0764,          2.4099,          2.5777,          2.0560,          2.0327,          2.7743,          0.7987,          1.1748,          2.0961,          2.4754,          0.5524,          1.3581,          2.1340,          3.2074,          5.3322,          1.0921
         280,        2.325000,          2.0764,          2.4130,          2.5782,          2.0502,          2.0364,          2.7734,          0.8009,          1.1762,          2.0963,          2.4754,          0.5524,          1.3581,          2.1340,          3.2075,          5.3320,          1.0922
         281,        2.333333,          2.0764,          2.4103,          2.5781,          2.0502,          2.0325,          2.7738,          0.7976,          1.1742,          2.0955,          2.4782,          0.5532,          1.3585,          2.1343,          3.2075,          5.3319,          1.0921
         282,        2.341667,          2.0763,          2.4104,          2.5776,          2.0503,          2.0327,          2.7740,          0.7990,          1.1740,          2.0962,          2.4750,          0.5516,          1.3574,          2.1338,          3.2078,          5.3328,          1.0921
         283,        2.350000,          2.0764,          2.4103,          2.5780,          2.0506,          2.0328,          2.7742,          0.7991,          1.1752,          2.0961,          2.4755,          0.5525,          1.3581,          2.1344,          3.2074,          5.3316,          1.0921
         284,        2.358333,          2.0763,          2.4102,          2.5778,          2.0500,          2.0323,          2.7741,          0.7982,          1.1752,          2.0964,          2.4753,          0.5524,          1.3584,          2.1344,          3.2076,          5.3322,          1.0922
         285,        2.366667,          2.0763,          2.4101,          2.5778,          2.0505,          2.0328,          2.7745,          0.7987,          1.1737,          2.0954,          2.4750,          0.5519,          1.3573,          2.1337,          3.2073,          5.3320,          1.0921
         286,        2.375000,          2.0764,          2.4100,          2.5778,          2.0502,          2.0325,          2.7741,          0.7986,          1.1754,          2.0965,          2.4755,          0.5527,          1.3586,          2.1339,          3.2075,          5.3320,          1.0921
         287,        2.383333,          2.0764,          2.4100,          2.5778,          2.0504,          2.0326,          2.7743,          0.7987,          1.1743,          2.0964,          2.4752,          0.5522,          1.3578,          2.1340,          3.2072,          5.3320,          1.0921
         288,        2.391667,          2.0764,          2.4100,          2.5778,          2.0503,          2.0326,          2.7743,          0.7988,          1.1749,          2.0957,          2.4753,          0.5515,          1.3564,          2.1336,          3.2076,          5.3319,          1.0922
         289,        2.400000,          2.0763,          2.4100,          2.5778,          2.0502,          2.0325,          2.7743,          0.7986,          1.1752,          2.0967,          2.4753,          0.5532,          1.3605,          2.1343,          3.2074,          5.3321,          1.0921
         290,        2.408333,          2.0763,          2.4101,          2.5778,          2.0503,          2.0326,          2.7743,          0.7987,          1.1744,          2.0956,          2.4753,          0.5519,          1.3567,          2.1338,          3.2070,          5.3320,          1.0922
         291,        2.416667,          2.0764,          2.4101,          2.5778,          2.0502,          2.0326,          2.7743,          0.7986,          1.1750,          2.0964,          2.4754,          0.5526,          1.3582,          2.1339,          3.2080,          5.3320,          1.0922
         292,        2.425000,          2.0764,          2.4100,          2.5778,          2.0502,          2.0326,          2.7743,          0.7987,          1.1745,          2.0960,          2.4753,          0.5525,          1.3585,          2.1341,          3.2070,          5.3321,          1.0921
         293,        2.433333,          2.0764,          2.4100,          2.5778,          2.0502,          2.0326,          2.7742,          0.7987,          1.1749,          2.0962,          2.4754,          0.5519,          1.3566,          2.1337,          3.2077,          5.3319,          1.0921
         294,        2.441667,          2.0764,          2.4099,          2.5778,          2.0502,          2.0326,          2.7743,          0.7987,          1.1749,          2.0962,          2.4753,          0.5527,          1.3594,          2.1342,          3.2075,          5.3321,          1.0921
         295,        2.450000,          2.0764,          2.4099,          2.5777,          2.0502,          2.0326,          2.7742,          0.7987,          1.1748,          2.0960,          2.4753,          0.5521,          1.3573,          2.1338,          3.2072,          5.3319,          1.0921
         296,        2.458333,          2.0764,          2.4100,          2.5778,          2.0502,          2.0326,          2.7741,          0.7986,          1.1748,          2.0961,          2.4754,          0.5526,          1.3586,          2.1340,          3.2077,          5.3321,          1.0921
         297,        2.466667,          2.0764,          2.4101,          2.5777,          2.0502,          2.0326,          2.7742,          0.7987,          1.1748,          2.0961,          2.4754,          0.5524,          1.3580,          2.1340,          3.2072,          5.3321,          1.0922
         298,        2.475000,          2.0763,          2.4101,          2.5778,          2.0502,          2.0326,          2.7742,          0.7987,          1.1748,          2.0961,          2.4753,          0.5522,          1.3575,          2.1339,          3.2076,          5.3321,          1.0922
         299,        2.483333,          2.0763,          2.4100,          2.5778,          2.0502,          2.0326,          2.7742,          0.7987,          1.1748,          2.0962,          2.4754,          0.5524,          1.3583,          2.1340,          3.2074,          5.3322,          1.0922
         300,        2.491667,          2.0764,          2.4100,          2.5777,          2.0502,          2.0326,          2.7742,          0.7987,          1.1748,          2.0961,          2.4754,          0.5524,          1.3580,          2.1340,          3.2074,          5.3321,          1.0921
         301,        2.500000,          2.0763,          2.4099,          2.5777,          2.0502,          2.0326,          2.7742,          0.7987,          1.1748,          2.0961,          2.4754,          0.5524,          1.3580,          2.1340,          3.2075,          5.3321,          1.0922
         302,        2.508333,          2.0764,          2.4099,          2.5778,          2.0502,          2.0326,          2.7743,          0.7987,          1.1748,          2.0962,          2.4754,          0.5524,          1.3580,          2.1340,          3.2074,          5.3321,          1.0921
         303,        2.516667,          2.0764,          2.4100,          2.5778,          2.0502,          2.0326,          2.7743,          0.7987,          1.1748,          2.0961,          2.4754,          0.5524,          1.3579,          2.1340,          3.2075,          5.3321,          1.0921
         304,        2.525000,          2.0764,          2.4100,          2.5777,          2.0502,          2.0326,          2.7743,          0.7987,          1.1748,          2.0961,          2.4754,          0.5524,          1.3580,          2.1340,          3.2074,          5.3321,          1.0922
         305,        2.533333,          2.0763,          2.4101,          2.5778,          2.0501,          2.0326,          2.7743,          0.7987,          1.1749,          2.0963,          2.4754,          0.5524,          1.3580,          2.1340,          3.2075,          5.3321,          1.0921
         306,        2.541667,          2.0763,          2.4101,          2.5777,          2.0502,          2.0326,          2.7743,          0.7987,          1.1748,          2.0962,          2.4754,          0.5524,          1.3580,          2.1340,          3.2075,          5.3321,          1.0921
         307,        2.550000,          2.0763,          2.4100,          2.5777,          2.0502,          2.0326,          2.7743,          0.7987,          1.1748,          2.0961,          2.4754,          0.5525,          1.3580,          2.1340,          3.2075,          5.3320,          1.0921
         308,        2.558333,          2.0763,          2.4100,          2.5778,          2.0502,          2.0326,          2.7743,          0.7987,          1.1748,          2.0961,          2.4754,          0.5524,          1.3580,          2.1340,          3.2074,          5.3321,          1.0921
         309,        2.566667,          2.0763,          2.4099,          2.5778,          2.0502,          2.0326,          2.7743,          0.7987,          1.1748,          2.0961,          2.4754,          0.5524,          1.3579,          2.1340,          3.2074,          5.3321,          1.0921
         310,        2.575000,          2.0764,          2.4099,          2.5777,          2.0502,          2.0326,          2.7743,          0.7987,          1.1749,          2.0962,          2.4754,          0.5524,          1.3580,          2.1340,          3.2075,          5.3320,          1.0921
         311,        2.583333,          2.0763,          2.4100,          2.5778,          2.0501,          2.0326,          2.7742,          0.7987,          1.1748,          2.0961,          2.4754,          0.5524,          1.3580,          2.1340,          3.2074,          5.3322,          1.0921
         312,        2.591667,          2.0763,          2.4101,          2.5778,          2.0502,          2.0326,          2.7743,          0.7987,          1.1748,          2.0961,          2.4754,          0.5524,          1.3580,          2.1340,          3.2075,          5.3321,          1.0921
         313,        2.600000,          2.0764,          2.4100,          2.5777,          2.0501,          2.0326,          2.7742,          0.7986,          1.1748,          2.0961,          2.4754,          0.5525,          1.3581,          2.1340,          3.2074,          5.3321,          1.0922
         314,        2.608333,          2.0763,          2.4101,          2.5777,          2.0502,          2.0326,          2.7743,          0.7987,          1.1747,          2.0961,          2.4754,          0.5524,          1.3578,          2.1340,          3.2074,          5.3321,          1.0921
