"VanillaC4_004 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_VanillaC4\runs\VanillaC4_004.tcf]","Time (h)","V 2 [VanillaC4_004]","V 3 [VanillaC4_004]","V 4 [VanillaC4_004]","V 5 [VanillaC4_004]","V 6 [VanillaC4_004]","V 7 [VanillaC4_004]","V 8 [VanillaC4_004]","V 9 [VanillaC4_004]","V 10 [VanillaC4_004]","V 11 [VanillaC4_004]","V 12 [VanillaC4_004]","V 13 [VanillaC4_004]","V 14 [VanillaC4_004]","V 15 [VanillaC4_004]","V 16 [VanillaC4_004]","V  1 [VanillaC4_004]"
           1,        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           2,        0.008333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.5446
           3,        0.016667,          0.0067,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          1.0188
           4,        0.025000,          1.0127,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          0.9524
           5,        0.033333,          0.9671,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          0.9184
           6,        0.041667,          0.9416,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0004,          0.0001,          0.9031
           7,        0.050000,          0.9209,          0.2212,          0.8293,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.8888
           8,        0.058333,          0.9099,          0.2852,          0.8458,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          0.8821
           9,        0.066667,          0.9029,          0.3154,          0.8416,          0.7793,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          0.8773
          10,        0.075000,          0.8981,          0.3326,          0.8376,          0.8042,          0.1060,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.0001,          0.8742
          11,        0.083333,          0.8947,          0.3389,          0.8333,          0.8094,          0.8687,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          0.8720
          12,        0.091667,          0.8923,          0.3428,          0.8295,          0.8079,          0.8730,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          0.8705
