"VanillaC4_004 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_VanillaC4\runs\VanillaC4_004.tcf]","Time (h)","Q 2 [VanillaC4_004]","Q 3 [VanillaC4_004]","Q 4 [VanillaC4_004]","Q 5 [VanillaC4_004]","Q 6 [VanillaC4_004]","Q 7 [VanillaC4_004]","Q 1 [VanillaC4_004]","Q  8 [VanillaC4_004]"
          27,        0.216667,         -3.9995,         -3.9968,         -3.9825,         -3.9395,         -3.5563,         -2.0347,         -3.9999,          0.0001
          28,        0.225000,         -3.9997,         -3.9977,         -3.9871,         -3.9554,         -3.6683,         -2.6315,         -3.9999,          0.0016
          29,        0.233333,         -3.9998,         -3.9983,         -3.9908,         -3.9670,         -3.7491,         -3.0127,         -3.9999,         -0.8443
          30,        0.241667,         -3.9998,         -3.9988,         -3.9931,         -3.9755,         -3.8118,         -3.2716,         -4.0001,         -1.7601
          31,        0.250000,         -3.9998,         -3.9991,         -3.9951,         -3.9821,         -3.8587,         -3.4594,         -3.9998,         -2.3769
          32,        0.258333,         -3.9999,         -3.9992,         -3.9965,         -3.9865,         -3.8940,         -3.5947,         -4.0000,         -2.9078
          33,        0.266667,         -4.0000,         -3.9996,         -3.9972,         -3.9901,         -3.9204,         -3.6927,         -3.9999,         -3.1821
          34,        0.275000,         -4.0000,         -3.9997,         -3.9981,         -3.9926,         -3.9402,         -3.7660,         -4.0000,         -3.3852
          35,        0.283333,         -3.9999,         -3.9998,         -3.9989,         -3.9945,         -3.9550,         -3.8229,         -3.9999,         -3.5376
          36,        0.291667,         -4.0000,         -3.9998,         -3.9990,         -3.9961,         -3.9663,         -3.8665,         -4.0000,         -3.6470
          37,        0.300000,         -3.9999,         -4.0000,         -3.9993,         -3.9970,         -3.9747,         -3.8993,         -4.0000,         -3.7317
          38,        0.308333,         -4.0000,         -3.9999,         -3.9994,         -3.9979,         -3.9811,         -3.9239,         -4.0000,         -3.7966
          39,        0.316667,         -4.0000,         -3.9999,         -3.9994,         -3.9984,         -3.9858,         -3.9425,         -4.0000,         -3.8460
          40,        0.325000,         -3.9998,         -4.0001,         -3.9997,         -3.9988,         -3.9894,         -3.9567,         -4.0000,         -3.8836
          41,        0.333333,         -3.9999,         -4.0000,         -3.9997,         -3.9990,         -3.9920,         -3.9674,         -4.0000,         -3.9120
          42,        0.341667,         -4.0001,         -4.0002,         -3.9997,         -3.9993,         -3.9940,         -3.9754,         -4.0001,         -3.9335
          43,        0.350000,         -4.0001,         -4.0000,         -3.9999,         -3.9995,         -3.9957,         -3.9817,         -4.0001,         -3.9499
          44,        0.358333,         -4.0001,         -4.0000,         -3.9999,         -3.9998,         -3.9967,         -3.9862,         -3.9999,         -3.9622
          45,        0.366667,         -4.0000,         -4.0000,         -4.0001,         -3.9998,         -3.9975,         -3.9896,         -4.0000,         -3.9714
          46,        0.375000,         -4.0000,         -4.0001,         -3.9999,         -3.9997,         -3.9982,         -3.9920,         -4.0000,         -3.9787
          47,        0.383333,         -4.0001,         -3.9999,         -3.9999,         -3.9999,         -3.9987,         -3.9940,         -3.9998,         -3.9838
          48,        0.391667,         -4.0000,         -4.0001,         -4.0001,         -3.9998,         -3.9990,         -3.9956,         -4.0002,         -3.9877
          49,        0.400000,         -4.0000,         -4.0000,         -4.0001,         -4.0000,         -3.9993,         -3.9967,         -3.9999,         -3.9907
          50,        0.408333,         -3.9999,         -4.0001,         -3.9999,         -4.0000,         -3.9994,         -3.9975,         -4.0000,         -3.9931
          51,        0.416667,         -4.0001,         -4.0001,         -3.9999,         -4.0001,         -3.9995,         -3.9981,         -4.0000,         -3.9949
          52,        0.425000,         -3.9999,         -4.0000,         -4.0000,         -4.0000,         -3.9996,         -3.9986,         -4.0000,         -3.9960
          53,        0.433333,         -4.0000,         -3.9999,         -4.0000,         -4.0001,         -3.9997,         -3.9991,         -3.9999,         -3.9972
          54,        0.441667,         -4.0000,         -4.0000,         -3.9999,         -4.0002,         -3.9999,         -3.9992,         -3.9999,         -3.9978
          55,        0.450000,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -3.9997,         -3.9994,         -4.0000,         -3.9982
          56,        0.458333,         -4.0001,         -4.0000,         -4.0002,         -4.0000,         -3.9998,         -3.9996,         -4.0000,         -3.9988
          57,        0.466667,         -4.0000,         -4.0001,         -3.9998,         -3.9999,         -4.0000,         -3.9996,         -4.0000,         -3.9989
          58,        0.475000,         -4.0000,         -4.0002,         -3.9998,         -4.0001,         -4.0000,         -3.9999,         -4.0000,         -3.9993
          59,        0.483333,         -3.9999,         -4.0001,         -3.9999,         -4.0001,         -3.9999,         -3.9998,         -4.0001,         -3.9994
          60,        0.491667,         -4.0000,         -4.0001,         -3.9999,         -4.0001,         -3.9998,         -4.0000,         -4.0000,         -3.9994
          61,        0.500000,         -4.0001,         -4.0000,         -4.0001,         -3.9999,         -4.0000,         -3.9999,         -4.0000,         -3.9996
          62,        0.508333,         -4.0000,         -3.9999,         -3.9999,         -4.0001,         -4.0000,         -3.9999,         -4.0000,         -3.9999
          63,        0.516667,         -4.0000,         -3.9999,         -4.0001,         -4.0000,         -4.0002,         -3.9999,         -4.0000,         -3.9999
          64,        0.525000,         -4.0001,         -3.9999,         -3.9998,         -4.0001,         -4.0000,         -3.9999,         -4.0000,         -3.9999
          65,        0.533333,         -4.0001,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -4.0001,         -4.0000,         -3.9999
          66,        0.541667,         -4.0000,         -4.0000,         -3.9999,         -4.0001,         -4.0000,         -3.9999,         -4.0000,         -3.9998
          67,        0.550000,         -3.9999,         -4.0000,         -3.9999,         -4.0001,         -3.9999,         -3.9999,         -4.0000,         -3.9997
          68,        0.558333,         -3.9999,         -4.0000,         -4.0000,         -4.0000,         -4.0001,         -3.9999,         -4.0000,         -4.0000
          69,        0.566667,         -4.0001,         -3.9999,         -4.0000,         -4.0000,         -3.9999,         -3.9999,         -4.0001,         -4.0000
          70,        0.575000,         -4.0001,         -3.9999,         -4.0001,         -4.0000,         -3.9999,         -3.9999,         -4.0000,         -3.9999
          71,        0.583333,         -4.0001,         -4.0000,         -4.0001,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -4.0000
          72,        0.591667,         -3.9999,         -4.0001,         -4.0002,         -4.0001,         -4.0002,         -3.9999,         -4.0001,         -4.0000
          73,        0.600000,         -4.0001,         -4.0001,         -4.0000,         -4.0000,         -4.0000,         -4.0001,         -3.9999,         -4.0000
          74,        0.608333,         -4.0000,         -4.0000,         -4.0001,         -3.9999,         -4.0001,         -4.0000,         -4.0001,         -3.9999
          75,        0.616667,         -4.0000,         -4.0000,         -4.0000,         -4.0002,         -3.9999,         -4.0000,         -4.0000,         -4.0000
          76,        0.625000,         -4.0000,         -4.0001,         -3.9999,         -4.0002,         -3.9998,         -4.0001,         -4.0000,         -4.0000
          77,        0.633333,         -4.0000,         -4.0000,         -3.9999,         -3.9999,         -4.0001,         -4.0000,         -4.0001,         -4.0000
          78,        0.641667,         -4.0001,         -3.9999,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -4.0001,         -3.9999
          79,        0.650000,         -4.0002,         -3.9999,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -4.0001
          80,        0.658333,         -3.9998,         -4.0000,         -4.0000,         -4.0000,         -4.0001,         -4.0001,         -4.0000,         -3.9999
          81,        0.666667,         -4.0000,         -4.0001,         -3.9999,         -3.9999,         -4.0001,         -4.0000,         -4.0000,         -3.9998
          82,        0.675000,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -4.0001,         -3.9999,         -4.0001,         -4.0002
          83,        0.683333,         -4.0001,         -3.9998,         -3.9998,         -4.0000,         -4.0001,         -4.0001,         -4.0000,         -4.0001
          84,        0.691667,         -4.0000,         -4.0000,         -4.0000,         -3.9999,         -3.9999,         -4.0000,         -4.0000,         -4.0000
          85,        0.700000,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -4.0001
          86,        0.708333,         -3.9999,         -4.0000,         -4.0003,         -3.9998,         -4.0001,         -4.0000,         -4.0000,         -4.0001
          87,        0.716667,         -4.0000,         -4.0000,         -3.9999,         -4.0000,         -4.0001,         -4.0000,         -3.9999,         -4.0001
          88,        0.725000,         -4.0001,         -4.0000,         -4.0001,         -4.0000,         -3.9999,         -4.0001,         -3.9999,         -4.0000
          89,        0.733333,         -4.0000,         -4.0002,         -4.0001,         -4.0001,         -3.9999,         -3.9999,         -4.0000,         -4.0000
          90,        0.741667,         -4.0002,         -4.0001,         -3.9999,         -4.0000,         -3.9999,         -4.0001,         -4.0002,         -4.0002
          91,        0.750000,         -3.9999,         -3.9999,         -3.9999,         -3.9999,         -3.9999,         -4.0002,         -4.0001,         -3.9999
          92,        0.758333,         -3.9998,         -3.9998,         -4.0002,         -4.0001,         -4.0001,         -4.0000,         -4.0000,         -3.9999
          93,        0.766667,         -4.0001,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -3.9998,         -4.0000,         -4.0000
          94,        0.775000,         -4.0000,         -4.0001,         -3.9999,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -4.0001
          95,        0.783333,         -4.0001,         -4.0000,         -4.0002,         -4.0001,         -4.0000,         -3.9999,         -3.9999,         -3.9999
          96,        0.791667,         -3.9999,         -3.9999,         -4.0001,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -3.9999
          97,        0.800000,         -4.0001,         -4.0000,         -4.0000,         -4.0000,         -3.9999,         -4.0001,         -4.0001,         -4.0000
          98,        0.808333,         -4.0000,         -4.0000,         -3.9999,         -3.9998,         -4.0001,         -4.0001,         -4.0000,         -4.0001
          99,        0.816667,         -4.0000,         -4.0000,         -3.9999,         -4.0001,         -4.0000,         -4.0000,         -3.9999,         -3.9999
         100,        0.825000,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -3.9999,         -4.0000,         -4.0000,         -4.0000
         101,        0.833333,         -4.0001,         -4.0000,         -4.0001,         -4.0000,         -4.0000,         -3.9999,         -3.9999,         -4.0000
         102,        0.841667,         -4.0001,         -4.0000,         -3.9999,         -4.0000,         -4.0000,         -4.0000,         -4.0001,         -4.0000
         103,        0.850000,         -3.9999,         -4.0000,         -3.9999,         -4.0001,         -4.0001,         -4.0000,         -4.0000,         -4.0000
         104,        0.858333,         -3.9999,         -4.0000,         -3.9999,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -4.0000
         105,        0.866667,         -4.0001,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -3.9999,         -4.0000
         106,        0.875000,         -3.9999,         -4.0000,         -4.0000,         -3.9998,         -4.0001,         -4.0000,         -4.0002,         -3.9999
         107,        0.883333,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -4.0002,         -4.0000,         -4.0001,         -3.9999
         108,        0.891667,         -4.0000,         -4.0000,         -3.9999,         -4.0000,         -3.9999,         -4.0001,         -4.0000,         -4.0001
         109,        0.900000,         -3.9998,         -4.0000,         -4.0000,         -4.0001,         -4.0002,         -4.0000,         -4.0001,         -4.0001
         110,        0.908333,         -4.0000,         -3.9999,         -4.0003,         -4.0001,         -4.0002,         -3.9999,         -3.9998,         -4.0002
         111,        0.916667,         -4.0002,         -3.9999,         -4.0000,         -3.9998,         -4.0000,         -3.9999,         -3.9999,         -4.0001
         112,        0.925000,         -4.0000,         -4.0001,         -4.0001,         -4.0000,         -4.0000,         -4.0001,         -4.0001,         -4.0000
         113,        0.933333,         -3.9999,         -3.9999,         -3.9999,         -4.0000,         -3.9999,         -3.9998,         -3.9999,         -3.9998
         114,        0.941667,         -4.0001,         -4.0000,         -4.0000,         -3.9999,         -3.9999,         -3.9999,         -4.0002,         -4.0001
         115,        0.950000,         -4.0001,         -4.0000,         -4.0000,         -4.0001,         -4.0000,         -3.9999,         -4.0000,         -3.9999
         116,        0.958333,         -3.9999,         -4.0002,         -4.0000,         -3.9998,         -4.0001,         -3.9999,         -4.0001,         -4.0000
         117,        0.966667,         -4.0001,         -4.0000,         -4.0000,         -3.9999,         -4.0001,         -3.9999,         -3.9999,         -4.0000
         118,        0.975000,         -3.9999,         -4.0001,         -4.0001,         -4.0002,         -3.9999,         -3.9999,         -4.0000,         -3.9999
         119,        0.983333,         -4.0000,         -4.0000,         -4.0001,         -4.0000,         -4.0001,         -4.0000,         -4.0000,         -4.0000
         120,        0.991667,         -3.9998,         -4.0000,         -3.9999,         -4.0001,         -4.0000,         -4.0000,         -3.9999,         -4.0000
         121,        1.000000,         -4.0001,         -4.0000,         -4.0000,         -4.0001,         -4.0000,         -4.0000,         -4.0000,         -4.0001
         122,        1.008333,         -4.0000,         -4.0001,         -3.9999,         -4.0001,         -4.0000,         -4.0000,         -3.9999,         -4.0001
         123,        1.016667,         -3.9999,         -4.0000,         -4.0000,         -3.9998,         -4.0001,         -4.0000,         -4.0000,         -3.9998
         124,        1.025000,         -4.0000,         -4.0001,         -4.0001,         -4.0000,         -4.0000,         -4.0000,         -4.0001,         -3.9998
         125,        1.033333,         -4.0001,         -4.0001,         -4.0000,         -4.0001,         -3.9999,         -3.9998,         -4.0000,         -4.0000
         126,        1.041667,         -4.0000,         -4.0000,         -4.0001,         -3.9999,         -4.0000,         -4.0000,         -4.0000,         -4.0001
         127,        1.050000,         -4.0000,         -4.0001,         -4.0001,         -4.0001,         -4.0000,         -4.0000,         -4.0001,         -3.9999
         128,        1.058333,         -3.9999,         -4.0000,         -4.0000,         -4.0001,         -4.0000,         -3.9999,         -4.0000,         -3.9998
         129,        1.066667,         -3.9999,         -4.0000,         -3.9998,         -4.0000,         -4.0001,         -4.0001,         -4.0001,         -4.0001
         130,        1.075000,         -4.0002,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -3.9999,         -4.0001,         -4.0001
         131,        1.083333,         -3.9999,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -4.0000
         132,        1.091667,         -4.0001,         -4.0001,         -4.0000,         -3.9999,         -3.9999,         -3.9999,         -3.9999,         -3.9998
         133,        1.100000,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -3.9999
         134,        1.108333,         -4.0000,         -3.9999,         -4.0001,         -3.9999,         -4.0000,         -4.0000,         -3.9999,         -4.0000
         135,        1.116667,         -3.9997,         -3.9999,         -4.0001,         -3.9998,         -3.9999,         -4.0001,         -4.0001,         -3.9999
         136,        1.125000,         -4.0000,         -4.0000,         -4.0002,         -4.0000,         -4.0000,         -4.0000,         -4.0001,         -3.9999
         137,        1.133333,         -4.0000,         -4.0001,         -3.9999,         -4.0001,         -3.9998,         -3.9999,         -4.0000,         -3.9999
         138,        1.141667,         -4.0001,         -4.0001,         -4.0001,         -3.9999,         -3.9999,         -4.0001,         -3.9999,         -4.0002
         139,        1.150000,         -4.0000,         -3.9999,         -4.0000,         -4.0002,         -4.0000,         -4.0000,         -4.0000,         -3.9999
         140,        1.158333,         -3.9999,         -3.9999,         -4.0001,         -3.9999,         -3.9999,         -3.9999,         -4.0001,         -4.0000
         141,        1.166667,         -4.0000,         -4.0001,         -3.9999,         -3.9999,         -4.0000,         -4.0000,         -4.0001,         -4.0000
         142,        1.175000,         -4.0001,         -3.9999,         -4.0000,         -3.9999,         -4.0000,         -4.0000,         -4.0001,         -4.0008
         143,        1.183333,         -4.0000,         -3.9999,         -3.9998,         -4.0000,         -3.9998,         -3.9999,         -4.0001,         -4.0005
         144,        1.191667,         -4.0000,         -3.9999,         -4.0000,         -3.9999,         -4.0000,         -3.9999,         -3.9999,         -3.9998
         145,        1.200000,         -4.0000,         -4.0000,         -4.0001,         -4.0001,         -4.0000,         -3.9999,         -3.9999,         -3.9996
         146,        1.208333,         -3.9999,         -3.9999,         -4.0000,         -4.0001,         -4.0000,         -4.0002,         -4.0000,         -3.9990
         147,        1.216667,         -3.9999,         -4.0000,         -3.9997,         -4.0000,         -3.9999,         -4.0000,         -4.0000,         -3.9996
         148,        1.225000,         -3.9999,         -4.0001,         -4.0000,         -3.9999,         -3.9999,         -4.0000,         -3.9999,         -3.9998
         149,        1.233333,         -4.0000,         -4.0000,         -3.9998,         -4.0001,         -3.9999,         -4.0001,         -4.0000,         -3.9996
         150,        1.241667,         -3.9999,         -4.0000,         -3.9999,         -4.0000,         -3.9999,         -4.0000,         -4.0002,         -3.9999
         151,        1.250000,         -4.0000,         -3.9999,         -4.0001,         -4.0000,         -3.9999,         -4.0000,         -4.0001,         -3.9999
         152,        1.258333,         -3.9999,         -4.0002,         -3.9999,         -4.0000,         -4.0000,         -4.0002,         -4.0000,         -3.9999
         153,        1.266667,         -4.0001,         -4.0001,         -3.9998,         -4.0001,         -4.0000,         -4.0000,         -4.0000,         -3.9999
         154,        1.275000,         -4.0000,         -4.0001,         -4.0000,         -4.0001,         -3.9999,         -4.0000,         -4.0001,         -3.9998
         155,        1.283333,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -3.9999,         -4.0001,         -4.0000,         -3.9999
         156,        1.291667,         -4.0000,         -3.9998,         -3.9997,         -3.9999,         -4.0002,         -4.0001,         -4.0001,         -3.9999
         157,        1.300000,         -4.0001,         -3.9999,         -4.0000,         -4.0000,         -4.0000,         -3.9999,         -3.9999,         -3.9999
         158,        1.308333,         -3.9999,         -4.0001,         -3.9998,         -3.9999,         -3.9999,         -4.0000,         -4.0000,         -4.0000
         159,        1.316667,         -4.0000,         -3.9999,         -4.0001,         -3.9999,         -4.0000,         -4.0000,         -4.0000,         -3.9999
         160,        1.325000,         -4.0000,         -4.0001,         -4.0001,         -4.0000,         -4.0000,         -4.0000,         -3.9999,         -4.0000
         161,        1.333333,         -4.0000,         -3.9999,         -4.0001,         -3.9999,         -4.0000,         -3.9999,         -3.9999,         -4.0000
         162,        1.341667,         -4.0002,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -4.0002,         -4.0000
         163,        1.350000,         -4.0001,         -4.0001,         -4.0000,         -4.0001,         -4.0000,         -4.0000,         -4.0000,         -3.9999
         164,        1.358333,         -3.9999,         -4.0001,         -3.9999,         -4.0000,         -3.9999,         -4.0000,         -4.0000,         -4.0001
         165,        1.366667,         -4.0001,         -3.9999,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -4.0000
         166,        1.375000,         -3.9999,         -4.0000,         -4.0000,         -4.0000,         -3.9999,         -4.0000,         -4.0000,         -3.9999
         167,        1.383333,         -4.0001,         -4.0000,         -3.9999,         -4.0001,         -4.0001,         -4.0000,         -3.9999,         -4.0001
         168,        1.391667,         -3.9999,         -3.9999,         -4.0000,         -4.0001,         -4.0000,         -4.0001,         -4.0000,         -4.0000
         169,        1.400000,         -4.0002,         -3.9999,         -4.0001,         -3.9998,         -3.9999,         -4.0000,         -4.0000,         -4.0000
         170,        1.408333,         -4.0000,         -4.0000,         -4.0001,         -4.0000,         -4.0001,         -3.9998,         -4.0000,         -4.0001
         171,        1.416667,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -3.9999
         172,        1.425000,         -4.0000,         -4.0000,         -3.9999,         -4.0000,         -4.0000,         -4.0001,         -3.9999,         -3.9999
         173,        1.433333,         -4.0000,         -3.9998,         -4.0001,         -4.0001,         -4.0000,         -4.0000,         -3.9999,         -4.0000
         174,        1.441667,         -3.9999,         -4.0000,         -4.0002,         -4.0001,         -4.0000,         -4.0000,         -4.0000,         -4.0001
         175,        1.450000,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -4.0001,         -4.0001,         -4.0001,         -4.0001
         176,        1.458333,         -4.0000,         -4.0002,         -4.0001,         -3.9999,         -4.0000,         -4.0001,         -3.9999,         -4.0000
         177,        1.466667,         -4.0000,         -4.0001,         -3.9999,         -4.0001,         -4.0000,         -4.0001,         -3.9999,         -4.0000
         178,        1.475000,         -4.0001,         -4.0001,         -4.0001,         -3.9999,         -3.9999,         -4.0001,         -4.0000,         -3.9999
         179,        1.483333,         -3.9999,         -4.0002,         -4.0001,         -4.0002,         -4.0000,         -4.0000,         -3.9999,         -4.0000
         180,        1.491667,         -4.0000,         -4.0000,         -4.0000,         -3.9999,         -4.0000,         -4.0001,         -3.9998,         -3.9999
         181,        1.500000,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -4.0000
         182,        1.508333,         -4.0001,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -4.0001,         -3.9999
         183,        1.516667,         -3.9999,         -4.0000,         -4.0000,         -4.0000,         -4.0001,         -3.9999,         -3.9999,         -4.0000
         184,        1.525000,         -4.0000,         -4.0001,         -4.0000,         -3.9998,         -4.0001,         -3.9999,         -4.0000,         -3.9999
         185,        1.533333,         -4.0000,         -4.0000,         -4.0001,         -3.9999,         -3.9999,         -4.0001,         -3.9999,         -3.9998
         186,        1.541667,         -3.9999,         -4.0000,         -3.9999,         -4.0000,         -4.0000,         -4.0000,         -4.0002,         -4.0000
         187,        1.550000,         -4.0000,         -4.0000,         -4.0000,         -4.0001,         -3.9999,         -4.0001,         -4.0000,         -3.9999
         188,        1.558333,         -3.9999,         -4.0001,         -4.0001,         -4.0000,         -3.9999,         -4.0000,         -4.0000,         -4.0000
         189,        1.566667,         -3.9999,         -3.9999,         -4.0000,         -4.0002,         -4.0000,         -3.9999,         -4.0001,         -4.0000
         190,        1.575000,         -3.9999,         -4.0000,         -4.0001,         -4.0000,         -4.0000,         -3.9999,         -3.9999,         -3.9999
         191,        1.583333,         -3.9999,         -3.9999,         -4.0000,         -3.9999,         -3.9999,         -4.0000,         -4.0002,         -4.0000
         192,        1.591667,         -4.0000,         -3.9999,         -4.0000,         -4.0000,         -4.0002,         -3.9999,         -3.9999,         -4.0001
         193,        1.600000,         -3.9999,         -4.0000,         -4.0001,         -4.0001,         -4.0000,         -4.0001,         -4.0001,         -4.0001
         194,        1.608333,         -4.0002,         -4.0000,         -3.9999,         -3.9999,         -3.9999,         -3.9999,         -4.0000,         -4.0001
         195,        1.616667,         -3.9999,         -4.0002,         -4.0000,         -4.0000,         -4.0002,         -3.9999,         -4.0000,         -3.9999
         196,        1.625000,         -4.0000,         -4.0001,         -4.0001,         -4.0000,         -4.0000,         -4.0000,         -4.0001,         -4.0001
         197,        1.633333,         -3.9998,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -4.0001,         -4.0000,         -4.0001
         198,        1.641667,         -4.0000,         -4.0000,         -4.0002,         -4.0000,         -3.9999,         -4.0001,         -4.0002,         -3.9999
         199,        1.650000,         -4.0000,         -4.0000,         -4.0000,         -4.0000,         -3.9999,         -4.0001,         -4.0000,         -4.0001
         200,        1.658333,         -4.0000,         -3.9999,         -4.0000,         -3.9999,         -3.9999,         -3.9998,         -4.0000,         -4.0001
         201,        1.666667,         -4.0000,         -4.0000,         -4.0000,         -3.9999,         -4.0001,         -4.0001,         -4.0000,         -4.0000
         202,        1.675000,         -4.0001,         -4.0000,         -4.0000,         -4.0001,         -4.0000,         -4.0000,         -4.0000,         -4.0000
         203,        1.683333,         -4.0000,         -4.0000,         -3.9999,         -4.0002,         -4.0002,         -4.0000,         -3.9998,         -3.9999
         204,        1.691667,         -3.9999,         -3.9999,         -4.0000,         -4.0001,         -4.0000,         -3.9999,         -3.9999,         -4.0000
         205,        1.700000,         -3.9999,         -4.0001,         -4.0001,         -4.0001,         -4.0000,         -3.9999,         -4.0001,         -4.0002
         206,        1.708333,         -4.0001,         -4.0001,         -3.9999,         -4.0000,         -4.0001,         -3.9999,         -3.9999,         -4.0000
         207,        1.716667,         -4.0001,         -4.0000,         -4.0001,         -4.0000,         -3.9999,         -3.9999,         -3.9999,         -4.0000
         208,        1.725000,         -4.0000,         -4.0000,         -4.0000,         -4.0001,         -4.0000,         -4.0000,         -3.9999,         -4.0001
         209,        1.733333,         -4.0000,         -4.0000,         -4.0000,         -4.0001,         -4.0000,         -4.0000,         -4.0001,         -4.0002
         210,        1.741667,         -4.0000,         -4.0001,         -4.0001,         -3.9999,         -4.0000,         -4.0000,         -4.0000,         -4.0001
