"OutphaseC4_017","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Outphase\runs\OutphaseC4_017.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Outphase\results\017\OutphaseC4_017_POMM.csv","Maximum (Extracted from Time Series)",          2.2159,          2.5783,          3.9652,          1.7264,          1.6340,          2.3930,          1.9430,          0.7945,          1.8998,          3.2181,          0.6019,          0.9524,          1.5825,          3.0600,          4.5920,          1.4454,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0010
"","Time of Maximum",          0.0083,          0.1083,          0.0417,          0.0750,          5.7750,          5.8500,          0.0750,          0.3333,          0.3333,          0.1750,          5.4167,          0.5000,          1.0667,          2.5583,          2.5000,          0.0083,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0667
"","Minimum (Extracted From Time Series)",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -60.0042,        -60.0021,        -60.0010,        -60.0025,        -60.0009,        -60.0019,        -60.0021,        -60.0009
"","Time of Minimum",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          3.3000,          3.1167,          5.8167,          5.5583,          5.7917,          5.6833,          5.2667,          0.8583
