"VanillaC4_008 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_VanillaC4\runs\VanillaC4_008.tcf]","Time (h)","Q 2 [VanillaC4_008]","Q 3 [VanillaC4_008]","Q 4 [VanillaC4_008]","Q 5 [VanillaC4_008]","Q 6 [VanillaC4_008]","Q 7 [VanillaC4_008]","Q 1 [VanillaC4_008]","Q  8 [VanillaC4_008]"
          39,        0.316667,         -7.9998,         -7.9999,         -7.9995,         -7.9984,         -7.9906,         -7.9716,         -8.0004,         -7.9419
          40,        0.325000,         -8.0002,         -7.9999,         -7.9996,         -7.9989,         -7.9929,         -7.9786,         -8.0006,         -7.9560
          41,        0.333333,         -7.9998,         -8.0000,         -7.9995,         -7.9991,         -7.9947,         -7.9837,         -7.9996,         -7.9669
          42,        0.341667,         -7.9998,         -8.0000,         -7.9999,         -7.9991,         -7.9959,         -7.9877,         -8.0003,         -7.9747
          43,        0.350000,         -8.0002,         -8.0000,         -7.9999,         -7.9993,         -7.9968,         -7.9906,         -8.0007,         -7.9806
          44,        0.358333,         -7.9996,         -8.0002,         -7.9999,         -7.9996,         -7.9978,         -7.9928,         -7.9993,         -7.9854
          45,        0.366667,         -7.9997,         -8.0001,         -7.9998,         -7.9996,         -7.9981,         -7.9948,         -8.0001,         -7.9892
          46,        0.375000,         -8.0002,         -8.0001,         -7.9998,         -7.9995,         -7.9987,         -7.9960,         -8.0006,         -7.9918
          47,        0.383333,         -7.9999,         -8.0001,         -8.0002,         -8.0001,         -7.9990,         -7.9970,         -7.9995,         -7.9935
          48,        0.391667,         -7.9998,         -8.0000,         -7.9999,         -7.9999,         -7.9993,         -7.9977,         -8.0000,         -7.9952
          49,        0.400000,         -8.0004,         -7.9998,         -7.9999,         -8.0000,         -7.9995,         -7.9983,         -8.0005,         -7.9966
          50,        0.408333,         -8.0001,         -8.0001,         -7.9998,         -8.0000,         -7.9996,         -7.9988,         -7.9996,         -7.9973
          51,        0.416667,         -7.9997,         -8.0000,         -8.0001,         -7.9997,         -7.9998,         -7.9991,         -7.9995,         -7.9976
          52,        0.425000,         -8.0004,         -7.9998,         -8.0000,         -8.0001,         -7.9997,         -7.9991,         -8.0008,         -7.9983
          53,        0.433333,         -7.9999,         -8.0001,         -8.0000,         -8.0000,         -7.9999,         -7.9995,         -7.9996,         -7.9987
          54,        0.441667,         -7.9998,         -8.0000,         -7.9999,         -8.0002,         -7.9998,         -7.9996,         -7.9996,         -7.9991
          55,        0.450000,         -8.0004,         -7.9999,         -8.0001,         -8.0000,         -7.9998,         -7.9996,         -8.0005,         -7.9991
          56,        0.458333,         -8.0001,         -8.0000,         -8.0002,         -8.0000,         -8.0000,         -7.9997,         -8.0001,         -7.9994
          57,        0.466667,         -7.9998,         -8.0001,         -7.9999,         -8.0001,         -8.0001,         -7.9999,         -7.9993,         -7.9995
          58,        0.475000,         -8.0000,         -8.0001,         -8.0002,         -7.9998,         -7.9998,         -7.9999,         -8.0006,         -7.9997
          59,        0.483333,         -8.0001,         -8.0001,         -7.9999,         -8.0002,         -7.9999,         -7.9999,         -8.0000,         -7.9998
          60,        0.491667,         -7.9998,         -8.0001,         -8.0000,         -7.9998,         -8.0000,         -8.0001,         -7.9995,         -7.9998
          61,        0.500000,         -8.0001,         -7.9998,         -8.0001,         -8.0000,         -8.0001,         -7.9999,         -8.0005,         -8.0001
          62,        0.508333,         -8.0002,         -8.0001,         -8.0000,         -7.9998,         -8.0002,         -8.0000,         -8.0000,         -8.0000
          63,        0.516667,         -8.0000,         -8.0001,         -7.9998,         -8.0000,         -7.9999,         -7.9999,         -7.9994,         -8.0000
          64,        0.525000,         -8.0002,         -7.9999,         -8.0000,         -8.0001,         -8.0000,         -7.9999,         -8.0003,         -7.9998
          65,        0.533333,         -8.0001,         -8.0001,         -8.0001,         -8.0000,         -8.0001,         -7.9999,         -8.0001,         -8.0000
          66,        0.541667,         -7.9998,         -8.0001,         -8.0001,         -8.0001,         -8.0001,         -8.0000,         -7.9995,         -7.9998
          67,        0.550000,         -8.0001,         -8.0000,         -8.0001,         -8.0000,         -7.9999,         -8.0000,         -8.0005,         -8.0000
          68,        0.558333,         -8.0001,         -8.0000,         -7.9999,         -7.9999,         -8.0001,         -8.0001,         -8.0004,         -7.9999
          69,        0.566667,         -7.9995,         -8.0001,         -8.0001,         -7.9999,         -8.0000,         -7.9999,         -7.9992,         -7.9998
          70,        0.575000,         -8.0000,         -7.9999,         -8.0002,         -8.0002,         -7.9999,         -8.0001,         -8.0004,         -8.0001
          71,        0.583333,         -8.0002,         -7.9999,         -8.0001,         -8.0001,         -8.0001,         -7.9998,         -8.0002,         -8.0000
          72,        0.591667,         -7.9998,         -8.0000,         -8.0000,         -7.9999,         -8.0001,         -8.0000,         -7.9997,         -7.9996
          73,        0.600000,         -7.9999,         -7.9999,         -7.9999,         -8.0000,         -7.9999,         -8.0001,         -8.0003,         -7.9996
          74,        0.608333,         -8.0000,         -8.0001,         -8.0001,         -8.0002,         -8.0000,         -8.0000,         -8.0004,         -8.0000
          75,        0.616667,         -7.9998,         -8.0002,         -8.0000,         -7.9999,         -8.0000,         -8.0000,         -7.9994,         -7.9997
          76,        0.625000,         -8.0000,         -8.0000,         -8.0002,         -8.0000,         -8.0000,         -7.9998,         -8.0001,         -8.0002
          77,        0.633333,         -8.0002,         -8.0000,         -8.0000,         -8.0000,         -7.9999,         -8.0001,         -8.0004,         -7.9993
          78,        0.641667,         -7.9999,         -8.0002,         -7.9998,         -7.9999,         -8.0001,         -8.0002,         -7.9996,         -8.0000
          79,        0.650000,         -7.9996,         -7.9999,         -8.0000,         -8.0001,         -8.0000,         -8.0001,         -8.0002,         -8.0002
          80,        0.658333,         -8.0002,         -7.9998,         -8.0001,         -8.0000,         -8.0001,         -8.0001,         -8.0006,         -8.0001
          81,        0.666667,         -7.9997,         -8.0001,         -7.9999,         -8.0000,         -8.0002,         -8.0001,         -7.9994,         -8.0011
          82,        0.675000,         -7.9996,         -8.0002,         -8.0001,         -8.0000,         -8.0000,         -8.0001,         -7.9998,         -7.9994
          83,        0.683333,         -8.0003,         -7.9998,         -8.0001,         -7.9998,         -7.9999,         -8.0001,         -8.0008,         -7.9998
          84,        0.691667,         -7.9999,         -8.0002,         -7.9999,         -8.0000,         -7.9999,         -8.0001,         -7.9994,         -8.0001
          85,        0.700000,         -7.9998,         -8.0001,         -8.0000,         -7.9998,         -7.9999,         -7.9999,         -7.9996,         -8.0010
          86,        0.708333,         -8.0002,         -8.0001,         -8.0002,         -7.9999,         -8.0001,         -7.9999,         -8.0005,         -7.9992
          87,        0.716667,         -8.0000,         -8.0000,         -7.9998,         -8.0000,         -7.9997,         -7.9999,         -7.9998,         -7.9996
          88,        0.725000,         -7.9998,         -7.9999,         -7.9999,         -8.0000,         -7.9999,         -8.0000,         -7.9995,         -8.0004
          89,        0.733333,         -8.0003,         -7.9999,         -8.0002,         -8.0000,         -7.9999,         -8.0000,         -8.0004,         -8.0006
          90,        0.741667,         -7.9999,         -8.0001,         -8.0001,         -8.0001,         -8.0000,         -7.9999,         -8.0001,         -8.0008
          91,        0.750000,         -7.9997,         -8.0002,         -8.0000,         -8.0001,         -8.0000,         -7.9999,         -7.9995,         -8.0028
          92,        0.758333,         -8.0002,         -8.0001,         -7.9999,         -8.0000,         -8.0001,         -8.0001,         -8.0004,         -8.0070
          93,        0.766667,         -7.9999,         -8.0000,         -7.9999,         -8.0001,         -8.0000,         -7.9999,         -8.0001,         -7.9958
          94,        0.775000,         -7.9999,         -7.9999,         -8.0002,         -7.9999,         -7.9999,         -8.0001,         -7.9993,         -7.9984
          95,        0.783333,         -8.0004,         -8.0000,         -8.0001,         -7.9998,         -8.0000,         -8.0001,         -8.0004,         -7.9992
          96,        0.791667,         -8.0002,         -8.0001,         -7.9999,         -7.9999,         -8.0000,         -8.0000,         -8.0000,         -7.9994
          97,        0.800000,         -7.9996,         -8.0001,         -8.0000,         -8.0000,         -8.0000,         -7.9999,         -7.9995,         -7.9998
          98,        0.808333,         -8.0002,         -8.0000,         -8.0001,         -8.0002,         -8.0001,         -7.9999,         -8.0004,         -7.9999
          99,        0.816667,         -8.0004,         -7.9999,         -8.0001,         -7.9999,         -7.9999,         -7.9999,         -8.0003,         -7.9998
         100,        0.825000,         -7.9996,         -8.0000,         -7.9998,         -8.0001,         -8.0000,         -8.0001,         -7.9994,         -7.9999
         101,        0.833333,         -8.0002,         -7.9999,         -8.0001,         -8.0001,         -8.0000,         -8.0000,         -8.0006,         -7.9998
         102,        0.841667,         -8.0000,         -8.0000,         -7.9999,         -8.0001,         -8.0001,         -8.0001,         -8.0004,         -8.0001
         103,        0.850000,         -7.9995,         -8.0000,         -8.0000,         -8.0002,         -8.0000,         -8.0001,         -7.9993,         -7.9999
         104,        0.858333,         -8.0001,         -7.9998,         -7.9999,         -7.9999,         -7.9999,         -8.0000,         -8.0002,         -8.0000
         105,        0.866667,         -8.0001,         -8.0000,         -8.0001,         -7.9999,         -8.0000,         -8.0002,         -8.0002,         -7.9999
         106,        0.875000,         -8.0000,         -8.0003,         -8.0000,         -7.9999,         -8.0000,         -7.9999,         -7.9994,         -7.9999
         107,        0.883333,         -7.9999,         -8.0000,         -8.0001,         -7.9998,         -8.0000,         -7.9999,         -8.0003,         -8.0001
         108,        0.891667,         -8.0001,         -8.0000,         -7.9999,         -8.0000,         -8.0001,         -8.0002,         -8.0003,         -7.9999
         109,        0.900000,         -7.9998,         -8.0000,         -7.9999,         -8.0000,         -8.0001,         -8.0001,         -7.9994,         -7.9997
         110,        0.908333,         -7.9999,         -8.0000,         -8.0001,         -7.9999,         -8.0000,         -8.0000,         -8.0005,         -7.9999
         111,        0.916667,         -8.0001,         -8.0000,         -7.9998,         -8.0000,         -8.0001,         -8.0001,         -8.0004,         -8.0000
         112,        0.925000,         -7.9998,         -8.0001,         -8.0000,         -8.0000,         -8.0002,         -8.0001,         -7.9996,         -8.0000
         113,        0.933333,         -7.9999,         -8.0000,         -8.0001,         -8.0001,         -7.9999,         -8.0000,         -8.0001,         -8.0000
         114,        0.941667,         -8.0002,         -8.0001,         -8.0000,         -8.0000,         -8.0001,         -8.0000,         -8.0006,         -8.0001
         115,        0.950000,         -7.9998,         -8.0002,         -8.0000,         -8.0000,         -7.9999,         -8.0000,         -7.9993,         -7.9999
         116,        0.958333,         -7.9997,         -8.0000,         -7.9999,         -7.9999,         -7.9999,         -8.0000,         -8.0000,         -7.9999
         117,        0.966667,         -8.0001,         -7.9999,         -8.0000,         -8.0001,         -7.9999,         -8.0002,         -8.0006,         -8.0000
         118,        0.975000,         -7.9998,         -8.0002,         -7.9998,         -7.9999,         -8.0000,         -8.0002,         -7.9995,         -8.0001
         119,        0.983333,         -7.9995,         -8.0000,         -7.9999,         -8.0001,         -7.9999,         -8.0001,         -7.9999,         -8.0000
         120,        0.991667,         -8.0003,         -7.9998,         -8.0000,         -8.0001,         -8.0000,         -8.0000,         -8.0006,         -8.0000
         121,        1.000000,         -7.9999,         -8.0002,         -7.9999,         -7.9999,         -8.0000,         -8.0002,         -7.9995,         -8.0000
         122,        1.008333,         -7.9997,         -8.0000,         -8.0000,         -8.0001,         -8.0002,         -8.0000,         -7.9997,         -7.9999
         123,        1.016667,         -8.0003,         -8.0000,         -7.9999,         -8.0001,         -7.9998,         -7.9999,         -8.0005,         -8.0001
         124,        1.025000,         -8.0000,         -8.0001,         -7.9999,         -7.9998,         -8.0001,         -7.9999,         -7.9995,         -7.9999
         125,        1.033333,         -7.9995,         -8.0001,         -7.9999,         -8.0000,         -8.0001,         -8.0001,         -7.9996,         -7.9998
         126,        1.041667,         -8.0002,         -8.0000,         -8.0000,         -7.9999,         -8.0000,         -8.0001,         -8.0004,         -8.0003
         127,        1.050000,         -7.9999,         -8.0000,         -8.0000,         -7.9999,         -7.9998,         -8.0001,         -8.0000,         -8.0002
         128,        1.058333,         -7.9998,         -7.9999,         -8.0000,         -8.0000,         -8.0001,         -8.0000,         -7.9995,         -8.0000
         129,        1.066667,         -8.0002,         -7.9998,         -8.0000,         -8.0000,         -7.9999,         -8.0000,         -8.0006,         -8.0000
         130,        1.075000,         -8.0000,         -8.0001,         -8.0000,         -8.0001,         -8.0001,         -8.0002,         -8.0002,         -7.9998
         131,        1.083333,         -7.9997,         -8.0001,         -7.9999,         -8.0000,         -7.9999,         -7.9999,         -7.9993,         -8.0000
         132,        1.091667,         -8.0004,         -7.9999,         -8.0000,         -7.9998,         -8.0000,         -8.0001,         -8.0004,         -7.9999
         133,        1.100000,         -8.0002,         -8.0000,         -8.0000,         -8.0001,         -8.0001,         -7.9999,         -8.0000,         -7.9999
         134,        1.108333,         -7.9998,         -8.0000,         -8.0001,         -7.9998,         -8.0001,         -8.0002,         -7.9995,         -8.0000
         135,        1.116667,         -8.0000,         -7.9999,         -8.0000,         -8.0000,         -8.0001,         -8.0001,         -8.0005,         -7.9999
         136,        1.125000,         -8.0002,         -8.0001,         -8.0001,         -8.0000,         -8.0000,         -7.9999,         -8.0002,         -8.0001
         137,        1.133333,         -7.9998,         -8.0001,         -8.0000,         -8.0000,         -8.0000,         -8.0000,         -7.9993,         -7.9999
         138,        1.141667,         -8.0001,         -8.0000,         -8.0001,         -7.9999,         -8.0000,         -8.0001,         -8.0006,         -8.0002
         139,        1.150000,         -8.0003,         -8.0000,         -7.9999,         -7.9999,         -8.0001,         -8.0000,         -8.0004,         -7.9998
         140,        1.158333,         -7.9997,         -8.0001,         -8.0002,         -8.0000,         -8.0000,         -8.0000,         -7.9993,         -7.9999
         141,        1.166667,         -8.0002,         -7.9999,         -8.0000,         -8.0000,         -7.9999,         -7.9999,         -8.0004,         -8.0000
         142,        1.175000,         -8.0001,         -8.0000,         -8.0002,         -7.9999,         -8.0001,         -8.0000,         -8.0005,         -8.0001
         143,        1.183333,         -7.9997,         -7.9999,         -8.0001,         -7.9999,         -8.0000,         -8.0000,         -7.9994,         -8.0000
         144,        1.191667,         -8.0001,         -7.9999,         -7.9999,         -7.9999,         -8.0000,         -8.0000,         -8.0004,         -7.9999
         145,        1.200000,         -8.0002,         -8.0000,         -8.0001,         -8.0001,         -8.0000,         -8.0000,         -8.0004,         -8.0000
         146,        1.208333,         -7.9997,         -8.0001,         -8.0000,         -7.9999,         -7.9999,         -7.9998,         -7.9994,         -8.0000
         147,        1.216667,         -8.0001,         -7.9999,         -8.0000,         -8.0001,         -8.0001,         -7.9999,         -8.0003,         -8.0001
         148,        1.225000,         -8.0004,         -8.0000,         -8.0001,         -8.0001,         -8.0001,         -7.9999,         -8.0004,         -8.0000
         149,        1.233333,         -7.9997,         -8.0003,         -7.9999,         -8.0000,         -7.9999,         -7.9999,         -7.9992,         -7.9999
         150,        1.241667,         -8.0002,         -7.9998,         -7.9999,         -7.9999,         -8.0001,         -8.0002,         -8.0005,         -8.0000
         151,        1.250000,         -8.0003,         -8.0001,         -8.0001,         -8.0000,         -7.9999,         -8.0000,         -8.0004,         -7.9999
         152,        1.258333,         -7.9996,         -8.0002,         -7.9999,         -8.0001,         -8.0001,         -8.0001,         -7.9995,         -8.0001
         153,        1.266667,         -8.0000,         -8.0000,         -8.0000,         -8.0000,         -8.0000,         -8.0000,         -8.0006,         -8.0000
         154,        1.275000,         -8.0002,         -7.9999,         -8.0000,         -7.9999,         -8.0000,         -8.0000,         -8.0006,         -8.0000
         155,        1.283333,         -7.9997,         -8.0001,         -8.0000,         -7.9999,         -7.9999,         -8.0000,         -7.9992,         -7.9999
         156,        1.291667,         -7.9999,         -8.0000,         -8.0000,         -7.9999,         -7.9998,         -7.9999,         -8.0004,         -7.9998
         157,        1.300000,         -8.0003,         -7.9999,         -7.9999,         -8.0000,         -8.0000,         -7.9999,         -8.0007,         -7.9998
         158,        1.308333,         -8.0002,         -8.0002,         -8.0001,         -7.9999,         -8.0001,         -7.9999,         -7.9993,         -8.0001
         159,        1.316667,         -7.9997,         -7.9999,         -8.0002,         -7.9999,         -8.0000,         -8.0001,         -7.9999,         -8.0000
         160,        1.325000,         -8.0004,         -7.9999,         -7.9999,         -7.9999,         -8.0001,         -7.9999,         -8.0005,         -8.0000
         161,        1.333333,         -8.0002,         -8.0000,         -7.9999,         -8.0000,         -8.0000,         -7.9999,         -7.9997,         -8.0000
         162,        1.341667,         -7.9998,         -7.9998,         -7.9999,         -7.9999,         -8.0000,         -8.0000,         -7.9993,         -8.0001
         163,        1.350000,         -8.0000,         -8.0000,         -7.9998,         -7.9999,         -7.9998,         -8.0001,         -8.0008,         -8.0002
         164,        1.358333,         -8.0000,         -8.0000,         -8.0001,         -8.0001,         -8.0000,         -8.0002,         -7.9998,         -8.0000
         165,        1.366667,         -7.9996,         -8.0001,         -8.0001,         -7.9999,         -7.9999,         -7.9999,         -7.9996,         -7.9998
         166,        1.375000,         -8.0003,         -8.0001,         -8.0000,         -8.0001,         -8.0001,         -7.9999,         -8.0004,         -8.0000
         167,        1.383333,         -8.0001,         -8.0000,         -7.9998,         -7.9998,         -8.0001,         -8.0002,         -7.9998,         -7.9999
         168,        1.391667,         -7.9997,         -8.0000,         -8.0001,         -8.0001,         -7.9998,         -8.0000,         -7.9993,         -8.0001
         169,        1.400000,         -8.0003,         -8.0001,         -8.0000,         -8.0000,         -8.0000,         -8.0000,         -8.0006,         -8.0000
         170,        1.408333,         -8.0001,         -8.0002,         -7.9999,         -8.0001,         -8.0000,         -8.0002,         -7.9999,         -7.9998
         171,        1.416667,         -7.9997,         -8.0000,         -7.9999,         -8.0002,         -8.0000,         -8.0001,         -7.9993,         -8.0000
         172,        1.425000,         -8.0001,         -7.9999,         -8.0001,         -8.0000,         -7.9999,         -8.0001,         -8.0002,         -7.9999
         173,        1.433333,         -8.0002,         -7.9999,         -8.0001,         -8.0001,         -8.0001,         -8.0000,         -8.0001,         -7.9998
         174,        1.441667,         -7.9997,         -8.0001,         -8.0002,         -8.0000,         -8.0000,         -7.9999,         -7.9996,         -8.0000
         175,        1.450000,         -8.0002,         -7.9998,         -8.0000,         -8.0000,         -7.9999,         -7.9999,         -8.0006,         -8.0000
         176,        1.458333,         -7.9999,         -8.0002,         -8.0000,         -8.0000,         -8.0002,         -8.0000,         -8.0001,         -7.9997
         177,        1.466667,         -7.9998,         -8.0001,         -8.0000,         -8.0001,         -7.9999,         -8.0000,         -7.9994,         -7.9999
         178,        1.475000,         -8.0002,         -8.0000,         -8.0000,         -7.9998,         -8.0001,         -7.9999,         -8.0004,         -7.9999
         179,        1.483333,         -8.0001,         -8.0000,         -8.0000,         -8.0000,         -8.0001,         -8.0000,         -8.0002,         -8.0000
         180,        1.491667,         -7.9997,         -8.0002,         -7.9999,         -7.9999,         -8.0000,         -8.0002,         -7.9994,         -7.9999
         181,        1.500000,         -8.0000,         -8.0000,         -8.0001,         -7.9999,         -8.0001,         -7.9999,         -8.0003,         -7.9999
         182,        1.508333,         -8.0001,         -8.0000,         -8.0001,         -7.9999,         -7.9999,         -8.0000,         -8.0001,         -7.9998
         183,        1.516667,         -7.9996,         -8.0002,         -8.0002,         -7.9998,         -8.0000,         -8.0002,         -7.9992,         -7.9999
         184,        1.525000,         -8.0000,         -8.0001,         -7.9999,         -7.9999,         -8.0002,         -8.0001,         -8.0005,         -7.9998
         185,        1.533333,         -8.0001,         -8.0001,         -8.0000,         -7.9998,         -8.0000,         -7.9999,         -8.0004,         -7.9998
         186,        1.541667,         -7.9996,         -8.0001,         -8.0003,         -8.0000,         -8.0002,         -7.9999,         -7.9993,         -7.9999
         187,        1.550000,         -7.9999,         -8.0001,         -7.9999,         -8.0000,         -8.0002,         -8.0000,         -8.0004,         -7.9999
         188,        1.558333,         -8.0002,         -8.0002,         -7.9999,         -7.9999,         -7.9998,         -8.0000,         -8.0004,         -7.9998
         189,        1.566667,         -7.9998,         -8.0001,         -7.9999,         -8.0001,         -7.9999,         -7.9999,         -7.9994,         -7.9999
         190,        1.575000,         -7.9999,         -8.0000,         -8.0001,         -7.9999,         -8.0000,         -8.0002,         -8.0002,         -7.9997
         191,        1.583333,         -8.0001,         -8.0001,         -8.0000,         -8.0000,         -8.0001,         -8.0002,         -8.0005,         -8.0000
         192,        1.591667,         -8.0000,         -8.0002,         -7.9999,         -8.0000,         -8.0000,         -8.0000,         -7.9994,         -7.9998
         193,        1.600000,         -7.9999,         -7.9998,         -7.9999,         -7.9998,         -8.0001,         -8.0000,         -8.0002,         -8.0000
         194,        1.608333,         -8.0003,         -8.0000,         -7.9999,         -7.9999,         -8.0001,         -7.9999,         -8.0007,         -8.0000
         195,        1.616667,         -7.9997,         -8.0000,         -8.0000,         -8.0000,         -8.0001,         -8.0000,         -7.9993,         -8.0001
         196,        1.625000,         -7.9997,         -7.9999,         -8.0000,         -8.0000,         -8.0001,         -7.9999,         -7.9996,         -7.9999
         197,        1.633333,         -8.0003,         -7.9999,         -8.0002,         -8.0001,         -8.0000,         -8.0000,         -8.0006,         -8.0000
         198,        1.641667,         -8.0000,         -8.0000,         -8.0000,         -8.0000,         -8.0001,         -8.0001,         -7.9996,         -8.0001
         199,        1.650000,         -7.9997,         -7.9999,         -8.0000,         -8.0000,         -7.9999,         -8.0001,         -7.9997,         -8.0000
         200,        1.658333,         -8.0002,         -8.0000,         -8.0000,         -7.9999,         -8.0000,         -7.9999,         -8.0006,         -8.0001
         201,        1.666667,         -8.0000,         -8.0001,         -8.0000,         -8.0001,         -8.0001,         -8.0001,         -7.9999,         -7.9999
         202,        1.675000,         -7.9997,         -7.9998,         -8.0000,         -8.0000,         -8.0000,         -8.0000,         -7.9996,         -8.0003
         203,        1.683333,         -8.0004,         -7.9997,         -8.0002,         -8.0002,         -8.0000,         -8.0001,         -8.0002,         -8.0000
         204,        1.691667,         -8.0000,         -8.0000,         -8.0000,         -8.0000,         -7.9999,         -8.0002,         -8.0002,         -7.9998
         205,        1.700000,         -7.9998,         -8.0001,         -8.0001,         -7.9999,         -8.0000,         -8.0000,         -7.9996,         -7.9995
         206,        1.708333,         -8.0002,         -8.0000,         -8.0000,         -8.0002,         -8.0000,         -8.0002,         -8.0002,         -8.0004
         207,        1.716667,         -8.0000,         -8.0001,         -8.0001,         -8.0000,         -8.0000,         -8.0000,         -7.9999,         -7.9998
         208,        1.725000,         -7.9998,         -8.0000,         -7.9999,         -8.0000,         -8.0000,         -7.9999,         -7.9993,         -8.0007
         209,        1.733333,         -8.0004,         -7.9999,         -8.0001,         -8.0001,         -8.0000,         -8.0000,         -8.0004,         -7.9995
         210,        1.741667,         -8.0000,         -8.0001,         -7.9998,         -8.0001,         -8.0003,         -7.9999,         -8.0000,         -8.0001
