"InphaseC4_004 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_InphaseC4\runs\InphaseC4_004.tcf]","Time (h)","V 2 [InphaseC4_004]","V 3 [InphaseC4_004]","V 4 [InphaseC4_004]","V 5 [InphaseC4_004]","V 6 [InphaseC4_004]","V 7 [InphaseC4_004]","V 8 [InphaseC4_004]","V 9 [InphaseC4_004]","V 10 [InphaseC4_004]","V 11 [InphaseC4_004]","V 12 [InphaseC4_004]","V 13 [InphaseC4_004]","V 14 [InphaseC4_004]","V 15 [InphaseC4_004]","V 16 [InphaseC4_004]","V  1 [InphaseC4_004]"
           1,        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           2,        0.008333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          1.6465
           3,        0.016667,          1.8715,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          1.7154
           4,        0.025000,          1.7884,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          1.7161
           5,        0.033333,          1.7151,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          1.7170
           6,        0.041667,          1.0959,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          1.7170
           7,        0.050000,          0.9054,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          1.7170
           8,        0.058333,          0.7757,          0.0000,          0.1402,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          1.7169
           9,        0.066667,          0.6834,          0.0000,          0.1291,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          1.7171
          10,        0.075000,          0.6335,          0.0000,          0.1553,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          1.7174
          11,        0.083333,          0.5925,          0.0000,          0.1697,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0002,          0.0001,          1.7162
          12,        0.091667,          0.5483,          0.0000,          0.1680,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          1.7181
          13,        0.100000,          0.5217,          0.0000,          0.1811,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          1.7185
          14,        0.108333,          0.5050,          0.0000,          0.2043,          0.0393,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          1.5308
