"InphaseC4_004 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_InphaseC4\runs\InphaseC4_004.tcf]","Time (h)","Q 2 [InphaseC4_004]","Q 3 [InphaseC4_004]","Q 4 [InphaseC4_004]","Q 5 [InphaseC4_004]","Q 6 [InphaseC4_004]","Q 7 [InphaseC4_004]","Q 1 [InphaseC4_004]","Q  8 [InphaseC4_004]"
          85,        0.700000,         -3.9995,         -4.0000,         -3.9998,         -3.9999,         -3.9977,         -3.9966,         -4.0000,         -3.9952
          86,        0.708333,         -4.0001,         -4.0001,         -4.0001,         -3.9999,         -3.9982,         -3.9973,         -3.9997,         -3.9965
          87,        0.716667,         -4.0001,         -4.0000,         -4.0006,         -4.0000,         -3.9988,         -3.9977,         -4.0000,         -3.9963
          88,        0.725000,         -3.9999,         -4.0001,         -3.9998,         -4.0000,         -3.9993,         -3.9982,         -3.9998,         -3.9971
          89,        0.733333,         -4.0006,         -4.0000,         -3.9998,         -4.0000,         -3.9990,         -3.9987,         -4.0001,         -3.9976
          90,        0.741667,         -3.9998,         -4.0000,         -4.0005,         -4.0000,         -3.9998,         -3.9987,         -4.0001,         -3.9989
          91,        0.750000,         -3.9999,         -4.0000,         -4.0006,         -4.0001,         -3.9997,         -3.9989,         -3.9999,         -3.9984
          92,        0.758333,         -4.0000,         -4.0001,         -3.9996,         -4.0001,         -4.0002,         -3.9991,         -3.9999,         -3.9984
          93,        0.766667,         -4.0001,         -4.0000,         -3.9997,         -4.0001,         -3.9993,         -3.9993,         -3.9999,         -3.9991
          94,        0.775000,         -4.0002,         -3.9999,         -4.0000,         -3.9998,         -3.9994,         -3.9995,         -4.0000,         -3.9996
          95,        0.783333,         -3.9999,         -4.0001,         -3.9999,         -4.0001,         -3.9996,         -3.9996,         -4.0000,         -3.9992
          96,        0.791667,         -3.9997,         -4.0000,         -4.0004,         -4.0000,         -3.9995,         -3.9998,         -4.0001,         -3.9995
          97,        0.800000,         -4.0004,         -4.0000,         -4.0000,         -3.9999,         -3.9997,         -3.9997,         -3.9999,         -3.9999
          98,        0.808333,         -4.0006,         -4.0000,         -3.9993,         -3.9999,         -4.0003,         -3.9998,         -3.9998,         -3.9995
          99,        0.816667,         -3.9998,         -4.0000,         -4.0006,         -3.9999,         -4.0001,         -3.9998,         -4.0001,         -3.9996
         100,        0.825000,         -4.0002,         -4.0001,         -3.9998,         -4.0001,         -4.0004,         -3.9999,         -4.0002,         -4.0002
         101,        0.833333,         -4.0002,         -4.0000,         -4.0002,         -4.0000,         -4.0001,         -3.9999,         -3.9999,         -3.9998
         102,        0.841667,         -3.9998,         -4.0000,         -4.0002,         -4.0000,         -4.0000,         -3.9999,         -4.0000,         -3.9999
         103,        0.850000,         -3.9996,         -4.0001,         -3.9997,         -3.9998,         -4.0000,         -4.0000,         -4.0000,         -3.9997
         104,        0.858333,         -4.0002,         -4.0000,         -4.0002,         -4.0000,         -3.9996,         -3.9998,         -4.0001,         -3.9997
         105,        0.866667,         -4.0004,         -4.0000,         -3.9999,         -4.0001,         -4.0002,         -4.0000,         -3.9999,         -4.0002
         106,        0.875000,         -3.9999,         -4.0001,         -3.9997,         -4.0001,         -3.9998,         -3.9998,         -3.9999,         -3.9998
         107,        0.883333,         -4.0000,         -4.0000,         -4.0001,         -4.0001,         -4.0004,         -4.0001,         -3.9999,         -3.9998
         108,        0.891667,         -4.0004,         -4.0000,         -4.0005,         -4.0000,         -4.0001,         -3.9997,         -4.0000,         -4.0000
         109,        0.900000,         -4.0004,         -4.0001,         -3.9995,         -3.9999,         -3.9999,         -3.9999,         -4.0001,         -4.0006
         110,        0.908333,         -4.0005,         -4.0000,         -3.9998,         -4.0000,         -3.9994,         -3.9998,         -3.9999,         -3.9992
         111,        0.916667,         -4.0001,         -3.9999,         -4.0002,         -3.9999,         -4.0000,         -4.0000,         -4.0000,         -3.9996
         112,        0.925000,         -4.0003,         -4.0000,         -4.0001,         -3.9999,         -4.0001,         -4.0000,         -4.0002,         -3.9996
         113,        0.933333,         -3.9997,         -4.0001,         -4.0001,         -4.0000,         -4.0001,         -4.0000,         -4.0001,         -3.9998
         114,        0.941667,         -4.0001,         -4.0000,         -4.0004,         -3.9999,         -4.0001,         -3.9998,         -3.9997,         -4.0001
         115,        0.950000,         -4.0005,         -4.0001,         -4.0002,         -4.0000,         -3.9998,         -4.0001,         -4.0002,         -3.9993
         116,        0.958333,         -4.0002,         -4.0000,         -4.0001,         -3.9999,         -4.0003,         -4.0000,         -4.0000,         -3.9997
         117,        0.966667,         -3.9996,         -4.0001,         -3.9995,         -4.0000,         -3.9999,         -4.0001,         -3.9999,         -3.9996
         118,        0.975000,         -3.9997,         -3.9999,         -4.0000,         -4.0001,         -4.0003,         -3.9999,         -3.9999,         -4.0000
         119,        0.983333,         -4.0000,         -4.0000,         -4.0000,         -4.0001,         -3.9997,         -3.9999,         -4.0001,         -4.0001
         120,        0.991667,         -4.0007,         -4.0000,         -4.0006,         -4.0001,         -3.9999,         -3.9999,         -4.0000,         -4.0001
         121,        1.000000,         -3.9995,         -4.0000,         -4.0001,         -4.0002,         -3.9999,         -3.9999,         -4.0000,         -3.9999
         122,        1.008333,         -4.0003,         -4.0000,         -3.9997,         -3.9999,         -4.0001,         -3.9999,         -3.9999,         -4.0003
         123,        1.016667,         -3.9997,         -4.0000,         -3.9997,         -3.9999,         -3.9995,         -4.0000,         -3.9999,         -3.9997
         124,        1.025000,         -3.9998,         -4.0001,         -4.0003,         -3.9999,         -4.0001,         -4.0000,         -3.9999,         -3.9994
         125,        1.033333,         -3.9999,         -3.9999,         -4.0004,         -3.9999,         -3.9995,         -3.9999,         -3.9999,         -4.0003
         126,        1.041667,         -4.0005,         -3.9999,         -3.9998,         -4.0002,         -4.0003,         -4.0001,         -4.0002,         -4.0006
         127,        1.050000,         -4.0005,         -4.0000,         -4.0000,         -3.9999,         -4.0002,         -4.0000,         -3.9999,         -3.9992
         128,        1.058333,         -3.9997,         -4.0000,         -4.0001,         -4.0000,         -4.0005,         -4.0000,         -4.0001,         -4.0001
         129,        1.066667,         -4.0004,         -4.0000,         -4.0002,         -4.0001,         -4.0001,         -4.0002,         -3.9999,         -4.0001
         130,        1.075000,         -4.0000,         -4.0001,         -3.9994,         -4.0001,         -4.0000,         -4.0000,         -3.9999,         -3.9999
         131,        1.083333,         -4.0007,         -4.0000,         -3.9990,         -4.0000,         -4.0003,         -4.0000,         -4.0001,         -4.0001
         132,        1.091667,         -4.0001,         -4.0001,         -3.9999,         -4.0002,         -4.0001,         -4.0000,         -4.0000,         -3.9992
         133,        1.100000,         -3.9999,         -4.0000,         -3.9999,         -3.9999,         -4.0002,         -4.0001,         -4.0001,         -4.0007
         134,        1.108333,         -4.0006,         -4.0000,         -4.0000,         -3.9999,         -3.9999,         -3.9998,         -4.0002,         -3.9997
         135,        1.116667,         -4.0001,         -4.0000,         -3.9994,         -4.0001,         -4.0003,         -4.0000,         -3.9997,         -4.0001
         136,        1.125000,         -4.0001,         -4.0001,         -4.0000,         -3.9999,         -4.0003,         -4.0000,         -3.9999,         -4.0000
         137,        1.133333,         -3.9998,         -4.0000,         -3.9994,         -3.9999,         -3.9995,         -4.0001,         -4.0001,         -3.9995
         138,        1.141667,         -3.9995,         -4.0001,         -3.9996,         -4.0000,         -4.0004,         -4.0000,         -3.9999,         -3.9999
         139,        1.150000,         -3.9994,         -4.0000,         -3.9997,         -4.0001,         -3.9996,         -3.9998,         -3.9999,         -3.9999
         140,        1.158333,         -3.9995,         -4.0001,         -3.9999,         -4.0001,         -4.0004,         -3.9999,         -3.9999,         -3.9997
         141,        1.166667,         -4.0005,         -3.9999,         -4.0007,         -4.0001,         -4.0000,         -4.0001,         -3.9998,         -4.0003
         142,        1.175000,         -3.9998,         -4.0000,         -4.0004,         -4.0001,         -4.0001,         -4.0002,         -4.0000,         -3.9995
         143,        1.183333,         -3.9995,         -4.0000,         -3.9998,         -4.0000,         -4.0001,         -4.0000,         -4.0001,         -3.9998
         144,        1.191667,         -4.0001,         -4.0002,         -3.9999,         -4.0000,         -4.0002,         -4.0003,         -4.0001,         -3.9999
         145,        1.200000,         -4.0000,         -3.9999,         -4.0005,         -4.0000,         -4.0006,         -4.0001,         -4.0002,         -3.9999
         146,        1.208333,         -3.9999,         -4.0000,         -3.9999,         -4.0002,         -4.0002,         -4.0000,         -4.0000,         -3.9997
         147,        1.216667,         -3.9999,         -3.9999,         -3.9995,         -4.0000,         -4.0003,         -4.0000,         -4.0000,         -4.0002
         148,        1.225000,         -4.0000,         -4.0000,         -3.9995,         -3.9999,         -4.0005,         -4.0001,         -4.0001,         -3.9997
         149,        1.233333,         -4.0004,         -4.0001,         -3.9993,         -4.0002,         -4.0003,         -3.9999,         -4.0000,         -4.0002
         150,        1.241667,         -4.0001,         -4.0001,         -3.9994,         -4.0001,         -4.0006,         -4.0001,         -4.0000,         -3.9998
         151,        1.250000,         -4.0005,         -4.0001,         -3.9996,         -3.9999,         -4.0002,         -3.9999,         -4.0001,         -3.9997
         152,        1.258333,         -4.0003,         -4.0000,         -4.0001,         -3.9998,         -4.0008,         -3.9998,         -4.0003,         -3.9998
         153,        1.266667,         -3.9993,         -3.9999,         -4.0007,         -4.0000,         -4.0003,         -3.9999,         -3.9999,         -4.0006
         154,        1.275000,         -4.0002,         -4.0000,         -4.0009,         -3.9999,         -3.9999,         -3.9999,         -4.0001,         -3.9996
         155,        1.283333,         -3.9995,         -4.0000,         -4.0004,         -4.0002,         -3.9998,         -4.0001,         -4.0000,         -4.0001
         156,        1.291667,         -3.9995,         -3.9999,         -4.0001,         -3.9999,         -3.9994,         -3.9999,         -4.0000,         -3.9997
         157,        1.300000,         -3.9998,         -4.0001,         -4.0001,         -4.0000,         -4.0001,         -4.0001,         -4.0001,         -4.0004
         158,        1.308333,         -3.9998,         -4.0001,         -4.0006,         -3.9999,         -3.9993,         -4.0002,         -4.0002,         -3.9998
         159,        1.316667,         -3.9999,         -4.0001,         -4.0000,         -4.0000,         -3.9998,         -4.0000,         -3.9998,         -4.0002
         160,        1.325000,         -4.0006,         -4.0000,         -3.9997,         -4.0000,         -3.9996,         -4.0000,         -3.9999,         -4.0005
         161,        1.333333,         -4.0000,         -4.0000,         -3.9999,         -4.0002,         -4.0004,         -4.0000,         -3.9998,         -3.9998
         162,        1.341667,         -4.0004,         -4.0000,         -4.0001,         -4.0000,         -3.9997,         -4.0000,         -4.0000,         -3.9997
         163,        1.350000,         -4.0002,         -4.0001,         -4.0002,         -3.9998,         -4.0002,         -3.9997,         -3.9999,         -3.9998
         164,        1.358333,         -4.0002,         -4.0000,         -4.0000,         -4.0000,         -4.0005,         -4.0001,         -3.9997,         -4.0001
         165,        1.366667,         -4.0001,         -4.0000,         -4.0002,         -4.0000,         -4.0006,         -4.0000,         -3.9999,         -4.0008
         166,        1.375000,         -3.9997,         -4.0000,         -4.0001,         -4.0001,         -3.9998,         -3.9998,         -4.0000,         -3.9997
         167,        1.383333,         -4.0005,         -4.0001,         -4.0003,         -4.0000,         -3.9998,         -4.0000,         -4.0000,         -3.9997
         168,        1.391667,         -3.9995,         -3.9999,         -3.9999,         -4.0001,         -4.0002,         -4.0000,         -3.9999,         -4.0000
         169,        1.400000,         -3.9997,         -4.0000,         -3.9997,         -4.0000,         -3.9997,         -4.0000,         -3.9999,         -3.9997
         170,        1.408333,         -3.9997,         -4.0001,         -3.9996,         -4.0002,         -4.0003,         -3.9998,         -4.0001,         -3.9997
         171,        1.416667,         -3.9997,         -4.0000,         -3.9998,         -4.0002,         -4.0000,         -4.0002,         -3.9999,         -3.9997
         172,        1.425000,         -4.0003,         -4.0001,         -4.0005,         -3.9998,         -4.0004,         -4.0001,         -4.0000,         -4.0001
         173,        1.433333,         -3.9999,         -4.0000,         -3.9995,         -3.9999,         -4.0006,         -3.9999,         -3.9999,         -4.0006
         174,        1.441667,         -4.0000,         -4.0001,         -4.0003,         -4.0000,         -4.0001,         -4.0002,         -4.0000,         -4.0001
         175,        1.450000,         -4.0003,         -3.9999,         -3.9998,         -3.9999,         -4.0002,         -3.9998,         -4.0003,         -3.9993
         176,        1.458333,         -4.0000,         -4.0000,         -4.0000,         -3.9999,         -4.0001,         -4.0000,         -3.9998,         -3.9997
         177,        1.466667,         -3.9995,         -4.0000,         -4.0004,         -4.0001,         -4.0003,         -4.0001,         -4.0001,         -3.9995
         178,        1.475000,         -3.9994,         -3.9999,         -4.0001,         -4.0000,         -4.0000,         -3.9999,         -3.9999,         -4.0000
         179,        1.483333,         -4.0008,         -4.0001,         -3.9998,         -4.0002,         -4.0006,         -4.0001,         -3.9999,         -4.0000
         180,        1.491667,         -4.0001,         -4.0000,         -4.0004,         -4.0000,         -4.0007,         -3.9998,         -3.9999,         -3.9999
         181,        1.500000,         -3.9994,         -4.0001,         -3.9997,         -4.0001,         -4.0000,         -4.0001,         -4.0000,         -4.0001
         182,        1.508333,         -4.0001,         -4.0000,         -3.9998,         -3.9999,         -3.9997,         -3.9999,         -4.0001,         -4.0003
         183,        1.516667,         -4.0000,         -4.0000,         -4.0002,         -4.0001,         -3.9996,         -4.0000,         -4.0001,         -4.0000
         184,        1.525000,         -4.0000,         -4.0001,         -4.0000,         -4.0000,         -4.0001,         -4.0001,         -4.0001,         -4.0004
         185,        1.533333,         -3.9997,         -4.0000,         -3.9996,         -3.9999,         -3.9996,         -4.0001,         -3.9999,         -4.0002
         186,        1.541667,         -3.9999,         -4.0001,         -3.9994,         -4.0002,         -4.0002,         -4.0000,         -4.0001,         -4.0001
         187,        1.550000,         -3.9997,         -4.0000,         -4.0004,         -4.0000,         -4.0003,         -3.9998,         -4.0002,         -3.9998
         188,        1.558333,         -4.0000,         -4.0000,         -4.0001,         -4.0000,         -4.0001,         -3.9999,         -3.9998,         -3.9994
         189,        1.566667,         -3.9994,         -4.0001,         -4.0001,         -3.9999,         -3.9998,         -4.0000,         -4.0000,         -4.0001
         190,        1.575000,         -3.9994,         -4.0000,         -4.0001,         -4.0001,         -4.0002,         -4.0001,         -3.9999,         -3.9997
         191,        1.583333,         -4.0005,         -4.0001,         -4.0002,         -3.9999,         -3.9997,         -4.0000,         -4.0001,         -3.9995
         192,        1.591667,         -3.9995,         -4.0000,         -4.0000,         -4.0001,         -4.0003,         -4.0000,         -4.0000,         -4.0001
         193,        1.600000,         -3.9998,         -4.0000,         -3.9996,         -3.9999,         -3.9998,         -4.0001,         -4.0001,         -3.9998
         194,        1.608333,         -4.0000,         -4.0000,         -4.0001,         -4.0000,         -4.0006,         -3.9998,         -3.9999,         -3.9999
         195,        1.616667,         -3.9999,         -3.9999,         -3.9997,         -4.0001,         -4.0002,         -4.0002,         -3.9999,         -3.9993
         196,        1.625000,         -4.0000,         -4.0001,         -4.0001,         -4.0000,         -4.0004,         -4.0001,         -3.9999,         -4.0005
         197,        1.633333,         -4.0003,         -4.0000,         -3.9993,         -4.0001,         -3.9999,         -4.0000,         -4.0002,         -3.9996
         198,        1.641667,         -3.9998,         -4.0001,         -4.0005,         -4.0001,         -4.0000,         -4.0001,         -4.0001,         -4.0005
         199,        1.650000,         -3.9994,         -4.0000,         -3.9996,         -3.9999,         -3.9998,         -4.0000,         -4.0000,         -4.0005
         200,        1.658333,         -3.9998,         -4.0000,         -4.0002,         -4.0000,         -4.0003,         -4.0000,         -4.0000,         -3.9997
         201,        1.666667,         -4.0003,         -4.0000,         -3.9996,         -4.0001,         -4.0001,         -3.9999,         -4.0000,         -3.9995
         202,        1.675000,         -4.0004,         -4.0001,         -4.0003,         -3.9999,         -4.0005,         -4.0001,         -3.9999,         -4.0004
         203,        1.683333,         -4.0004,         -3.9999,         -4.0003,         -4.0000,         -3.9994,         -4.0001,         -4.0002,         -4.0004
         204,        1.691667,         -3.9997,         -4.0001,         -4.0002,         -3.9998,         -3.9998,         -3.9999,         -4.0000,         -3.9997
         205,        1.700000,         -4.0000,         -4.0000,         -4.0006,         -4.0000,         -3.9997,         -4.0000,         -4.0000,         -4.0001
         206,        1.708333,         -4.0002,         -4.0000,         -4.0004,         -4.0001,         -3.9995,         -4.0000,         -4.0003,         -4.0000
         207,        1.716667,         -3.9997,         -4.0000,         -4.0002,         -3.9999,         -3.9996,         -3.9999,         -4.0000,         -4.0000
         208,        1.725000,         -4.0000,         -4.0000,         -4.0000,         -3.9998,         -4.0001,         -3.9999,         -4.0001,         -3.9998
         209,        1.733333,         -3.9997,         -4.0000,         -4.0002,         -4.0001,         -3.9998,         -4.0001,         -4.0001,         -3.9995
         210,        1.741667,         -4.0000,         -4.0000,         -3.9997,         -3.9999,         -4.0000,         -4.0000,         -4.0001,         -3.9999
         211,        1.750000,         -3.9999,         -4.0000,         -4.0002,         -4.0000,         -4.0001,         -4.0002,         -4.0001,         -3.9998
