"sfe_25","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow"
"F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\runs\010\sfe_25.tcf","Time","1","2","3","4","5","6","1","2","3","4"
"F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\results\010\sfe_25_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.016667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.033333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.050000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.066667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.083333,          0.8804,          0.6146,          0.0000,          0.0000,          0.0000,          0.0000,          2.6007,          0.0000,          0.0000,          0.0000
,        0.100000,          1.1129,          1.9536,          0.8600,          0.0000,          0.0000,          0.0000,          4.4625,          2.5651,          0.0000,          0.0000
,        0.116667,          1.1861,          1.8807,          0.3117,          1.3579,          0.4384,          0.0000,          5.6686,          5.0428,          0.4211,          0.0000
,        0.133333,          1.2124,          1.7794,          0.2574,          2.1336,          1.4165,          0.8030,          6.4172,          7.4879,          5.3242,          3.5341
,        0.150000,          1.2528,          1.7027,          0.0521,          2.2565,          1.6746,          1.8211,          6.8784,          8.9534,          8.0001,          7.1213
,        0.166667,          1.2787,          1.6878,          0.1376,          2.2921,          1.7744,          2.0677,          7.1508,          9.7377,          9.2835,          8.8181
,        0.183333,          1.2926,          1.6880,          0.1036,          2.2932,          1.8107,          2.1324,          7.3069,         10.1639,          9.9412,          9.7299
,        0.200000,          1.3017,          1.6930,          0.1282,          2.2952,          1.8016,          2.1588,          7.4372,         10.3879,         10.3021,         10.1579
,        0.216667,          1.3086,          1.6971,          0.1393,          2.2988,          1.7965,          2.1758,          7.5194,         10.5314,         10.4535,         10.3908
,        0.233333,          1.3134,          1.7012,          0.1307,          2.3022,          1.8024,          2.1902,          7.5715,         10.6287,         10.5796,         10.5369
,        0.250000,          1.3164,          1.7034,          0.1247,          2.3049,          1.8075,          2.1965,          7.6040,         10.6905,         10.6610,         10.6298
,        0.266667,          1.3183,          1.7047,          0.1232,          2.3077,          1.8097,          2.1998,          7.6226,         10.7275,         10.7082,         10.6920
,        0.283333,          1.3193,          1.7056,          0.1233,          2.3064,          1.8109,          2.2020,          7.6336,         10.7485,         10.7376,         10.7271
,        0.300000,          1.3199,          1.7060,          0.1237,          2.3073,          1.8126,          2.2031,          7.6392,         10.7604,         10.7543,         10.7483
,        0.316667,          1.3202,          1.7062,          0.1238,          2.3084,          1.8129,          2.2038,          7.6421,         10.7668,         10.7646,         10.7602
,        0.333333,          1.3204,          1.7064,          0.1238,          2.3077,          1.8130,          2.2042,          7.6440,         10.7709,         10.7683,         10.7669
,        0.350000,          1.3204,          1.7065,          0.1240,          2.3100,          1.8132,          2.2045,          7.6450,         10.7725,         10.7719,         10.7705
,        0.366667,          1.3206,          1.7065,          0.1240,          2.3076,          1.8132,          2.2046,          7.6459,         10.7737,         10.7728,         10.7724
,        0.383333,          1.3206,          1.7066,          0.1241,          2.3080,          1.8132,          2.2047,          7.6459,         10.7742,         10.7743,         10.7737
,        0.400000,          1.3206,          1.7066,          0.1241,          2.3102,          1.8133,          2.2048,          7.6462,         10.7748,         10.7747,         10.7742
,        0.416667,          1.3206,          1.7066,          0.1241,          2.3094,          1.8133,          2.2048,          7.6465,         10.7754,         10.7756,         10.7748
,        0.433333,          1.3205,          1.7066,          0.1241,          2.3083,          1.8133,          2.2048,          7.6466,         10.7753,         10.7755,         10.7750
,        0.450000,          1.3206,          1.7066,          0.1241,          2.3094,          1.8133,          2.2048,          7.6465,         10.7750,         10.7757,         10.7757
,        0.466667,          1.3206,          1.7066,          0.1241,          2.3089,          1.8133,          2.2048,          7.6467,         10.7757,         10.7754,         10.7754
,        0.483333,          1.3207,          1.7066,          0.1241,          2.3087,          1.8133,          2.2048,          7.6465,         10.7756,         10.7748,         10.7756
,        0.500000,          1.3206,          1.7066,          0.1241,          2.3082,          1.8133,          2.2048,          7.6467,         10.7751,         10.7754,         10.7756
,        0.516667,          1.3206,          1.7066,          0.1241,          2.3078,          1.8133,          2.2048,          7.6467,         10.7756,         10.7749,         10.7755
,        0.533333,          1.3207,          1.7066,          0.1241,          2.3090,          1.8133,          2.2048,          7.6467,         10.7757,         10.7755,         10.7756
,        0.550000,          1.3207,          1.7066,          0.1241,          2.3074,          1.8133,          2.2048,          7.6464,         10.7753,         10.7751,         10.7755
,        0.566667,          1.3206,          1.7066,          0.1242,          2.3103,          1.8133,          2.2048,          7.6464,         10.7750,         10.7767,         10.7757
,        0.583333,          1.3206,          1.7066,          0.1241,          2.3079,          1.8133,          2.2048,          7.6467,         10.7754,         10.7759,         10.7758
,        0.600000,          1.3206,          1.7066,          0.1240,          2.3084,          1.8134,          2.2048,          7.6466,         10.7751,         10.7754,         10.7755
,        0.616667,          1.3206,          1.7066,          0.1240,          2.3074,          1.8134,          2.2048,          7.6466,         10.7754,         10.7748,         10.7758
,        0.633333,          1.3206,          1.7066,          0.1241,          2.3076,          1.8134,          2.2048,          7.6467,         10.7754,         10.7761,         10.7755
,        0.650000,          1.3206,          1.7066,          0.1241,          2.3073,          1.8133,          2.2048,          7.6465,         10.7752,         10.7754,         10.7757
,        0.666667,          1.3206,          1.7066,          0.1241,          2.3079,          1.8133,          2.2047,          7.6468,         10.7756,         10.7762,         10.7755
,        0.683333,          1.3207,          1.7066,          0.1240,          2.3083,          1.8134,          2.2048,          7.6466,         10.7758,         10.7757,         10.7756
,        0.700000,          1.3206,          1.7066,          0.1241,          2.3074,          1.8134,          2.2048,          7.6466,         10.7754,         10.7758,         10.7754
,        0.716667,          1.3207,          1.7066,          0.1240,          2.3078,          1.8134,          2.2048,          7.6465,         10.7754,         10.7760,         10.7754
,        0.733333,          1.3206,          1.7066,          0.1241,          2.3090,          1.8133,          2.2048,          7.6467,         10.7756,         10.7758,         10.7756
,        0.750000,          1.3206,          1.7066,          0.1241,          2.3080,          1.8133,          2.2048,          7.6468,         10.7757,         10.7755,         10.7753
,        0.766667,          1.3206,          1.7066,          0.1241,          2.3098,          1.8133,          2.2048,          7.6469,         10.7752,         10.7756,         10.7755
,        0.783333,          1.3206,          1.7066,          0.1241,          2.3085,          1.8133,          2.2048,          7.6467,         10.7752,         10.7754,         10.7753
,        0.800000,          1.3206,          1.7066,          0.1240,          2.3077,          1.8133,          2.2048,          7.6467,         10.7756,         10.7749,         10.7755
