"sfe_25","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow"
"F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\runs\010\sfe_25.tcf","Time","1","2","3","4","5","6","1","2","3","4"
"F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\results\010\sfe_25_POMM.csv","Maximum (Extracted from Time Series)",          1.3207,          1.9536,          0.8600,          2.3103,          1.8134,          2.2049,          7.6470,         10.7763,         10.7768,         10.7758
"","Time of Maximum",          1.3667,          0.1000,          0.1000,          0.5667,          1.0500,          1.4667,          1.2500,          1.8167,          1.4500,          1.4833
"","Minimum (Extracted From Time Series)",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
"","Time of Minimum",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
