"InphaseC4_005","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_inphase\runs\InphaseC4_005.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_inphase\results\005\InphaseC4_005_POMM.csv","Maximum (Extracted from Time Series)",          3.6475,          0.6870,          1.6338,          2.3843,          2.5487,          0.6526,          1.1833,          2.3508,          0.8730,          0.9818,          1.5569,          2.1251,          1.7482,          1.4476,          1.2614,          3.0192,          0.0000,          0.0000,          0.0000,          0.0000,          0.0009,          0.0009,          0.0000,          0.0011
"","Time of Maximum",          0.0083,          5.9417,          0.0167,          0.1583,          0.0500,          5.0000,          6.0000,          0.1167,          2.0500,          2.0167,          3.7333,          2.0000,          4.4583,          2.1417,          4.8250,          0.0083,          0.0083,          0.0000,          0.0000,          0.0000,          0.0500,          0.0167,          0.0000,          0.0583
"","Minimum (Extracted From Time Series)",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -38.2755,        -38.2750,        -38.2754,        -38.2753,        -38.2758,        -38.2749,        -38.3227,        -38.2755
"","Time of Minimum",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          5.7417,          5.6583,          5.9583,          5.9667,          3.3250,          2.6000,          0.0167,          3.7750
