"   Time (h) ","iStep     ","nRS_NaNs","nRS_HCNs","dtTarget    ","tLastMax    ","H V In      ","H V Out     ","Es HX V In  ","Es HX V Out ","x1D HX V In ","x1D HX V Out","S/RF Vol In ","S/RF Vol Out","Es SX V In  ","Es SX V Out ","x1D SX V In ","x1D SX V Out","V In-Out    ","dVol        ","V Err       ","Total V     ","Q ME (%)"
         0.000,           0,         0,         0, 0.2500000E-01,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  7818.604    ,     0.000
         3.000,       51507,         0,         0, 0.2108168    ,  2.994231    , 0.5898575    ,  399255.0    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  413362.2    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  14107.88    ,  14107.93    , 0.4373123E-01,  21926.53    ,     0.000
         3.500,       60087,         0,         0, 0.2108168    ,  3.498776    ,  0.000000    ,  68893.71    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  68893.71    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,-0.2605438E-02,-0.1953125E-02, 0.6523132E-03,  21926.53    ,     0.000
         4.000,       68667,         0,         0, 0.2108136    ,  3.995921    ,  0.000000    ,  68893.71    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  68893.71    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,-0.1792908E-02,  0.000000    , 0.1792908E-02,  21926.53    ,     0.000
         4.500,       77247,         0,         0, 0.2108168    ,  4.498427    ,  0.000000    ,  68893.71    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  68893.71    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,-0.3330231E-02,  0.000000    , 0.3330231E-02,  21926.53    ,     0.000
         5.000,       85827,         0,         0, 0.2108136    ,  4.997494    ,  0.000000    ,  68893.71    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  68893.71    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,-0.2899170E-02, 0.1953125E-02, 0.4852295E-02,  21926.53    ,     0.000
         5.500,       94407,         0,         0, 0.2108136    ,  5.495804    ,  0.000000    ,  68893.71    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  68893.71    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,-0.3368378E-02,-0.5859375E-02,-0.2490997E-02,  21926.53    ,    -0.000
         6.000,      102987,         0,         0, 0.2108136    ,  5.991958    ,  0.000000    ,  68893.71    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  68893.71    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,-0.3376007E-02,  0.000000    , 0.3376007E-02,  21926.53    ,     0.000
         6.000,      102988,         0,         0, 0.2108136    ,  5.991958    ,  0.000000    ,  4.796252    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  4.796257    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , 0.5722046E-05,-0.3906250E-02,-0.3911972E-02,  21926.52    ,    -0.041
