"OutphaseC4_021","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Outphase\runs\OutphaseC4_021.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Outphase\results\021\OutphaseC4_021_POMM.csv","Maximum (Extracted from Time Series)",          2.4525,          3.5100,          4.6708,          2.4186,          2.0474,          2.7772,          2.7018,          1.2504,          2.0993,          3.9409,          0.5543,          1.4230,          2.2405,          3.2188,          5.3337,          1.7466,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0004,          0.0000,          0.0012
"","Time of Maximum",          0.0083,          0.0750,          0.0333,          0.0583,          3.1917,          4.8000,          0.0583,          0.2083,          4.2500,          0.1333,          3.2667,          0.2583,          0.5833,          0.1667,          4.2333,          0.0083,          0.0000,          0.0000,          0.0000,          0.0000,          0.0667,          0.0583,          0.0000,          0.0583
"","Minimum (Extracted From Time Series)",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,       -100.0476,       -100.4128,       -100.2506,       -100.4349,       -100.2931,       -100.1128,       -100.0021,       -100.1264
"","Time of Minimum",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          3.1917,          4.2083,          3.1917,          3.1917,          3.2000,          4.2583,          5.5000,          3.2083
