"sfe_25 [F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\runs\005\sfe_25.tcf]","Time (h)","Q 1 [sfe_25]","Q 2 [sfe_25]","Q 3 [sfe_25]","Q 4 [sfe_25]"
         213,        3.533333,          0.6008,          0.6002,          0.6008,          0.6008
         214,        3.550000,          0.6008,          0.6006,          0.6008,          0.6007
         215,        3.566667,          0.6007,          0.6005,          0.6008,          0.6007
         216,        3.583333,          0.6008,          0.6011,          0.6007,          0.6008
         217,        3.600000,          0.6008,          0.6007,          0.6008,          0.6007
         218,        3.616667,          0.6007,          0.6008,          0.6007,          0.6008
         219,        3.633333,          0.6007,          0.6002,          0.6008,          0.6007
         220,        3.650000,          0.6008,          0.6010,          0.6008,          0.6007
         221,        3.666667,          0.6007,          0.6006,          0.6008,          0.6007
         222,        3.683333,          0.6008,          0.6008,          0.6007,          0.6008
         223,        3.700000,          0.6007,          0.6007,          0.6008,          0.6007
         224,        3.716667,          0.6007,          0.6008,          0.6008,          0.6008
         225,        3.733333,          0.6007,          0.6004,          0.6008,          0.6008
         226,        3.750000,          0.6007,          0.6008,          0.6007,          0.6007
         227,        3.766667,          0.6008,          0.6008,          0.6008,          0.6007
         228,        3.783333,          0.6008,          0.6009,          0.6008,          0.6008
         229,        3.800000,          0.6007,          0.6005,          0.6008,          0.6008
         230,        3.816667,          0.6008,          0.6003,          0.6007,          0.6007
         231,        3.833333,          0.6007,          0.6009,          0.6007,          0.6008
         232,        3.850000,          0.6007,          0.6009,          0.6008,          0.6007
         233,        3.866667,          0.6008,          0.6006,          0.6008,          0.6008
         234,        3.883333,          0.6007,          0.6007,          0.6007,          0.6008
         235,        3.900000,          0.6007,          0.6007,          0.6007,          0.6008
         236,        3.916667,          0.6008,          0.6002,          0.6007,          0.6008
         237,        3.933333,          0.6007,          0.6007,          0.6008,          0.6008
         238,        3.950000,          0.6007,          0.6009,          0.6007,          0.6008
         239,        3.966667,          0.6008,          0.6010,          0.6008,          0.6008
         240,        3.983333,          0.6008,          0.6004,          0.6007,          0.6008
         241,        4.000000,          0.6008,          0.6004,          0.6008,          0.6007

