"sfe_25 [F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\runs\005\sfe_25.tcf]","Time (h)","Q 1 [sfe_25]","Q 2 [sfe_25]","Q 3 [sfe_25]","Q 4 [sfe_25]"
           1,        0.000000,          0.0000,          0.0000,          0.0000,          0.0000
           2,        0.016667,          0.0000,          0.0000,          0.0000,          0.0000
           3,        0.033333,          0.0000,          0.0000,          0.0000,          0.0000
           4,        0.050000,          0.0000,          0.0000,          0.0000,          0.0000
           5,        0.066667,          0.0000,          0.0000,          0.0000,          0.0000
           6,        0.083333,          0.0000,          0.0000,          0.0000,          0.0000
           7,        0.100000,          0.0000,          0.0000,          0.0000,          0.0000
           8,        0.116667,          0.0000,          0.0000,          0.0000,          0.0000
           9,        0.133333,          0.0000,          0.0000,          0.0000,          0.0000
          10,        0.150000,          0.0779,          0.0000,          0.0000,          0.0000
          11,        0.166667,          0.2677,          0.0000,          0.0000,          0.0000
          12,        0.183333,          0.3853,          0.0000,          0.0000,          0.0000
          13,        0.200000,          0.4730,          0.0000,          0.0000,          0.0000
          14,        0.216667,          0.5284,          0.2442,          0.0000,          0.0000
          15,        0.233333,          0.5568,          0.4472,          0.0000,          0.0000
          16,        0.250000,          0.5755,          0.5171,          0.0492,          0.0000
          17,        0.266667,          0.5865,          0.4645,          0.0775,          0.0000
          18,        0.283333,          0.5930,          0.4909,          0.1705,          0.0000
          19,        0.300000,          0.5960,          0.5147,          0.2315,          0.0000
          20,        0.316667,          0.5979,          0.5439,          0.3985,          0.1684
          21,        0.333333,          0.5991,          0.5592,          0.4768,          0.3422
          22,        0.350000,          0.5998,          0.5727,          0.5174,          0.4556
          23,        0.366667,          0.6002,          0.5845,          0.5462,          0.5112
          24,        0.383333,          0.6004,          0.5899,          0.5658,          0.5436
          25,        0.400000,          0.6005,          0.5923,          0.5779,          0.5637
          26,        0.416667,          0.6006,          0.5965,          0.5858,          0.5762
          27,        0.433333,          0.6007,          0.5981,          0.5914,          0.5853
          28,        0.450000,          0.6008,          0.5983,          0.5947,          0.5912
          29,        0.466667,          0.6007,          0.5999,          0.5969,          0.5945
          30,        0.483333,          0.6008,          0.6001,          0.5981,          0.5966
          31,        0.500000,          0.6007,          0.5999,          0.5991,          0.5980
          32,        0.516667,          0.6007,          0.6002,          0.5997,          0.5990
          33,        0.533333,          0.6008,          0.6005,          0.6000,          0.5996
          34,        0.550000,          0.6008,          0.6005,          0.6003,          0.6000
          35,        0.566667,          0.6008,          0.6006,          0.6004,          0.6003
          36,        0.583333,          0.6008,          0.6008,          0.6005,          0.6004
          37,        0.600000,          0.6008,          0.6012,          0.6006,          0.6006
          38,        0.616667,          0.6008,          0.6003,          0.6007,          0.6006
          39,        0.633333,          0.6008,          0.6010,          0.6007,          0.6007
          40,        0.650000,          0.6008,          0.6011,          0.6007,          0.6007
          41,        0.666667,          0.6007,          0.6008,          0.6007,          0.6007
          42,        0.683333,          0.6007,          0.6003,          0.6007,          0.6007
          43,        0.700000,          0.6007,          0.6005,          0.6007,          0.6007
          44,        0.716667,          0.6008,          0.6008,          0.6007,          0.6008
          45,        0.733333,          0.6008,          0.6012,          0.6008,          0.6007
          46,        0.750000,          0.6007,          0.6008,          0.6008,          0.6008
          47,        0.766667,          0.6007,          0.6005,          0.6007,          0.6008
          48,        0.783333,          0.6008,          0.6008,          0.6007,          0.6008
          49,        0.800000,          0.6008,          0.6010,          0.6008,          0.6007
          50,        0.816667,          0.6007,          0.6010,          0.6008,          0.6008
          51,        0.833333,          0.6007,          0.6010,          0.6007,          0.6007
          52,        0.850000,          0.6008,          0.6008,          0.6008,          0.6008
          53,        0.866667,          0.6008,          0.6009,          0.6007,          0.6008
          54,        0.883333,          0.6008,          0.6012,          0.6008,          0.6008
          55,        0.900000,          0.6008,          0.6012,          0.6008,          0.6008
          56,        0.916667,          0.6008,          0.6009,          0.6008,          0.6008
          57,        0.933333,          0.6008,          0.6004,          0.6008,          0.6008
          58,        0.950000,          0.6007,          0.6005,          0.6007,          0.6007
          59,        0.966667,          0.6008,          0.6007,          0.6007,          0.6008
          60,        0.983333,          0.6007,          0.6008,          0.6007,          0.6007
          61,        1.000000,          0.6008,          0.6012,          0.6008,          0.6007
          62,        1.016667,          0.6007,          0.6009,          0.6008,          0.6008
          63,        1.033333,          0.6007,          0.6007,          0.6007,          0.6007
          64,        1.050000,          0.6007,          0.6006,          0.6008,          0.6008
          65,        1.066667,          0.6007,          0.6003,          0.6008,          0.6008
          66,        1.083333,          0.6007,          0.6005,          0.6007,          0.6007
          67,        1.100000,          0.6007,          0.6010,          0.6008,          0.6007
          68,        1.116667,          0.6007,          0.6016,          0.6008,          0.6008
          69,        1.133333,          0.6007,          0.6010,          0.6007,          0.6008
          70,        1.150000,          0.6008,          0.6006,          0.6007,          0.6007
          71,        1.166667,          0.6007,          0.6005,          0.6007,          0.6008
          72,        1.183333,          0.6007,          0.6005,          0.6007,          0.6008
          73,        1.200000,          0.6008,          0.6007,          0.6008,          0.6008
          74,        1.216667,          0.6007,          0.6012,          0.6008,          0.6008
          75,        1.233333,          0.6007,          0.6010,          0.6008,          0.6007
          76,        1.250000,          0.6008,          0.6010,          0.6008,          0.6008
          77,        1.266667,          0.6007,          0.6006,          0.6008,          0.6008
          78,        1.283333,          0.6008,          0.6002,          0.6007,          0.6008
          79,        1.300000,          0.6007,          0.6007,          0.6008,          0.6008
          80,        1.316667,          0.6008,          0.6007,          0.6008,          0.6007
          81,        1.333333,          0.6008,          0.6009,          0.6007,          0.6007
          82,        1.350000,          0.6008,          0.6008,          0.6007,          0.6008
          83,        1.366667,          0.6008,          0.6008,          0.6008,          0.6008
          84,        1.383333,          0.6007,          0.6010,          0.6008,          0.6008
          85,        1.400000,          0.6008,          0.6009,          0.6008,          0.6007
          86,        1.416667,          0.6007,          0.6010,          0.6008,          0.6008
          87,        1.433333,          0.6007,          0.6003,          0.6008,          0.6008
          88,        1.450000,          0.6007,          0.6008,          0.6008,          0.6008
          89,        1.466667,          0.6008,          0.6006,          0.6007,          0.6007
          90,        1.483333,          0.6007,          0.6007,          0.6007,          0.6007
          91,        1.500000,          0.6007,          0.6004,          0.6008,          0.6008
          92,        1.516667,          0.6008,          0.6009,          0.6008,          0.6008
          93,        1.533333,          0.6008,          0.6008,          0.6007,          0.6008
          94,        1.550000,          0.6008,          0.6013,          0.6008,          0.6008
          95,        1.566667,          0.6008,          0.6010,          0.6008,          0.6007
          96,        1.583333,          0.6007,          0.6004,          0.6007,          0.6008
          97,        1.600000,          0.6008,          0.6006,          0.6008,          0.6007
          98,        1.616667,          0.6007,          0.6007,          0.6008,          0.6008
          99,        1.633333,          0.6008,          0.6011,          0.6008,          0.6008
         100,        1.650000,          0.6008,          0.6012,          0.6008,          0.6008
         101,        1.666667,          0.6007,          0.6010,          0.6007,          0.6008
         102,        1.683333,          0.6008,          0.6004,          0.6008,          0.6008
         103,        1.700000,          0.6008,          0.6005,          0.6008,          0.6007
         104,        1.716667,          0.6008,          0.6005,          0.6007,          0.6008
         105,        1.733333,          0.6007,          0.6013,          0.6008,          0.6008
         106,        1.750000,          0.6008,          0.6009,          0.6008,          0.6008
         107,        1.766667,          0.6007,          0.6008,          0.6007,          0.6007
         108,        1.783333,          0.6008,          0.6005,          0.6007,          0.6007
         109,        1.800000,          0.6007,          0.6003,          0.6008,          0.6008
         110,        1.816667,          0.6008,          0.6005,          0.6008,          0.6008
         111,        1.833333,          0.6007,          0.6011,          0.6008,          0.6007
         112,        1.850000,          0.6008,          0.6012,          0.6008,          0.6008
         113,        1.866667,          0.6007,          0.6010,          0.6007,          0.6007
         114,        1.883333,          0.6007,          0.6002,          0.6007,          0.6007
         115,        1.900000,          0.6007,          0.6006,          0.6007,          0.6008
         116,        1.916667,          0.6007,          0.6006,          0.6008,          0.6008
         117,        1.933333,          0.6007,          0.6013,          0.6007,          0.6007
         118,        1.950000,          0.6008,          0.6009,          0.6008,          0.6008
         119,        1.966667,          0.6007,          0.6006,          0.6008,          0.6007
         120,        1.983333,          0.6007,          0.6007,          0.6008,          0.6008
         121,        2.000000,          0.6007,          0.6009,          0.6007,          0.6007
         122,        2.016667,          0.6007,          0.6011,          0.6008,          0.6008
         123,        2.033333,          0.6008,          0.6009,          0.6008,          0.6007
         124,        2.050000,          0.6007,          0.6013,          0.6008,          0.6008
         125,        2.066667,          0.6007,          0.6006,          0.6007,          0.6007
         126,        2.083333,          0.6007,          0.6005,          0.6008,          0.6007
         127,        2.100000,          0.6007,          0.6006,          0.6008,          0.6007
         128,        2.116667,          0.6008,          0.6006,          0.6008,          0.6008
         129,        2.133333,          0.6007,          0.6005,          0.6008,          0.6008
         130,        2.150000,          0.6008,          0.6012,          0.6007,          0.6008
         131,        2.166667,          0.6008,          0.6009,          0.6008,          0.6008
         132,        2.183333,          0.6007,          0.6005,          0.6007,          0.6008
         133,        2.200000,          0.6007,          0.6003,          0.6008,          0.6007
         134,        2.216667,          0.6008,          0.6005,          0.6007,          0.6007
         135,        2.233333,          0.6007,          0.6010,          0.6007,          0.6008
         136,        2.250000,          0.6007,          0.6005,          0.6007,          0.6007
         137,        2.266667,          0.6007,          0.6008,          0.6007,          0.6008
         138,        2.283333,          0.6007,          0.6004,          0.6008,          0.6007
         139,        2.300000,          0.6008,          0.6004,          0.6007,          0.6008
         140,        2.316667,          0.6008,          0.6007,          0.6008,          0.6008
         141,        2.333333,          0.6008,          0.6002,          0.6007,          0.6008
         142,        2.350000,          0.6007,          0.6012,          0.6007,          0.6008
         143,        2.366667,          0.6007,          0.6010,          0.6008,          0.6007
         144,        2.383333,          0.6008,          0.6006,          0.6007,          0.6008
         145,        2.400000,          0.6008,          0.6002,          0.6008,          0.6008
         146,        2.416667,          0.6008,          0.6011,          0.6007,          0.6008
         147,        2.433333,          0.6007,          0.6011,          0.6008,          0.6007
         148,        2.450000,          0.6007,          0.6007,          0.6008,          0.6007
         149,        2.466667,          0.6008,          0.6005,          0.6008,          0.6007
         150,        2.483333,          0.6008,          0.6004,          0.6007,          0.6008
         151,        2.500000,          0.6008,          0.6010,          0.6008,          0.6007
         152,        2.516667,          0.6008,          0.6008,          0.6008,          0.6008
         153,        2.533333,          0.6007,          0.6006,          0.6007,          0.6007
         154,        2.550000,          0.6007,          0.6006,          0.6008,          0.6007
         155,        2.566667,          0.6007,          0.6009,          0.6008,          0.6008
         156,        2.583333,          0.6007,          0.6010,          0.6007,          0.6008
         157,        2.600000,          0.6007,          0.6013,          0.6008,          0.6008
         158,        2.616667,          0.6008,          0.6007,          0.6008,          0.6008
         159,        2.633333,          0.6008,          0.6001,          0.6008,          0.6008
         160,        2.650000,          0.6008,          0.6005,          0.6007,          0.6007
         161,        2.666667,          0.6007,          0.6010,          0.6008,          0.6008
         162,        2.683333,          0.6008,          0.6010,          0.6008,          0.6007
         163,        2.700000,          0.6008,          0.6010,          0.6008,          0.6008
         164,        2.716667,          0.6007,          0.6004,          0.6007,          0.6008
         165,        2.733333,          0.6008,          0.6002,          0.6007,          0.6007
         166,        2.750000,          0.6008,          0.6008,          0.6007,          0.6008
         167,        2.766667,          0.6007,          0.6011,          0.6007,          0.6008
         168,        2.783333,          0.6008,          0.6008,          0.6007,          0.6008
         169,        2.800000,          0.6007,          0.6007,          0.6008,          0.6007
         170,        2.816667,          0.6007,          0.6003,          0.6008,          0.6008
         171,        2.833333,          0.6007,          0.6006,          0.6007,          0.6007
         172,        2.850000,          0.6007,          0.6010,          0.6008,          0.6007
         173,        2.866667,          0.6007,          0.6010,          0.6007,          0.6008
         174,        2.883333,          0.6008,          0.6008,          0.6008,          0.6007
         175,        2.900000,          0.6008,          0.6009,          0.6007,          0.6007
         176,        2.916667,          0.6008,          0.6005,          0.6008,          0.6007
         177,        2.933333,          0.6007,          0.6006,          0.6008,          0.6008
         178,        2.950000,          0.6007,          0.6013,          0.6007,          0.6007
         179,        2.966667,          0.6007,          0.6009,          0.6008,          0.6007
         180,        2.983333,          0.6007,          0.6006,          0.6008,          0.6007
         181,        3.000000,          0.6008,          0.6004,          0.6007,          0.6007
         182,        3.016667,          0.6008,          0.6010,          0.6008,          0.6007
         183,        3.033333,          0.6008,          0.6011,          0.6007,          0.6008
         184,        3.050000,          0.6007,          0.6007,          0.6007,          0.6008
         185,        3.066667,          0.6008,          0.6012,          0.6008,          0.6008
         186,        3.083333,          0.6008,          0.6009,          0.6007,          0.6008
         187,        3.100000,          0.6008,          0.6004,          0.6008,          0.6008
         188,        3.116667,          0.6008,          0.6001,          0.6007,          0.6008
         189,        3.133333,          0.6007,          0.6003,          0.6007,          0.6008
         190,        3.150000,          0.6008,          0.6009,          0.6008,          0.6008
         191,        3.166667,          0.6007,          0.6009,          0.6007,          0.6008
         192,        3.183333,          0.6007,          0.6008,          0.6008,          0.6008
         193,        3.200000,          0.6007,          0.6006,          0.6007,          0.6008
         194,        3.216667,          0.6008,          0.6004,          0.6007,          0.6008
         195,        3.233333,          0.6008,          0.6009,          0.6008,          0.6007
         196,        3.250000,          0.6007,          0.6012,          0.6008,          0.6007
         197,        3.266667,          0.6008,          0.6006,          0.6007,          0.6008
         198,        3.283333,          0.6007,          0.6003,          0.6008,          0.6007
         199,        3.300000,          0.6007,          0.6006,          0.6007,          0.6007
         200,        3.316667,          0.6008,          0.6013,          0.6008,          0.6007
         201,        3.333333,          0.6008,          0.6005,          0.6008,          0.6007
         202,        3.350000,          0.6007,          0.6004,          0.6007,          0.6007
         203,        3.366667,          0.6008,          0.6007,          0.6008,          0.6008
         204,        3.383333,          0.6008,          0.6010,          0.6008,          0.6008
         205,        3.400000,          0.6008,          0.6012,          0.6008,          0.6008
         206,        3.416667,          0.6007,          0.6008,          0.6007,          0.6008
         207,        3.433333,          0.6008,          0.6003,          0.6008,          0.6008
         208,        3.450000,          0.6008,          0.6010,          0.6007,          0.6008
         209,        3.466667,          0.6008,          0.6009,          0.6008,          0.6008
         210,        3.483333,          0.6008,          0.6011,          0.6007,          0.6007
         211,        3.500000,          0.6007,          0.6009,          0.6008,          0.6008
         212,        3.516667,          0.6008,          0.6008,          0.6007,          0.6007
